"";"*rts_a";"*rts_i"
"pro_per";4667;875
"ver_sup";846;241
"pre";4313;1024
"con";2218;468
"art_def";3571;829
"adj";5063;813
"nom";16151;5202
"nr";16705;5328
"adj_dem";696;55
"aux";3622;649
"adv";685;144
"adj_pos";936;246
"num";406;228
"ono";1872;574
"pro_dem";1968;345
"pro_rel";810;140
"ver";3641;624
"adj_sup";99;18
"art_ind";1383;247
"nom_sup";587;105
"adv_sup";3019;743
"adj_int";518;44
"pro_pos";12;3
"adj_ind";192;48
"pro_ind";833;203
"adj_num";57;14
