"";"banalfreq";"X.rts_a";"X.rts_i"
"côté";543;-0,7242;0,7242
"vert";92;-0,5147;0,5147
"monter";163;-1,1477;1,1477
"km";56;-0,8175;0,8175
"h";111;-0,5156;0,5156
"évidemment";214;-1,3659;1,3659
"piste";64;0,2791;-0,2791
"réaliser";91;-0,2994;0,2994
"gris";24;0,4873;-0,4873
"vaud";124;0,2825;-0,2825
"sensibiliser";13;0,2785;-0,2785
"espace";114;-1,1883;1,1883
"entièrement";67;-0,3515;0,3515
"consacrer";22;-1,9102;1,9102
"lausanne";296;-0,8357;0,8357
"indignation";23;-1,5737;1,5737
"conduire";94;-0,4984;0,4984
"genève";590;-1,5252;1,5252
"comparer";180;0,3797;-0,3797
"grèce";11;0,2515;-0,2515
"turquie";44;0,3479;-0,3479
"côte";23;0,3864;-0,3864
"voyage";116;-0,3582;0,3582
"destination";17;-0,4716;0,4716
"recommander";33;0,4714;-0,4714
"donner";1333;-1,6446;1,6446
"goût";128;1,5859;-1,5859
"hasard";93;-0,5601;0,5601
"découverte";32;0,7551;-0,7551
"urbain";15;-0,2989;0,2989
"vent";57;0,3793;-0,3793
"remonter";61;1,9926;-1,9926
"image";315;0,533;-0,533
"gros";544;-0,6423;0,6423
"carrément";75;1,0784;-1,0784
"éclater";39;1,1522;-1,1522
"bagnole";20;0,9903;-0,9903
"réseau";265;0,3229;-0,3229
"perdre";589;-0,9853;0,9853
"taper";108;0,3465;-0,3465
"facebook";11;-0,357;0,357
"street";11;1,3107;-1,3107
"minute";122;0,4949;-0,4949
"roller";25;1,94;-1,94
"descendre";63;-0,6276;0,6276
"affronter";23;-0,8303;0,8303
"bus";101;-0,3237;0,3237
"emji_visage_en_pleine_réflexion";551;0,8403;-0,8403
"rip";44;-1,0993;1,0993
"redescendre";18;-0,5702;0,5702
"bord";64;-0,5465;0,5465
"recyclage";28;0,9936;-0,9936
"naïf";44;-0,501;0,501
"réchauffement";82;-0,8933;0,8933
"grippe";19;-0,2593;0,2593
"rassurant";18;0,2559;-0,2559
"repos";23;1,1541;-1,1541
"essence";40;-0,2837;0,2837
"électrique";58;-0,2704;0,2704
"exactement";385;1,2438;-1,2438
"écologie";58;-1,4324;1,4324
"vélo";147;-0,8331;0,8331
"écolo";26;0,9906;-0,9906
"difficulté";77;0,309;-0,309
"entourer";52;0,6866;-0,6866
"mégot";16;0,6663;-0,6663
"terre";381;-1,3978;1,3978
"herbe";17;1,6572;-1,6572
"impeccable";11;1,3107;-1,3107
"bâton";33;0,8776;-0,8776
"inclure";37;-1,8858;1,8858
"mètre";33;0,3258;-0,3258
"véritable";89;-0,5978;0,5978
"bras";90;1,0655;-1,0655
"retour";193;0,4621;-0,4621
"certainement";167;1,3645;-1,3645
"écrire";551;-1,7793;1,7793
"ca";746;0,9636;-0,9636
"berger";14;0,3917;-0,3917
"hyper";101;0,8925;-0,8925
"sensible";44;0,3479;-0,3479
"différence";286;-0,7422;0,7422
"emji_coeur_noir";15;1,7248;-1,7248
"culturel";68;-1,6273;1,6273
"qqn";37;-1,516;1,516
"boisson";12;-0,2427;0,2427
"préciser";74;-0,857;0,857
"niveau";682;-0,6365;0,6365
"élevé";137;-0,2977;0,2977
"conclusion";50;-1,736;1,736
"chef";91;-0,5785;0,5785
"changement";186;-0,6581;0,6581
"vivement";86;-0,6928;0,6928
"sérieux";220;-1,1753;1,1753
"courir";161;0,4715;-0,4715
"helvétique";23;-0,3734;0,3734
"emji_visage_de_geek";105;-0,3047;0,3047
"emji_cotillons";37;1,7774;-1,7774
"sembler";394;0,3984;-0,3984
"mémoire";91;0,8381;-0,8381
"revenir";537;-0,6431;0,6431
"hahah";18;0,9949;-0,9949
"nord";116;1,0428;-1,0428
"identique";22;0,47;-0,47
"férié";18;0,9949;-0,9949
"façon";429;0,679;-0,679
"diviser";51;-1,2672;1,2672
"accorder";49;-1,9506;1,9506
"arriver";830;0,3326;-0,3326
"coucher";58;1,8518;-1,8518
"langue";337;-1,0989;1,0989
"pur";122;1,3862;-1,3862
"tendre";56;0,7115;-0,7115
"adolescent";27;0,6133;-0,6133
"confiance";104;-1,1916;1,1916
"page";77;-0,8912;0,8912
"svp";201;0,3686;-0,3686
"oups";28;-0,5747;0,5747
"désolé";147;0,9978;-0,9978
"doute";221;-0,6362;0,6362
"cerveau";149;1,5898;-1,5898
"détendre";27;1,1445;-1,1445
"utiliser";829;1,2503;-1,2503
"envoyer";250;-0,904;0,904
"décevoir";47;1,433;-1,433
"prêt";158;1,885;-1,885
"armoire";13;1,8173;-1,8173
"savoyard";24;0,7098;-0,7098
"haut";316;-0,3269;0,3269
"descente";30;1,6538;-1,6538
"louper";38;1,0204;-1,0204
"emji_visage_roulant_des_yeux";453;1,9209;-1,9209
"emji_fondue";22;0,9885;-0,9885
"posts";16;-0,9706;0,9706
"intégralité";12;1,0383;-1,0383
"version";66;1,3471;-1,3471
"long";305;-0,9836;0,9836
"oeil";365;0,8423;-0,8423
"bio";75;-1,7875;1,7875
"envie";290;1,6065;-1,6065
"dos";128;0,9659;-0,9659
"moment";733;-0,9164;0,9164
"célèbre";16;0,2335;-0,2335
"grimper";17;-0,7455;0,7455
"pilier";30;-1,7284;1,7284
"pont";30;-0,5378;0,5378
"mur";81;-0,5579;0,5579
"fribourg";84;0,4875;-0,4875
"escalade";15;-0,8323;0,8323
"artificiel";44;0,6349;-0,6349
"créatif";22;1,7745;-1,7745
"champion";94;-0,3216;0,3216
"tennis";10;1,0725;-1,0725
"we";12;1,5595;-1,5595
"lover";16;0,4131;-0,4131
"you";24;-0,6651;0,6651
"emji_tête_à_l_envers";110;0,7446;-0,7446
"crier";101;-0,9961;0,9961
"direct";152;-1,8847;1,8847
"tour";138;0,486;-0,486
"mauvais";412;0,3632;-0,3632
"quotidien";113;-1,6637;1,6637
"cuisinier";11;1,3107;-1,3107
"pousser";138;-1,9982;1,9982
"aberrant";34;-1,1644;1,1644
"bêtement";16;0,2335;-0,2335
"sacrifier";11;0,2515;-0,2515
"foutre";374;-0,8175;0,8175
"crever";68;-0,3937;0,3937
"avenir";111;-1,3259;1,3259
"restauration";20;-1,1361;1,1361
"numéro";50;-1,736;1,736
"maltraiter";44;0,6349;-0,6349
"cure";14;0,6565;-0,6565
"emji_visage_qui_vomit";96;1,4559;-1,4559
"politesse";15;0,3032;-0,3032
"emji_tête_de_fou";111;1,4244;-1,4244
"beurre";35;0,4869;-0,4869
"horrifier";12;-0,7957;0,7957
"sucre";37;1,7774;-1,7774
"secret";67;1,0395;-1,0395
"mdrrrr";26;0,9906;-0,9906
"répondre";441;1,9782;-1,9782
"pertinent";80;-1,2978;1,2978
"efficace";71;-1,6591;1,6591
"vrmt";21;-0,401;0,401
"veille";21;1,1631;-1,1631
"jpp";16;0,6663;-0,6663
"signe";70;-0,3792;0,3792
"hauteur";54;0,309;-0,309
"précision";46;1,2968;-1,2968
"tjr";33;-0,4099;0,4099
"loto";10;1,0725;-1,0725
"typiquement";16;1,9715;-1,9715
"fois";1138;-1,3571;1,3571
"hahahaha";17;0,8246;-0,8246
"présent";135;-0,5282;0,5282
"satisfaire";48;1,0572;-1,0572
"connerie";121;-1,1562;1,1562
"présenter";153;-1,2826;1,2826
"insta";67;0,3402;-0,3402
"tort";61;0,5238;-0,5238
"men";17;-0,7455;0,7455
"porte";257;-0,3024;0,3024
"malheur";25;0,599;-0,599
"janvier";28;-0,2552;0,2552
"emji_poignée_de_main";17;0,3259;-0,3259
"bernard";52;1,8663;-1,8663
"profondeur";15;0,5215;-0,5215
"chercher";437;-1,3178;1,3178
"diversité";29;-0,4625;0,4625
"attitude";24;0,7098;-0,7098
"facile";300;-1,4818;1,4818
"passionnant";20;0,9903;-0,9903
"envisager";21;-0,9072;0,9072
"auprès_de";33;-0,794;0,794
"catastrophique";34;-0,4759;0,4759
"normalement";48;0,3758;-0,3758
"tiers";32;-0,5051;0,5051
"what";11;0,8322;-0,8322
"réparer";22;-1,0316;1,0316
"traumatisme";31;1,8375;-1,8375
"développer";114;-0,8901;0,8901
"1ere";17;1,6572;-1,6572
"main";318;0,8478;-0,8478
"bébé";108;0,4259;-0,4259
"réflexe";19;-0,676;0,676
"balancer";79;-1,6614;1,6614
"tôt";83;0,5363;-0,5363
"résumé";50;1,5731;-1,5731
"association";82;-1,2529;1,2529
"enlever";148;-1,7809;1,7809
"rythme";52;0,2963;-0,2963
"doré";11;1,9502;-1,9502
"chalet";26;0,9906;-0,9906
"emji_biceps_contracté_peau_légèrement_mate";17;0,3259;-0,3259
"emji_biceps_contracté_peau_moyennement_claire";21;0,3673;-0,3673
"aîné";25;1,5115;-1,5115
"répéter";128;-0,736;0,736
"preuve";252;-1,812;1,812
"inutile";140;-1,1047;1,1047
"peur";336;0,2889;-0,2889
"océan";18;-0,8697;0,8697
"marin";10;-0,2629;0,2629
"spécialiste";36;-0,8346;0,8346
"barbare";12;-0,4622;0,4622
"emji_visage_boudeur";287;-1,5654;1,5654
"naissance";57;0,9907;-0,9907
"phénomène";63;-0,6276;0,6276
"propre";413;-0,4061;0,4061
"jeter";126;-0,5466;0,5466
"nager";11;1,9502;-1,9502
"flotte";16;1,9715;-1,9715
"parfaitement";100;0,5761;-0,5761
"terrifiant";16;1,434;-1,434
"mer";48;0,5054;-0,5054
"env";14;-1,1004;1,1004
"brutal";26;-0,2699;0,2699
"liquide";26;1,7019;-1,7019
"bb";28;-0,8075;0,8075
"seul";1115;-1,0141;1,0141
"renoncer";21;-0,6188;0,6188
"dignité";38;-0,4258;0,4258
"reposer";120;0,4024;-0,4024
"sûr";634;-0,7082;0,7082
"content";227;0,3006;-0,3006
"ptit";18;0,9949;-0,9949
"définir";43;0,2862;-0,2862
"type";254;-0,5617;0,5617
"salutation";20;1,367;-1,367
"malade";131;-0,3908;0,3908
"conversation";34;1,0079;-1,0079
"excuser";132;-0,5047;0,5047
"mélanger";67;-1,5312;1,5312
"boule";31;0,641;-0,641
"moto";56;0,7115;-0,7115
"tomber";308;1,0581;-1,0581
"nan";97;1,9972;-1,9972
"chui";10;0,3428;-0,3428
"intéresser";179;-1,4925;1,4925
"blâmer";38;-1,309;1,309
"dégager";39;0,258;-0,258
"connaissance";126;1,5776;-1,5776
"agression";58;-1,1871;1,1871
"meme";275;-0,3859;0,3859
"normal";435;-1,5177;1,5177
"insulter";114;1,9251;-1,9251
"réciproque";10;0,6407;-0,6407
"insulte";26;0,7211;-0,7211
"sexisme";22;0,2971;-0,2971
"bcp";202;-0,8126;0,8126
"debut";17;0,8246;-0,8246
"pétard";10;1,6677;-1,6677
"féministe";105;0,7797;-0,7797
"vierge";26;0,3346;-0,3346
"vide";95;1,01;-1,01
"propos";272;-1,1075;1,1075
"vérité";253;0,6289;-0,6289
"irrespectueux";15;0,3032;-0,3032
"vulgaire";20;1,8247;-1,8247
"franchise";26;-0,8709;0,8709
"déranger";163;-1,7591;1,7591
"waw";12;1,5595;-1,5595
"spirituel";11;1,9502;-1,9502
"ramasser";59;-0,5356;0,5356
"terriblement";20;1,8247;-1,8247
"lumière";102;0,4854;-0,4854
"ramener";97;0,6151;-0,6151
"réaction";78;-0,3283;0,3283
"comportement";128;-0,4461;0,4461
"signaler";34;-0,6607;0,6607
"plaire";159;1,1873;-1,1873
"plaie";14;-0,7009;0,7009
"silence";73;-0,6446;0,6446
"harcèlement";55;-0,7455;0,7455
"rdv";19;0,3472;-0,3472
"influence";48;-0,9895;0,9895
"expo";13;0,8254;-0,8254
"site";110;-1,6311;1,6311
"parc";40;-0,7423;0,7423
"activité";103;0,2884;-0,2884
"thème";23;1,1541;-1,1541
"amical";10;1,0725;-1,0725
"laid";10;1,6677;-1,6677
"résister";27;-1,3174;1,3174
"pire";454;0,4299;-0,4299
"parallèle";35;-1,2779;1,2779
"adresse";51;-0,265;0,265
"office";34;-1,4922;1,4922
"foyer";90;-1,9421;1,9421
"prince";40;1,2905;-1,2905
"moderne";66;-0,4091;0,4091
"nuit";152;1,0867;-1,0867
"avance";143;1,5636;-1,5636
"nécessiter";20;-1,1361;1,1361
"emji_coeur_jaune";16;1,9715;-1,9715
"aborder";27;-1,7244;1,7244
"supposer";51;0,3403;-0,3403
"banaliser";28;-0,8075;0,8075
"standard";32;0,5506;-0,5506
"fil";44;0,8225;-0,8225
"violet";13;1,8173;-1,8173
"ooh";13;0,5042;-0,5042
"souffrir";114;0,3036;-0,3036
"co";57;0,2812;-0,2812
"confirmer";119;-0,7686;0,7686
"emji_yeux";106;-0,6081;0,6081
"math";11;0,8322;-0,8322
"emji_femme_qui_hausse_les_épaules";76;0,6824;-0,6824
"note";47;0,5731;-0,5731
"ahhhh";11;1,3107;-1,3107
"anglais";116;1,1945;-1,1945
"tourner";213;-0,2978;0,2978
"grace";14;-0,7009;0,7009
"moral";53;-1,4676;1,4676
"résumer";33;-1,0549;1,0549
"ménage";115;-0,4869;0,4869
"esclave";36;-0,3133;0,3133
"tranquille";104;-1,1916;1,1916
"ambition";11;0,2515;-0,2515
"vomir";35;0,3417;-0,3417
"misogynie";16;0,6663;-0,6663
"apparemment";134;-1,3453;1,3453
"incapable";76;0,3459;-0,3459
"habitude";149;0,3523;-0,3523
"expérience";123;1,8502;-1,8502
"renouveler";11;-0,357;0,357
"course";159;1,4752;-1,4752
"lessive";14;0,6565;-0,6565
"extérieur";57;1,2042;-1,2042
"infirmier";40;-0,9666;0,9666
"30ans";13;1,2569;-1,2569
"valoir";385;0,9177;-0,9177
"aise";37;0,502;-0,502
"misogyne";25;1,1481;-1,1481
"stérile";14;-0,7009;0,7009
"déplaire";44;-0,3661;0,3661
"fameux";139;0,8365;-0,8365
"progrès";47;0,5731;-0,5731
"catastrophe";87;-0,3194;0,3194
"journal";67;1,0395;-1,0395
"répartir";13;-0,5772;0,5772
"préjugé";18;0,4331;-0,4331
"actuel";290;1,4894;-1,4894
"familial";57;-1,0998;1,0998
"conserver";24;1,3287;-1,3287
"généralisé";16;0,6663;-0,6663
"évoquer";36;0,4179;-0,4179
"pape";11;0,8322;-0,8322
"abandonner";68;1,142;-1,142
"carrière";55;0,2692;-0,2692
"cest";201;0,7293;-0,7293
"désolant";10;-0,5215;0,5215
"trans";19;-0,676;0,676
"retourner";182;0,6023;-0,6023
"bobo";32;1,2952;-1,2952
"raisonnement";87;-0,618;0,618
"ect";58;0,7237;-0,7237
"fermeture";20;0,6875;-0,6875
"insultant";24;0,4873;-0,4873
"désaccord";11;0,2515;-0,2515
"story";14;1,0168;-1,0168
"excellence";12;-0,4622;0,4622
"emji_coeur_violet";42;1,9169;-1,9169
"amalgame";17;0,8246;-0,8246
"rarement";48;1,5747;-1,5747
"soumettre";77;0,6218;-0,6218
"recherche";128;-1,6307;1,6307
"honnête";68;-1,3804;1,3804
"vice";18;-0,3514;0,3514
"perfection";15;1,7248;-1,7248
"cesse";50;-1,4357;1,4357
"boire";124;1,9546;-1,9546
"constamment";33;-1,0549;1,0549
"intensité";13;-0,5772;0,5772
"humanisme";13;-0,5772;0,5772
"emji_homme_avec_la_paume_sur_le_visage";37;-1,8858;1,8858
"endroit";185;0,8452;-0,8452
"ensemble";181;0,2988;-0,2988
"totalité";22;-1,4233;1,4233
"remarquable";13;0,5042;-0,5042
"briser";39;0,6935;-0,6935
"craquer";12;1,5595;-1,5595
"somme";47;-0,9034;0,9034
"fumée";38;-0,5873;0,5873
"cigarette";63;-0,3798;0,3798
"mortel";31;-1,8727;1,8727
"impossible";140;0,5824;-0,5824
"abuser";70;-0,9248;0,9248
"lucide";23;0,8386;-0,8386
"vin";91;0,4752;-0,4752
"qualité";219;-1,3692;1,3692
"forcément";184;-1,3498;1,3498
"nu";59;1,2113;-1,2113
"conscience";162;-1,0945;1,0945
"ressortir";28;-0,2552;0,2552
"puissance";53;1,1905;-1,1905
"appui";12;-1,2763;1,2763
"fuite";35;-1,62;1,62
"clé";42;-0,7026;0,7026
"entretien";38;-1,309;1,309
"dépression";37;-1,1982;1,1982
"psy";46;-0,6333;0,6333
"générosité";13;1,8173;-1,8173
"appel";79;-1,2186;1,2186
"clair";218;-1,0825;1,0825
"solitude";50;-0,4341;0,4341
"interroger";48;1,0572;-1,0572
"souligner";43;-1,0046;1,0046
"livrer";25;0,599;-0,599
"comble";13;-0,3248;0,3248
"instruit";15;1,2202;-1,2202
"probablement";129;-0,5714;0,5714
"consulter";40;-0,9666;0,9666
"sincérité";11;1,3107;-1,3107
"douleur";37;0,3573;-0,3573
"saluer";22;-0,7215;0,7215
"profond";60;0,3463;-0,3463
"concurrence";35;-0,2638;0,2638
"vincent";25;1,1481;-1,1481
"carré";21;0,8327;-0,8327
"dimension";19;-0,4332;0,4332
"ouïr";10;0,6407;-0,6407
"goûter";35;0,4869;-0,4869
"intérieur";91;0,8381;-0,8381
"caractère";25;1,5115;-1,5115
"certe";13;0,5042;-0,5042
"allah";27;1,4921;-1,4921
"dépendre";150;0,6304;-0,6304
"divin";25;1,94;-1,94
"prévenir";35;-1,2779;1,2779
"physiquement";29;0,6273;-0,6273
"seconde";106;0,9912;-0,9912
"albert";13;1,2569;-1,2569
"théorie";66;-1,4375;1,4375
"paraître";125;0,3874;-0,3874
"possession";19;0,3472;-0,3472
"ironie";38;-1,6403;1,6403
"mâle";20;0,9903;-0,9903
"apparaître";53;0,3535;-0,3535
"cruauté";13;0,2785;-0,2785
"légalement";12;-1,958;1,958
"psychologie";11;0,2515;-0,2515
"perturbateur";11;0,8322;-0,8322
"prédateur";29;1,4767;-1,4767
"sexuel";65;-0,2751;0,2751
"appareil";32;1,0024;-1,0024
"contacter";28;-1,4505;1,4505
"autrement";83;-0,6615;0,6615
"concept";87;-0,618;0,618
"indicateur";11;-0,6542;0,6542
"pain";162;1,0106;-1,0106
"suite";248;1,0838;-1,0838
"machine";107;0,5611;-0,5611
"infernal";10;1,0725;-1,0725
"redonner";25;-0,5295;0,5295
"auto";57;0,6387;-0,6387
"forêt";79;1,9774;-1,9774
"texte";75;-0,3036;0,3036
"jaloux";37;0,8955;-0,8955
"tribune";23;1,5359;-1,5359
"inquiétude";10;-0,9265;0,9265
"lausannois";18;-0,3514;0,3514
"réunir";43;0,2862;-0,2862
"ouvrage";21;0,8327;-0,8327
"tirer";194;1,1653;-1,1653
"exemplaire";26;-1,5775;1,5775
"centrale";25;-1,0641;1,0641
"bibliothèque";13;0,2785;-0,2785
"décès";23;-0,8303;0,8303
"ré";10;0,3428;-0,3428
"édition";29;0,6273;-0,6273
"passage";145;1,5723;-1,5723
"angle";10;-0,2629;0,2629
"ohlala";10;1,6677;-1,6677
"taliban";15;-1,262;1,262
"fribourgeois";31;1,1426;-1,1426
"mini";28;0,3523;-0,3523
"inapproprié";12;-0,2427;0,2427
"romain";27;-0,3283;0,3283
"scolaire";78;1,1866;-1,1866
"emji_applaudissements_peau_moyennement_claire";40;-0,2837;0,2837
"personnalité";35;0,8864;-0,8864
"avril";36;1,2904;-1,2904
"marquer";63;1,02;-1,02
"cinéma";85;-0,6392;0,6392
"emji_visage_stupéfait";15;1,2202;-1,2202
"voiler";43;0,9233;-0,9233
"challenge";17;1,1944;-1,1944
"cou";25;1,94;-1,94
"renseignement";11;0,2515;-0,2515
"lgbt";30;-0,7523;0,7523
"be";15;-0,2989;0,2989
"like";23;0,5844;-0,5844
"emji_oeil";15;0,5215;-0,5215
"boucle";29;1,4767;-1,4767
"ouverture";47;-0,705;0,705
"porter";260;1,9982;-1,9982
"peau";130;1,9734;-1,9734
"lointain";24;1,3287;-1,3287
"chier";86;0,7402;-0,7402
"r";77;1,2808;-1,2808
"fléau";29;-0,6609;0,6609
"piéton";54;0,8774;-0,8774
"courant";158;-0,5902;0,5902
"vision";110;0,4358;-0,4358
"courageux";50;0,2836;-0,2836
"anonyme";21;-0,9072;0,9072
"fonctionnaire";15;-0,8323;0,8323
"emji_visage_festif";83;0,6569;-0,6569
"dessin";28;1,3068;-1,3068
"animé";17;0,5381;-0,5381
"facteur";52;-0,7085;0,7085
"pâte";18;1,3957;-1,3957
"fruit";96;-0,3909;0,3909
"quartier";87;0,6798;-0,6798
"exposer";59;-0,6826;0,6826
"fermer";219;-1,3692;1,3692
"tradition";64;0,3707;-0,3707
"hallucinant";32;-0,3488;0,3488
"diffusion";14;-0,2261;0,2261
"co2";35;-0,5467;0,5467
"emji_pouce_vers_le_haut_peau_claire";93;1,9908;-1,9908
"écologiste";12;-0,2427;0,2427
"2h";21;-0,2435;0,2435
"racheter";28;0,9936;-0,9936
"gâchis";12;0,6478;-0,6478
"écologique";77;-1,4818;1,4818
"vigneron";11;-0,6542;0,6542
"poète";11;1,9502;-1,9502
"dérouler";28;-1,8749;1,8749
"reproduction";13;0,5042;-0,5042
"élevage";39;0,9046;-0,9046
"horrible";99;1,3728;-1,3728
"agriculteur";22;0,9885;-0,9885
"emji_visage_démoralisé_avec_goutte_de_sueur";32;0,7551;-0,7551
"abattre";31;1,1426;-1,1426
"condescendant";19;0,554;-0,554
"patriarcal";24;-0,2863;0,2863
"gêner";69;0,7123;-0,7123
"parfaire";119;0,8544;-0,8544
"deja";93;-0,9617;0,9617
"rente";25;-1,0641;1,0641
"retraite";162;-0,8547;0,8547
"combat";122;-0,6813;0,6813
"lit";62;-0,8904;0,8904
"épuiser";30;-0,7523;0,7523
"forme";190;-0,631;0,631
"parfait";60;0,7358;-0,7358
"commentateur";12;1,5595;-1,5595
"glisser";23;1,1541;-1,1541
"masculin";57;0,9907;-0,9907
"épreuve";16;0,4131;-0,4131
"officiellement";36;-1,3952;1,3952
"sportif";58;1,3233;-1,3233
"effectuer";46;-0,8208;0,8208
"effectivement";277;1,3747;-1,3747
"morges";15;-0,8323;0,8323
"domestique";62;-0,8904;0,8904
"surprise";84;-1,8803;1,8803
"inconnu";45;1,4328;-1,4328
"schéma";21;-0,6188;0,6188
"extrêmement";96;-0,4829;0,4829
"différent";225;1,2515;-1,2515
"conjoint";28;-1,4505;1,4505
"parvenir";18;-0,5702;0,5702
"agresser";48;-0,7803;0,7803
"ignorer";85;-1,9765;1,9765
"poivre";14;-1,1004;1,1004
"multiple";38;-0,5873;0,5873
"emji_visage_avec_des_symboles_dans_la_bouche";85;-0,7743;0,7743
"ride";11;0,486;-0,486
"emji_visage_épuisé";84;1,6242;-1,6242
"sentiment";62;0,7478;-0,7478
"colère";40;-1,8983;1,8983
"survivre";80;-0,4055;0,4055
"coach";20;-0,3264;0,3264
"abe";35;-1,2779;1,2779
"livre";214;1,7974;-1,7974
"sympathique";34;1,998;-1,998
"portrait";17;0,8246;-0,8246
"zombie";11;0,2515;-0,2515
"morceau";27;0,8528;-0,8528
"contemporain";14;1,0168;-1,0168
"cri";12;-0,2427;0,2427
"www";10;1,0725;-1,0725
"ch";62;-1,0879;1,0879
"pub";81;-1,1761;1,1761
"variété";14;1,0168;-1,0168
"go";30;0,7438;-0,7438
"immense";76;0,3459;-0,3459
"comédien";25;1,94;-1,94
"faillir";18;-0,3514;0,3514
"disputer";13;-0,5772;0,5772
