"";"X.rts_a";"X.rts_i"
"marine";1,5595;-1,5595
"maxi";4,1239;-4,1239
"troupe";-0,7957;0,7957
"année";44,3105;-44,3105
"ahaha";6,5781;-6,5781
"régaler";4,4318;-4,4318
"emji_poing_levé";0,3258;-0,3258
"rouler";1,7932;-1,7932
"neige";11,0809;-11,0809
"chaux";2,6234;-2,6234
"malheureusement";5,3209;-5,3209
"1er";1,5528;-1,5528
"acheter";-0,3724;0,3724
"pot";0,3136;-0,3136
"italie";8,2362;-8,2362
"kilomètre";0,3346;-0,3346
"emji_pouce_vers_le_haut";34,2373;-34,2373
"excellent";6,5207;-6,5207
"côté";-0,7242;0,7242
"vert";-0,5147;0,5147
"monter";-1,1477;1,1477
"km";-0,8175;0,8175
"h";-0,5156;0,5156
"maquiller";2,2831;-2,2831
"emji_visage_souriant_aux_yeux_rieurs";30,4029;-30,4029
"évidemment";-1,3659;1,3659
"groupe";-5,9505;5,9505
"travailleur";-5,9748;5,9748
"social";-17,8707;17,8707
"jour";5,3699;-5,3699
"jeune";44,9399;-44,9399
"piste";0,2791;-0,2791
"réaliser";-0,2994;0,2994
"gris";0,4873;-0,4873
"vaud";0,2825;-0,2825
"média";-22,0611;22,0611
"sensibiliser";0,2785;-0,2785
"politicien";-10,5172;10,5172
"urgence";-2,0436;2,0436
"proposer";-5,2798;5,2798
"espace";-1,1883;1,1883
"entièrement";-0,3515;0,3515
"consacrer";-1,9102;1,9102
"montrer";-8,9261;8,9261
"lausanne";-0,8357;0,8357
"flic";-3,3406;3,3406
"indignation";-1,5737;1,5737
"boguet";4,3495;-4,3495
"conduire";-0,4984;0,4984
"genève";-1,5252;1,5252
"début";10,0401;-10,0401
"étude";-16,2476;16,2476
"comparer";0,3797;-0,3797
"plat";2,1914;-2,1914
"besoin";-7,8717;7,8717
"manière";-5,1081;5,1081
"apprécier";7,512;-7,512
"pays";-141,5082;141,5082
"habitant";-7,1485;7,1485
"grèce";0,2515;-0,2515
"turquie";0,3479;-0,3479
"côte";0,3864;-0,3864
"us";-8,4386;8,4386
"rencontre";2,5414;-2,5414
"voyage";-0,3582;0,3582
"destination";-0,4716;0,4716
"recommander";0,4714;-0,4714
"donner";-1,6446;1,6446
"goût";1,5859;-1,5859
"hasard";-0,5601;0,5601
"découverte";0,7551;-0,7551
"frisson";2,8799;-2,8799
"intéressant";4,0824;-4,0824
"entendre";18,9032;-18,9032
"regard";6,768;-6,768
"homme";47,4914;-47,4914
"réflexion";2,4125;-2,4125
"urbain";-0,2989;0,2989
"cheveu";16,7863;-16,7863
"vent";0,3793;-0,3793
"effet";-4,6106;4,6106
"perle";2,4853;-2,4853
"remonter";1,9926;-1,9926
"lol";7,2724;-7,2724
"naître";14,2045;-14,2045
"fou";6,0896;-6,0896
"image";0,533;-0,533
"gros";-0,6423;0,6423
"problème";-43,1121;43,1121
"boy";6,8425;-6,8425
"carrément";1,0784;-1,0784
"éclater";1,1522;-1,1522
"carter";3,6246;-3,6246
"huile";5,8754;-5,8754
"bagnole";0,9903;-0,9903
"etait";10,155;-10,155
"considérer";-2,3108;2,3108
"réseau";0,3229;-0,3229
"passion";6,6098;-6,6098
"témoignage";18,0083;-18,0083
"perdre";-0,9853;0,9853
"suffire";-7,2548;7,2548
"taper";0,3465;-0,3465
"nom";27,2296;-27,2296
"facebook";-0,357;0,357
"street";1,3107;-1,3107
"premier";2,4394;-2,4394
"minute";0,4949;-0,4949
"fils";9,6526;-9,6526
"suivre";-3,6817;3,6817
"roi";4,7753;-4,7753
"roller";1,94;-1,94
"mère";30,8791;-30,8791
"descendre";-0,6276;0,6276
"permettre";-12,7538;12,7538
"lien";-3,7145;3,7145
"concerner";-13,4355;13,4355
"mort";-2,7864;2,7864
"affronter";-0,8303;0,8303
"emji_visage_avec_bouche_ouverte";21,1499;-21,1499
"fantastique";4,7123;-4,7123
"bus";-0,3237;0,3237
"orange";2,6283;-2,6283
"emji_visage_en_pleine_réflexion";0,8403;-0,8403
"drôle";7,8349;-7,8349
"rip";-1,0993;1,0993
"partie";-2,2322;2,2322
"redescendre";-0,5702;0,5702
"bord";-0,5465;0,5465
"lac";14,9622;-14,9622
"emji_visage_souriant_avec_yeux_rieurs";50,9469;-50,9469
"recyclage";0,9936;-0,9936
"mignon";59,0823;-59,0823
"naïf";-0,501;0,501
"réchauffement";-0,8933;0,8933
"climatique";-6,5009;6,5009
"grippe";-0,2593;0,2593
"emji_visage_très_souriant_aux_yeux_rieurs";12,0688;-12,0688
"rassurant";0,2559;-0,2559
"repos";1,1541;-1,1541
"nourrir";27,8699;-27,8699
"soigner";-2,7617;2,7617
"politique";-76,0792;76,0792
"visionnaire";10,9686;-10,9686
"écouter";11,4839;-11,4839
"sage";9,8436;-9,8436
"philosophie";7,0568;-7,0568
"adulte";3,7839;-3,7839
"essence";-0,2837;0,2837
"électrique";-0,2704;0,2704
"étonnant";-3,0839;3,0839
"clairvoyance";4,1239;-4,1239
"prophète";2,8011;-2,8011
"exactement";1,2438;-1,2438
"train";-6,7877;6,7877
"emji_visage_qui_pleure";21,8;-21,8
"écologie";-1,4324;1,4324
"multinationale";-2,1708;2,1708
"gouvernement";-43,2106;43,2106
"vélo";-0,8331;0,8331
"exister";11,9874;-11,9874
"écolo";0,9906;-0,9906
"respecter";-9,4894;9,4894
"nature";18,928;-18,928
"employer";-2,5895;2,5895
"difficulté";0,309;-0,309
"étranger";-22,9962;22,9962
"travailler";-8,7261;8,7261
"entourer";0,6866;-0,6866
"responsable";-7,2884;7,2884
"billet";-11,8831;11,8831
"lieu";-10,8251;10,8251
"papier";2,3256;-2,3256
"mégot";0,6663;-0,6663
"terre";-1,3978;1,3978
"élire";-7,592;7,592
"rappeler";6,3358;-6,3358
"herbe";1,6572;-1,6572
"putain";5,8523;-5,8523
"hahaha";4,2735;-4,2735
"remarquer";3,519;-3,519
"impeccable";1,3107;-1,3107
"planter";3,1273;-3,1273
"bâton";0,8776;-0,8776
"inclure";-1,8858;1,8858
"emji_visage_avec_une_main_sur_la_bouche";11,9353;-11,9353
"génie";2,258;-2,258
"alexandre";5,4369;-5,4369
"simplement";-4,4783;4,4783
"rôle";-3,3112;3,3112
"mètre";0,3258;-0,3258
"véritable";-0,5978;0,5978
"intelligence";7,205;-7,205
"bras";1,0655;-1,0655
"plan";-5,5772;5,5772
"légende";7,8637;-7,8637
"retour";0,4621;-0,4621
"touchant";72,3953;-72,3953
"certainement";1,3645;-1,3645
"emji_visage_souriant";17,0365;-17,0365
"écrire";-1,7793;1,7793
"sous_titre";3,6246;-3,6246
"triste";2,4425;-2,4425
"ca";0,9636;-0,9636
"essayer";-2,7525;2,7525
"effort";-2,6985;2,6985
"berger";0,3917;-0,3917
"hyper";0,8925;-0,8925
"sensible";0,3479;-0,3479
"différence";-0,7422;0,7422
"emji_coeur_noir";1,7248;-1,7248
"emji_couronne";3,495;-3,495
"face";-7,216;7,216
"culturel";-1,6273;1,6273
"arrêter";-30,1394;30,1394
"qqn";-1,516;1,516
"boisson";-0,2427;0,2427
"faux";-10,7253;10,7253
"important";-5,0056;5,0056
"préciser";-0,857;0,857
"sujet";-17,822;17,822
"mr";3,8922;-3,8922
"georges";53,166;-53,166
"niveau";-0,6365;0,6365
"élevé";-0,2977;0,2977
"post";-9,1839;9,1839
"projet";-12,5841;12,5841
"logique";-9,8965;9,8965
"inventer";8,578;-8,578
"conclusion";-1,736;1,736
"chef";-0,5785;0,5785
"oeuvre";-2,6107;2,6107
"génération";33,1743;-33,1743
"traiter";-3,4005;3,4005
"changement";-0,6581;0,6581
"climat";-9,8902;9,8902
"vivement";-0,6928;0,6928
"sérieux";-1,1753;1,1753
"emji_visage_souriant_avec_coeurs";117,9482;-117,9482
"emji_visage_de_clown";-2,0749;2,0749
"courir";0,4715;-0,4715
"richesse";-4,5351;4,5351
"perte";-4,3404;4,3404
"août";2,4246;-2,4246
"joyeux";3,9668;-3,9668
"fête";8,6899;-8,6899
"national";-2,1974;2,1974
"helvétique";-0,3734;0,3734
"emji_visage_de_geek";-0,3047;0,3047
"emji_cotillons";1,7774;-1,7774
"garçon";50,0374;-50,0374
"sembler";0,3984;-0,3984
"information";-14,2451;14,2451
"mémoire";0,8381;-0,8381
"revenir";-0,6431;0,6431
"hahah";0,9949;-0,9949
"adorable";45,5906;-45,5906
"seulement";-3,5898;3,5898
"nord";1,0428;-1,0428
"résultat";-2,697;2,697
"identique";0,47;-0,47
"férié";0,9949;-0,9949
"façon";0,679;-0,679
"politiquement";-2,0202;2,0202
"diviser";-1,2672;1,2672
"habiter";2,0932;-2,0932
"peuple";-72,7223;72,7223
"accorder";-1,9506;1,9506
"enrichir";-3,7858;3,7858
"immigration";-7,7153;7,7153
"arriver";0,3326;-0,3326
"européen";-17,6693;17,6693
"situer";-2,1642;2,1642
"coeur";18,5625;-18,5625
"coucher";1,8518;-1,8518
"fonctionner";-9,5163;9,5163
"langue";-1,0989;1,0989
"pur";1,3862;-1,3862
"tendre";0,7115;-0,7115
"micro";6,9178;-6,9178
"adolescent";0,6133;-0,6133
"confiance";-1,1916;1,1916
"émouvoir";4,0888;-4,0888
"emji_mains_en_prière";52,0899;-52,0899
"emji_papillon";2,834;-2,834
"emji_notes_de_musique";27,2077;-27,2077
"emji_coeur_bleu";3,5272;-3,5272
"page";-0,8912;0,8912
"svp";0,3686;-0,3686
"céder";-3,2865;3,2865
"médiocrité";-2,1738;2,1738
"oups";-0,5747;0,5747
"désolé";0,9978;-0,9978
"doute";-0,6362;0,6362
"pluie";3,5176;-3,5176
"cerveau";1,5898;-1,5898
"journée";3,3791;-3,3791
"détendre";1,1445;-1,1445
"jean";3,2625;-3,2625
"michel";3,539;-3,539
"utiliser";1,2503;-1,2503
"pression";-4,6841;4,6841
"jet";-2,2342;2,2342
"envoyer";-0,904;0,904
"décevoir";1,433;-1,433
"prêt";1,885;-1,885
"armoire";1,8173;-1,8173
"manger";18,2833;-18,2833
"fondue";5,2877;-5,2877
"savoyard";0,7098;-0,7098
"haut";-0,3269;0,3269
"montagne";3,1492;-3,1492
"descente";1,6538;-1,6538
"ski";4,0579;-4,0579
"louper";1,0204;-1,0204
"emji_visage_roulant_des_yeux";1,9209;-1,9209
"recette";-2,7356;2,7356
"emji_fondue";0,9885;-0,9885
"cher";-3,8088;3,8088
"posts";-0,9706;0,9706
"trouver";2,6176;-2,6176
"intégralité";1,0383;-1,0383
"version";1,3471;-1,3471
"long";-0,9836;0,9836
"larme";5,1505;-5,1505
"oeil";0,8423;-0,8423
"bio";-1,7875;1,7875
"envie";1,6065;-1,6065
"empêcher";-4,6209;4,6209
"sourire";9,4855;-9,4855
"froid";9,3315;-9,3315
"dos";0,9659;-0,9659
"moment";-0,9164;0,9164
"manquer";3,0666;-3,0666
"célèbre";0,2335;-0,2335
"culte";2,2112;-2,2112
"radio";2,7274;-2,7274
"grimper";-0,7455;0,7455
"pilier";-1,7284;1,7284
"pont";-0,5378;0,5378
"mur";-0,5579;0,5579
"fribourg";0,4875;-0,4875
"escalade";-0,8323;0,8323
"artificiel";0,6349;-0,6349
"créatif";1,7745;-1,7745
"faible";-3,316;3,316
"marcher";-3,8736;3,8736
"champion";-0,3216;0,3216
"roger";3,4579;-3,4579
"chapeau";5,7881;-5,7881
"artiste";-2,0038;2,0038
"tennis";1,0725;-1,0725
"éternité";2,2394;-2,2394
"emji_coeur_vert";2,3132;-2,3132
"we";1,5595;-1,5595
"lover";0,4131;-0,4131
"you";-0,6651;0,6651
"magique";4,3462;-4,3462
"réussite";-3,5822;3,5822
"sympa";10,8692;-10,8692
"emji_tête_à_l_envers";0,7446;-0,7446
"léger";2,7408;-2,7408
"crier";-0,9961;0,9961
"scandale";-3,969;3,969
"direct";-1,8847;1,8847
"tour";0,486;-0,486
"chien";6,1084;-6,1084
"mauvais";0,3632;-0,3632
"singe";2,3723;-2,3723
"recevoir";2,4748;-2,4748
"amour";35,6353;-35,6353
"quotidien";-1,6637;1,6637
"cuisinier";1,3107;-1,3107
"client";9,154;-9,154
"demander";-2,1051;2,1051
"pousser";-1,9982;1,9982
"aberrant";-1,1644;1,1644
"exprimer";15,4448;-15,4448
"bêtement";0,2335;-0,2335
"pauvre";3,0168;-3,0168
"servir";-3,9992;3,9992
"bière";2,9041;-2,9041
"métier";3,1538;-3,1538
"sacrifier";0,2515;-0,2515
"déplacement";-2,0288;2,0288
"foutre";-0,8175;0,8175
"lier";-5,8478;5,8478
"crever";-0,3937;0,3937
"ohh";2,2252;-2,2252
"avenir";-1,3259;1,3259
"restauration";-1,1361;1,1361
"numéro";-1,736;1,736
"étonner";-3,3737;3,3737
"maltraiter";0,6349;-0,6349
"honteux";-9,0164;9,0164
"cure";0,6565;-0,6565
"emji_visage_qui_vomit";1,4559;-1,4559
"politesse";0,3032;-0,3032
"epoque";11,0647;-11,0647
"emji_tête_de_fou";1,4244;-1,4244
"beurre";0,4869;-0,4869
"horrifier";-0,7957;0,7957
"maman";13,7414;-13,7414
"quantité";-2,4319;2,4319
"sucre";1,7774;-1,7774
"secret";1,0395;-1,0395
"grand_mère";14,9186;-14,9186
"émission";10,7605;-10,7605
"emji_étoile";3,7902;-3,7902
"emji_miam";7,0568;-7,0568
"régal";2,0506;-2,0506
"enfance";41,1933;-41,1933
"famille";-3,5746;3,5746
"emji_pouce_vers_le_haut_peau_moyennement_claire";3,2054;-3,2054
"mec";7,8178;-7,8178
"mdrrrr";0,9906;-0,9906
"emji_tête_de_chat";2,5343;-2,5343
"tuer";-11,614;11,614
"xd";2,439;-2,439
"justement";-8,5403;8,5403
"marier";8,1372;-8,1372
"vendredi";4,036;-4,036
"chiffre";-18,5743;18,5743
"humilité";19,8025;-19,8025
"daron";6,2491;-6,2491
"voix";8,645;-8,645
"répondre";1,9782;-1,9782
"menace";-6,3005;6,3005
"pertinent";-1,2978;1,2978
"mdrrr";2,4374;-2,4374
"simple";2,2158;-2,2158
"efficace";-1,6591;1,6591
"chanceux";2,8799;-2,8799
"couille";4,1057;-4,1057
"patate";4,0888;-4,0888
"pourri";2,8727;-2,8727
"attentat";-4,5647;4,5647
"banane";4,705;-4,705
"wsh";4,4597;-4,4597
"vrmt";-0,401;0,401
"emji_visage_qui_pleure_à_chaudes_larmes";15,4843;-15,4843
"veille";1,1631;-1,1631
"jpp";0,6663;-0,6663
"signe";-0,3792;0,3792
"hauteur";0,309;-0,309
"précision";1,2968;-1,2968
"tjr";-0,4099;0,4099
"loto";1,0725;-1,0725
"mdr";2,4057;-2,4057
"typiquement";1,9715;-1,9715
"père";40,967;-40,967
"fois";-1,3571;1,3571
"jouer";45,3204;-45,3204
"hahahaha";0,8246;-0,8246
"intervention";-5,4742;5,4742
"présent";-0,5282;0,5282
"satisfaire";1,0572;-1,0572
"connerie";-1,1562;1,1562
"présenter";-1,2826;1,2826
"insta";0,3402;-0,3402
"tort";0,5238;-0,5238
"men";-0,7455;0,7455
"mdrr";2,2061;-2,2061
"porte";-0,3024;0,3024
"malheur";0,599;-0,599
"perso";2,7111;-2,7111
"bonheur";30,2266;-30,2266
"janvier";-0,2552;0,2552
"emji_poignée_de_main";0,3259;-0,3259
"bernard";1,8663;-1,8663
"lunette";6,5437;-6,5437
"soleil";13,8719;-13,8719
"protéger";-18,728;18,728
"profondeur";0,5215;-0,5215
"chercher";-1,3178;1,3178
"diversité";-0,4625;0,4625
"attitude";0,7098;-0,7098
"chou";10,0061;-10,0061
"facile";-1,4818;1,4818
"refaire";2,1106;-2,1106
"interview";13,2127;-13,2127
"passionnant";0,9903;-0,9903
"envisager";-0,9072;0,9072
"auprès_de";-0,794;0,794
"avis";-4,3652;4,3652
"esprit";4,4932;-4,4932
"nostalgie";19,9316;-19,9316
"état";-70,0958;70,0958
"catastrophique";-0,4759;0,4759
"normalement";0,3758;-0,3758
"scandaleux";-7,7616;7,7616
"tiers";-0,5051;0,5051
"what";0,8322;-0,8322
"innocent";-6,8071;6,8071
"réparer";-1,0316;1,0316
"traumatisme";1,8375;-1,8375
"cacher";-6,8511;6,8511
"développer";-0,8901;0,8901
"1ere";1,6572;-1,6572
"main";0,8478;-0,8478
"méthode";3,6087;-3,6087
"qd";8,3553;-8,3553
"violer";-5,1582;5,1582
"bébé";0,4259;-0,4259
"réflexe";-0,676;0,676
"naturel";14,9788;-14,9788
"balancer";-1,6614;1,6614
"choquer";6,9914;-6,9914
"moyen";-16,5721;16,5721
"cool";2,1914;-2,1914
"fille";55,4998;-55,4998
"nageur";2,4772;-2,4772
"tôt";0,5363;-0,5363
"film";2,0167;-2,0167
"résumé";1,5731;-1,5731
"rapport";-4,2808;4,2808
"association";-1,2529;1,2529
"plainte";-2,0321;2,0321
"cul";4,5448;-4,5448
"enlever";-1,7809;1,7809
"gosse";6,2504;-6,2504
"rythme";0,2963;-0,2963
"doré";1,9502;-1,9502
"chalet";0,9906;-0,9906
