"";"X.rts_a";"X.rts_i"
"vide_aucun_emji";978,68;180
"emji_notes_de_musique";4,06;17,65
"emji_skieur";1,02;15,29
"emji_drapeau_suisse";7,11;358,82
"emji_ballon_de_football";6,09;41,18
"emji_feu";2,03;12,94
"emji_flocon";1,02;21,18
"emji_drapeau_royaume_uni";0;11,76
"emji_sac_plein_d_argent";0;20
"emji_livres";0;14,12
"emji_drapeau_france";0;44,71
"emji_voiture";0;11,76
"emji_graphique_en_baisse";0;14,12
"emji_drapeau_ukraine";0;11,76
"emji_micro";0;11,76
"emji_graphique_en_hausse";0;11,76
"emji_clap";0;17,65
"emji_drapeau_territoires_palestiniens";0;36,47
"emji_ski";0;18,82
"emji_porte_documents";0;15,29
"emji_symbole_d_avertissement";0;24,71
"emji_symbole_d_interdiction";0;11,76
"emji_cerveau";0;15,29
"emji_gyrophare";0;30,59
"emji_train";0;16,47
"emji_avion";0;14,12
