"";"";"";"";"*postReposts_91";""
"1";"*postReposts_91";"1.4730946092317";"0.209728871447888";"3";"4"
"2";"*postDate_31-3-2025";"1.4730946092317";"0.209728871447888";"3";"5"
"3";"*postDate_15-11-2024";"2.72063147809076";"0.5269221923329";"1.49318483462258";"16"
"4";"*postLikes_560400";"0.916388734542022";"-0.100725494084123";"1.41276114314608";"23"
"5";"*postComments_2900";"0.916388734542022";"-0.100725494084123";"1.41276114314608";"24"
"6";"*postDate_20-10-2024";"0.916388734542022";"-0.100725494084123";"1.41276114314608";"25"
"7";"*postLikes_109300";"1.8204016740409";"0.451532576244671";"1.36025109741985";"28"
"8";"*postComments_1500";"1.8204016740409";"0.451532576244671";"1.36025109741985";"29"
"9";"*postDate_31-8-2025";"1.8204016740409";"0.451532576244671";"1.36025109741985";"30"
"10";"*postReposts_86";"0.747937459873261";"-0.0366945915637093";"1.32010945794138";"33"
"11";"*postDate_13-10-2025";"-0.310850508139518";"0.479597783984869";"1.15844259847343";"46"
"12";"*postComments_492";"-0.802502546559366";"1.74745961446226";"1.15280884873976";"48"
"13";"*i_0043";"-0.283399834285419";"-0.019646560926792";"1.13974776090312";"52"
"14";"*postReposts_116";"-0.283399834285419";"-0.019646560926792";"1.13974776090312";"53"
"15";"*postReposts_31";"-0.476378171353797";"-0.00969011506954435";"1.13358806944753";"54"
"16";"*commentDate_14-10-2025";"-0.322690220594425";"0.863403690316288";"1.11014916491827";"56"
"17";"*postDate_17-3-2025";"0.591398041259002";"-2.42564477315823";"1.10576006322965";"59"
"18";"*commentDate_13-10-2025";"-0.291486084339643";"0.740369990650069";"1.10412050497338";"60"
"19";"*a_0395";"-0.198852458068241";"-0.693368663298936";"1.10242435805082";"61"
"20";"*postDate_31-10-2025";"-0.358905287705664";"-0.0939752631068566";"1.08929730053905";"66"
"21";"*postLikes_5400";"-0.296571704041589";"-0.191236636047305";"1.08841155173578";"67"
"22";"*commentDate_19-11-2025";"-0.318975964441169";"-0.0902081507080345";"1.0875530381195";"68"
"23";"*commentDate_9-10-2025";"-0.175931211101685";"0.837968369776175";"1.08433383901831";"69"
"24";"*postComments_380";"-0.683202564590697";"-0.0016272246629602";"1.08319359252336";"71"
"25";"*postLikes_5500";"-0.507559380995758";"0.927861892290308";"1.07325940676536";"73"
"26";"*postReposts_376";"-0.7447859498505";"1.96705260654146";"1.0726674953683";"76"
"27";"*postComments_124";"-0.0586023945034443";"-0.257322942983998";"1.05329692254767";"81"
"28";"*postComments_747";"-0.540816897088631";"1.20766449146703";"1.0515823162206";"83"
"29";"*postComments_326";"-0.76903573196884";"2.05702315511716";"1.05016245513931";"85"
"30";"*postReposts_220";"-0.76903573196884";"2.05702315511716";"1.05016245513931";"86"
"31";"*postLikes_44000";"2.80797633258074";"0.641958616965078";"1.03621682895216";"88"
"32";"*postReposts_607";"2.80797633258074";"0.641958616965078";"1.03621682895216";"90"
"33";"*commentDate_12-10-2025";"-0.198641629864601";"0.658844619598456";"1.03381468546041";"91"
"34";"*i_0487";"-0.408360488232239";"0.0144551863974437";"1.03058731580313";"92"
"35";"*postComments_435";"-0.408360488232239";"0.0144551863974437";"1.03058731580313";"93"
"36";"*postLikes_26900";"0.383955773858796";"0.244605582244635";"1.0288932871729";"96"
"37";"*postComments_295";"0.383955773858796";"0.244605582244635";"1.0288932871729";"97"
"38";"*postReposts_597";"0.383955773858796";"0.244605582244635";"1.0288932871729";"98"
"39";"*postDate_5-10-2025";"0.383955773858796";"0.244605582244635";"1.0288932871729";"99"
"40";"*postDate_14-10-2025";"-0.347854441737066";"0.951459805375447";"1.02292938645038";"100"
"41";"*postComments_331";"0.366185430552293";"0.232779077336994";"1.02266399468391";"102"
"42";"*postDate_23-3-2025";"0.366185430552293";"0.232779077336994";"1.02266399468391";"103"
"43";"*postDate_12-10-2025";"-0.250348646037578";"0.473391374065376";"1.01757767220857";"107"
"44";"*postLikes_39800";"0.513348860782645";"-2.36167077843812";"1.01171212077237";"109"
"45";"*postComments_884";"0.513348860782645";"-2.36167077843812";"1.01171212077237";"110"
"46";"*postDate_11-10-2025";"-0.124399575643174";"0.683750912767498";"1.0111474445623";"112"
"47";"*postReposts_25";"-0.443456031882455";"0.0551568724885109";"1.00991005923378";"113"
"48";"*commentLikes_0";"0.631048157399603";"-0.43029872346969";"1.00273207439828";"114"
"49";"*postComments_362";"-0.352841535533729";"-0.082925017532426";"0.99901386614896";"115"
"50";"*postComments_337";"-0.66498010181058";"1.6672118133731";"0.996879837942384";"117"
"51";"*postReposts_195";"-0.66498010181058";"1.6672118133731";"0.996879837942384";"118"
"52";"*postComments_412";"-0.341292348139498";"-0.0612326179170725";"0.991448233818757";"121"
"53";"*postLikes_12400";"0.413741275370947";"0.0474840353851997";"0.986311374940904";"122"
"54";"*commentDate_11-10-2025";"-0.178720435245297";"0.568521119148864";"0.982975064535701";"123"
"55";"*postDate_29-10-2025";"-0.182022910693898";"0.788628995606327";"0.982517816007605";"124"
"56";"*postComments_236";"-0.745616358248341";"1.58439287903432";"0.982146207011905";"126"
"57";"*commentDate_27-10-2025";"-0.110316221971309";"0.599829447130682";"0.978070007360378";"127"
"58";"*a_0940";"0.0496187849605927";"-0.859502701956706";"0.977929292227642";"128"
"59";"*postLikes_22500";"0.0496187849605927";"-0.859502701956706";"0.977929292227642";"129"
"60";"*postComments_424";"0.0496187849605927";"-0.859502701956706";"0.977929292227642";"130"
"61";"*postReposts_298";"0.0496187849605927";"-0.859502701956706";"0.977929292227642";"131"
"62";"*postDate_29-9-2025";"0.0496187849605927";"-0.859502701956706";"0.977929292227642";"132"
"63";"*postLikes_5200";"-0.562603179916031";"0.204214074684658";"0.976345414798088";"133"
"64";"*postLikes_7600";"-0.353720844606086";"0.934349967141022";"0.97609727198337";"134"
"65";"*postDate_24-9-2025";"2.28632855728812";"0.478311192710914";"0.973809213663756";"135"
"66";"*postLikes_3500";"-0.158122717473496";"0.727361473593034";"0.973162529279545";"136"
"67";"*postDate_28-10-2025";"-0.0635196716744003";"0.464939320546612";"0.971355928543123";"137"
"68";"*postDate_5-11-2025";"-0.265067506217484";"-0.0536764606964473";"0.966495658119724";"142"
"69";"*i_0358";"-0.581406936903407";"1.70424261669256";"0.965669524114626";"143"
"70";"*commentDate_31-10-2025";"-0.245413204296846";"-0.0881468582244148";"0.963541548171824";"144"
"71";"*i_0256";"-0.516891046771679";"1.49239791867273";"0.962576817326311";"145"
"72";"*postReposts_188";"-0.516891046771679";"1.49239791867273";"0.962576817326311";"146"
"73";"*i_0339";"-0.622326906400421";"1.72000707542823";"0.961314920329513";"147"
"74";"*i_0023";"-0.675033308246968";"1.77460877639497";"0.960116269489149";"148"
"75";"*postLikes_7100";"-0.675033308246968";"1.77460877639497";"0.960116269489149";"149"
"76";"*commentDate_31-3-2025";"1.06446854618377";"-0.332627731336156";"0.959852088175431";"150"
"77";"*postComments_267";"-0.504649635508119";"1.0771826734918";"0.958785376685332";"151"
"78";"*postComments_260";"-0.630002243272056";"0.0568454079362481";"0.958661305277973";"154"
"79";"*i_0220";"-0.473397134434606";"0.150824081848231";"0.958616821139237";"155"
"80";"*postLikes_9600";"-0.473397134434606";"0.150824081848231";"0.958616821139237";"156"
"81";"*postComments_258";"-0.473397134434606";"0.150824081848231";"0.958616821139237";"157"
"82";"*postReposts_125";"-0.473397134434606";"0.150824081848231";"0.958616821139237";"158"
"83";"*i_0193";"-0.661899451733943";"0.00348942013863846";"0.957312255682835";"159"
"84";"*postReposts_43";"-0.383185171873686";"0.4847559413683";"0.956832916391965";"160"
"85";"*postComments_223";"-0.298559397651378";"0.621960245908554";"0.956174430093396";"161"
"86";"*i_0939";"-0.346382977232266";"-0.0416318142787645";"0.953991378550255";"162"
