"";"X.rts_a";"X.rts_i"
"dingue";2,6827;-2,6827
"emji_visage_très_souriant_aux_yeux_rieurs";6,947;-6,947
"rts";-5,2154;5,2154
"dire";22,4714;-22,4714
"bleu";0,5158;-0,5158
"emji_homme_avec_la_paume_sur_le_visage";-0,3797;0,3797
"inviter";-0,4388;0,4388
"dame";103,1197;-103,1197
"emji_feu";4,3205;-4,3205
"y";1,1141;-1,1141
"espoir";-0,3117;0,3117
"pour";-37,0682;37,0682
"tes";-0,9981;0,9981
"20";0,5081;-0,5081
"euro";9,6415;-9,6415
"bravo";4,4613;-4,4613
"nos";0,3436;-0,3436
"cousin";0,3868;-0,3868
"belge";3,4623;-3,4623
"une";-1,4093;1,4093
"très";12,1164;-12,1164
"beau";69,8031;-69,8031
"mentalité";1,5555;-1,5555
"dans";0,789;-0,789
"victoire";-0,2665;0,2665
"comme";4,0627;-4,0627
"défaite";0,7437;-0,7437
"bon";6,6064;-6,6064
"chance";0,4893;-0,4893
"rester";-4,4135;4,4135
"compétition";0,3457;-0,3457
"vraiment";0,7733;-0,7733
"insupportable";-0,2665;0,2665
"ces";-1,5409;1,5409
"gens";-0,8119;0,8119
"cirque";-0,282;0,282
"pareil";2,49;-2,49
"inculte";-0,2684;0,2684
"tellement";28,0857;-28,0857
"bas";-3,0512;3,0512
"rapporter";-2,9294;2,9294
"centime";0,2586;-0,2586
"vous";-23,0685;23,0685
"payer";-81,5049;81,5049
"votre";-16,9724;16,9724
"loyer";-19,3338;19,3338
"ni";1,0688;-1,0688
"vos";-4,2116;4,2116
"facture";-5,466;5,466
"chaque";-3,3702;3,3702
"mois";-6,0233;6,0233
"il";9,874;-9,874
"sport";3,0953;-3,0953
"ci";-0,3195;0,3195
"loin";1,5583;-1,5583
"d";-15,7999;15,7999
"chose";4,5425;-4,5425
"nécessaire";-4,2854;4,2854
"monde";-2,9803;2,9803
"mourir";1,0616;-1,0616
"faim";-0,2584;0,2584
"battre";5,0936;-5,0936
"leur";-1,8092;1,8092
"survie";0,4905;-0,4905
"contre";-10,5266;10,5266
"maladie";-6,283;6,283
"bête";14,4265;-14,4265
"sauvage";31,99;-31,99
"humain";4,095;-4,095
"devenir";1,771;-1,771
"pathétique";0,3724;-0,3724
"siècle";1,4647;-1,4647
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";-0,4991;0,4991
"oser";0,8417;-0,8417
"devoir";-6,9546;6,9546
"viser";-5,2866;5,2866
"couper";-0,7717;0,7717
"bien";20,3856;-20,3856
"merci";13,2467;-13,2467
"pr";-0,5831;0,5831
"réponse";5,5486;-5,5486
"cet";4,5256;-4,5256
"échange";-1,7989;1,7989
"constructif";-0,9921;0,9921
"plaisir";12,0752;-12,0752
"ya";2,5307;-2,5307
"origine";0,6787;-0,6787
"ds";5,2744;-5,2744
"cette";51,0628;-51,0628
"équipe";-3,4551;3,4551
"aussi";2,936;-2,936
"j";161,7806;-161,7806
"espérer";-0,5774;0,5774
"là";0,5601;-0,5601
"europe";-17,1951;17,1951
"emji_applaudissements";7,6032;-7,6032
"école";12,4313;-12,4313
"vivre";6,443;-6,443
"apprendre";16,0006;-16,0006
"oublier";0,9367;-0,9367
"leurs";-0,4759;0,4759
"racine";1,3258;-1,3258
"où";1,35;-1,35
"mal";2,1705;-2,1705
"hop";-0,2931;0,2931
"emji_drapeau_suisse";-0,7478;0,7478
"croiser";1,1026;-1,1026
"doigt";1,3131;-1,3131
"depuis";2,9697;-2,9697
"suède";-2,0526;2,0526
"jusqu_au";1,2475;-1,2475
"dernier";7,6231;-7,6231
"pffff";-0,8633;0,8633
"ben";0,3854;-0,3854
"elle";110,1807;-110,1807
"chez";2,2024;-2,2024
"pourquoi";-3,4399;3,4399
"venir";1,0995;-1,0995
"puisqu";0,7416;-0,7416
"aimer";57,7527;-57,7527
"hippie";3,3239;-3,3239
"alors";-7,5942;7,5942
"se";-4,6219;4,6219
"payant";0,3445;-0,3445
"avion";0,4664;-0,4664
"gonfler";1,1228;-1,1228
"femme";24,7979;-24,7979
"prendre";-5,0701;5,0701
"analyse";-0,9293;0,9293
"correct";-1,5263;1,5263
"peu";2,6622;-2,6622
"moins";-3,2312;3,2312
"maintenant";52,6681;-52,6681
"adorer";43,2032;-43,2032
"genre";-2,3791;2,3791
"clip";2,4047;-2,4047
"par";-16,3539;16,3539
"faute";0,7683;-0,7683
"traduction";1,3519;-1,3519
"super";2,1374;-2,1374
"ego";0,4334;-0,4334
"au";-1,2414;1,2414
"correction";1,3519;-1,3519
"fier";3,6437;-3,6437
"rue";0,9182;-0,9182
"police";-53,4377;53,4377
"avertir";0,3263;-0,3263
"voiture";-0,3011;0,3011
"amande";-0,6187;0,6187
"100";-8,0007;8,0007
"oui";2,5834;-2,5834
"argent";-36,3507;36,3507
"vrai";4,9474;-4,9474
"oh";5,8341;-5,8341
"dieu";64,0831;-64,0831
"m";11,2292;-11,2292
"vendre";-3,0808;3,0808
"rêve";4,1746;-4,1746
"apercevoir";2,0167;-2,0167
"min";0,7501;-0,7501
"2";-1,29;1,29
"34";-0,6187;0,6187
"emji_visage_envoyant_un_bisou";5,1799;-5,1799
"hé";1,3213;-1,3213
"croire";2,4068;-2,4068
"religieux";3,126;-3,126
"historien";0,2923;-0,2923
"représenter";-12,3144;12,3144
"musée";-0,9377;0,9377
"enseigner";5,3924;-5,3924
"histoire";-0,5901;0,5901
"emji_visage_riant_aux_larmes";27,3684;-27,3684
"toi";0,6216;-0,6216
"meilleur";0,7858;-0,7858
"erreur";-1,8218;1,8218
"passer";1,3952;-1,3952
"ouf";0,863;-0,863
"dur";-0,2949;0,2949
"ptn";0,6453;-0,6453
"gêner";1,0739;-1,0739
"pensée";3,666;-3,666
"regarder";4,909;-4,909
"jusqu_à";0,6012;-0,6012
"disparaître";3,5951;-3,5951
"vite";8,5879;-8,5879
"arrivée";1,1757;-1,1757
"finalement";1,2458;-1,2458
"parfois";2,4071;-2,4071
"allure";0,9219;-0,9219
"calme";4,9455;-4,9455
"vieux";34,0234;-34,0234
"grave";-1,0607;1,0607
"france";-0,4235;0,4235
"partir";-19,653;19,653
"clairement";-2,6482;2,6482
"relire";-0,792;0,792
"publier";-2,1289;2,1289
"enfin";-1,9354;1,9354
"autres";-9,6835;9,6835
"explication";-0,8873;0,8873
"nettement";0,2586;-0,2586
"conditionner";0,5498;-0,5498
"déjà";-6,4534;6,4534
"amitié";-0,2294;0,2294
"fort";-0,5861;0,5861
"hypocrisie";-3,1752;3,1752
"emji_visage_mécontent";0,3263;-0,3263
"vocabulaire";21,0407;-21,0407
"choisir";-2,0065;2,0065
"phrase";4,3054;-4,3054
"complexe";-0,8783;0,8783
"souvenir";94,3453;-94,3453
"nombreux";-0,9764;0,9764
"romand";0,8265;-0,8265
"étudiant";-2,7101;2,7101
"science";2,2419;-2,2419
"éducation";5,9133;-5,9133
"tous";0,5011;-0,5011
"emji_coeur_rouge";83,4631;-83,4631
"mes";27,0878;-27,0878
"grand";1,7739;-1,7739
"frère";6,5358;-6,5358
"soeur";10,1431;-10,1431
"10";-1,7891;1,7891
"camp";-1,1331;1,1331
"trop";2,1893;-2,1893
"importer";-1,5304;1,5304
"lesquels";0,4145;-0,4145
"emji_visage_avec_un_léger_sourire";5,2904;-5,2904
"vachement";0,8477;-0,8477
"classe";3,5995;-3,5995
"ciao";2,074;-2,074
"partout";0,513;-0,513
"moitié";1,7851;-1,7851
"arrière";6,4675;-6,4675
"part";-1,9677;1,9677
"blanc";8,1372;-8,1372
"voler";-1,2741;1,2741
"donc";-18,2939;18,2939
"après";-0,4227;0,4227
"marine";1,4283;-1,4283
"car";-0,936;0,936
"malheureusement";10,3267;-10,3267
"1er";0,7599;-0,7599
"acheter";-0,4988;0,4988
"pot";0,4545;-0,4545
"italie";0,6976;-0,6976
"évidemment";-0,8743;0,8743
"groupe";-1,1974;1,1974
"travailleur";-4,8504;4,8504
"social";-13,2881;13,2881
"organiser";-0,4723;0,4723
"jour";6,0834;-6,0834
"jeune";36,9924;-36,9924
"piste";-0,7182;0,7182
"réaliser";0,4284;-0,4284
"vaud";-1,0473;1,0473
"média";-11,1148;11,1148
"sensibiliser";0,3263;-0,3263
"politicien";-8,2063;8,2063
"urgence";-1,7706;1,7706
"proposer";-3,7994;3,7994
"aux";-9,6851;9,6851
"espace";-0,6145;0,6145
"entièrement";0,3419;-0,3419
"consacrer";-1,614;1,614
"conduire";-0,4808;0,4808
"genève";-3,5869;3,5869
"début";7,8586;-7,8586
"70";21,1712;-21,1712
"étude";-14,7736;14,7736
"comparer";1,1257;-1,1257
"lausanne";-1,4772;1,4772
"plat";1,6719;-1,6719
"mais";-4,0602;4,0602
"besoin";-4,6134;4,6134
"stop";-0,5244;0,5244
"manière";-2,3584;2,3584
"apprécier";7,7731;-7,7731
"pays";-80,232;80,232
"ses";1,8445;-1,8445
"habitant";-5,1432;5,1432
"72";0,5089;-0,5089
"turquie";0,996;-0,996
"toute";-0,6354;0,6354
"côte";0,795;-0,795
"us";-6,5542;6,5542
"87";0,2923;-0,2923
"quelques";-0,5282;0,5282
"année";31,0791;-31,0791
"rencontre";1,8569;-1,8569
"incroyable";11,3163;-11,3163
"voyage";-0,6407;0,6407
"compte";-4,9228;4,9228
"destination";-0,3226;0,3226
"recommander";0,4584;-0,4584
"chacun";1,0564;-1,0564
"cela";-1,0738;1,0738
"donner";-0,5423;0,5423
"goût";1,187;-1,187
"hasard";-0,2658;0,2658
"découverte";0,7095;-0,7095
"intéressant";3,3542;-3,3542
"entendre";11,4701;-11,4701
"son";12,1835;-12,1835
"regard";3,2091;-3,2091
"homme";45,8637;-45,8637
"sa";15,2743;-15,2743
"jeunesse";17,12;-17,12
"réflexion";2,5617;-2,5617
"urbain";0,4239;-0,4239
"air";12,1557;-12,1557
"remonter";0,7033;-0,7033
"lol";4,5944;-4,5944
"fou";3,7876;-3,7876
"image";1,6231;-1,6231
"gros";-1,989;1,989
"problème";-32,1918;32,1918
"montrer";-4,8517;4,8517
"reconnaître";1,618;-1,618
"magnifique";8,8971;-8,8971
"reportage";24,6923;-24,6923
"etait";11,1779;-11,1779
"considérer";-1,084;1,084
"réseau";0,8006;-0,8006
"passion";4,1977;-4,1977
"excellent";1,421;-1,421
"vidéo";56,4678;-56,4678
"témoignage";8,5615;-8,5615
"notre";-0,8391;0,8391
"perdre";-0,6977;0,6977
"suffire";-4,7286;4,7286
"taper";0,6493;-0,6493
"nom";33,456;-33,456
"facebook";-0,2265;0,2265
"savoir";10,0382;-10,0382
"street";1,4283;-1,4283
"fils";6,8722;-6,8722
"suivre";-1,8441;1,8441
"roi";2,1842;-2,1842
"roller";0,7134;-0,7134
"mère";16,5266;-16,5266
"lorsque";0,4609;-0,4609
"descendre";-0,3457;0,3457
"quelle";11,5872;-11,5872
"permettre";-9,985;9,985
"lien";-2,2007;2,2007
"concerner";-9,5292;9,5292
"archive";63,6927;-63,6927
"haha";3,1753;-3,1753
"mort";2,1604;-2,1604
"chaud";-0,4231;0,4231
"affronter";-0,3642;0,3642
"ville";-2,1158;2,1158
"emji_visage_avec_bouche_ouverte";10,4101;-10,4101
"bus";-0,4828;0,4828
"orange";2,72;-2,72
"sentir";-0,3578;0,3578
"partie";-1,7235;1,7235
"monter";-1,2336;1,2336
"redescendre";-0,4893;0,4893
"bord";0,3522;-0,3522
"lac";0,581;-0,581
"mignon";15,2046;-15,2046
"naïf";0,272;-0,272
"temps";11,9045;-11,9045
"eux";-3,5904;3,5904
"réchauffement";-0,7028;0,7028
"climatique";-5,0517;5,0517
"repos";1,1295;-1,1295
"nourrir";30,2897;-30,2897
"soigner";-1,6835;1,6835
"visionnaire";1,8856;-1,8856
"écouter";9,5012;-9,5012
"si";-6,7768;6,7768
"sage";7,2758;-7,2758
"philosophie";5,9472;-5,9472
"adulte";3,9923;-3,9923
"celui";4,4148;-4,4148
"essence";-0,2838;0,2838
"assez";-2,8842;2,8842
"électrique";-0,4199;0,4199
"non";-4,4832;4,4832
"monsieur";35,0555;-35,0555
"exactement";1,2303;-1,2303
"train";-3,6499;3,6499
"emji_visage_qui_pleure";23,9568;-23,9568
"écologie";-1,3344;1,3344
"multinationale";-1,9514;1,9514
"gouvernement";-9,8743;9,8743
"emji_visage_rieur";10,5405;-10,5405
"vélo";-1,161;1,161
"toujours";14,8861;-14,8861
"exister";16,2523;-16,2523
"écolo";0,2459;-0,2459
"respecter";-0,4515;0,4515
"nature";16,3239;-16,3239
"surtout";-0,8795;0,8795
"employer";-1,7769;1,7769
"difficulté";0,5558;-0,5558
"étranger";-17,4719;17,4719
"travailler";-7,3482;7,3482
"entourer";0,5356;-0,5356
"responsable";-2,5373;2,5373
"billet";-10,8782;10,8782
"lieu";-5,5144;5,5144
"raison";3,5572;-3,5572
"papier";-2,2644;2,2644
"mégot";0,5994;-0,5994
"terre";1,5952;-1,5952
"remarquer";3,8094;-3,8094
"impeccable";1,4283;-1,4283
"planter";2,9653;-2,9653
"bâton";0,8828;-0,8828
"inclure";-0,6827;0,6827
"mtn";2,5591;-2,5591
"ho";1,1248;-1,1248
"ancien";23,347;-23,347
"mètre";0,3876;-0,3876
"véritable";0,3905;-0,3905
"intelligence";5,6409;-5,6409
"gars";2,0205;-2,0205
"écrire";-0,5745;0,5745
"parce_que";-7,5882;7,5882
"triste";4,6184;-4,6184
"ok";-0,4807;0,4807
"ca";1,7192;-1,7192
"commentaire";-0,7401;0,7401
"plusieurs";-1,4208;1,4208
"essayer";-1,0638;1,0638
"effort";-2,0576;2,0576
"hyper";0,585;-0,585
"sensible";0,6023;-0,6023
"différence";0,2891;-0,2891
"drôle";0,8939;-0,8939
"culturel";-1,0649;1,0649
"qqn";-1,1806;1,1806
"vouloir";-9,681;9,681
"boisson";-0,3099;0,3099
"faux";-5,7258;5,7258
"important";-3,4481;3,4481
"préciser";0,47;-0,47
"personne";-10,2927;10,2927
"cheveu";7,6111;-7,6111
"chouette";6,3613;-6,3613
"sujet";-13,7204;13,7204
"mr";1,3329;-1,3329
"georges";34,1013;-34,1013
"niveau";-0,5414;0,5414
"élevé";0,3064;-0,3064
"post";-7,8082;7,8082
"projet";-8,8858;8,8858
"logique";-5,7116;5,7116
"inventer";4,5457;-4,5457
"1967";12,5847;-12,5847
"conclusion";-1,1565;1,1565
"chef";0,4101;-0,4101
"oeuvre";-2,1673;2,1673
"génération";27,5613;-27,5613
"traiter";-0,6291;0,6291
"concernant";-3,882;3,882
"changement";-0,5687;0,5687
"climat";-8,037;8,037
"vivement";-0,4712;0,4712
"emji_visage_de_clown";-0,35;0,35
"richesse";-3,8383;3,8383
"perte";-3,6205;3,6205
"garçon";39,1287;-39,1287
"sembler";1,0489;-1,0489
"information";-7,2046;7,2046
"d_abord";-4,25;4,25
"mémoire";0,8094;-0,8094
"lui";29,049;-29,049
"revenir";-1,4767;1,4767
"adorable";16,2274;-16,2274
"seulement";-1,9365;1,9365
"août";1,9392;-1,9392
"férié";1,6289;-1,6289
"façon";0,7677;-0,7677
"politiquement";-1,1513;1,1513
"diviser";-0,3844;0,3844
"habiter";0,776;-0,776
"peuple";-22,5649;22,5649
"différents";0,9439;-0,9439
"accorder";-0,8576;0,8576
"autre";2,1505;-2,1505
"enrichir";-3,695;3,695
"immigration";-6,421;6,421
"malgré";2,376;-2,376
"arriver";0,4112;-0,4112
"européen";-8,8744;8,8744
"situer";-1,5221;1,5221
"coeur";11,2134;-11,2134
"celle_ci";0,3089;-0,3089
"te";0,6992;-0,6992
"coucher";1,7065;-1,7065
"fonctionner";-7,8004;7,8004
"3";-2,9424;2,9424
"langue";-1,7253;1,7253
"sérieux";-2,138;2,138
"beaucoup";3,0318;-3,0318
"page";-0,6319;0,6319
"svp";-0,3199;0,3199
"céder";-1,9485;1,9485
"médiocrité";-1,6205;1,6205
"imaginer";-0,2872;0,2872
"utiliser";-0,5695;0,5695
"pression";-2,8403;2,8403
"jet";-2,2953;2,2953
"envoyer";0,331;-0,331
"décevoir";1,6719;-1,6719
"prêt";1,7022;-1,7022
"cher";-3,9046;3,9046
"posts";-0,5071;0,5071
"trouver";1,8772;-1,8772
"version";0,9002;-0,9002
"long";-0,6296;0,6296
"larme";3,7598;-3,7598
"oeil";1,307;-1,307
"bio";-1,1385;1,1385
"fondue";1,5519;-1,5519
"journée";2,4902;-2,4902
"envie";1,237;-1,237
"empêcher";-1,7378;1,7378
"moment";-0,5777;0,5777
"ma";38,8374;-38,8374
"manquer";1,9331;-1,9331
"célèbre";0,4541;-0,4541
"culte";2,5944;-2,5944
"radio";2,5168;-2,5168
"80";11,9074;-11,9074
"grimper";-0,6518;0,6518
"pilier";-1,6672;1,6672
"pont";-0,4747;0,4747
"mur";0,3245;-0,3245
"fribourg";-0,8873;0,8873
"encore";1,7505;-1,7505
"escalade";-0,5071;0,5071
"artificiel";0,5656;-0,5656
"falloir";-13,8977;13,8977
"créatif";1,5836;-1,5836
"point";-4,2272;4,2272
"faible";-2,373;2,373
"marcher";-1,9471;1,9471
"connaître";20,9995;-20,9995
"sympa";6,7185;-6,7185
"revoir";3,2334;-3,2334
"emji_tête_à_l";0,6245;-0,6245
"envers";1,2024;-1,2024
"marrant";1,5151;-1,5151
"léger";0,5586;-0,5586
"ceux";-9,1793;9,1793
"crier";0,3101;-0,3101
"scandale";-2,9768;2,9768
"direct";-1,4413;1,4413
"tour";0,9731;-0,9731
"chien";5,387;-5,387
"mauvais";0,7587;-0,7587
"singe";2,8638;-2,8638
"recevoir";4,6323;-4,6323
"certainement";1,8043;-1,8043
"amour";29,4916;-29,4916
"quotidien";-0,905;0,905
"cuisinier";1,1722;-1,1722
"client";5,5576;-5,5576
"demander";0,3292;-0,3292
"pousser";-1,5552;1,5552
"aberrant";-1,0534;1,0534
"selon";-6,0615;6,0615
"aucune";-5,6665;5,6665
"exprimer";17,692;-17,692
"bêtement";0,2805;-0,2805
"suivant";1,2524;-1,2524
"pauvre";3,9516;-3,9516
"servir";-5,8906;5,8906
"bière";1,1248;-1,1248
"métier";4,0527;-4,0527
"vie";26,0643;-26,0643
"déplacement";-1,2662;1,2662
"foutre";-0,3734;0,3734
"lier";-3,9521;3,9521
"crever";-0,4015;0,4015
"emji_coeur_brisé";0,3089;-0,3089
"numéro";-0,972;0,972
"ailleurs";-2,1564;2,1564
"étonner";-3,1658;3,1658
"maltraiter";1,503;-1,503
"quantité";-2,0425;2,0425
"sucre";0,8653;-0,8653
"justement";-5,8381;5,8381
"quel";7,2019;-7,2019
"chiffre";-17,885;17,885
"entre";-4,4957;4,4957
"1";-6,9271;6,9271
"4000";-1,8201;1,8201
"menace";-2,2995;2,2995
"vendredi";0,9219;-0,9219
"13";2,5879;-2,5879
"2021";0,8477;-0,8477
"mdrrr";1,3802;-1,3802
"hein";0,5303;-0,5303
"simple";2,563;-2,563
"efficace";-1,6365;1,6365
"bah";-0,3832;0,3832
"chanceux";2,074;-2,074
"ton";-2,5134;2,5134
"quoi";-2,1541;2,1541
"comprendre";0,8445;-0,8445
"éclater";0,4905;-0,4905
"signe";0,645;-0,645
"hauteur";0,3351;-0,3351
"veille";0,7437;-0,7437
"14";2,8471;-2,8471
"tel";-0,392;0,392
"voix";1,735;-1,735
"connerie";-0,8283;0,8283
"présenter";-0,5938;0,5938
"insta";0,3862;-0,3862
"emji_se_rouler_par_terre_de_rire";0,4805;-0,4805
"tort";0,8447;-0,8447
"naître";11,2647;-11,2647
"lendemain";1,6812;-1,6812
"12";-0,3085;0,3085
"mdrr";0,9002;-0,9002
"porte";-0,5463;0,5463
"malheur";0,6453;-0,6453
"lunette";1,913;-1,913
"soleil";6,7072;-6,7072
"protéger";-8,4798;8,4798
"profondeur";0,3263;-0,3263
"diversité";-0,2615;0,2615
"attitude";0,7776;-0,7776
"refaire";1,0906;-1,0906
"interview";9,4004;-9,4004
"passionnant";0,2503;-0,2503
"envisager";-0,6837;0,6837
"auprès_de";-0,7736;0,7736
"e";-0,7725;0,7725
"avis";-2,6778;2,6778
"esprit";4,927;-4,927
"nostalgie";12,0501;-12,0501
"souvent";-4,6863;4,6863
"état";-22,3466;22,3466
"catastrophique";-0,5083;0,5083
"normalement";0,2907;-0,2907
"scandaleux";-2,8834;2,8834
"tiers";-0,3407;0,3407
"25";-0,3782;0,3782
"réparer";-0,8814;0,8814
"traumatisme";2,1283;-2,1283
"eau";0,3262;-0,3262
"terrible";3,2091;-3,2091
"cacher";-2,2794;2,2794
"développer";-0,571;0,571
"purée";-0,4076;0,4076
"1ere";1,3519;-1,3519
"voilà";1,0111;-1,0111
"main";0,5833;-0,5833
"méthode";4,7013;-4,7013
"qd";8,0036;-8,0036
"mm";0,5342;-0,5342
"violer";0,3091;-0,3091
"bébé";0,7476;-0,7476
"réflexe";-0,5833;0,5833
"naturel";11,4345;-11,4345
"balancer";-0,6636;0,6636
"choquer";6,5246;-6,5246
"moyen";-10,8476;10,8476
"cool";1,2496;-1,2496
"fille";42,49;-42,49
"tôt";0,8459;-0,8459
"rassurant";0,5752;-0,5752
"hélas";4,5822;-4,5822
"film";0,8129;-0,8129
"résumé";1,1982;-1,1982
"rapport";-2,5209;2,5209
"fois";-2,0132;2,0132
"90";7,2788;-7,2788
"aîné";1,7473;-1,7473
"maman";9,3162;-9,3162
"cours";3,2128;-3,2128
"répéter";0,3469;-0,3469
"objectif";-1,8782;1,8782
"atteindre";-6,5269;6,5269
"preuve";-0,3839;0,3839
"vivant";5,5296;-5,5296
"inutile";-0,3013;0,3013
"peur";1,0192;-1,0192
"océan";-0,8492;0,8492
"également";-1,4101;1,4101
"participer";-1,161;1,161
"spécialiste";-0,8022;0,8022
"tant";-1,9768;1,9768
"parent";15,0003;-15,0003
"confondre";-2,5081;2,5081
"poisson";0,8301;-0,8301
"emji_visage_boudeur";1,0851;-1,0851
"condamner";-3,9414;3,9414
"dos";0,5636;-0,5636
"insécurité";-3,3887;3,3887
"naissance";1,1757;-1,1757
"phénomène";-0,7458;0,7458
"moteur";3,0843;-3,0843
"qq";1,9729;-1,9729
"minute";0,4371;-0,4371
"nord";0,3792;-0,3792
"comment";-0,4626;0,4626
"imposer";-6,8357;6,8357
"propre";-1,4589;1,4589
"idiot";2,471;-2,471
"horreur";0,5558;-0,5558
"technique";2,2067;-2,2067
"père";25,8801;-25,8801
"jeter";-0,356;0,356
"bateau";-2,8574;2,8574
"mer";0,5369;-0,5369
"env";-1,0022;1,0022
"mdr";-0,3908;0,3908
"instruire";3,1435;-3,1435
"bb";-0,527;0,527
"traumatiser";3,4623;-3,4623
"seul";0,8149;-0,8149
"buzz";-0,7129;0,7129
"emji_pouce_vers_le_haut";7,0089;-7,0089
"trois";-0,2918;0,2918
"renoncer";-0,2931;0,2931
"heureux";37,6996;-37,6996
"paradis";3,3758;-3,3758
"gentil";15,1397;-15,1397
"joli";4,03;-4,03
"dignité";0,287;-0,287
"célestin";13,7288;-13,7288
"reposer";-1,5586;1,5586
"paix";-1,8741;1,8741
"sûr";0,3278;-0,3278
"place";-13,711;13,711
"emji_visage_soulagé";14,254;-14,254
"définir";1,054;-1,054
"type";-0,5367;0,5367
"courir";0,3016;-0,3016
"derrière";-0,4069;0,4069
"stresser";2,8718;-2,8718
"malade";-0,3353;0,3353
"finir";-1,5609;1,5609
"celle";1,509;-1,509
"parisien";2,206;-2,206
"cour";6,3486;-6,3486
"conversation";0,9002;-0,9002
"excuser";0,7757;-0,7757
"mélanger";-1,4881;1,4881
"appeler";9,6188;-9,6188
"premier";1,4727;-1,4727
"moto";0,7605;-0,7605
"tomber";1,2726;-1,2726
"con";14,1643;-14,1643
"nan";1,0906;-1,0906
"intéresser";-0,4212;0,4212
"bout";-0,3927;0,3927
"arrêter";-9,7884;9,7884
"blâmer";-0,8301;0,8301
"mec";4,1955;-4,1955
"putain";1,913;-1,913
"énergie";-9,0554;9,0554
"dégager";-0,3054;0,3054
"meuf";4,6962;-4,6962
"connaissance";1,5705;-1,5705
"agression";-0,8337;0,8337
"meme";-0,5433;0,5433
"siffler";2,9782;-2,9782
"normal";-0,8167;0,8167
"insulter";2,7559;-2,7559
"société";-5,7602;5,7602
"insulte";0,8301;-0,8301
"sexisme";0,4409;-0,4409
"violence";-15,5161;15,5161
"conjugal";-2,295;2,295
"viol";-1,9088;1,9088
"etc";-3,8992;3,8992
"bcp";-0,3692;0,3692
"télé";4,2627;-4,2627
"réalité";-14,9822;14,9822
"tik";3,0364;-3,0364
"tok";3,0364;-3,0364
"cerveau";2,1373;-2,1373
"vide";0,9273;-0,9273
"propos";-0,5102;0,5102
"vérité";0,9932;-0,9932
"accepter";-2,0738;2,0738
"courage";-1,8698;1,8698
