être;120;1485;342;373;1058;204;3270;7540;797;3376
de;368;705;360;249;810;126;2928;5915;666;1761
avoir;839;674;301;294;663;136;2395;5475;547;2003
la;403;598;223;217;548;113;2277;4561;430;1611
et;19;647;247;225;667;73;2062;4478;499;1079
les;39;363;257;313;854;74;1942;3997;389;1153
le;136;436;152;260;538;71;1962;3783;446;1476
c;64;676;168;240;499;114;1529;3551;433;1937
pas;11;164;103;179;576;67;1349;3790;409;1221
en;332;258;174;216;398;48;1561;2710;368;1217
à;11;327;274;150;415;51;1647;3082;282;871
l;84;341;248;163;382;47;1417;2972;305;900
que;304;270;199;112;411;54;1170;3065;281;714
ne;37;138;89;146;509;64;1057;3337;320;597
je;27;294;191;101;280;39;1033;2451;261;1056
des;0;199;173;112;541;34;1312;2630;234;624
un;130;350;85;140;397;37;1255;2459;272;852
on;98;168;178;136;313;47;964;2034;235;873
il;166;316;76;125;334;29;1061;2266;206;740
d;35;244;98;101;263;60;912;2432;241;478
j;11;501;224;82;200;48;883;1532;201;923
pour;5;301;82;178;365;32;1122;1984;193;550
une;4;352;68;134;256;34;934;2042;269;500
ça;14;211;115;84;253;63;801;1838;275;993
qui;16;125;43;76;338;30;902;2188;216;435
faire;23;181;83;91;280;38;974;1911;147;618
ce;12;321;112;45;254;48;769;2017;190;440
mais;17;150;46;72;235;34;651;1719;166;641
qu;2;151;61;70;255;26;623;1656;140;393
dans;6;106;117;120;208;31;792;1485;169;442
du;13;132;61;62;265;21;713;1312;155;486
plus;11;132;58;71;233;33;652;1482;111;376
vous;2;241;20;70;154;9;401;1222;79;406
bien;26;258;52;54;148;28;450;1330;109;442
y;241;97;120;91;130;14;592;1040;110;410
dire;18;138;15;36;105;19;380;1188;194;623
avec;4;145;115;63;172;14;638;1044;95;360
tout;4;174;31;32;160;19;476;1260;100;336
ils;3;140;29;40;253;21;415;954;68;322
elle;1;273;14;13;165;20;310;826;80;295
au;8;85;99;78;160;3;558;864;104;291
si;154;130;23;43;138;24;375;1043;84;234
comme;2;158;32;31;156;25;358;1018;144;314
se;166;41;33;163;161;12;367;989;68;185
tu;13;45;17;38;59;9;270;766;116;403
même;3;63;48;42;113;18;381;933;95;317
s;325;51;37;33;87;16;301;773;146;195
cette;2;301;26;10;116;30;339;947;60;180
me;244;83;65;28;57;21;396;638;65;266
sur;13;45;28;23;84;8;480;878;77;227
aussi;10;126;72;36;98;14;267;563;73;374
pouvoir;6;56;35;34;130;16;353;839;70;210
nous;2;97;46;26;96;18;309;730;42;213
moi;6;134;38;23;91;15;237;486;75;429
ou;5;16;33;51;103;7;366;696;100;184
bon;15;174;70;21;87;9;264;668;48;234
par;6;35;20;45;114;12;393;651;72;140
mon;2;168;73;20;73;22;305;538;54;210
quand;1;42;41;51;116;12;317;640;68;193
non;140;20;13;18;77;10;205;512;78;318
très;2;249;30;55;78;15;208;562;45;142
in;1122;4;1;0;2;0;5;5;1;9
oui;5;74;36;16;62;14;197;476;58;429
merci;8;466;16;5;40;5;197;374;26;275
savoir;24;43;27;31;76;14;216;687;52;226
aujourd_hui;1;35;19;17;56;31;261;721;38;114
ces;2;142;24;8;83;8;248;599;40;115
trop;2;344;26;13;57;17;134;321;23;198
an;43;50;16;4;34;18;246;471;34;196
son;13;77;6;14;67;3;198;545;59;104
rien;4;44;8;11;62;15;197;530;72;150
t;103;39;13;7;30;2;136;341;57;302
encore;3;59;23;26;52;13;219;460;39;169
toujours;2;77;19;26;43;25;190;428;65;182
falloir;1;39;26;19;87;5;219;501;44;116
ma;94;59;39;21;46;12;217;322;44;141
personne;2;128;12;17;71;7;148;470;60;72
tous;3;91;16;21;68;6;208;446;34;89
leur;1;24;10;13;117;14;185;457;26;39
vouloir;1;42;9;13;61;8;159;468;49;140
sa;15;56;4;8;47;7;176;434;56;85
devoir;6;30;9;20;67;8;179;469;34;104
m;62;54;34;8;26;9;188;326;41;152
