user_utilisateurice;600;919;86;133;394;69;1246;3323;411;9344
emji_visage_riant_aux_larmes;323;451;55;66;88;7;500;752;93;4645
emji_coeur_rouge;414;3153;41;3;47;11;131;234;24;59
emji_visage_souriant_avec_yeux_en_forme_de_coeur;378;1006;133;9;39;25;196;370;22;436
emji_applaudissements;111;1521;11;8;12;2;67;136;8;40
emji_se_rouler_par_terre_de_rire;36;49;6;8;13;1;68;108;20;939
voir;2;49;14;25;110;22;362;1036;81;241
emji_feu;65;873;6;1;6;3;51;67;2;36
aller;19;34;13;45;94;8;488;667;85;240
époque;4;146;41;7;28;27;246;959;62;173
beau;3;555;54;5;52;16;186;535;33;146
emji_visage_souriant_avec_coeurs;284;367;67;3;22;5;42;111;9;110
suisse;4;79;9;4;21;4;248;314;45;598
aimer;5;129;18;9;99;10;180;412;44;137
emji_visage_qui_pleure;63;164;10;6;32;478;45;84;7;60
femme;0;101;1;16;15;7;70;926;27;31
parler;8;38;7;7;47;6;94;691;78;190
emji_mains_en_prière;15;588;5;1;12;4;46;96;6;24
homme;0;92;1;7;34;6;51;824;10;37
enfant;0;49;31;4;20;4;132;744;17;41
vie;1;97;3;7;38;20;114;728;11;41
souvenir;4;185;319;1;14;8;193;151;14;124
petit;1;93;15;29;81;4;204;426;41;116
the;745;13;1;0;1;0;3;9;1;13
gens;0;24;0;31;60;10;149;645;48;33
emji_visage_souriant_avec_une_goutte_de_sueur;31;32;10;11;23;0;82;141;13;546
année;3;32;67;11;30;5;364;337;26;81
emji_mains_levées;82;539;5;3;4;0;35;62;0;27
i;724;5;1;0;2;0;13;14;1;4
tellement;5;205;38;16;40;21;95;318;18;141
temps;0;35;15;9;29;11;179;519;19;65
adorer;3;324;58;7;40;2;84;151;14;186
penser;5;25;5;12;51;5;102;462;26;179
monde;0;27;12;6;31;16;134;570;30;32
vrai;3;85;13;10;32;4;104;435;24;130
comprendre;0;50;8;12;41;6;46;554;26;81
chose;0;19;6;11;31;12;97;539;15;61
grand;15;100;10;9;30;8;220;314;18;57
it;635;2;0;0;1;0;1;4;0;5
passer;0;14;33;12;22;6;258;313;25;48
français;7;16;2;44;0;4;57;302;96;145
connaître;0;18;11;8;15;6;121;312;62;99
prendre;0;10;5;56;64;5;168;312;35;48
emji_visage_faisant_un_clin_d_oeil;8;22;6;15;20;0;98;182;14;314
