"";"banalfreq";"X.rts_a";"X.rts_i"
"ouverture";47;-0,7019;0,7019
"peau";130;1,9829;-1,9829
"1991";12;1,0404;-1,0404
"lointain";24;1,332;-1,332
"chier";86;0,7446;-0,7446
"r";77;1,2865;-1,2865
"fléau";29;-0,6586;0,6586
"piéton";54;0,8812;-0,8812
"courant";158;-0,5852;0,5852
"vision";110;0,4393;-0,4393
"pourtant";490;0,3693;-0,3693
"courageux";50;0,2853;-0,2853
"anonyme";21;-0,9048;0,9048
"fonctionnaire";15;-0,8303;0,8303
"emji_visage_festif";83;0,6608;-0,6608
"dessin";28;1,3103;-1,3103
"animé";17;0,5396;-0,5396
"facteur";52;-0,7052;0,7052
"pâte";18;1,3987;-1,3987
"fruit";96;-0,3879;0,3879
"quartier";87;0,6839;-0,6839
"devant";277;1,2765;-1,2765
"exposer";59;-0,6792;0,6792
"fermer";219;-1,359;1,359
"tradition";64;0,3731;-0,3731
"hallucinant";32;-0,3472;0,3472
"diffusion";14;-0,2253;0,2253
"co2";35;-0,5444;0,5444
"emji_pouce_vers_le_haut_peau_claire";93;1,9989;-1,9989
"écologiste";12;-0,2419;0,2419
"2h";21;-0,2425;0,2425
"racheter";28;0,9966;-0,9966
"gâchis";12;0,6493;-0,6493
"écologique";77;-1,4755;1,4755
"1950";16;1,4369;-1,4369
"vigneron";11;-0,6528;0,6528
"poète";11;1,953;-1,953
"dérouler";28;-1,8706;1,8706
"2022";53;-1,4625;1,4625
"reproduction";13;0,5056;-0,5056
"élevage";39;0,908;-0,908
"horrible";99;1,3795;-1,3795
"agriculteur";22;0,9912;-0,9912
"emji_visage_démoralisé_avec_goutte_de_sueur";32;0,7578;-0,7578
"abattre";31;1,146;-1,146
"condescendant";19;0,5557;-0,5557
"patriarcal";24;-0,2851;0,2851
"gêner";69;0,7161;-0,7161
"bye";21;-0,9048;0,9048
"parfaire";119;0,8599;-0,8599
"deja";93;-0,9563;0,9563
"nuls";12;1,0404;-1,0404
"rente";25;-1,0612;1,0612
"retraite";162;-0,8482;0,8482
"combat";122;-0,6764;0,6764
"lit";62;-0,8863;0,8863
"21";39;0,3743;-0,3743
"épuiser";30;-0,7498;0,7498
"forme";190;-0,6252;0,6252
"parfait";60;0,7394;-0,7394
"commentateur";12;1,5621;-1,5621
"glisser";23;1,1571;-1,1571
"masculin";57;0,995;-0,995
"épreuve";16;0,4144;-0,4144
"officiellement";36;-1,3911;1,3911
"sportif";58;1,3284;-1,3284
"effectuer";46;-0,8174;0,8174
"effectivement";277;1,3858;-1,3858
"morges";15;-0,8303;0,8303
"domestique";62;-0,8863;0,8863
"surprise";84;-1,8727;1,8727
"inconnu";45;1,4375;-1,4375
"schéma";21;-0,6169;0,6169
"extrêmement";96;-0,4794;0,4794
"différent";225;1,2611;-1,2611
"conjoint";28;-1,4468;1,4468
"parvenir";18;-0,5685;0,5685
"agresser";48;-0,7769;0,7769
"gare";83;-0,4295;0,4295
"ignorer";85;-1,9687;1,9687
"poivre";14;-1,0982;1,0982
"multiple";38;-0,5849;0,5849
"emji_visage_avec_des_symboles_dans_la_bouche";85;-0,7698;0,7698
"ride";11;0,4872;-0,4872
"emji_visage_épuisé";84;1,6311;-1,6311
"sentiment";62;0,7515;-0,7515
"colère";40;-1,8931;1,8931
"survivre";80;-0,4027;0,4027
"coach";20;-0,3252;0,3252
"abe";35;-1,2741;1,2741
"livre";214;1,8089;-1,8089
"portrait";17;0,8267;-0,8267
"zombie";11;0,2522;-0,2522
"morceau";27;0,8555;-0,8555
"contemporain";14;1,019;-1,019
"cri";12;-0,2419;0,2419
"www";10;1,0744;-1,0744
"ch";62;-1,0832;1,0832
"pub";81;-1,1705;1,1705
"variété";14;1,019;-1,019
"go";30;0,7464;-0,7464
"immense";76;0,3484;-0,3484
"comédien";25;1,9442;-1,9442
"faillir";18;-0,3502;0,3502
"disputer";13;-0,5757;0,5757
"emji_visage_avec_un_doigt_sur_la_bouche";36;1,0173;-1,0173
"emji_visage_avec_fumée_sortant_des_narines";72;-1,2709;1,2709
"craindre";47;1,1762;-1,1762
"tableau";20;1,8283;-1,8283
"gâcher";19;0,8301;-0,8301
"surpoids";16;0,6681;-0,6681
"all";11;-0,6528;0,6528
"code";65;-1,1187;1,1187
"neurone";30;-0,3678;0,3678
"connecter";23;0,8411;-0,8411
"17";76;-0,3376;0,3376
"24";58;0,7272;-0,7272
"41";17;-0,4702;0,4702
"bientôt";159;-1,825;1,825
"dose";38;-0,2963;0,2963
"capable";182;1,666;-1,666
"championnat";19;1,6094;-1,6094
"maîtrise";33;-0,5782;0,5782
"soi";138;0,282;-0,282
"écrivain";12;0,3695;-0,3695
"anne";15;1,7279;-1,7279
"incident";16;0,2344;-0,2344
"tj";15;0,523;-0,523
"quasi";74;-0,2676;0,2676
"remplacer";120;-0,2715;0,2715
"gag";14;0,3929;-0,3929
"bourrer";21;0,5713;-0,5713
"malin";51;-0,3633;0,3633
"compliment";11;0,4872;-0,4872
"message";171;-1,7737;1,7737
"épanouir";17;1,6603;-1,6603
"poids";76;-0,4324;0,4324
"indiquer";49;-1,0747;1,0747
"23";22;-0,3038;0,3038
"énorme";141;0,6393;-0,6393
"çà";33;0,8806;-0,8806
"complet";86;0,5021;-0,5021
"inspiration";19;0,8301;-0,8301
"sauveur";24;-0,6629;0,6629
"église";48;0,8481;-0,8481
"jurassien";17;1,6603;-1,6603
"terrasse";29;-1,214;1,214
"automne";36;1,9779;-1,9779
"reculer";21;0,5713;-0,5713
"bordel";87;-0,317;0,317
"retenir";97;0,6191;-0,6191
"lequel";79;-0,281;0,281
"raser";29;-0,4606;0,4606
"troll";30;-1,0154;1,0154
"genevois";112;0,7603;-0,7603
"promener";29;0,294;-0,294
"pardon";90;-0,7757;0,7757
"basket";10;0,3437;-0,3437
"parceque";31;1,146;-1,146
"blague";204;-1,4852;1,4852
"emmental";34;0,7693;-0,7693
"emji_mains_levées_peau_claire";30;-0,2407;0,2407
"7h";14;-0,4158;0,4158
"rentrer";229;-0,2916;0,2916
"généraliser";33;1,459;-1,459
"matière";88;-0,4415;0,4415
"utile";151;-0,3595;0,3595
"plier";30;-0,5357;0,5357
"vêtement";110;-0,6785;0,6785
"cantonal";49;-1,9447;1,9447
"règle";212;-1,0228;1,0228
"taille";75;1,0835;-1,0835
"profession";25;-0,7629;0,7629
"repasser";16;1,0055;-1,0055
"insister";20;-0,3252;0,3252
"nécessité";27;-1,7204;1,7204
"secondaire";23;0,2401;-0,2401
"près";75;0,6135;-0,6135
"terminer";102;0,3212;-0,3212
"totalement";244;-1,5012;1,5012
"corps";259;-1,5098;1,5098
"tenir";270;-0,6083;0,6083
"formation";101;-1,737;1,737
"lutter";64;-0,6854;0,6854
"soulever";37;-0,3655;0,3655
"diaboliser";11;-0,356;0,356
"mécanique";30;1,0007;-1,0007
"fréquenter";25;-0,348;0,348
"hey";25;0,848;-0,848
"compagnie";89;0,9838;-0,9838
"retraité";31;0,3109;-0,3109
"emji_homme_qui_hausse_les_épaules_peau_moyennement_claire";14;1,489;-1,489
"traîner";35;0,8895;-0,8895
"récent";44;-0,8616;0,8616
"guy";29;1,1461;-1,1461
"épaule";16;1,0055;-1,0055
"sponsoriser";12;-1,2741;1,2741
"pierre";74;0,9882;-0,9882
"ete";38;1,294;-1,294
"graver";16;1,9749;-1,9749
"indépendance";36;-1,7466;1,7466
"peser";21;-1,2744;1,2744
"développement";42;-1,7814;1,7814
"ados";36;1,2944;-1,2944
"monstrueux";10;-0,2622;0,2622
"épisode";49;0,5894;-0,5894
"occasion";71;-0,9924;0,9924
"rejoindre";64;0,3731;-0,3731
"clan";10;-1,532;1,532
"issue";31;-0,616;0,616
"david";25;0,2587;-0,2587
"habiller";119;0,4413;-0,4413
"imiter";16;0,6681;-0,6681
"cruel";20;0,4535;-0,4535
"contexte";102;0,834;-0,834
"égo";19;0,3485;-0,3485
"attacher";20;0,6896;-0,6896
"annonce";47;-0,8998;0,8998
"bref";278;-0,7068;0,7068
"dépendance";19;-1,4169;1,4169
"tres";81;1,303;-1,303
"grotte";11;-0,6528;0,6528
"difficile";258;0,4889;-0,4889
"expression";163;0,4846;-0,4846
"telle";95;-0,7817;0,7817
"saison";104;1,6933;-1,6933
"ahhh";25;1,1512;-1,1512
"emji_visage_bleu_et_froid";31;0,6433;-0,6433
"piquer";55;0,4875;-0,4875
"folie";43;0,4041;-0,4041
"couloir";13;0,2794;-0,2794
"tester";47;0,3154;-0,3154
"degré";135;0,8219;-0,8219
"emji_ok_peau_moyennement_claire";24;1,7382;-1,7382
"emji_tête_qui_explose";57;-0,5561;0,5561
"ère";31;0,6433;-0,6433
"industriel";50;-0,9374;0,9374
"réfléchir";239;-1,7707;1,7707
"avortement";15;-0,8303;0,8303
"préserver";40;-0,7394;0,7394
"interrompre";11;0,2522;-0,2522
"sécuriser";19;-0,4318;0,4318
"désastreux";17;-0,2765;0,2765
"dramatique";24;0,3175;-0,3175
"cuit";10;1,6702;-1,6702
"quant";82;-0,4889;0,4889
"excessif";29;-1,214;1,214
"balayer";20;0,4535;-0,4535
"découler";18;-1,2622;1,2622
"déplacer";103;-1,9087;1,9087
"enceinte";20;0,4535;-0,4535
"emji_visage_blasé";53;0,2588;-0,2588
"49";20;-0,5209;0,5209
"52";16;0,6681;-0,6681
"rempli";27;0,6155;-0,6155
"portugais";24;-0,6629;0,6629
"philippe";17;1,197;-1,197
"pédophile";15;-0,8303;0,8303
"fr";37;0,5043;-0,5043
"sûrement";246;0,6441;-0,6441
"pompe";18;0,6786;-0,6786
"déchet";65;-1,5894;1,5894
"quitter";148;-1,7711;1,7711
"grain";16;0,6681;-0,6681
"poussière";15;0,3042;-0,3042
"perspective";27;0,8555;-0,8555
"instagram";69;0,8749;-0,8749
"similaire";44;0,6377;-0,6377
"thaïlande";11;-0,6528;0,6528
"former";73;-0,7878;0,7878
"bizarre";130;0,7393;-0,7393
"elon";20;-1,1334;1,1334
"musk";24;-0,9419;0,9419
"déjeuner";28;0,5219;-0,5219
"mince";52;-0,7052;0,7052
"complètement";266;0,3536;-0,3536
"confrontation";10;0,6421;-0,6421
"énormément";109;-0,4348;0,4348
"frustration";30;-0,5357;0,5357
"été";10;1,6702;-1,6702
"fâcher";13;0,5056;-0,5056
"exclure";27;0,2766;-0,2766
"méchanceté";20;1,8283;-1,8283
"déposer";44;-0,6635;0,6635
"japon";35;-0,5444;0,5444
"préparer";91;-0,2969;0,2969
"emji_feuille_morte";10;-0,9248;0,9248
"emji_jeune_pousse";14;1,019;-1,019
"olivier";16;1,4369;-1,4369
"champ";39;1,156;-1,156
"2020";24;-0,2851;0,2851
"garder";397;1,9172;-1,9172
"soulager";15;-0,517;0,517
"installation";14;-0,2253;0,2253
"septembre";34;-0,4738;0,4738
"brigitte";37;-0,514;0,514
"spécialiser";19;-1,9508;1,9508
"fabrication";17;-0,4702;0,4702
"existence";61;1,2235;-1,2235
"entourage";33;-0,408;0,408
"supporter";131;0,8012;-0,8012
"rebelle";22;1,3484;-1,3484
"bernois";28;-1,4468;1,4468
"emji_sapin_de_noël";39;0,5191;-0,5191
"emprunter";12;-0,2419;0,2419
"propriétaire";64;-0,4228;0,4228
"instant";66;0,2924;-0,2924
"etre";155;0,4499;-0,4499
"valide";28;0,5219;-0,5219
"covid";80;1,4013;-1,4013
"19";60;0,3485;-0,3485
"virus";20;-0,5209;0,5209
"multiplier";23;0,8411;-0,8411
"sanitaire";24;-0,6629;0,6629
"entrer";88;-1,3146;1,3146
"phase";35;0,3434;-0,3434
"saisonnier";12;-0,2419;0,2419
"pipe";14;1,489;-1,489
"équilibré";34;-0,8857;0,8857
"isoler";17;0,8267;-0,8267
"détresse";28;-1,8706;1,8706
"discriminer";10;-0,5203;0,5203
"sketch";36;0,7807;-0,7807
"transmettre";76;0,6863;-0,6863
"collègue";73;0,7399;-0,7399
"contaminer";16;0,4144;-0,4144
"sauf";348;-0,6753;0,6753
"risquer";36;-1,0875;1,0875
"amplement";11;-1,7422;1,7422
"tenue";73;0,7399;-0,7399
"cohésion";11;-0,356;0,356
"stabilité";17;-1,5969;1,5969
"populaire";61;-1,0027;1,0027
"poster";53;0,4741;-0,4741
"chambre";43;0,2878;-0,2878
"néanmoins";22;0,4717;-0,4717
"ducoup";39;-1,7628;1,7628
"emji_ok_peau_claire";29;1,4806;-1,4806
"efficacité";22;-1,4201;1,4201
"utilisation";65;-0,5994;0,5994
"tordre";33;-0,2762;0,2762
"pondre";15;-0,517;0,517
"impacte";12;-0,461;0,461
"porteur";15;1,7279;-1,7279
"fumeur";71;0,8861;-0,8861
"obèse";14;1,019;-1,019
"ressort";13;0,5056;-0,5056
"saisir";30;-0,7498;0,7498
"nuance";46;-1,9256;1,9256
"balade";14;-0,6992;0,6992
"dangereux";180;-0,6955;0,6955
"projeter";21;0,835;-0,835
"habit";65;-1,5894;1,5894
"rouge";113;1,1083;-1,1083
"heu";44;1,5857;-1,5857
"poubelle";79;0,9301;-0,9301
"cave";18;0,9973;-0,9973
"tempête";32;-1,2437;1,2437
"arracher";19;0,5557;-0,5557
"concevoir";27;-0,7071;0,7071
"accoucher";15;-0,517;0,517
"vevey";11;0,2522;-0,2522
"visite";31;0,8719;-0,8719
"col";11;0,8339;-0,8339
"partiellement";10;-0,5203;0,5203
"large";41;-0,8227;0,8227
"toit";38;-0,2963;0,2963
"panneau";29;0,4409;-0,4409
"routier";29;-1,5836;1,5836
"direction";61;-0,8143;0,8143
"fenêtre";43;-1,5627;1,5627
"voisin";227;1,9412;-1,9412
"résistance";26;-0,8683;0,8683
"nazi";40;-1,2278;1,2278
"héros";39;-0,3471;0,3471
"délinquance";13;-0,5757;0,5757
"bouger";136;-0,8835;0,8835
"voleur";76;0,557;-0,557
"rager";10;-0,2622;0,2622
"taff";33;-1,7334;1,7334
"debile";11;1,3129;-1,3129
"actuellement";158;-0,502;0,502
"démuni";14;-1,6437;1,6437
"précieux";46;0,837;-0,837
"discours";230;-0,4767;0,4767
"nouvel";38;-1,022;1,022
"moquerie";28;0,3538;-0,3538
"cependant";75;-0,6175;0,6175
"quasiment";74;-0,2676;0,2676
"bienvenu";17;-1,1125;1,1125
"emji_bouteille_de_champagne";10;0,3437;-0,3437
"routine";14;1,489;-1,489
"campagne";138;0,282;-0,282
"poli";12;1,0404;-1,0404
"miroir";20;0,4535;-0,4535
"attribuer";31;-1,4662;1,4662
"vif";46;1,3013;-1,3013
"genevoise";30;0,5376;-0,5376
"noble";21;0,3687;-0,3687
"trancher";10;-1,532;1,532
"météo";30;-0,2407;0,2407
"inspirer";79;1,1032;-1,1032
"36";28;0,3538;-0,3538
"ahahaha";10;0,3437;-0,3437
"scrupule";10;0,6421;-0,6421
"préparation";13;-0,3238;0,3238
"off";13;-0,3238;0,3238
"didier";16;-1,4259;1,4259
"gruyère";76;-1,1786;1,1786
"vacherin";11;0,4872;-0,4872
"repousser";18;-1,772;1,772
"répétition";22;-1,0289;1,0289
"percher";10;0,6421;-0,6421
"250";27;0,2766;-0,2766
"recrue";17;-0,2765;0,2765
"bisou";41;1,4396;-1,4396
"ciel";88;1,2377;-1,2377
"calmer";32;-0,7012;0,7012
"référence";54;0,4187;-0,4187
"stylé";27;1,9036;-1,9036
"final";179;-1,4828;1,4828
"emji_chat_qui_pleure_de_joie";41;0,2737;-0,2737
"dormir";105;0,3;-0,3
"boutique";25;0,6011;-0,6011
"endormir";10;-0,2622;0,2622
"goutte";16;-0,9684;0,9684
"big";21;0,3687;-0,3687
"pharma";18;-1,2622;1,2622
"cultiver";31;0,4574;-0,4574
"fibre";14;1,019;-1,019
"lourd";65;-0,2732;0,2732
"envers";204;0,3554;-0,3554
"plante";41;0,5337;-0,5337
"conviction";28;-1,4468;1,4468
"durer";50;1,0694;-1,0694
"machin";10;0,6421;-0,6421
"ajouter";103;-1,2914;1,2914
"bâle";23;-0,8279;0,8279
"réchauffer";33;0,4734;-0,4734
"audace";16;0,6681;-0,6681
"métro";34;-1,488;1,488
"rentable";21;-1,7393;1,7393
"exploitation";41;-0,4614;0,4614
"création";72;-1,2709;1,2709
"nôtre";31;1,4685;-1,4685
"dizaine";85;-0,9218;0,9218
"fantasme";22;-0,7194;0,7194
"2010";25;0,848;-0,848
"m2";14;1,019;-1,019
"n_est_ce_pas";40;-0,5534;0,5534
"déconner";20;0,2781;-0,2781
"construire";125;-1,2437;1,2437
"attraper";32;1,2989;-1,2989
"privation";12;0,6493;-0,6493
"présence";57;-1,0953;1,0953
"valaisans";34;1,6257;-1,6257
"sueur";22;-1,0289;1,0289
"futur";123;-0,7228;0,7228
"marque";95;-0,2786;0,2786
"déficit";10;-0,9248;0,9248
"emji_visage_bâillant";41;-1,6575;1,6575
"sexualité";18;1,3987;-1,3987
"lâcher";70;-1,3212;1,3212
"personnellement";107;0,3831;-0,3831
"comm";21;-0,6169;0,6169
"chauffeur";28;0,5219;-0,5219
"emji_index_pointant_vers_le_haut_peau_claire";11;0,2522;-0,2522
"fm";24;-1,2923;1,2923
"matelas";20;-1,576;1,576
"avertissement";10;0,3437;-0,3437
"chemin";109;1,4229;-1,4229
"poil";46;-0,6304;0,6304
"panique";14;0,3929;-0,3929
"allumer";30;1,0007;-1,0007
"rappel";87;-0,5002;0,5002
"programme";91;0,3052;-0,3052
"ems";24;1,332;-1,332
"domination";28;-1,8706;1,8706
"directeur";31;0,4574;-0,4574
"catholique";35;0,8895;-0,8895
"libre";249;-1,3805;1,3805
"suicider";20;-0,5209;0,5209
"emji_biceps_contracté";105;0,6632;-0,6632
"amélioration";21;-1,2744;1,2744
"tranche";23;0,2401;-0,2401
"foie";14;-0,4158;0,4158
"veau";10;1,0744;-1,0744
"emji_coeur_brisé";89;-0,3883;0,3883
"respirer";52;0,8702;-0,8702
"valise";18;-0,8675;0,8675
"masque";31;-1,8682;1,8682
"mai";39;0,908;-0,908
"1982";13;0,8272;-0,8272
"spectacle";36;-0,6196;0,6196
"cage";16;-0,9684;0,9684
"parodie";10;1,6702;-1,6702
"document";34;-0,6581;0,6581
"2002";26;0,9934;-0,9934
"er";24;-0,4467;0,4467
"asie";51;-1,5366;1,5366
"accomplir";26;-0,2686;0,2686
"aventure";20;0,9929;-0,9929
"précédent";57;-1,3309;1,3309
"nana";18;1,3987;-1,3987
"inde";29;-0,9078;0,9078
"vingt";11;1,3129;-1,3129
"just";12;0,3695;-0,3695
"for";21;-0,6169;0,6169
"the";72;0,3261;-0,3261
"record";32;1,2989;-1,2989
"voyager";55;0,271;-0,271
"harry";17;1,197;-1,197
"potter";14;1,489;-1,489
"doucement";20;0,9929;-0,9929
"pk";41;0,3893;-0,3893
"one";11;-0,6528;0,6528
"mythe";31;-0,4328;0,4328
"iran";25;0,2587;-0,2587
"emji_mains_levées_peau_légèrement_mate";14;0,6582;-0,6582
"bol";38;-0,2963;0,2963
"coiffeur";13;0,8272;-0,8272
"jusqu";65;0,5521;-0,5521
"apres";69;0,3542;-0,3542
"malbouffe";16;1,4369;-1,4369
"publicité";29;-1,214;1,214
"plaisanter";18;1,892;-1,892
"stupide";67;1,9888;-1,9888
"adresser";21;-0,3995;0,3995
"portée";32;-1,2437;1,2437
"sincèrement";63;0,6796;-0,6796
"dsl";27;-0,7071;0,7071
"agressif";46;-0,3473;0,3473
"cordialement";15;-0,517;0,517
"brillant";31;0,4574;-0,4574
"constater";113;-0,7067;0,7067
"souris";20;0,6896;-0,6896
"apparence";22;1,7782;-1,7782
"filtre";18;0,9973;-0,9973
"esthétique";18;0,4345;-0,4345
"parier";23;-1,5702;1,5702
"attirer";49;-1,6172;1,6172
"week_end";64;-0,5435;0,5435
"chiotte";11;1,3129;-1,3129
"sang";75;-0,9199;0,9199
"tricher";13;0,8272;-0,8272
"remplacement";17;0,5396;-0,5396
"étaler";11;1,3129;-1,3129
"bêtise";106;0,34;-0,34
"commission";39;0,2594;-0,2594
"équiper";29;-0,4606;0,4606
"resto";34;0,7693;-0,7693
"hôtel";47;0,3154;-0,3154
"appartement";74;-0,6986;0,6986
"louer";26;-0,417;0,417
"étendre";18;-0,5685;0,5685
"culture";247;-1,0663;1,0663
"foi";86;1,8676;-1,8676
"etes";31;0,6433;-0,6433
"incarné";11;0,8339;-0,8339
"emji_globe_tourné_sur_l_afrique_et_l_europe";17;-0,2765;0,2765
"emji_explosion";28;0,9966;-0,9966
"emji_index_pointant_vers_le_haut";27;0,6155;-0,6155
"prier";33;0,8806;-0,8806
"retard";73;-0,4044;0,4044
"incompréhension";12;-0,794;0,794
"principal";89;-1,8414;1,8414
"las";15;1,7279;-1,7279
"certaines";292;-1,3284;1,3284
"intimité";20;-0,7864;0,7864
"pièce";76;-1,1786;1,1786
"séparer";37;1,4462;-1,4462
"utilité";41;1,4396;-1,4396
"apparement";19;-0,9976;0,9976
"cultivé";21;1,1659;-1,1659
"pitié";81;0,3326;-0,3326
"certitude";22;0,9912;-0,9912
"elle_même";27;-0,4919;0,4919
"persuader";29;0,294;-0,294
"suprême";10;-0,5203;0,5203
"croyance";41;0,9174;-0,9174
"aliment";27;0,2766;-0,2766
"peter";13;0,8272;-0,8272
"nez";64;1,1292;-1,1292
"absolu";61;-0,6508;0,6508
"chacune";13;1,2593;-1,2593
"pseudo";58;-0,6161;0,6161
"arrogance";30;1,3036;-1,3036
"aveugle";43;-1,0009;1,0009
"sien";12;0,3695;-0,3695
"stp";64;0,2811;-0,2811
"samedi";71;-0,8184;0,8184
"semaine";300;-1,3582;1,3582
"chaîne";89;-0,3883;0,3883
"otan";20;-0,7864;0,7864
"février";16;1,0055;-1,0055
"alpe";30;-0,3678;0,3678
"fonds";58;-0,9666;0,9666
"camion";62;0,3608;-0,3608
"déverser";19;1,6094;-1,6094
"dériver";19;-0,9976;0,9976
"tranquillement";21;-0,2425;0,2425
"mesurer";24;-0,6629;0,6629
"agenda";22;-0,7194;0,7194
"cm";14;0,6582;-0,6582
"45";63;-0,961;0,961
"150";25;-0,7629;0,7629
"logistique";15;-1,8346;1,8346
"85";14;1,019;-1,019
"station";23;-0,5688;0,5688
"1000";52;-1,111;1,111
"galer";32;-0,9465;0,9465
"veste";25;1,5151;-1,5151
"gratuitement";39;0,6963;-0,6963
"immédiat";22;-1,4201;1,4201
"autour";156;0,2936;-0,2936
"trace";29;1,4806;-1,4806
"hitler";11;-0,356;0,356
"indéniable";14;-0,4158;0,4158
"voire";81;-0,9881;0,9881
"innocence";17;0,3271;-0,3271
"confusion";24;-0,4467;0,4467
"crotte";11;1,953;-1,953
"réglementation";10;-0,2622;0,2622
"municipal";12;-0,461;0,461
"mille";69;-0,3362;0,3362
"coin";72;1,8515;-1,8515
"certaine";97;-0,4252;0,4252
"redevenir";14;0,3929;-0,3929
"emji_visage_effrayé";18;1,892;-1,892
"fasciste";34;-1,8721;1,8721
"botte";28;-1,8706;1,8706
"parcourir";10;1,0744;-1,0744
"t_shirt";22;0,2983;-0,2983
"huit";10;1,0744;-1,0744
"evidemment";16;-0,6265;0,6265
"figure";59;-0,307;0,307
"incontournable";10;1,0744;-1,0744
"exact";75;-0,3014;0,3014
"oooh";19;1,6094;-1,6094
"patrick";12;0,6493;-0,6493
"pendule";14;1,489;-1,489
"5g";10;-0,9248;0,9248
"onde";21;1,5701;-1,5701
"joseph";10;1,6702;-1,6702
"installer";111;-0,2764;0,2764
"olympique";11;0,4872;-0,4872
"mega";12;-0,794;0,794
"corrompu";17;-1,1125;1,1125
"virer";39;-0,8712;0,8712
"reprendre";113;-0,8303;0,8303
"emji_visage_en_colère";15;-0,2979;0,2979
"couler";27;-0,3269;0,3269
"référendum";15;-1,8346;1,8346
"complotistes";15;0,523;-0,523
"emji_visage_anxieux_avec_goutte_de_sueur";26;1,7059;-1,7059
"christophe";12;-0,2419;0,2419
"vosges";11;1,953;-1,953
"cqfd";24;-0,6629;0,6629
"inverse";99;0,273;-0,273
"différemment";27;0,4239;-0,4239
"rhétorique";14;-1,6437;1,6437
"plutot";18;-0,5685;0,5685
"pleuvoir";26;0,5057;-0,5057
"supprimer";131;-1,0085;1,0085
"caisse";273;-0,699;0,699
"ps";140;-0,3127;0,3127
"irresponsable";16;-0,3798;0,3798
"milieu";130;0,3767;-0,3767
"bar";25;1,5151;-1,5151
"proximité";22;-0,4809;0,4809
"relativement";22;-0,4809;0,4809
"matériel";102;-1,0535;1,0535
"incompréhensible";23;-0,5688;0,5688
"contraindre";13;-0,3238;0,3238
"culot";17;-1,1125;1,1125
"barre";44;-1,6808;1,6808
"réfugier";15;-1,2595;1,2595
"étape";36;-0,4476;0,4476
"waouh";16;1,9749;-1,9749
"série";78;-1,1362;1,1362
"revue";15;0,523;-0,523
"ambitieux";10;-0,2622;0,2622
"générique";12;1,0404;-1,0404
"coller";76;0,2673;-0,2673
"emji_feuille";22;0,9912;-0,9912
"rater";49;0,9558;-0,9558
"emji_visage_avec_un_monocle";96;0,369;-0,369
"skieur";11;0,8339;-0,8339
"coco";20;0,9929;-0,9929
"emji_femme_qui_hausse_les_épaules_peau_claire";40;-0,9631;0,9631
"telles";28;0,5219;-0,5219
"caillou";25;-0,348;0,348
"là_dessus";20;-0,7864;0,7864
"reflet";12;-0,2419;0,2419
"rigolade";10;1,0744;-1,0744
"bande";127;-0,6849;0,6849
"planète";172;-0,3049;0,3049
"sortie";97;-0,4252;0,4252
"emji_visage_sans_expression";46;0,2592;-0,2592
"péter";44;-0,2572;0,2572
"dixit";14;-0,2253;0,2253
"peace";17;-1,1125;1,1125
"habillement";13;-0,3238;0,3238
"tjrs";72;1,1649;-1,1649
"emji_v_de_la_victoire";40;1,0308;-1,0308
"hésiter";64;-0,3219;0,3219
"essai";14;-0,4158;0,4158
"fermé";14;1,489;-1,489
"emji_visage_confus";27;1,4958;-1,4958
"arnaque";22;-0,4809;0,4809
"bourgeois";70;-1,3212;1,3212
"bein";25;0,2587;-0,2587
"divorce";35;-0,3857;0,3857
"idéal";50;-0,3173;0,3173
"revanche";61;-0,5108;0,5108
"mienne";22;0,9912;-0,9912
"mépris";48;1,0613;-1,0613
"régression";10;0,3437;-0,3437
"aisé";26;-1,5737;1,5737
"authenticité";12;0,6493;-0,6493
"ouvert";33;-1,7334;1,7334
"préoccuper";26;-0,8683;0,8683
"séparation";14;-0,4158;0,4158
"exagérer";35;0,6702;-0,6702
"parce";23;0,5864;-0,5864
"patriarcat";39;1,4422;-1,4422
"apaiser";14;1,019;-1,019
"viable";13;-1,4567;1,4567
"bizarrement";48;-0,7769;0,7769
"emji_symbole_de_paix";11;0,2522;-0,2522
"détacher";13;0,2794;-0,2794
"laquelle";93;-0,6741;0,6741
"comporter";52;0,6898;-0,6898
"raciste";297;1,4761;-1,4761
"correspondre";48;-0,7769;0,7769
"67";22;0,7007;-0,7007
"démonter";18;-0,5685;0,5685
"yes";13;0,2794;-0,2794
"uns";57;0,8063;-0,8063
"batterie";22;0,7007;-0,7007
"canon";39;-1,1231;1,1231
"iii";11;1,3129;-1,3129
"g";47;-0,2871;0,2871
"gay";19;1,1788;-1,1788
"ahh";18;0,9973;-0,9973
"avancer";122;-1,3784;1,3784
"grenoble";10;0,6421;-0,6421
"balai";11;0,8339;-0,8339
"life";15;1,2227;-1,2227
"racisme";227;0,6808;-0,6808
"interessant";10;-0,2622;0,2622
"rapide";74;0,8219;-0,8219
"geneve";40;0,4504;-0,4504
"mcdo";15;0,8254;-0,8254
"compléter";12;0,3695;-0,3695
"restaurateur";19;-0,9976;0,9976
"grandeur";14;-0,6992;0,6992
"dissuader";13;-0,9428;0,9428
"accro";12;0,3695;-0,3695
"déguiser";36;-1,3911;1,3911
"réveil";18;0,6786;-0,6786
"optimiste";13;0,5056;-0,5056
"litre";16;0,2344;-0,2344
"porno";16;0,4144;-0,4144
"féminisme";84;-1,2045;1,2045
