"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"mass";"chi.distance";"inertie"
"panne";-0,687587347234881;0,105651489270363;0,860226804114057;-0,655487138990333;1,48294467635355;2,42828147428308;0,0818347848943808;-0,22013685705718;0,0338252105494944;0,275408827366515;-0,209859706114462;0,474777177845059;0,777434683678447;0,0262000928566324;0,0842390223753028;0,00152414090120597;0,0897745831567909;0,0479473283630712;0,221287548543318;0,554678262355557;0,000549114304754208;0,000163774611614272;3,86671418898265e-06;0,000256340228463249;0,000148839833508871;0,000761799571533846;0,00204262610837322;2,31988638389524e-06;0,000346410323027626;1,40978380095229;0,000688487179502027
"palais";0,0126212343015336;-2,50154249804289;0,219922664919605;-0,126682979743713;-1,06518933723165;-0,392102354916239;-0,214717583780821;0,00456120058873007;-0,904034965377366;0,0794780735973268;-0,0457820897690565;-0,384949848486662;-0,141702265353642;-0,0775970040769133;2,85385016208434e-05;0,859131387317668;0,00589980120644435;0,0018007049019186;0,114797027721651;0,0145415914276899;0,00380094892300462;4,13862185747487e-08;0,00162580277202251;1,25658556885791e-05;4,1695446497132e-06;0,000294785223214344;3,99439482283347e-05;1,19780828227264e-05;0,00025980774227072;1,40594245085109;0,000513555254638913
"paire";-0,830982043184054;-0,0360958580779534;-0,51598165704776;-1,18987049778124;-0,424700159436377;2,2642856645796;2,32396047355956;-0,229749363810132;-0,00997975888602178;-0,142658266104269;-0,328974605557314;-0,117420818224537;0,626028197827544;0,64252704941055;0,0978995771268653;0,000141556098478835;0,0257001674944785;0,12571162157412;0,0144414865249953;0,383747447197472;0,35235814398359;0,000239207120843282;4,51341810126875e-07;9,2227269562571e-05;0,000490444895294079;6,24821080541383e-05;0,00177604211338726;0,00187089019924384;0,000346410323027626;1,58045643801566;0,000865278445471604
"oser";-0,652964218378805;-0,460607473196847;-1,40084081158229;0,497245127838227;-2,0497294781571;-0,337586065900851;-1,63283153350611;-0,208267232214493;-0,146913783144495;-0,446807390649536;0,158599604070388;-0,653774698809887;-0,107675296134775;-0,520802357287182;0,074283036545454;0,0283262541905768;0,232786796769961;0,0269792860606215;0,413383834971056;0,0104825136149026;0,213758277847428;0,000147696291844823;7,3494152373702e-05;0,000679780022306932;8,56508936204571e-05;0,00145540519048279;3,94784279519922e-05;0,000923578008768312;0,000346410323027626;1,42569247576586;0,000704113288457738
"orientation";-0,922623490183771;0,549926053728599;-2,24081917288458;1,26238541833044;-1,39853294563279;-0,323341206431284;-2,2903548564483;-0,237629322918314;0,141638010730291;-0,577141540943074;0,325137822103428;-0,360203745607517;-0,0832792062779071;-0,589899866598968;0,0938133992237543;0,0255411680338805;0,37679000249875;0,109996354935614;0,121733686501801;0,00608307952048638;0,266042309285713;0,000294876281160088;0,000104760947283107;0,00173941995862722;0,000552045360496516;0,000677542010918965;3,62170384607044e-05;0,00181717341940116;0,000346410323027626;1,79255863375587;0,00111310867080721
"onde";-0,113645674768873;-2,48167452704774;0,279115911022276;-1,0330354531462;-3,35212254320574;-0,366075784839984;-0,317784887621744;-0,0262184991841307;-0,572531965646792;0,0643931262698594;-0,238325296942229;-0,773347708506171;-0,0844551073824584;-0,0733142095709726;0,00108377523027373;0,396040271449197;0,0044511525276011;0,0560844349259367;0,532503767639501;0,00593691635080718;0,00389968187668003;4,47400689137354e-06;0,00213344018643721;2,69873358572079e-05;0,000369676018864456;0,00389251772570125;4,64229601615001e-05;3,49830206289996e-05;0,000346410323027626;2,0543034704356;0,00146190794098684
"obliger";0,0126212343015336;-2,50154249804289;0,219922664919605;-0,126682979743713;-1,06518933723165;-0,392102354916239;-0,214717583780821;0,00456120058873007;-0,904034965377366;0,0794780735973268;-0,0457820897690565;-0,384949848486662;-0,141702265353642;-0,0775970040769133;2,85385016208434e-05;0,859131387317668;0,00589980120644435;0,0018007049019186;0,114797027721651;0,0145415914276899;0,00380094892300462;4,13862185747487e-08;0,00162580277202251;1,25658556885791e-05;4,1695446497132e-06;0,000294785223214344;3,99439482283347e-05;1,19780828227264e-05;0,00025980774227072;1,40594245085109;0,000513555254638913
"nautique";-0,347553182677533;-1,17513216335486;-0,120447404897772;-1,85690076363644;0,982328507807604;-2,40510933360144;-0,217061175904575;-0,101344461666565;-0,342661619625454;-0,0351217540707292;-0,541461329196264;0,286441208900825;-0,7013157203317;-0,0632937608319097;0,0173329828627834;0,151851994271927;0,00141741019743364;0,30987508243694;0,078197663551732;0,438213692165596;0,00311117451358554;3,13830124160256e-05;0,000358777760808283;3,76918091624004e-06;0,000895837995841414;0,000250706494479479;0,00150287111108775;1,22409857326778e-05;0,00025980774227072;1,57096284914168;0,000641185833562833
"natal";1,10315524650919;-1,49499942991211;0,0422887644398968;-0,204583027426653;-0,855934660959245;-0,223764541399124;-0,169503598438891;0,531553527020281;-0,720362997300464;0,0203767710505737;-0,0985779926635362;-0,412430697647962;-0,107820573377284;-0,0816750279509019;0,356819869531127;0,502197007434754;0,000357022546873204;0,00768587753631626;0,121312764899252;0,00775075168937936;0,00387670636229808;0,000421564561496752;0,000774235141746787;6,19499297775382e-07;1,44987321766882e-05;0,000253788566322479;1,73449623235681e-05;9,95287776348246e-06;0,000346410323027626;1,09898918462888;0,000418386499673076
"music";-0,113645674768873;-2,48167452704774;0,279115911022276;-1,0330354531462;-3,35212254320574;-0,366075784839984;-0,317784887621744;-0,0262184991841307;-0,572531965646792;0,0643931262698594;-0,238325296942229;-0,773347708506171;-0,0844551073824584;-0,0733142095709726;0,00108377523027373;0,396040271449197;0,0044511525276011;0,0560844349259367;0,532503767639501;0,00593691635080718;0,00389968187668003;4,47400689137354e-06;0,00213344018643721;2,69873358572079e-05;0,000369676018864456;0,00389251772570125;4,64229601615001e-05;3,49830206289996e-05;0,000346410323027626;2,0543034704356;0,00146190794098684
"moteur";-0,198661088693249;-1,51671773529038;-0,0606112617784675;0,206812779337728;2,78942661643668;1,45385370012988;0,163780279737414;-0,0566269680612033;-0,432329890665034;-0,0172768205764653;0,0589505510477161;0,795106746656012;0,414410932631293;0,0466844349376641;0,00536656742213892;0,239715879343894;0,000340132012022844;0,0036425389767285;0,597517132872901;0,151739241098002;0,00167850827431045;1,02536316343951e-05;0,000597670223056474;9,54462212101304e-07;1,11123735249144e-05;0,00202153828227732;0,000549153177807575;6,96907769053406e-06;0,00025980774227072;1,61378552198298;0,000676618267332263
"monter";-0,483119937332357;-0,804516386635065;-0,39437108117821;-0,0804636069886002;0,114737684273496;0,840778768180625;2,19468803168227;-0,188348581711065;-0,313647830852781;-0,153749054981922;-0,0313694490426991;0,0447315012935556;0,327785041110103;0,85561854546531;0,0679185984850298;0,144332751070896;0,0308147612741972;0,00117993011838475;0,00216341815280718;0,108599492337908;0,644991048560776;8,0853857745915e-05;0,000224212909453309;5,38766951310887e-05;2,24279624131494e-06;4,56040051699814e-06;0,000244880553225368;0,00166853920720858;0,000346410323027626;1,1031686238202;0,000421574785686797
"midi";-0,473191370508828;-1,13429649114714;-0,840855237380771;-0,0128483991565807;-2,48386049983998;-0,347082638880562;-1,19448265154466;-0,150128280823011;-0,359875502328752;-0,266776105982781;-0,00407638050252506;-0,788048408922127;-0,110118068769136;-0,378970619765278;0,0379779499765857;0,167235075062458;0,0816526424311581;1,75361569797881e-05;0,590965056734426;0,0107872115456066;0,111364528092784;5,81735705700241e-05;0,000334276053475896;0,000183693824429897;4,28894156629837e-08;0,00160290022932328;3,1298092546712e-05;0,000370690778082919;0,00025980774227072;1,44494845689514;0,000542446360894685
"maîtresse";-0,473191370508828;-1,13429649114714;-0,840855237380771;-0,0128483991565807;-2,48386049983998;-0,347082638880562;-1,19448265154466;-0,150128280823011;-0,359875502328752;-0,266776105982781;-0,00407638050252506;-0,788048408922127;-0,110118068769136;-0,378970619765278;0,0379779499765857;0,167235075062458;0,0816526424311581;1,75361569797881e-05;0,590965056734426;0,0107872115456066;0,111364528092784;5,81735705700241e-05;0,000334276053475896;0,000183693824429897;4,28894156629837e-08;0,00160290022932328;3,1298092546712e-05;0,000370690778082919;0,00025980774227072;1,44494845689514;0,000542446360894685
"matière";-1,04978979571593;1,65236436879817;0,0954638242177023;-1,00030747560189;0,588114936582401;-2,35221861890351;-1,31792843684246;-0,297427374874091;0,46814933670789;0,0270468952435845;-0,283408000105676;0,166625244811656;-0,666432662810663;-0,37339665220754;0,142330341572298;0,270222026288157;0,000801383403202969;0,0809353640037478;0,0252270652398263;0,377253859977877;0,10322995951489;0,000286323360662328;0,000709355159073471;2,36771674052179e-06;0,000259967535917128;8,98620884986547e-05;0,00143749868306478;0,000451269255556769;0,00025980774227072;1,6559030264279;0,000712396683017167
"marché";-0,619969522866657;-0,974635426426243;-0,0528951098708285;-1,89232052462776;-1,00059842166436;2,44189815284358;0,0953609518942232;-0,179787363763935;-0,282638303150589;-0,0153392578327198;-0,548761359987665;-0,290167412723094;0,708135505516122;0,0276540918782701;0,0543303180781792;0,102896892436918;0,000269279011331589;0,317007446659729;0,0799228030998194;0,444981737186083;0,000591523527939337;0,000133147037077513;0,000329060089874449;9,69218896075871e-07;0,00124045274718194;0,000346825045964217;0,00206559854121794;3,15015541566549e-06;0,000346410323027626;1,5828163050252;0,00086786436492721
"maman";-0,113645674768873;-2,48167452704774;0,279115911022275;-1,0330354531462;-3,35212254320574;-0,366075784839984;-0,317784887621744;-0,0262184991841307;-0,572531965646792;0,0643931262698594;-0,238325296942228;-0,773347708506171;-0,0844551073824584;-0,0733142095709726;0,00108377523027373;0,396040271449198;0,00445115252760109;0,0560844349259366;0,532503767639501;0,00593691635080719;0,00389968187668003;3,35550516853015e-06;0,00160008013982791;2,02405018929059e-05;0,000277257014148342;0,00291938829427594;3,48172201211251e-05;2,62372654717497e-05;0,00025980774227072;2,0543034704356;0,00109643095574013
"magnifique";1,19785542831199;-1,50990040815847;-0,00210617013710573;0,475181327625209;0,859265243521317;-0,243284468956314;-0,092203120558199;0,54981728607413;-0,693046360215422;-0,000966734984392655;0,218108881733886;0,394403926420798;-0,111667905244661;-0,042321358917506;0,380045853404656;0,46274325663731;7,99988934038773e-07;0,0374562606694594;0,110441219164794;0,00827640025455829;0,00103620988029111;0,000497049494115012;0,000789745992052352;1,53665978918714e-09;7,82185135961398e-05;0,000255767475092664;2,05031030866393e-05;2,94497806899447e-06;0,000346410323027626;1,15629248962696;0,000463154870206187
"lésiner";-0,76291769945299;1,89907704872414;4,10918330526983;1,19524066919606;-0,278749769056362;-0,342462788853241;-0,681091467143885;-0,158524122215938;0,394602880999194;0,853833482902992;0,24835506904211;-0,0579204840695637;-0,071159199784599;-0,141521722533326;0,0362492335415495;0,172125384476585;0,716018704624711;0,0557227663752395;0,00273288900511656;0,00385616628429453;0,0132948556925018;0,00020162584780069;0,00124932662578706;0,00584927251625817;0,000494881876608726;2,69165787646921e-05;4,06272665624454e-05;0,000160694755907581;0,000346410323027626;2,38456725063169;0,00196974485936959
"leçon";-0,613240777113092;0,704333809517283;1,30977631226676;1,52600725356901;0,550960280873829;-0,359544354934237;-1,07966102244431;-0,240258349125181;0,275947204790109;0,513150309393805;0,597866282182874;0,215857804074044;-0,140863974441555;-0,422994661392905;0,0904253504593503;0,0914116457083384;0,280861560144562;0,35068714277777;0,0412209737194693;0,0164103795845685;0,128982947605942;0,000130272538569072;0,000171849351426042;0,000594271754802156;0,000806685074199435;0,00010515535848292;4,47812048722877e-05;0,000403799401882908;0,000346410323027626;1,21357668344675;0,000510182165620724
"leysin";-0,0996759420947577;-1,53156971077081;-0,109346445071766;-0,291405725910155;3,32911555401539;-1,93439080152545;-0,0876411480724825;-0,023974785258826;-0,368384327782376;-0,0263008052326147;-0,0700910325507293;0,800743176658013;-0,46527379725323;-0,0210800887427504;0,000983020841822298;0,177857372088657;0,000805492043063618;0,00526207080403076;0,619283174793379;0,19545914381181;0,000349725617233664;3,44168820731878e-06;0,00081257669661404;4,14190527403922e-06;2,94162283166968e-05;0,00383926920307862;0,0012962216239807;2,66076758827845e-06;0,000346410323027626;1,891865619613;0,0012398564207755
"laurent";0,527783272584022;0,468974643607987;-1,21638120946232;0,583242934860212;-1,34403977068751;-0,367612242636349;1,32427212240356;0,215224156693919;0,191242650960091;-0,496026747386503;0,23783999100311;-0,548084490804428;-0,149908189633223;0,540023463385153;0,0781119486729196;0,0472629971766847;0,28249809563092;0,0597425423413804;0,286075049924239;0,0200065263045961;0,226302839949261;9,64943908615225e-05;7,61885221606439e-05;0,000512542910447045;0,00011783920362496;0,000625770470317739;4,68134618294365e-05;0,000607498624465313;0,000346410323027626;1,12377194113426;0,000437468909909299
"julien";-0,88404292329014;1,44351925721451;2,61115349325857;-0,120374752572402;0,264475387254766;1,52164883760689;-0,284558714292526;-0,253472628178857;0,413885582151612;0,748669460586173;-0,034513827436513;0,0758303355300826;0,436286881408513;-0,0815886234510932;0,0938333992335078;0,191722116727496;0,557372374808889;0,00108958234648679;0,00474275600529046;0,146765896070879;0,00447387480744957;0,000203048035910464;0,000541373823317519;0,00177140103023031;3,76463524470436e-06;1,81728320248268e-05;0,000601562791631696;2,10375842763875e-05;0,00025980774227072;1,71741766628827;0,000766309025845427
"jeûne";-1,19354020446696;1,51852417822891;-1,52159537701553;-3,47328396694204;1,61117519023853;-4,37309659625095;-1,19916983579217;-0,18579505630784;0,236384400075453;-0,236862484977291;-0,540676374198315;0,250807123272276;-0,680747682649645;-0,186671405227754;0,0580317903438867;0,0719865883986736;0,0642184936333808;0,307787476202129;0,059720977672352;0,411296991091332;0,0269576826582439;0,00037010605863316;0,00059909474665258;0,000601520522565607;0,00313424305404433;0,000674431149295967;0,00496855646665152;0,000373605688509693;0,00025980774227072;2,94839296934066;0,00225851418593334
"jane";-0,220657552368014;-1,17403243313745;-0,959241729586111;1,79985654764839;2,09000591210818;-0,399135779033071;-0,98834804386281;-0,066257446446278;-0,35252992807181;-0,288034136357527;0,54044784570937;0,627571788537548;-0,119849591460939;-0,296773968911369;0,00720174523768522;0,156234397262426;0,0926672293878912;0,300092017663402;0,36487550081864;0,0124401898861662;0,0664889197437873;1,26499754266154e-05;0,000358106561199956;0,000239060715972812;0,000841642918189858;0,00113487261954979;4,13898077693782e-05;0,000253788479035449;0,00025980774227072;1,54732384453014;0,000622034575175772
"inventer";1,96823779801061;0,616665517659213;0,851768335573411;-0,178590281225271;-1,02180339413653;-0,036510193847195;-0,266649909897958;0,7950832562416;0,249106296143671;0,344077703667565;-0,0721427779068217;-0,412764540275541;-0,0147485450382979;-0,107715073276453;0,730605455925406;0,0549595806585925;0,0931623957578425;0,00376722808942821;0,111201839446747;0,000132721591571372;0,00617077853041338;0,00134197974522133;0,000131731656939432;0,000251323910101498;1,10485800807556e-05;0,00036168084394871;4,61762970385297e-07;2,46305272187024e-05;0,000346410323027626;1,3703055317438;0,000650467567447014
"interprète";3,3473567254597;0,508152720851871;-0,342575659570856;0,0927931139087094;0,706041294572614;0,0998978005969799;-0,0275419758345701;0,962368294353251;0,146094398460032;-0,0984908332836464;0,0266781099489143;0,202987554697354;0,0287207142396673;-0,00791834467639346;0,951565765163212;0,0168050431048079;0,00678606022783195;0,000457978204073515;0,0239080707955794;0,000447437310152569;2,96451943472098e-05;0,00388145736467665;8,94497922262613e-05;4,0654051279261e-05;2,98278756001549e-06;0,00017268357483044;3,4570262627917e-06;2,62773164587181e-07;0,000346410323027626;2,04203833858403;0,00144450353381728
"insolite";-0,636938411552065;-0,733347225720971;-0,14216715178731;-2,76034132680652;-0,640722098655604;-0,471844050012098;-0,112969661956576;-0,209660960881125;-0,241395841757296;-0,0467971488433674;-0,908621311639684;-0,210906436832038;-0,155316864421029;-0,0371862136851131;0,0680817250528463;0,069162595516632;0,00230942618809691;0,800828910889898;0,0389067173983156;0,0197250523328681;0,00098557262134331;0,000140535391048919;0,00018629883206812;7,00147191385327e-06;0,0026394679970472;0,000142210031248165;7,71236884149371e-05;4,42093860659326e-06;0,000346410323027626;1,4526582787725;0,000731000632159447
"inscrire";-0,346924461438421;-1,1541644621423;-0,900048483483441;0,893504074245903;-0,196927293865899;-0,373109208956817;-1,09141534770373;-0,164827533998045;-0,548355919713265;-0,427622691683816;0,424513372636018;-0,0935622702712936;-0,177268188496502;-0,518543142169168;0,0424341511563753;0,359912868600699;0,194467653029798;0,176285765406592;0,00772159489589305;0,025912131437465;0,193265835473175;3,12695718223794e-05;0,000346088751798444;0,000210466945341866;0,000207417389112504;1,00754375342547e-05;3,61679609790547e-05;0,00030947972491641;0,00025980774227072;1,00220937728118;0,000260957037129212
"inscription";0,075754688836737;-2,51147648354047;0,19032604186827;0,326493256957528;0,078277265755387;-0,405115639954366;-0,16318393186036;0,029369895199171;-0,973692879601605;0,0737889098243297;0,12658058382029;0,0303478916885008;-0,157062276562805;-0,063265984594781;0,00114019129337938;0,960358137749329;0,0049003263628543;0,0132643390176672;0,000687510746794092;0,0172148098812456;0,00243468494872727;1,98797016740308e-06;0,00218498800636591;1,25483683080428e-05;3,69265945574554e-05;2,12257048034623e-06;5,68524055549097e-05;9,22455897372703e-06;0,000346410323027626;1,33506360616408;0,000617439969690422
"ingénieur";1,19785542831199;-1,50990040815847;-0,00210617013710573;0,475181327625209;0,859265243521317;-0,243284468956314;-0,092203120558199;0,54981728607413;-0,693046360215422;-0,000966734984392655;0,218108881733886;0,394403926420798;-0,111667905244661;-0,042321358917506;0,380045853404656;0,46274325663731;7,99988934038773e-07;0,0374562606694594;0,110441219164794;0,00827640025455829;0,00103620988029111;0,000497049494115012;0,000789745992052352;1,53665978918714e-09;7,82185135961398e-05;0,000255767475092664;2,05031030866393e-05;2,94497806899447e-06;0,000346410323027626;1,15629248962696;0,000463154870206187
"information";-0,420226782154544;0,418958552471695;2,77330092775131;1,35883443515112;0,983725845534596;-0,376360357591743;-0,456921970128915;-0,125522578380517;0,125143755643533;0,828390521164835;0,405886557296282;0,29384087305898;-0,112419589829368;-0,136483504252697;0,0237939672482617;0,0181241576311879;0,705607662497562;0,155815619262029;0,0736371686314668;0,0100761048244452;0,0129453199050477;4,58795916965348e-05;4,5603083577339e-05;0,00199823279705541;0,000479717075124051;0,000251420249200508;3,68010181258989e-05;5,42420594405011e-05;0,00025980774227072;1,62118134130339;0,000682834227433164
"infaillible";-0,971594127065841;1,55637242402863;0,597986243051507;-1,08389449379615;0,487717242853954;-2,60802841588158;2,53023535596757;-0,226871308080326;0,363419495716647;0,139632298503943;-0,253093915224883;0,113884023973838;-0,608985585378717;0,590820579260821;0,0903262390081849;0,177618225139976;0,0232968091451802;0,0704038944943502;0,012853751492483;0,343600930521025;0,2819001501988;0,000245257248051139;0,000629331026832102;9,29040132187208e-05;0,000305229221533286;6,17999763515362e-05;0,00176716347571987;0,001663312797243;0,00025980774227072;1,92379687947604;0,000961547007919393
"inaugurer";0,075754688836737;-2,51147648354047;0,19032604186827;0,326493256957528;0,078277265755387;-0,405115639954366;-0,16318393186036;0,029369895199171;-0,973692879601605;0,0737889098243297;0,12658058382029;0,0303478916885008;-0,157062276562805;-0,063265984594781;0,00114019129337938;0,960358137749329;0,0049003263628543;0,0132643390176672;0,000687510746794092;0,0172148098812456;0,00243468494872727;1,98797016740308e-06;0,00218498800636591;1,25483683080428e-05;3,69265945574554e-05;2,12257048034623e-06;5,68524055549097e-05;9,22455897372703e-06;0,000346410323027626;1,33506360616408;0,000617439969690422
"immeuble";0,729824720020764;0,538728032379147;0,536719065824854;1,05493603000543;0,488306794806079;-0,395473780666421;1,96826927834591;0,286420445084187;0,211424357904695;0,210635936960795;0,414010705530641;0,191636492529344;-0,155204082802758;0,772449257039864;0,146001839628608;0,0609644477210527;0,0537632019087681;0,191052153684432;0,036911036267322;0,0226329992220703;0,488674321567749;0,000184513422344639;0,000100537938121108;9,9789505714005e-05;0,000385516593887109;8,25992988148562e-05;5,41784051942815e-05;0,00134202267327628;0,000346410323027626;1,13663416011997;0,000447540387616392
"imaginer";-0,827923308380966;0,535025075482236;-2,28521410746158;1,9421497733823;0,316666958847773;-0,342861133988475;-2,2130543785676;-0,213191913232032;0,137770030526408;-0,588447218217929;0,500107463794226;0,0815423773322022;-0,0882874299925766;-0,569865943230883;0,07454395472714;0,0238559540905813;0,386683725239381;0,256907122794645;0,00615867415412073;0,00674923038166867;0,245101338612462;0,000237449382371346;9,91605893807126e-05;0,00180902520721969;0,00130664094301513;3,47373214950714e-05;4,07218350047157e-05;0,0016965825521771;0,000346410323027626;1,80453451615595;0,00112803146098491
"humeur";-0,778431265112744;-0,236016854361858;-0,263295554894384;-1,64219870531668;1,89036354358689;3,82636519412817;0,3792343495329;-0,16677459205358;-0,0505653053365824;-0,0564096160123681;-0,35183198751715;0,404999931200095;0,81977757433255;0,0812488613582264;0,049673589972064;0,00349934972538617;0,00386938506790091;0,138456999329409;0,165434158507485;0,633641143887196;0,00542537351055906;0,000209909148525167;1,92964252335209e-05;2,40147394915187e-05;0,000934205105306582;0,00123788839592012;0,0050718179956129;4,98202795065875e-05;0,000346410323027626;2,07844623817751;0,00149647138304123
"humain";-0,827843718314813;1,6902126145979;2,21504544428474;1,38908199754399;-0,535343010802179;-0,587150438534133;2,41147675491727;-0,201825013786242;0,412067128971288;0,540019290404175;0,338652679367103;-0,130514501886249;-0,143144947204498;0,587908464531344;0,065621206350041;0,209626642150751;0,319876743753577;0,115712894709961;0,0154974870630055;0,0174273679859295;0,256237657986735;0,000178052798636865;0,000742223611989052;0,00127472754488089;0,000501311716264176;7,4458856641918e-05;8,95675857289749e-05;0,00151083921525236;0,00025980774227072;1,92312516751182;0,000960875658591162
"guy";-0,810740602574017;-0,12960375739948;-1,06219591797617;-0,585705113477622;-0,916177752145729;1,52489998624182;-0,919052091867345;-0,326795549113611;-0,0522410385418973;-0,428152848369981;-0,236087626017343;-0,369295444988896;0,614660875210992;-0,370454041739425;0,175580081799643;0,00343845140687838;0,205206232400422;0,0573915467186742;0,126625273622791;0,32792886740986;0,103829546641733;0,000170771713344266;4,36402544350824e-06;0,000293130726984995;8,91271706816925e-05;0,000218077857502417;0,00060413613095357;0,000219448362578785;0,00025980774227072;1,15139833897706;0,000344431835541475
"grève";1,02294294879152;0,201138276028844;-1,09743152005461;0,185402361733661;-1,44254319615208;-0,131307744216493;-1,09984156980844;0,430988055609957;0,0847439190981491;-0,462371706606105;0,078114037037436;-0,607774742450146;-0,0553228011721012;-0,463387112849978;0,285911726765929;0,00847100416046851;0,224054614115089;0,00588217802316534;0,321097045467247;0,00248711204705989;0,15209631942104;0,000271866011037226;1,05109394865823e-05;0,000312900997975932;8,93064061741213e-06;0,00054064195187442;4,47953330507248e-06;0,00031427681960995;0,00025980774227072;1,13845725107733;0,000336732894915705
"grain";-0,892769737176636;1,48134818047166;0,320907583299644;1,58292332589193;-0,791936252547996;-0,831838088215025;5,50404497697843;-0,146348444415594;0,242831933949174;0,0526051944430758;0,259482772238738;-0,129819183839319;-0,136360144331174;0,902257756766779;0,0424440931677522;0,089550690980777;0,00373394734078045;0,0835673430112703;0,0188611557199131;0,0194536666810915;0,742389103098417;0,00020707659226252;0,000570120143358455;2,67554370016155e-05;0,000650986296610228;0,000162941810366268;0,000179775163680236;0,00787074853432099;0,00025980774227072;2,57876715086122;0,00172773188318028
"godard";0,265155052442347;-2,54127844003319;0,101536172714265;1,68602196706125;3,50867707471651;-0,444155495068748;-0,00858297609897457;0,0566736957160253;-0,543167628576309;0,0217021327844743;0,360366868560953;0,749937423657101;-0,094932882274985;-0,00183450766368846;0,00507145441407691;0,356987921403255;0,00050634226621418;0,128421479078089;0,501497791180425;0,00751256632599943;2,44533193923365e-06;1,8266355374306e-05;0,00167786336964862;2,6785124368566e-06;0,000738547693793998;0,00319844500250486;5,12533395166965e-05;1,91393813238682e-08;0,00025980774227072;2,21572033013455;0,00127550443787258
"gastronomique";-0,113645674768873;-2,48167452704774;0,279115911022276;-1,0330354531462;-3,35212254320574;-0,366075784839984;-0,317784887621744;-0,0262184991841307;-0,572531965646792;0,0643931262698594;-0,238325296942229;-0,773347708506171;-0,0844551073824584;-0,0733142095709726;0,00108377523027373;0,396040271449197;0,0044511525276011;0,0560844349259367;0,532503767639501;0,00593691635080718;0,00389968187668003;4,47400689137354e-06;0,00213344018643721;2,69873358572079e-05;0,000369676018864456;0,00389251772570125;4,64229601615001e-05;3,49830206289996e-05;0,000346410323027626;2,0543034704356;0,00146190794098684
"février";0,13888814337194;-2,52141046903804;0,160729418816935;0,779669493658769;1,22174386874243;-0,418128924992493;-0,111650279939898;0,0471132886248323;-0,855306553067961;0,0545222314545944;0,264477535626296;0,41443689948058;-0,141836648163749;-0,0378737287153804;0,00309601947197494;0,781945974028377;0,00282315015575362;0,0611044613472582;0,135295449173707;0,0148142370676223;0,000920708755305076;5,01166962050005e-06;0,00165173051529608;6,71185920322936e-06;0,000157933104531598;0,000387804125957317;4,54226546935251e-05;3,23870745925112e-06;0,00025980774227072;1,48540413782954;0,000573246415349728
"futur";1,02294294879152;0,201138276028844;-1,09743152005461;0,185402361733661;-1,44254319615208;-0,131307744216493;-1,09984156980844;0,430988055609957;0,0847439190981491;-0,462371706606105;0,078114037037436;-0,607774742450146;-0,0553228011721012;-0,463387112849978;0,285911726765929;0,00847100416046851;0,224054614115089;0,00588217802316534;0,321097045467247;0,00248711204705989;0,15209631942104;0,000271866011037226;1,05109394865823e-05;0,000312900997975932;8,93064061741213e-06;0,00054064195187442;4,47953330507248e-06;0,00031427681960995;0,00025980774227072;1,13845725107733;0,000336732894915705
"fusée";-1,02779333204117;1,30967906664524;0,994094292025346;-2,59335124391255;1,2875356409109;-0,499229139740555;-0,165800113242233;-0,291641178787409;0,371627578154315;0,282078918119012;-0,735875579463435;0,365344277239402;-0,141658610014341;-0,0470465598108336;0,126719084376129;0,157679964110784;0,080715229366139;0,505279426842849;0,112304838564931;0,0157839543553068;0,0015175023838604;0,000274450281472665;0,000445637635128282;0,000256748106374999;0,00174732935159853;0,000430695772048802;6,47518144884633e-05;7,14203106031107e-06;0,00025980774227072;1,71816980070173;0,000766980375173658
"foutre";-1,00516814712729;0,987961465704882;1,11312368124732;-1,43599017434086;0,807700543565893;3,38576046406702;0,111974038558833;-0,240861043712756;0,236737933307717;0,266729633656668;-0,344095754667007;0,193543335497285;0,811304856274256;0,0268315145810101;0,0979068325589737;0,0724822860995419;0,0817508543727874;0,125146007662137;0,035701447866918;0,586453458489817;0,000559112949824873;0,000262500130942923;0,000253589986416663;0,000321913309886616;0,00053574117453975;0,000169493418570184;0,00297827329697046;3,25751761786828e-06;0,00025980774227072;1,91167260288146;0,000949465352197341
"forme";1,14920985786192;0,181270305033693;-1,15662476615728;1,09175483513614;0,844390009822007;-0,157334314292748;-0,99677426596752;0,484999744564398;0,0765013030796806;-0,488129049977689;0,460752065904742;0,356356966723486;-0,0663996238121076;-0,420667523059741;0,340718378999969;0,0064963065814979;0,234991276602826;0,192586402759541;0,103880148560529;0,00337154768716289;0,117955938808475;0,000343123745753968;8,53700272460591e-06;0,000347565822210541;0,000309672283721265;0,00018524148835729;6,43130331357991e-06;0,000258134304311532;0,00025980774227072;1,17160943651138;0,000356629948485977
