"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"cuit";-0,227;-0,791;-0,216;6,157;0,131;-0,537;-0,359
"croiser";-0,227;-0,791;-0,216;6,157;-0,97;0,773;-0,359
"corvée";-0,227;-0,791;-0,216;0,762;2,916;-0,537;-0,359
"cornu";-0,227;3,832;-0,216;-0,541;0,131;-0,537;-0,359
"cornette";-0,227;-0,791;17,334;-0,541;0,131;-0,537;-0,359
"convivialité";-0,227;-0,791;-0,216;0,762;2,916;-0,537;-0,359
"consommateur";-0,227;-0,791;3,421;-0,541;2,916;-0,537;-0,359
"conscience";-0,227;-0,791;3,421;-0,541;0,131;-0,537;1,621
"conquérir";-0,227;-0,791;-0,216;6,157;-0,97;-0,537;1,621
"connaisseur";-0,227;0,285;-0,216;0,762;0,131;-0,537;-0,359
"concert";-0,227;3,832;3,421;-0,541;-0,97;-0,537;-0,359
"communication";-0,227;-0,791;-0,216;-0,541;2,916;-0,537;1,621
"climat";-0,227;-0,791;-0,216;6,157;-0,97;-0,537;1,621
"cliché";-0,227;-0,791;-0,216;0,762;-0,97;6,206;-0,359
"clandestin";-0,227;3,832;-0,216;-0,541;-0,97;-0,537;1,621
"chute";-0,227;11,431;-0,216;-0,541;-0,97;-0,537;-0,359
"cheval";-0,227;0,285;-0,216;-0,541;-0,97;0,773;1,621
"chaîne";-0,227;3,832;-0,216;0,762;-0,97;-0,537;-0,359
"chasse";-0,227;-0,791;-0,216;0,762;2,916;-0,537;-0,359
"chansonnette";-0,227;0,285;3,421;-0,541;0,131;-0,537;-0,359
"ch";3,185;3,832;-0,216;-0,541;-0,97;-0,537;-0,359
"cezame";-0,227;11,431;-0,216;-0,541;-0,97;-0,537;-0,359
"centimètre";-0,227;-0,791;-0,216;0,762;2,916;-0,537;-0,359
"centaine";-0,227;-0,791;-0,216;6,157;0,131;-0,537;-0,359
"catherine";-0,227;-0,791;-0,216;-0,541;-0,97;6,206;1,621
"catastrophe";-0,227;3,832;-0,216;-0,541;0,131;-0,537;-0,359
"casser";-0,227;-0,791;-0,216;0,762;0,131;0,773;-0,359
"caractère";-0,227;0,285;-0,216;0,762;0,131;-0,537;-0,359
"capitaine";-0,227;-0,791;-0,216;0,762;-0,97;0,773;1,621
"canular";3,185;0,285;-0,216;-0,541;-0,97;0,773;-0,359
"camping";-0,227;0,285;-0,216;0,762;0,131;-0,537;-0,359
"camarade";-0,227;0,285;-0,216;0,762;-0,97;-0,537;1,621
"calme";-0,227;11,431;-0,216;-0,541;-0,97;-0,537;-0,359
"cabanon";-0,227;-0,791;-0,216;6,157;0,131;-0,537;-0,359
"boucle";-0,227;-0,791;-0,216;0,762;-0,97;6,206;-0,359
"bibliothèque";-0,227;3,832;3,421;-0,541;-0,97;-0,537;-0,359
"bernois";-0,227;-0,791;-0,216;-0,541;2,916;0,773;-0,359
"belge";-0,227;-0,791;-0,216;6,157;-0,97;-0,537;1,621
"bande";-0,227;0,285;3,421;-0,541;-0,97;-0,537;1,621
"avenir";-0,227;-0,791;3,421;-0,541;-0,97;6,206;-0,359
"avaler";-0,227;-0,791;17,334;0,762;-0,97;-0,537;-0,359
"automobiliste";-0,227;-0,791;-0,216;-0,541;9,326;-0,537;-0,359
"attaque";-0,227;-0,791;-0,216;-0,541;0,131;6,206;-0,359
"armailli";-0,227;-0,791;17,334;0,762;-0,97;-0,537;-0,359
"apéritif";-0,227;-0,791;-0,216;6,157;-0,97;-0,537;1,621
"apprenti";-0,227;-0,791;-0,216;0,762;-0,97;0,773;1,621
"anthologie";-0,227;3,832;-0,216;-0,541;-0,97;0,773;-0,359
"anniversaire";-0,227;11,431;-0,216;-0,541;-0,97;-0,537;-0,359
"animateur";-0,227;0,285;-0,216;-0,541;0,131;0,773;-0,359
"alpe";-0,227;-0,791;17,334;0,762;-0,97;-0,537;-0,359
"album";3,185;0,285;-0,216;0,762;-0,97;-0,537;-0,359
"alarme";-0,227;0,285;-0,216;0,762;-0,97;0,773;-0,359
"aguerri";-0,227;0,285;-0,216;0,762;-0,97;0,773;-0,359
"affectueux";-0,227;-0,791;-0,216;-0,541;2,916;-0,537;1,621
"adresse";-0,227;-0,791;3,421;-0,541;-0,97;6,206;-0,359
"adjoint";-0,227;11,431;-0,216;-0,541;-0,97;-0,537;-0,359
"actuel";-0,227;-0,791;3,421;-0,541;-0,97;-0,537;9,896
"action";-0,227;-0,791;3,421;6,157;-0,97;-0,537;-0,359
"accro";-0,227;-0,791;3,421;-0,541;0,131;0,773;-0,359
"accident";-0,227;-0,791;-0,216;-0,541;0,131;-0,537;9,896
"accessoire";-0,227;-0,791;-0,216;0,762;0,131;0,773;-0,359
"de";-49,472;24,313;3,414;5,246;-48,327;3,588;6,997
"la";-19,966;18,007;-0,15;6,636;-26,468;1,857;1,011
"le";20,196;16,867;-1,018;2,986;-49,201;-5,055;4,2
"htag_rtsarchives";3,084;-53,762;0,228;-3,036;60,602;6,789;-16,175
"et";42,503;0;0,317;2,445;-38,053;0,116;0,249
"les";19,147;-0,037;-0,374;0,256;-11,118;1,145;-0,005
"être";-9,493;1,599;-0,756;0,745;-2,21;0,864;2,477
"l";40,44;2,018;-3,955;-0,03;-27,266;0,794;0,819
"en";0,678;2,499;0,955;0,009;-28,823;2,228;4,279
"à";28,603;0,73;0,338;-3,752;-20,377;1,66;1,03
"un";-20,49;0,077;1,121;1,1;-1,973;0,001;10,392
"pour";-26,78;-0,323;0,472;0,142;0,007;1,767;5,658
"des";-12,518;0,215;0,137;4,942;-11,644;7,002;1,217
"d";53,054;1,266;5,277;-5,036;-20,105;1,11;-3,044
"avoir";-7,965;-0,542;2,843;2,857;-7,031;0,983;6,299
"du";-10,346;18,551;-1,193;4,648;-3,995;-8,022;2,079
"dans";124,238;-0,494;-3,224;-2,138;-26,254;-2,013;13,147
"une";-4,04;0,546;-0,446;0,581;-6,732;3,267;3,441
"sur";128,482;-0,666;-1,101;0,01;-25,784;-0,223;0,001
"user_utilisateurice";0,141;16,63;-0,001;-0,166;0,898;-14,915;-4,017
"il";-1,247;0,034;0,464;1,215;-1,473;0,21;0
"vous";-6,907;-1,569;0,375;0,164;1,318;12,808;-8,396
"pas";-8,853;-1,631;0,09;1,875;0,007;4,261;-0,042
"qui";-9,223;2,088;2,128;6,371;-8,954;-0,001;0,486
"ne";-8,172;-1,8;1,619;4,952;-1,777;5,143;-0,072
"c";-8,419;-0,007;-0,015;0,89;-0,225;0,559;1,705
"ce";102,238;0,005;-0,823;-0,756;-11,627;-1,135;-0,54
"au";-7,801;7,49;-0,032;-0,026;-0,115;-1,898;1,245
"avec";0,094;15,547;-5,574;0;-7,378;-0,042;0,222
"que";-10,163;-1,834;0,213;0,512;0,565;0,989;1,028
"son";0,025;5,738;-1,277;0,689;-4,657;-0,844;0,541
"an";3,415;3,201;-1,421;-0,002;-8,54;0,98;0,002
"plus";-1,773;-0,189;0,064;-0,301;-5,251;2,231;12,672
"faire";-11,234;-0,013;9,121;-0,642;-0,812;3,244;0,329
"on";-7,039;0,5;1,056;-0,655;-1,385;6,511;0,003
"se";-1,962;0,209;-1,62;0,263;0,013;0;0,666
"qu";-3,989;-0,7;-1,114;1,545;-0,167;4,652;0,05
"ou";-1,708;-4,61;0,759;-0,238;0,204;8,927;-0,109
"s";-4,227;2,522;0,935;-1,521;-9,09;11,917;0,203
"y";-3,331;-2,357;0,584;2,808;0,608;0,088;-0,219
"ses";0,042;1,699;-0,359;0,097;-5,026;0,433;0,352
"aux";-6,313;5,003;-0,326;-0,084;-1,204;0,506;0,406
"par";-2,403;2,279;0,827;-3,394;-0,49;3,285;-0,181
"sa";-0,049;0,256;0,699;5,374;-10,758;-6,532;13,491
"mais";-4,467;0,001;-0,037;1,37;-5,507;4,659;1,568
"nous";1,729;0,22;-3,604;2,488;-7,89;0,069;2,549
"cette";-0,009;0,22;-3,604;-0,009;-5,061;2,566;5,638
"bon";-5,625;-1,181;31,162;-0,837;2,001;-0,044;-3,181
"tout";-3,172;-0,637;-0,032;0,552;0,876;-0,434;1,605
"bien";-3,331;-2,357;-1,561;4,104;-0,01;4,204;-0,004
"htag_suisse";193,014;-4,188;-3,375;-7,096;-2,295;-1,649;-0,39
"autres";356,67;-4,572;-0,359;-2,668;-11,067;-8,495;-5,882
"leur";-0,064;-3,5;1,012;0,387;-1,004;1,096;1,717
"tous";342,863;-2,694;-1,687;-5,06;-11,675;-3,566;-6,536
"htag_archives";-2,245;-1,107;-0,094;-1,449;2,76;0;3,914
"ça";-4,112;-7,482;0,746;2,585;-0,051;4,098;0,445
"ces";-0,033;-0,378;0,936;-0,277;-3,457;9,797;-0,067
"si";-2,02;-2,468;0,917;1,846;-0,161;0,952;0,097
"elle";-1,016;1,452;0,533;-0,022;-3,03;0,411;0,256
"plein";433,668;-3,027;-4,452;-1,237;-17,341;-11,094;-5,248
"notre";124,624;-0,006;-0,557;-1,983;-11,43;-1,944;-0,337
"htag_80s";-2,095;-0,855;0,114;-0,499;3,439;0,821;-0,447
"htag_90s";-3,211;-4,703;2,063;-0,305;4,936;0,121;0,104
"sans";-0,223;-0,002;0,065;-0,183;0,319;0,002;-0,007
"1";429,386;-4,148;-0,074;-9,781;-14,885;-5,411;-6,496
"toujours";8,266;0,015;-0,973;-1,504;-0,619;0,033;0,324
"je";-2,968;-0,138;0,091;5,71;-0,758;0,012;-0,001
"ils";-0,478;-5,691;1,466;-0,132;0;6,86;0,01
"quand";-1,094;0,89;5,554;-0,58;-1,383;0,033;0,001
"après";1,445;-0,56;-0,297;0,391;-2,634;0,413;1,474
"quoi";-2,968;0,194;0,091;-0,676;-0,758;8,234;-0,317
"htag_rtsxarchives";0,068;-0,493;-0,973;-0,58;-0,619;8,865;0,001
"depuis";-0,583;1,877;0,002;-0,048;-0,823;0,1;-0,003
"cet";100,237;-0,264;-1,496;-0,132;-4,471;-4,175;-0,786
"htag_miraclesuisse";429,112;-12,309;-3,354;-8,412;-3,099;-6,086;-5,587
"htag_70s";-0,83;-1,561;0,314;-0,256;1,474;0,968;-0,089
"falloir";-2,327;-1,049;0,541;3,11;0,087;0,055;-0,517
"htag_madeinswitzerland";415,387;-12,024;-3,276;-8,218;-4,203;-4,002;-5,458
"votre";-2,168;-1,78;5,731;0,152;5,307;-0,44;-3,425
"aussi";-0,123;-2,127;1,163;4,517;-0,492;-0,046;0,008
"alors";-2,646;0,155;-0,037;0,157;0,082;1,908;-2,194
"htag_suissitude";410,331;-10,893;-2,968;-7,445;-4,647;-5,158;-4,945
"dire";-2,486;0,022;-0,669;2,425;0,84;-0,181;-0,674
"ceux";-1,616;-1,657;16,402;0,24;-0,33;0,252;-0,783
"pouvoir";-2,168;0,302;0,744;-3,023;-1,587;6,435;0,394
"entre";-0,358;0,156;-0,296;-2,498;-0,002;5,635;-0,191
"comme";-2,247;0,823;0,002;1,822;-1,809;-0,043;0,304
"savoir";-2,327;2,918;0,541;0,048;-0,019;-0,08;-1,738
"lui";-2,327;-0,013;2,177;0,54;-0,995;-0,637;2,812
"j";-2,646;-0,001;-0,788;-0,008;5,352;-0,313;-0,125
"htag_60s";-0,96;-0,015;-0,055;0,101;3,183;-2,501;0,022
"encore";-0,643;-1,049;-0,555;-0,087;-0,019;1,6;2,812
"avant";-2,168;2,226;2,652;-1,456;0,006;-0,017;-0,374
"quelques";-2,168;0,006;0,744;0,85;0,272;-1,432;0
"comment";-2,247;-0,232;0,002;-0,552;-0,001;11,991;-1,626
"très";-0,358;1,932;-0,296;0,448;-0,266;0,014;-1,192
"htag_2000s";-0,307;0;-1,756;-0,905;2,285;0,614;-0,14
"mieux";-2,089;0,435;-1,981;-0,004;0,412;2,492;-1,407
"peu";-2,168;-1,78;5,731;3,945;0,272;-0,017;-3,425
"htag_humour";-0,467;2,62;-1,981;-0,365;1,2;0,243;-3,3
"aujourd_hui";-0,006;0,636;-2,207;-0,655;-0,019;0,055;1,162
"80";0,204;-0,041;-1,533;-0,015;2,179;-0,013;-0,783
"leurs";-1,773;-0,168;-1,682;10,362;-0,622;0,79;-0,983
"deux";-0,358;1,932;0,07;-1,037;0,181;0,014;-1,192
"vouloir";-1,538;-0,419;-1,458;-0,001;0,348;3,486;-0,01
"trop";-1,148;-0,006;-1,089;-0,865;2,009;-0,039;1,388
"même";-0,307;2,322;0,106;0,039;-3,424;0,614;-0,14
"htag_vintage";-1,852;0,258;0,106;-0,143;3,967;-0,887;-1,087
"htag_kids";-1,852;-1,031;-0,25;-0,143;0,005;13,388;-1,087
"nos";-0,128;4,534;-1,458;-0,433;-0,212;-1,632;1,859
"déjà";-1,773;1,312;0,151;0,084;-0,089;0,79;-2,801
"voici";-1,46;-1,243;-0,063;1,833;3,288;-1,47;0
"vos";-1,695;-1,873;9,238;-0,045;-0,033;0,999;-0,059
"toute";-1,382;-1,047;-0,038;0,029;-0,046;4,696;0,004
"tard";3,483;-0,257;-1,756;-2,326;-5,432;0,614;18,505
"sous";-1,695;1,641;-1,607;-0,656;0,672;-1,963;3,42
"htag_eighties";-0,061;-1,047;-0,038;0,69;3,988;-0,233;-2,183
"où";-1,46;-0,297;-0,063;0,004;0,039;0,006;2,185
"moi";-1,304;-0,106;0,712;0,077;2,637;-0,154;-2,06
"htag_retro";-1,538;1,037;0,357;-0,001;0,348;-0,421;-0,686
"htag_noel";0,1;-0,168;-1,682;0,767;-3,132;10,484;-0,983
"contre";-1,148;-0,518;1,074;-0,043;-0,159;1,565;0,113
"t";-1,304;-0,106;-1,236;2,681;-1,49;9,081;-2,06
"mon";-1,382;6,181;-1,31;0,69;-0,591;-0,233;-0,501
"moins";-1,46;0,001;-1,384;-0,332;0,039;7,062;-0,592
"lors";0,204;12,906;5,231;-1,818;-1,183;-3,819;-2,553
"30";0,362;-0,297;-1,384;-0,332;-2,012;0,522;8,859
"tu";-1,382;0,021;-0,038;0,029;-0,046;0,032;0,69
"rien";-1,148;-1,848;0;-2,732;6,904;-0,852;4,08
"pourquoi";-0,015;-2,091;-1,163;-2,917;1,513;3,267;1,111
"monsieur";-0,003;-1,848;-1,089;7,209;-0,159;1,565;-1,815
"htag_look";0,009;-3,458;0,021;-2,364;1,412;5,552;-0,122
"htag_fashion";-0,003;-3,997;0;-2,732;0,043;17,219;-0,255
"chez";-0,061;0,021;-1,31;0,029;-3,515;12,193;-0,501
"htag_instafood";0,592;-4,538;3,318;0,077;-0,007;-0,154;0,881
"htag_geneve";-1,382;-0,192;-0,038;-3,287;9,631;0,032;-0,501
"devoir";-0,003;-0,518;0;-0,865;-0,159;7,292;-0,255
"certains";-1,304;-2,337;0,712;0,077;-0,425;2,726;0,881
"htag_valais";0;-3,728;-1,016;-0,01;5,041;-0,008;0,194
"htag_ski";0,924;-3,997;-1,089;-0,865;19,74;-0,852;-1,815
"htag_lausanne";-0,686;-0,519;-0,65;-1,631;8,792;0,352;-1,083
"htag_amour";-0,015;-4,267;-0,005;-0,094;3,298;0,163;0,057
"grâce";-1,538;2,477;-1,458;6,148;-2,283;-0,421;-0,01
"40";-1,148;3,386;-1,089;-0,865;0,043;-0,039;0,113
"quel";-1,304;-0,106;-1,236;-0,161;-1,49;5,439;2,993
"madame";0;0,003;0,005;-0,01;-0,067;0,433;-0,185
"jamais";0,009;0,787;0,021;0;-0,012;0,001;-1,57
"htag_vacances";0,592;-0,106;-0,018;0,917;0,236;-1,154;-0,415
"htag_love";-1,071;-3,728;0,005;-0,719;8,245;0,433;-0,185
"htag_football";8,968;14,135;-1,089;-0,865;-2,587;-2,714;-1,815
"24";2,114;-0,047;-0,796;3,835;-0,232;-1,984;-0,029
"1970";-1,304;-0,106;-1,236;-0,161;-0,425;5,439;0,881
"personne";-0,035;0,076;0,712;-1,169;-1,49;0,083;2,993
"htag_microtrottoir";-0,994;-3,458;-0,942;0;0,29;9,821;-0,122
"htag_hiver";-0,015;-4,267;-1,163;1,196;12,778;-1,001;-1,937
"2";0,924;3,386;4,313;-0,865;-2,587;-0,852;-0,255
"1990";-1,226;1,068;-1,163;-0,094;-1,243;3,267;0,057
"htag_switzerland";-1,071;0,003;-1,016;-0,01;2,621;-0,708;0,194
"htag_neige";0;-3,728;0,005;0,42;8,245;-0,708;-1,692
"htag_femme";-0,916;-0,127;-0,869;-2,18;-3,91;25,014;0,458
"elles";-0,839;-0,928;-0,796;-0,325;-0,232;1,268;7,692
"devant";-1,148;14,135;-1,089;-0,043;-4,9;-0,039;0,113
"attention";-1,071;0,003;10,869;-0,01;-0,067;-0,008;-1,692
"60";-0,916;-0,127;-0,869;0,894;-0,392;3,115;-0,069
"3";-0,994;0,787;0,021;0;-0,012;-0,57;0,307
"non";-0,994;-1,376;0,021;-2,364;0,29;-0,57;17,367
"htag_jeunesse";1,405;-3,458;0,021;0;-0,012;0,641;0,307
"durant";-0,994;5,112;-0,942;0,625;-0,578;0,001;-1,57
"quelque";-0,994;-0,236;1,592;0,625;-1,987;5,552;-1,57
"htag_enfants";-0,994;-1,376;-0,942;0,625;-4,239;15,301;0,307
"dès";-0,609;1,357;-0,577;0,594;-2,598;0,607;0,028
"chaque";-0,456;0,572;0,962;1,528;-0,195;-1,077;-0,72
"50";1,724;-1,148;-0,869;6,553;-3,91;-0,439;2,612
"2000";-0,839;0,279;-0,796;1,244;-1,409;1,268;-0,029
"1987";0;0,515;0,005;-0,719;-0,067;-0,008;0,194
"1972";-0,762;-0,004;0,177;-1,814;-1,132;4,841;0,921
"toutes";14,624;-0,928;-0,796;-0,325;-1,409;1,268;-0,029
"htag_voiture";0,072;-0,928;0,103;-0,325;-0,232;0,079;3,212
"htag_vaud";-0,994;0,04;-0,942;0;3,378;0,001;-1,57
"htag_sport";43,312;-0,004;-0,723;-1,814;-0,105;-1,802;-1,205
"htag_seventies";-0,916;-0,127;-0,869;-2,18;0,526;0,913;2,612
"htag_insolite";-0,916;1,149;1,934;0,019;-0,392;0,021;-1,448
"htag_enfant";0,009;-3,458;-0,942;-0,58;1,412;9,821;-1,57
"htag_ecole";-0,994;-3,458;-0,942;-0,58;0,29;21,99;-1,57
"htag_culte";0,136;2,247;-0,723;0,177;-0,105;-1,802;-0,005
"htag_christmas";1,142;0,003;-1,016;-0,01;-4,569;4,656;0,194
"20";-0,839;-0,047;-0,796;-1,997;-0,232;7,926;0,658
"1968";-0,916;6,255;-0,869;-0,448;-3,91;0,913;0,458
"1966";-0,994;-1,376;-0,942;2,453;-0,012;0,641;0,307
"000";-0,686;0,86;-0,65;5,987;-2,925;0,352;-1,083
"ni";-0,38;-0,002;-0,36;0,088;-1,619;-0,897;12,821
"htag_rtssportxarchives";16,78;-0,004;-0,723;0,177;-0,105;-1,802;-1,205
"70";0,032;1,149;-0,869;0,019;-0,392;0,021;-0,069
"1985";0,032;-0,127;-0,869;0,894;-0,392;0,913;-0,069
"1974";-0,686;0,011;0,284;-0,12;-0,023;-1,62;4,888
"1971";-0,916;-0,127;-0,869;-0,448;-3,91;3,115;12,222
"via";48,838;-3,19;-0,869;-2,18;-1,694;0,021;0,458
"pendant";-0,762;2,247;2,863;-0,214;-0,105;-1,802;-0,005
"parfois";-0,762;2,247;-0,723;0,177;-1,132;0,184;-0,005
"me";-0,916;-0,127;1,934;-0,448;0,526;-0,439;0,458
"htag_valaiswallis";-0,686;-2,386;0,284;-0,12;4,778;-0,115;0,002
"htag_commeunlundi";-0,38;-1,321;-0,36;-0,903;0,664;0,092;4,533
"htag_cinema";-0,686;25,474;-0,65;-1,631;-2,925;-0,115;-1,083
"cela";-0,686;-0,519;0,284;0,342;0,394;-0,115;0,002
"beaucoup";0,136;-0,717;0,177;0,177;0,172;0,184;-1,205
"90";-0,762;-0,717;0,177;9,432;-0,105;-0,209;-1,205
"5";-0,686;0,86;0,284;0,342;-0,867;-1,62;1,27
"4";-0,609;4,156;4,327;-0,047;-0,617;-1,439;-0,962
"surtout";-0,686;-2,386;-0,65;-0,12;8,792;-0,115;0,002
"pourtant";-0,762;2,247;0,177;0,177;-3,253;1,728;-1,205
"là";-0,532;2,072;-0,505;0,969;0,067;-1,258;-0,841
"loin";-0,762;-0,717;-0,723;0,177;1,333;0,184;-0,005
"htag_vieillesse";-0,762;-2,653;-0,723;-0,214;3,588;1,728;-0,005
"htag_summer";-0,762;0,514;-0,723;-1,814;3,588;0,184;-1,205
"htag_snow";-0,532;-1,853;-0,505;-1,266;14,363;-0,004;-0,841
"htag_skiing";-0,686;-2,386;-0,65;-1,631;20,463;-0,115;-1,083
"htag_nature";0,857;0,572;-0,432;1,528;-0,195;-1,077;-0,72
"htag_musique";0,231;0,011;0,284;0,342;0,394;-1,62;-1,083
"htag_mode";-0,532;-1,853;-0,505;-1,266;0,067;9,653;0,097
"htag_chanson";-0,609;0,085;0,436;0,594;0,002;-0,044;-0,962
"fort";0,231;-0,519;3,506;-0,12;-0,867;0,352;0,002
"croire";-0,686;-2,386;10,315;-0,12;-0,023;0,352;0,002
"autour";-0,762;-0,004;2,863;-0,214;-1,132;0,184;0,921
"ainsi";-0,762;0,514;0,177;-0,214;-0,105;0,184;-0,005
"1994";-0,686;-0,519;3,506;-0,12;-2,925;6,049;0,002
"1980";-0,609;-2,119;-0,577;-0,047;6,345;0,607;-0,962
"1969";-0,532;5,631;-0,505;-0,005;-0,39;-0,004;-0,841
"1967";-0,609;-2,119;4,327;-1,448;-2,598;14,039;0,028
"100";-0,609;-0,339;-0,577;-1,448;0,002;0,607;6,084
"10";0,568;-0,183;5,402;-0,005;-2,271;0,985;-0,841
"selon";-0,456;0,572;0,962;0,009;0,262;-1,077;-0,72
"quelle";-0,762;0,514;0,177;0,177;-1,132;-0,209;0,921
"plusieurs";-0,532;-0,183;-0,505;-0,005;-0,39;-0,004;7,655
"htag_montagne";-0,532;-1,853;-0,505;-1,266;4,098;0,985;0,097
"htag_meteo";0,231;-0,519;-0,65;5,987;0,394;-1,62;-1,083
"htag_lacleman";-0,609;0,085;-0,577;0,594;0,751;-0,044;-0,962
"htag_invention";0,231;0,011;-0,65;-0,12;-0,023;0,352;0,002
"htag_danse";-0,38;-0,002;-0,36;-0,903;-1,619;2,41;4,533
"htag_armeesuisse";0,231;-2,386;0,284;-1,631;-0,023;2,33;1,27
"dont";-0,456;0,572;0,962;0,009;-0,195;0,011;-0,72
"8";-0,686;-0,519;3,506;-0,12;-0,023;2,33;-1,083
"1999";0,568;2,072;-0,505;0,969;-2,271;-0,004;-0,841
"1981";-0,532;2,072;-0,505;0,969;-2,271;-0,004;0,097
"vive";-0,609;-2,119;0,436;-0,047;2,866;0,607;-0,962
"trois";-0,609;1,357;-0,577;0,594;0,751;-1,439;-0,962
"puis";-0,532;0,256;5,402;-1,266;0,067;-1,258;0,097
"point";-0,609;1,357;-0,577;-1,448;0,002;-0,044;1,736
"malgré";-0,532;5,631;-0,505;4,157;-2,271;-1,258;-0,841
"juste";-0,609;4,156;-0,577;-1,448;-0,617;-0,044;1,736
"htag_swisscheese";0,857;-0,063;0,962;0,009;-1,945;0,011;0,228
"htag_neuchatel";-0,609;4,156;-0,577;-0,047;0,002;-1,439;0,028
"htag_fromage";0,568;-0,183;0,651;-0,005;-2,271;-0,004;2,368
"htag_fribourg";-0,456;-1,587;0,962;-1,084;0,262;1,549;0,228
"htag_dansleretro";-0,686;-2,386;-0,65;-1,631;-0,867;-1,62;58,221
"eux";-0,609;-2,119;-0,577;-0,047;0,751;7,604;-0,962
"dame";-0,532;-1,853;0,651;-0,005;-0,39;0,985;2,368
"celui";-0,686;0,86;3,506;-0,12;-0,867;-0,115;0,002
"22";0,369;4,156;0,436;-1,448;-2,598;-0,044;0,028
"2005";-0,532;2,072;-0,505;0,969;0,067;-1,258;-0,841
"1992";-0,686;0,011;-0,65;-1,631;-0,867;2,33;4,888
"1988";-0,456;-1,587;6,859;-1,084;-1,945;0,011;9,788
"1983";-0,532;-1,853;-0,505;4,157;1,303;-0,004;-0,841
"parmi";5,002;-0,183;-0,505;-0,005;-2,271;0,985;0,097
"oui";-0,532;-0,183;-0,505;-0,005;8,451;-1,258;-0,841
"or";-0,456;-0,063;18,124;-1,084;0,262;-1,077;-0,72
"ma";-0,456;0,572;0,962;-1,084;0,262;-1,077;0,228
"ici";-0,456;-0,063;-0,432;0,009;-0,195;1,549;0,228
"htag_vin";-0,38;-1,321;-0,36;0,088;8,422;-0,897;-0,6
"htag_swissfood";3,982;-2,119;4,327;0,594;-0,617;-1,439;0,028
"htag_portrait";0,857;-1,587;0,962;1,528;0,262;-1,077;-0,72
"htag_paleofestival";-0,532;26,764;-0,505;-1,266;-2,271;-1,258;-0,841
"htag_jura";3,982;-0,339;4,327;0,594;-2,598;-0,044;-0,962
"htag_innovation";0,568;-0,183;-0,505;-0,005;0,067;-0,004;0,097
"htag_fondue";-0,303;-1,056;2,156;-0,722;-1,294;0,302;6,515
"htag_ecologie";0,857;-1,587;-0,432;1,528;0,262;0,011;-0,72
"htag_cinemafrancais";-0,609;21,71;-0,577;-1,448;-0,617;-1,439;-0,962
"htag_chien";-0,456;-1,587;-0,432;-1,084;5,847;1,549;-0,72
"htag_chat";-0,456;-1,587;-0,432;5,64;-0,195;-1,077;3,25
"htag_armee";0,568;-1,853;-0,505;-1,266;0,067;4,202;0,097
"donc";-0,609;-0,339;-0,577;-1,448;2,866;3,127;-0,962
"chacun";-0,609;-0,339;-0,577;-0,047;0,751;3,127;-0,962
"celles";-0,38;-1,321;-0,36;2,383;-0,052;2,41;-0,6
"6";-0,303;2,071;2,156;0,296;-1,294;-0,717;-0,479
"1989";-0,38;4,672;1,425;-0,903;-1,619;-0,897;0,459
"1986";-0,609;0,085;-0,577;0,594;0,002;-0,044;0,028
"1977";-0,532;2,072;5,402;-0,005;-2,271;-0,004;-0,841
"1963";-0,532;2,072;-0,505;0,969;-2,271;0,985;-0,841
"1961";-0,532;2,072;-0,505;-0,005;-2,271;-0,004;2,368
"16";-0,456;7,683;-0,432;0,009;-1,945;0,011;-0,72
"te";-0,303;7,142;-0,288;-0,722;-1,294;0,302;-0,479
"tant";-0,303;2,071;-0,288;-0,722;-1,294;0,302;0,865
"parce_que";-0,227;0,285;-0,216;-0,541;-0,97;0,773;1,621
"htag_winter";-0,303;-1,056;-0,288;-0,722;5,576;0,302;-0,479
"htag_telephone";-0,532;-0,183;5,402;-1,266;0,067;-0,004;0,097
"htag_tabac";-0,532;2,072;-0,505;-0,005;1,303;-1,258;-0,841
"htag_suisseromande";-0,303;15,255;-0,288;-0,722;-1,294;-0,717;-0,479
"htag_soleil";-0,456;-1,587;-0,432;-1,084;18,699;-1,077;-0,72
"htag_sixties";-0,456;-0,063;-0,432;0,009;0,262;-1,077;3,25
"htag_happynewyear";-0,456;0,572;-0,432;1,528;0,262;-1,077;-0,72
"htag_game";-0,456;-1,587;0,962;1,528;0,262;0,011;-0,72
"htag_dance";-0,38;-0,002;1,425;-0,903;-1,619;2,41;0,459
"htag_breakdance";-0,303;0,042;2,156;-0,722;1,428;-0,717;-0,479
"htag_automobile";-0,38;-1,321;-0,36;-0,903;-0,052;0,092;12,821
"htag_animaux";0,568;-0,183;-0,505;-0,005;1,303;-1,258;0,097
"gare";-0,227;0,285;-0,216;0,762;-0,97;-0,537;1,621
"force";-0,38;1,119;-0,36;-0,903;-0,052;0,092;0,459
"enfin";-0,38;-1,321;-0,36;0,088;-0,052;2,41;0,459
"combien";-0,456;-1,587;-0,432;1,528;0,262;0,011;0,228
"car";-0,532;-0,183;5,402;-1,266;0,067;-0,004;0,097
"2025";-0,456;7,683;0,962;0,009;-1,945;-1,077;-0,72
"1991";-0,456;-0,063;0,962;0,009;-1,945;0,011;3,25
"1984";-0,38;-0,002;1,425;-0,903;-1,619;0,092;4,533
"1973";-0,303;-1,056;-0,288;0,296;-1,294;3,789;0,865
