de;26;196;60;133;143;130;97
la;21;150;37;104;103;96;67
le;60;148;34;98;88;73;72
htag_rtsarchives;61;110;53;106;241;131;61
et;67;114;39;93;88;85;61
les;52;97;29;75;91;78;50
être;19;104;27;75;101;75;57
l;59;104;22;68;73;74;53
en;36;107;35;71;74;79;60
à;55;101;33;58;79;77;54
un;6;73;27;58;74;52;52
pour;3;66;25;53;82;58;47
des;8;67;22;59;53;61;38
d;52;76;31;38;51;56;27
avoir;10;57;26;54;55;50;43
du;7;81;14;52;53;26;35
dans;63;57;13;37;39;37;48
une;10;55;14;41;44;46;34
sur;56;44;12;36;27;33;25
user_utilisateurice;15;62;13;28;53;12;13
il;9;38;14;32;37;29;19
vous;3;26;12;25;43;38;6
pas;4;34;14;36;48;39;20
qui;4;49;18;42;32;30;24
ne;5;36;18;42;43;42;21
c;3;35;11;30;39;29;23
ce;44;37;9;23;25;22;16
au;2;42;9;21;33;16;19
avec;11;48;3;22;22;21;17
que;1;24;11;25;39;26;19
son;10;39;6;24;23;17;17
an;15;37;6;21;20;25;15
plus;6;27;10;19;23;27;27
faire;0;27;17;17;28;27;16
on;1;26;10;14;22;26;12
se;5;28;5;21;31;19;16
qu;2;17;4;19;22;22;11
ou;4;13;9;14;27;26;10
s;2;27;9;11;12;27;12
y;1;9;6;15;19;11;6
ses;6;21;4;13;11;14;10
aux;0;24;4;11;15;14;10
par;2;21;7;6;16;17;7
sa;5;18;7;19;7;4;18
mais;1;17;5;16;11;19;12
nous;8;17;1;16;8;12;12
cette;5;17;1;11;10;16;14
bon;0;11;16;8;22;10;3
tout;1;11;4;12;19;8;10
bien;1;9;2;16;16;16;7
htag_suisse;34;8;1;3;12;7;6
autres;47;9;4;7;7;3;2
leur;3;5;5;9;9;10;8
tous;43;9;2;4;5;5;1
htag_archives;1;8;3;5;18;8;10
ça;0;3;5;12;12;13;7
ces;4;11;6;8;9;18;6
si;1;6;5;11;11;10;6
elle;2;15;5;8;8;10;7
plein;44;7;0;6;1;0;1
notre;23;10;2;4;2;4;4
htag_80s;1;8;4;6;18;10;4
htag_90s;0;3;5;5;16;7;5
sans;2;8;3;5;11;6;4
1;41;5;3;0;1;2;0
toujours;7;8;1;3;7;6;5
je;0;7;3;11;7;6;4
ils;2;3;5;6;11;13;5
quand;1;10;6;4;6;6;4
après;5;7;2;8;6;8;7
quoi;0;9;3;4;7;12;3
htag_rtsxarchives;3;6;1;4;7;12;4
depuis;1;9;2;4;5;5;3
cet;20;8;1;6;5;2;3
htag_miraclesuisse;38;0;0;0;6;1;0
htag_70s;1;4;3;4;11;7;3
falloir;0;4;3;8;8;5;2
htag_madeinswitzerland;37;0;0;0;5;2;0
votre;0;3;5;5;12;3;0
aussi;2;4;4;10;7;5;4
alors;0;8;2;6;9;8;1
htag_suissitude;35;0;0;0;4;1;0
dire;0;7;1;8;10;4;2
ceux;0;2;6;4;4;4;1
pouvoir;0;7;3;1;4;9;4
entre;1;6;1;1;6;8;2
comme;0;8;2;7;4;4;4
savoir;0;10;3;5;7;4;1
lui;0;6;4;6;5;3;6
j;0;7;1;5;14;4;3
htag_60s;1;7;2;6;13;2;4
encore;1;4;1;4;7;7;6
avant;0;9;4;2;7;4;2
quelques;0;6;3;6;8;2;3
comment;0;5;2;3;7;11;1
très;1;8;1;5;5;4;1
htag_2000s;1;5;0;2;9;5;2
mieux;0;7;0;4;8;7;1
peu;0;3;5;8;8;4;0
htag_humour;1;9;0;3;9;5;0
aujourd_hui;2;8;0;3;7;5;5
80;2;4;0;3;8;3;1
leurs;0;4;0;9;4;5;1
deux;1;8;2;2;7;4;1
vouloir;0;3;0;3;6;6;2
trop;0;3;0;1;6;2;3
même;1;8;2;4;2;5;2
htag_vintage;0;6;2;3;10;2;1
htag_kids;0;3;1;3;6;10;1
nos;1;8;0;2;4;1;4
déjà;0;7;2;4;5;5;0
voici;0;2;1;5;8;1;2
vos;0;2;5;3;5;5;2
toute;0;2;1;3;4;6;2
tard;4;4;0;1;1;5;9
sous;0;7;0;2;7;1;5
htag_eighties;1;2;1;4;8;2;0
où;0;3;1;3;5;3;4
moi;0;3;2;3;7;2;0
htag_retro;0;6;2;3;6;2;1
htag_noel;2;4;0;5;2;9;1
contre;0;2;2;2;3;4;2
t;0;3;0;5;2;7;0
mon;0;8;0;4;3;2;1
moins;0;4;0;2;5;7;1
lors;2;11;4;1;3;0;0
30;2;3;0;2;2;4;6
tu;0;4;1;3;4;3;3
rien;0;1;1;0;8;1;4
pourquoi;1;1;0;0;6;5;3
monsieur;1;1;0;6;3;4;0
htag_look;1;0;1;0;5;5;1
htag_fashion;1;0;1;0;4;8;1
chez;1;4;0;3;1;8;1
htag_instafood;2;0;3;3;4;2;3
htag_geneve;0;3;1;0;10;3;1
devoir;1;2;1;1;3;6;1
certains;0;1;2;3;3;5;3
htag_valais;1;0;0;2;7;2;2
htag_ski;2;0;0;1;11;1;0
htag_lausanne;0;1;0;0;6;2;0
htag_amour;1;0;1;2;7;3;2
grâce;0;7;0;7;2;2;2
40;0;6;0;1;4;2;2
quel;0;3;0;2;2;6;4
madame;1;3;1;2;3;3;1
jamais;1;4;1;2;3;2;0
htag_vacances;2;3;1;4;5;1;1
htag_love;0;0;1;1;8;3;1
htag_football;4;9;0;1;1;0;0
24;2;2;0;4;2;0;1
1970;0;3;0;2;3;6;3
personne;1;4;2;1;2;3;4
htag_microtrottoir;0;0;0;2;4;6;1
htag_hiver;1;0;0;4;10;1;0
2;2;6;3;1;1;1;1
1990;0;5;0;2;2;5;2
htag_switzerland;0;3;0;2;6;1;2
htag_neige;1;0;1;3;8;1;0
htag_femme;0;2;0;0;0;8;2
elles;0;1;0;1;2;3;4
devant;0;9;0;2;0;2;2
attention;0;3;4;2;3;2;0
60;0;2;0;3;2;4;1
3;0;4;1;2;3;1;2
non;0;1;1;0;4;1;6
htag_jeunesse;2;0;1;2;3;3;2
durant;0;6;0;3;2;2;0
quelque;0;2;2;3;1;5;0
htag_enfants;0;1;0;3;0;7;2
dès;0;3;0;2;0;2;1
chaque;0;2;1;2;1;0;0
50;2;1;0;5;0;1;3
2000;0;3;0;3;1;3;1
1987;1;4;1;1;3;2;2
1972;0;2;1;0;1;4;2
toutes;4;1;0;1;1;3;1
htag_voiture;1;1;1;1;2;2;3
htag_vaud;0;3;0;2;6;2;0
htag_sport;6;2;0;0;2;0;0
htag_seventies;0;2;0;0;4;3;3
htag_insolite;0;4;2;2;2;2;0
htag_enfant;1;0;0;1;5;6;0
htag_ecole;0;0;0;1;4;8;0
htag_culte;1;4;0;2;2;0;1
htag_christmas;2;3;0;2;0;5;2
20;0;2;0;0;2;5;2
1968;0;6;0;1;0;3;2
1966;0;1;0;4;3;3;2
000;0;3;0;4;0;2;0
ni;0;1;0;1;0;0;3
htag_rtssportxarchives;4;2;0;2;2;0;0
70;1;4;0;2;2;2;1
1985;1;2;0;3;2;3;1
