"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"sport";0,014;0,012;1;0,344;1;1;1
"proposer";0,548;1;1;1;0,07;0,938;1
"champion";1;0,037;1;1;0,104;1;1
"évoquer";0,859;0,074;1;1;1;0,883;1
"équipe";1;0,001;1;1;1;1;1
"ville";1;1;0,3;1;0,043;0,599;1
"réponse";1;1;1;1;1;0;1
"rester";1;0,301;1;1;1;0,001;0,811
"prêt";1;1;1;1;1;1;0
"plutôt";1;1;1;1;0;0,773;1
"métier";1;0,024;0,884;1;1;0,114;1
"genevois";1;0,553;1;1;0;1;1
"danse";1;1;1;0;1;1;0,073
"voyage";1;1;1;1;1;1;0
"travail";1;1;1;1;1;0;0,417
"secret";1;1;1;0;1;1;1
"présenter";1;0;1;1;1;1;0,527
"partager";1;1;1;0,001;1;1;1
"mot";1;1;1;0,073;1;1;0,062
"début";0,986;0,473;1;1;1;0,159;1
"donner";1;1;1;1;1;0,857;0
"cinéma";1;0;1;1;1;1;1
"nouveau";0,925;0,115;1;1;1;1;0,018
"meilleur";1;0,284;0,819;0,344;1;1;0,106
"image";0,016;0;1;1;1;1;0,466
"eau";1;1;0,125;0,785;0,353;1;0,417
"couper";1;0;0,674;1;1;1;1
"chose";1;1;0,449;0;1;0,132;1
"valoir";0,925;1;0,884;0,988;0,013;0,982;1
"tour";1;0,679;1;0,013;1;1;0,062
"retour";1;1;1;0;0,321;1;1
"plaisir";1;1;1;1;1;0,773;0,001
"matin";1;0,593;1;0,383;1;1;0,203
"laisser";1;0,575;1;1;0,009;1;1
"journaliste";1;0,002;1;1;1;0,857;0,002
"français";1;0;1;1;1;1;1
"famille";1;1;1;0,02;1;0,773;0,084
"course";1;0,023;0,674;1;1;1;0,337
"complet";0;1;1;1;1;1;1
"blanc";1;1;1;1;0,002;1;1
"avis";1;1;1;1;1;0;1
"armée";1;1;0,026;1;1;0;0,659
"village";1;0,244;1;1;1;1;0
"rire";1;0,078;1;0,216;1;1;1
"radio";1;0,078;0,327;1;0,609;1;1
"neige";1;1;0,594;1;0;1;1
"compte";0;1;1;1;0,836;1;1
"ambiance";1;0;1;0,429;1;1;1
"tête";0,63;1;1;1;0,16;0,127;0,966
"tsr";1;0;1;1;1;1;0,737
"sortir";0,63;1;1;1;0,029;1;0,26
"reportage";1;0,23;1;1;1;0,211;0,004
"présent";1;1;1;1;1;1;0
"propre";1;1;1;1;1;1;0
"match";1;0;1;1;1;1;1
"maison";1;1;0,233;1;1;0,121;0,498
"joueur";1;0;1;1;1;1;1
"droit";1;1;1;1;1;0,014;0,001
"vin";1;1;1;1;0;1;1
"témoignage";1;1;1;1;1;0,211;0
"simple";0,925;1;0,884;0,002;1;0,114;1
"saison";1;1;1;0,192;0,058;1;1
"saint";0,925;1;0,207;0,002;1;1;1
"revenir";1;0,23;1;0,606;1;1;0,004
"plateau";1;0,002;1;0,606;1;1;1
"piste";1;1;1;0,559;0,16;1;0,966
"oublier";1;1;1;1;0,161;0,883;0,499
"lausannois";1;1;1;1;0,09;0,077;1
"jeunesse";1;1;1;0;1;1;1
"haut";1;1;0,233;1;0,415;1;0,033
"fêter";1;0,031;1;1;0,415;1;1
"face";1;0,284;0,819;1;0,468;0,883;1
"dernier";0,925;1;0,884;0;1;1;1
"conseil";1;0;1;1;1;1;1
"commencer";1;0,041;1;0,032;1;1;1
"automne";0;1;1;1;1;1;1
"art";1;0,08;0,594;0,559;1;1;1
"appeler";0,859;0,721;1;1;1;0,339;0,106
"animal";1;1;0,749;0,05;1;1;0
"événement";1;0;1;1;1;1;1
"soirée";0,986;0,001;1;1;0,714;1;1
"sembler";1;1;1;0,005;0,823;1;1
"santé";1;1;1;0,13;0,53;1;0,966
"rendre";0,63;0,918;1;0,001;1;1;1
"quotidien";1;1;0,819;1;0,468;1;0
"projection";0,236;0;1;1;1;1;1
"moment";1;0;1;1;0,96;1;1
"mois";1;0;0,819;0,89;1;1;1
"minute";1;0;0,819;0,89;1;1;1
"manquer";1;1;0,674;1;0,678;0,028;1
"long";0,712;1;1;0,674;1;0;1
"froid";1;1;1;0,13;0,029;1;1
"fille";1;1;1;0,674;1;0,002;0,047
"corps";1;1;1;0,13;0,029;1;1
"comédien";1;0;1;1;1;1;1
"coeur";0,354;1;1;0,922;0,016;1;1
"chat";0,712;1;1;0,029;1;1;0,003
"changer";1;0,597;1;1;1;1;0
"carrière";0,236;0;0,884;1;1;1;1
"adepte";1;1;0,594;0,559;0,029;1;1
"époque";0,236;0,375;1;1;1;1;0
"vraiment";1;0,08;1;0,014;1;1;1
"terre";1;1;0,749;0,005;1;0,779;1
"rêve";1;1;1;0,674;0,678;0,668;0,047
"regard";1;0,08;1;0,13;1;1;0,966
"ouvrir";1;1;1;0;1;1;1
"lac";1;0;1;0,559;1;1;1
"inviter";0,63;0,001;1;1;1;0,553;1
"féminin";1;0;1;1;1;1;1
"feu";1;0,771;1;1;0,968;0,077;0,866
"fan";0,925;1;1;0;1;1;1
"expliquer";0,712;0;1;1;1;1;1
"choisir";1;1;1;0,988;1;0,114;0,001
"chanson";1;0,284;0,011;0,344;1;1;1
"canton";0,925;1;0,884;1;1;0,114;0,001
"vieux";1;0,771;1;1;0,968;0,077;0,866
"témoigner";0,859;1;1;1;1;1;0
"train";1;0,771;1;0,079;0,386;1;1
"style";1;1;1;1;0,254;0,321;0,756
"spécial";0,008;0;0,749;1;1;1;1
"seul";1;1;0,594;0,559;0,16;1;1
"servir";1;1;0;1;1;0,189;0,047
"semaine";1;1;1;0,006;1;0,077;0,866
"romands";1;0,134;1;0,029;1;0,668;1
"recette";1;1;0,509;0,441;0,386;1;0,188
"prix";1;0,001;1;1;1;1;0,966
"permettre";1;1;0;1;1;0,668;1
"nuit";1;1;1;0,674;1;0;1
"nature";1;0,354;1;1;1;0,553;0,26
"mort";1;0,613;1;1;0,254;1;1
"montagne";0,451;1;1;1;0,043;1;1
"michel";0,189;0;1;1;1;1;1
"liberté";1;1;1;0,383;0,088;1;1
"international";1;0,837;0,142;0,586;0,977;1;1
"hiver";1;1;1;0,002;1;1;1
"fribourg";1;1;1;1;1;0,436;0,014
"football";1;0;1;1;1;1;1
"florilège";1;1;1;1;1;0,213;0,002
"film";1;0;1;1;1;1;1
"esprit";1;1;1;0,006;1;1;0,014
"drôle";0,788;1;0,749;1;1;0;1
"difficile";1;0,006;1;1;0,823;1;1
"cuisine";1;1;0,061;1;0,53;0,127;1
"créer";1;0,597;0,749;0,05;1;1;0,073
"coup";1;0,354;0,594;1;1;0,553;0,966
"chance";1;0,597;0;1;1;1;1
"bonheur";1;1;1;0,05;0,102;1;1
"attendre";0,63;1;1;0,559;0,16;0,553;1
"adolescent";1;1;1;0,674;1;0,189;0
"éviter";1;0,15;1;1;1;0,052;1
"vélomoteur";1;1;0,142;0,053;1;0,582;1
"val";1;1;0,091;0,029;1;1;1
"tv";1;0;1;1;1;1;1
"soir";1;1;0,327;0,216;1;1;0,633
"réussir";1;0,002;1;1;1;1;0,003
"rétro";1;1;0,749;1;1;1;0
"route";1;1;1;0;1;1;1
"rassembler";1;0,771;1;0,079;0,386;1;1
"programme";1;0,041;0,038;1;1;1;0,866
"profiter";1;1;1;0;1;1;1
"parent";1;1;1;0,192;1;0,002;1
"oeil";1;0,918;1;0,014;1;1;0,966
"national";1;0,023;0,674;1;1;0,668;1
"mondial";1;0;1;1;1;1;1
"marier";0,159;0,837;1;0,586;0,977;1;1
"juin";0,712;0;1;1;1;1;1
"journal";1;0,613;0,02;1;1;1;0,756
"jouer";1;1;0,674;1;1;0,002;0,337
"helvétique";1;1;0;1;1;1;0,337
"fou";0,712;0;1;1;1;1;1
"cours";1;1;1;0,767;1;0;1
"club";1;0,078;1;1;0,143;1;1
"claude";1;0;1;1;1;1;1
"chien";1;1;1;1;0,09;0,077;0,866
"chanter";0,63;0,01;1;0,559;1;1;1
"cas";1;0,837;1;0,586;0,232;1;1
"émotion";0,107;1;0,091;1;1;0,668;1
"âgé";0,712;0,473;1;0,674;1;0,189;1
"vrai";1;1;0,003;0,002;1;1;1
"vidéo";1;0,002;1;1;1;0,668;1
"valaisan";1;1;0,142;1;0,977;0,052;1
"table";1;1;0,038;0,441;1;1;0,014
"société";1;1;1;0;1;1;1
"salle";1;0,29;0,003;0,767;1;1;1
"rêver";1;1;0,091;0,029;1;1;0,337
"répondre";1;1;0,674;1;1;0;1
"réaliser";1;0,08;1;1;1;1;0,027
"réalisateur";1;0;1;0,674;1;1;1
"retraite";1;1;1;0;1;1;0,633
"préférer";1;1;0,003;1;1;0,002;1
"portrait";1;1;1;1;1;0,553;0
"peur";1;1;1;0,674;0,008;1;1
"penser";1;1;1;1;1;0;1
"passage";1;1;1;0;1;1;1
"paléo";1;0;1;1;1;1;1
"offrir";1;1;1;0,079;0,012;1;1
"occuper";1;1;1;1;1;0,321;0
"nouvelle";1;0,004;1;1;0,968;1;1
"milieu";1;1;1;1;0,004;1;1
"marquer";1;0;1;1;1;1;0,966
"manger";1;1;0,509;1;0,968;0,436;0,866
"lever";1;1;1;0;1;1;0,633
"installer";1;1;1;1;0,09;0,436;0,866
"génération";0,543;1;1;0;1;1;1
"garçon";1;1;0,509;0,079;1;0,006;1
"fédéral";1;0,008;1;0,586;1;1;1
"fondue";1;1;0,233;0,767;1;1;0,033
"fond";1;1;1;1;1;0;1
"exister";1;0,918;1;1;1;0;1
"envie";1;1;1;1;0,088;1;0,203
"décembre";0,004;0;1;1;1;1;1
"couple";0,63;1;1;1;1;1;0
"concours";1;0,473;0;1;1;1;1
"compagnie";0,354;0,078;1;1;1;0,918;0,633
"classe";1;0,473;1;1;1;0;1
"chaussette";1;0,001;1;1;1;1;1
"caméra";1;0,918;1;1;1;0;0,966
"cadeau";1;1;1;0;0,968;1;1
"bel";1;0;1;1;1;1;1
"arrêter";1;0,354;1;0,001;1;1;1
"air";1;1;0,42;0;1;1;1
"actualité";1;0;1;1;1;1;1
"épisode";1;0;1;1;1;1;1
"également";1;0,918;1;0,13;1;1;0,26
"écolier";0,543;1;1;1;0,386;0,006;1
"véritable";1;1;1;1;1;0;1
"travers";0,451;1;1;0,002;1;1;1
"travailler";1;1;1;0,079;1;0,006;0,866
"tell";1;0,918;1;1;1;0,127;0,001
"succès";1;1;1;0;1;1;1
"sportif";1;0;1;1;1;1;1
"solution";1;1;1;1;1;0;1
"siècle";1;1;1;0,014;0,53;1;0,966
"seulement";1;1;0;1;1;1;0,966
"salon";1;0,613;0,42;1;0,796;1;0,124
"réunir";1;1;1;0;1;0,436;1
"roi";1;0,918;1;0,001;1;1;0,966
"repos";1;1;1;1;0,063;0,762;1
"rencontrer";0,63;1;0,594;1;1;0,001;0,966
"rappeler";1;1;0,594;0;1;1;1
"père";1;1;1;1;1;0;1
"près_de";1;0,918;1;0,014;1;1;0,966
"philippe";1;0;1;1;1;1;1
"passant";1;1;0,038;1;0,968;0,006;1
"partie";1;1;1;0,325;0,796;1;0,124
"pari";1;0,29;0,233;1;1;0,762;1
"naître";1;0,004;1;1;1;1;0,014
"nati";1;0;1;1;1;1;1
"mythique";1;0,15;1;1;0,977;1;0,352
"montreux";1;0;1;1;1;1;1
"masculin";1;0,004;1;0,441;1;1;0,866
"manière";1;0,01;1;0,559;1;1;1
"main";1;1;0,233;1;1;1;0
"légendaire";0,451;1;1;0,041;1;1;1
"look";1;1;1;1;1;0,002;0,756
"jacques";1;0;1;1;1;1;1
"invention";0,354;0,006;1;1;1;0,918;1
"idée";1;1;0,509;0,006;0,968;1;0,866
"humour";0;1;1;1;1;1;0,006
"htag_été";1;1;1;1;0;1;1
"guerre";1;1;0,233;0,767;0,415;1;1
"fromage";1;1;0;1;1;0,321;0,756
"franc";0,255;1;1;1;1;0,005;1
"finir";1;1;0,594;0,13;0,53;1;0,966
"expérience";0,159;1;1;0,586;1;0,052;1
"document";0;0,918;1;1;1;1;1
"côté";1;0,05;1;0,383;1;1;1
"commun";1;1;1;0,013;1;1;0,203
"cheveu";1;1;1;1;1;0;1
"chemin";1;0,918;1;0;1;1;1
"avion";1;1;0,02;1;0,796;1;0,756
"appétit";1;1;0;1;1;1;1
"apprendre";1;1;1;1;1;0;0,188
"ami";1;1;1;1;0;1;1
"accent";1;0;1;1;1;1;1
"abri";1;1;1;0,922;0,016;0,918;1
"écouter";0,354;1;1;0,018;1;1;1
"vivant";1;1;0,42;0,325;1;1;0
"vert";1;0;1;1;1;1;0,633
"téléspectateur";1;0,15;0,42;0,325;1;1;1
"téléphone";1;1;0;1;1;1;0,756
"tromper";1;1;1;0,002;1;1;1
"série";1;0;1;1;1;1;1
"sécurité";1;1;1;0,922;0,609;0,918;0,633
"spécialiste";1;0,613;1;1;1;0,321;0,006
"sourire";1;1;1;0,216;1;0,918;0,633
"sapin";1;0,001;1;1;1;1;1
"retraité";1;1;0,327;0,216;1;1;0,071
"record";1;1;1;0;0,386;1;1
"rapidement";1;0,018;1;1;1;1;1
"président";1;0,593;1;1;1;0,379;0,203
"profession";0,354;1;1;0,922;1;0,918;0,071
"porter";1;1;1;1;1;0;1
"pilote";1;1;1;1;0,001;0,918;1
"pierre";1;1;1;1;1;1;0
"phénomène";1;0,004;1;1;1;0,436;1
"physique";1;1;1;1;0,043;1;0,756
"particulier";1;0,837;1;0,586;0,977;1;0,352
"parole";1;1;1;1;1;0,321;0
"obligatoire";1;1;1;0,922;1;0,213;0,002
"novembre";1;0;1;1;1;1;0,866
"ménager";1;1;1;1;1;0;1
"mémoire";0,543;0;1;1;1;1;1
"médecin";1;1;1;0,216;1;0,918;0,002
"musical";0,354;1;0,009;0,216;1;1;0,633
"moyen";1;0,837;0,142;1;0,977;1;0,352
"mouvement";1;1;1;1;0,609;0,918;0,071
"légende";1;1;1;1;1;0,04;0,756
"lieu";1;0,244;1;0,006;1;1;1
"jouet";1;1;0,233;1;1;0,121;0,033
"interview";0,046;0,244;1;1;1;1;0,866
"incontournable";1;1;1;0,005;0,415;1;1
"important";1;1;1;0;1;1;0,756
"hésiter";1;1;0,42;1;1;0,321;0,756
"habitant";1;1;1;0,013;0,718;1;1
"final";1;0;1;0,922;1;1;1
"facile";1;1;0,142;0,586;0,232;1;1
"entier";0;1;1;1;1;1;1
"emji_drapeau_suisse";1;0,001;1;1;1;1;1
"dieu";1;1;1;0,216;0,143;0,918;1
"crédit";1;0;1;1;1;1;1
"comprendre";1;1;1;0,006;1;1;0,014
"championnat";1;0,018;1;0,325;1;1;1
"carte";1;1;0,001;1;0,232;1;1
"café";1;1;1;0,383;0,088;1;1
"bois";1;1;0,42;1;0,254;1;0,124
"bernard";0,354;1;1;1;1;0,213;0,633
"bain";1;0,29;0,233;1;1;1;0,498
"aventure";1;0,771;1;0,079;0,968;1;1
"artiste";1;1;1;1;1;1;0
"arriver";1;0,613;0,42;0,002;1;1;1
"argent";1;1;0;1;1;1;1
"annonce";1;1;0,233;1;1;0,762;0,033
"ancien";0,255;0,29;1;0,123;1;1;1
"affronter";1;0;1;1;1;1;1
"affaire";1;0,15;1;0,586;1;0,582;1
"accueillir";1;0,031;1;0,123;1;1;1
"étape";1;0,593;1;0,383;1;0,379;1
"élève";1;1;1;1;1;0;1
"édition";1;0;1;1;1;1;1
"vih";1;1;1;1;1;1;0
"vendredi";1;1;0;0,767;1;1;1
"vaud";1;1;1;1;1;0,04;0
"vache";1;1;0,233;0,123;0,415;1;1
"tradition";1;1;1;0,325;1;1;0,006
"tomber";1;1;1;1;0,004;1;0,756
"terrain";1;0,15;0,42;1;1;1;0,756
"tenter";1;1;0,327;0,922;1;0,213;0,633
"technique";1;1;1;0;1;1;0,633
"station";1;0,29;0,233;0,123;1;1;1
"soldat";1;1;1;1;1;0;1
"soigner";1;1;1;0;1;1;1
"service";1;1;0;1;1;1;0,124
"sensible";1;1;0;1;1;1;1
"scolaire";1;1;1;1;0,143;0,213;1
"réaction";1;0,001;1;1;1;0,321;1
"pêcheur";1;0,001;1;1;1;1;0,498
"préparer";1;1;0,009;1;0,016;1;1
"pousser";1;1;0,009;1;1;0,918;0,633
"postal";1;1;0,327;1;0,001;1;1
"porte";0,354;1;1;1;1;0;1
"plonger";1;0;1;1;1;1;1
"plante";1;1;1;0;1;1;1
"paysan";1;1;1;0;1;0,918;0,633
"participer";1;0,15;0,02;1;1;0,321;1
"parcourir";1;1;1;0;1;1;1
"orage";1;0,001;1;1;1;1;1
"nyon";1;0;1;1;1;1;1
"méthode";1;1;1;1;1;0,017;0,633
"ménage";1;1;1;1;1;0;1
"mère";1;1;1;1;0,254;0,002;1
"montrer";1;1;0;0,325;1;1;1
"mauvais";1;0,29;1;1;1;0,121;0,498
"mai";1;1;1;0,922;1;0,918;0,071
"léman";1;1;1;0,018;1;1;0,633
"livre";0,354;1;1;0,216;1;0,213;0,633
"joyeux";1;0,006;1;1;1;0,918;0,633
"jardin";1;0,593;1;0,383;0,718;1;1
"interroger";1;1;0,42;1;1;0,321;0,006
"incroyable";1;0,078;1;0,216;1;1;0,633
"importer";1;0,29;1;0,767;1;1;0,498
"hippie";1;1;1;1;1;1;0
"goût";1;1;1;0,586;1;0,052;0,352
"genevoise";0,074;0,593;1;1;0,718;1;1
"gagner";1;0,45;0,009;1;1;1;0,633
"foot";1;0;1;1;1;1;1
"fils";0,025;0,613;1;1;1;1;0,756
"façon";1;1;1;0;1;1;1
"exprimer";0,451;1;1;1;1;0;0,756
"europe";1;0,45;1;0;1;1;1
"entourer";1;1;1;0,018;0,609;1;0,633
"enthousiasme";1;0,078;1;0,216;1;1;1
"démonstration";1;1;1;1;0,718;0,013;1
"décennie";1;1;1;1;1;1;0
"doute";1;0,018;0,42;1;1;1;1
"dossier";0;1;1;0,922;1;0,918;0,633
"dos";1;1;0,009;0,922;1;0,017;1
"demander";1;1;0,233;1;1;0,121;0,498
"crème";1;1;0;1;1;1;1
"courir";1;0,008;1;1;0,977;1;1
"courage";1;1;0;0,325;0,796;1;1
"couleur";1;0,078;1;1;1;1;0,002
"continuer";0,451;1;1;0,325;1;1;0
"consacrer";1;1;1;0,767;1;0,121;0,498
"cochon";1;1;1;1;0,063;1;0,498
"choix";0,354;1;0,327;1;0,609;0,213;1
"cher";1;1;1;1;0,004;1;1
"chanteur";1;0,018;1;0,325;1;1;1
"campagne";1;0,593;1;1;1;0,379;0,203
"bras";1;1;1;0,041;0,796;1;1
"boîte";1;1;1;1;0,043;0,321;1
"beauté";0,354;0,006;1;1;1;1;0,633
"atteindre";1;1;1;0;1;1;1
"animer";0,451;0,613;1;0,002;1;1;1
"alpage";1;1;1;0,383;0,718;0,379;1
"alcool";1;1;1;0,325;1;1;0
"alain";0,451;0,613;1;1;1;1;0,006
"acteur";0,451;0;1;1;1;1;1
"état";1;1;1;0,767;0,415;1;0,498
"écran";1;0,008;1;1;0,977;1;1
"échapper";1;1;1;1;0,016;1;0,633
"âme";1;1;0;0,922;1;1;1
"volant";1;0,837;1;0,586;0,977;0,582;1
"victoire";1;1;0;1;1;1;1
"veille";1;0,593;0,064;0,383;1;1;1
"vallée";1;0,008;1;1;0,977;1;1
"vague";1;0,031;1;1;1;0,762;0,498
"unique";1;0,078;1;1;1;0,918;0,633
"traditionnel";1;0,45;1;1;0,143;1;0,633
"terminer";1;0,078;1;1;0,609;1;0,633
"tabac";1;0;1;0,922;1;1;1
"sûr";1;1;0,009;0,018;1;1;1
"stade";1;0,15;1;0,586;1;1;0,352
"souci";1;1;1;1;1;0;1
"sortie";1;0,078;1;1;1;0,213;0,633
"site";0;1;1;0,922;1;1;0,633
"sirène";1;0,593;1;1;0,718;0,379;1
"signe";1;1;1;0,018;0,143;1;1
"sexualité";0,074;1;1;1;1;0,013;1
"région";1;1;1;0;1;1;1
"règle";1;0,593;0,064;1;1;0,379;1
"rock";1;0,45;1;1;1;0,213;0,071
"revoir";0,011;1;1;0,922;1;0,918;1
"retourner";1;1;1;0,922;1;0,213;0,633
"rentrer";1;1;1;1;1;0;1
"rejoindre";1;1;1;0,767;0,063;0,762;1
"regarder";1;0;1;1;1;1;1
"rajouter";1;1;0;1;0,718;1;1
"prévoir";1;0,008;1;0,586;1;1;1
"professeur";1;1;1;0,767;1;0,005;0,498
"problème";1;1;0,233;1;0,063;1;0,498
"preuve";1;1;0,064;1;0,718;1;0,203
"poser";1;1;1;1;0,018;0,582;1
"pont";0,011;0,006;1;1;1;1;1
"plage";1;1;1;1;0,001;1;1
"pièce";1;1;1;1;1;0,762;0
"pionnier";1;0,29;1;1;1;1;0,033
"paraître";1;1;1;1;1;1;0
"paix";1;1;1;1;0,088;0,379;1
"officiellement";1;0,15;1;0,053;1;1;1
"oeuvre";1;1;1;0,767;1;1;0
"nu";1;0,593;1;1;0,088;1;1
"nouvel";1;0;1;1;1;1;1
"notamment";1;1;1;0;1;1;0,633
"nom";1;1;1;1;1;0,017;0,002
"neuchâtel";0,255;0,29;1;1;1;0,762;0,498
"militaire";1;1;0,327;1;1;0;1
"micro";1;0,29;1;0,767;1;0,762;1
"message";1;1;0;0,767;1;1;0,498
"menu";1;1;0;1;0,718;1;1
"martin";1;1;0,001;0,053;1;1;1
"malade";1;1;1;1;0,977;0,582;0,011
"maillot";1;0,006;1;1;0,609;1;1
"magasin";1;1;1;0,767;1;0,005;0,498
"lavaux";0,354;0,078;1;1;1;1;0,071
"langue";1;1;1;0,018;1;0,213;1
"kilomètre";1;1;1;0;1;1;1
"juillet";0,255;0,29;1;0,123;1;1;1
"intégralité";0;1;1;1;1;0,918;1
"internet";1;1;1;1;1;0,762;0
"inspirer";1;0,837;1;1;0,232;1;0,352
"info";0;1;1;1;1;1;1
"immense";0,354;0;1;1;1;1;1
"heureux";1;0,837;1;0,586;1;0,052;1
"heureusement";0,159;1;1;0,053;1;0,582;1
"henriette";1;1;1;1;0,088;1;0,203
"gérard";0,255;0,001;1;1;1;1;1
"groupe";1;1;1;1;1;1;0
"genre";1;0,837;0,142;0,586;0,977;1;1
"garder";1;0,078;1;1;1;0,918;0,633
"fumer";1;0,15;1;0,586;1;1;0,352
"françois";1;0;1;1;1;1;1
"france";1;1;0,327;0,216;1;0,918;0,633
"filmer";1;1;1;1;1;0;0,071
"figure";0,074;0,593;1;0,383;1;1;1
"fameux";1;1;1;0,001;0,977;1;1
"explication";0,354;1;1;1;0,016;1;1
"exercice";1;1;1;1;0,016;0,918;0,633
"exemple";1;1;0,003;1;1;0,121;1
"essayer";1;1;1;0,767;1;0,121;0,498
"entendre";1;1;0,233;1;1;0,005;1
"enfance";0,255;0,001;1;1;1;1;1
"emji_caméra";0;1;1;1;1;1;1
"emji_ballon_de_football";1;0;1;0,922;1;1;1
"démarrer";1;1;1;1;0,016;1;0,633
"discipline";1;1;1;0,586;1;0,582;0,011
"célèbre";1;1;1;0,005;1;0,762;1
"cigarette";1;0,45;1;0,216;0,609;1;1
"chant";1;0,45;1;0;1;1;1
"changement";1;1;1;1;1;0,017;0,071
"carrefour";1;1;1;1;1;0,005;1
"canne";1;0;1;1;1;1;1
"boire";1;1;1;1;0,004;1;0,498
"apprécier";0,354;0,45;1;0,216;1;1;1
"américain";1;1;1;1;1;0,213;0
"amateur";1;0,031;1;1;1;0,121;1
"aide";1;1;0,142;0,586;0,977;0,582;1
"ados";1;1;1;1;1;0;1
"accompagner";1;1;1;0;1;1;1
"évolution";0,159;1;1;0,586;1;0,582;0,352
"épreuve";1;0,593;1;0,383;0,718;1;1
"époux";0,255;1;1;0,767;1;0,121;1
"voisin";1;0,837;1;0,586;0,232;1;1
"voie";1;0,593;0,064;1;1;1;0,203
"vitesse";1;0,593;1;1;0,718;1;0,203
"version";0,255;0,29;1;0,123;1;1;1
"valaisans";1;1;1;1;0;1;1
"tunnel";1;0,031;1;0,767;1;1;0,498
"tournée";1;1;0;1;1;1;0,498
"tourner";1;1;1;1;1;0;0,498
"thème";1;0,593;1;1;1;0,379;0,203
"thomas";0,255;0,29;1;0,123;1;1;1
"terme";1;0,15;1;1;0,232;1;1
"susciter";1;0,29;1;0,767;1;1;0,498
"suite";1;0,593;0,064;1;0,718;1;1
"stresser";1;0;1;1;1;1;1
"star";1;0;1;1;1;1;1
"st";1;0,15;1;0,053;1;1;1
