"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"mass";"chi.distance";"inertie"
"classe 1";3,11525975999737;1,06092915102476;0,583876889630214;-0,328345555602507;-0,455903236118913;-0,0185004397847609;-0,00114400001488031;0,164125778947809;0,0451517321676977;0,917989467701338;0,312629399038902;0,172053978290146;-0,0967552579981004;-0,134343329703097;-0,0054516188628417;-0,000337108313789919;0,0483637796074168;0,0133050909945478;0,869159166409539;0,0854768055801715;0,0243213480927349;0,00722604761469401;0,0125622960605481;1,78590409367236e-05;6,27037698113091e-08;0,0011507162185021;8,56982790897631e-05;0,775376109637702;0,0899283552248881;0,0272374506699707;0,00861362914226709;0,0166061606467565;2,73456335606774e-05;1,04562496858225e-07;0,00215217452106011;0,000162881858821018;0,079895788102475;2,0228645265879;0,326932038340728
"classe 2";-0,298359777231607;-0,246704155108094;0,963249290865617;-0,272884015832233;0,744269573703733;-1,66209378221284;0,623413971345193;-0,582889737304408;-1,23737349877111;-0,115024728746589;-0,0951102684995529;0,371355312787867;-0,105203222068425;0,286933468793803;-0,640776341316329;0,240340784592924;-0,224717736903804;-0,477036658141352;0,0222133726355872;0,0128780947487823;0,184435975603933;0,0139065018991973;0,0932840459471147;0,401631943877578;0,0518821330673954;0,0404399510367308;0,179327981183686;0,0115186842759743;0,0078754477481478;0,120060382333143;0,0096355946403927;0,0716775011314194;0,357464876586816;0,0502892765702036;0,0439637919516851;0,198118005335385;0,129396439426835;1,21186770962455;0,190034631783732
"classe 3";-0,443536369034061;-0,0233271921856674;0,754858818981887;0,342624149635437;0,336421727688123;-0,607115792383557;-2,13173555591523;1,09078199762613;0,861842746271254;-0,158374378934994;-0,00832948509441988;0,269538881107355;0,12234145990061;0,120126749242411;-0,216783996247642;-0,761182888918387;0,389487612489889;0,30773983648195;0,0449420349363371;0,000105410513313023;0,103695524728315;0,0200704888772497;0,0174491880599083;0,049059211426225;0,555381903746858;0,12965045112147;0,0796457865903359;0,0222460630808101;6,15346345184453e-05;0,064435641592469;0,0132748808588884;0,0127986087874813;0,0416809635949408;0,513879566012275;0,134545945217257;0,0839944812284962;0,113082314992866;1,26655793746558;0,181403145172677
"classe 4";0,295469411660361;-0,815913717333881;-0,0950711277434569;0,0940221510982117;2,57075460530338;1,35182711391381;1,29573359374126;1,23484818976243;0,60641985681061;0,0826552297756369;-0,228245405858956;-0,0265953956604387;0,0263019527447921;0,719148257696396;0,378162937711875;0,362471219328126;0,345439009369157;0,169641156164099;0,010928609080751;0,0706631575873278;0,00090130424296528;0,000828186130545122;0,55830815563891;0,133280123469815;0,112435144238677;0,0910480869320967;0,0216072326789255;0,00633605500127141;0,0483150410729051;0,000655980870701747;0,000641585071003529;0,479639706693481;0,132628295931869;0,121849940373492;0,11066773528681;0,026689516779295;0,0725761429191737;1,71100891471713;0,212470396520224
"classe 5";-0,574489670776089;-0,536475244925186;0,593975090525887;-0,900094949103671;-1,36714504072791;1,71135528305498;-0,22255960447429;1,3523249524676;-2,15572553177608;-0,158700548084972;-0,148199210072186;0,164083319875771;-0,248647746021777;-0,377668526193111;0,472755273427349;-0,0614812293560116;0,373574534169891;-0,595510834775257;0,0439514095269133;0,0324991846887673;0,0374264910120368;0,0807444644277373;0,167977236304118;0,227233292930801;0,00352883902489208;0,116164741669951;0,290474340414782;0,0234001532429677;0,0204058000037992;0,0250144361102205;0,0574421784374677;0,132520612729251;0,207651279835763;0,00351193875891748;0,129663092499659;0,329489199530146;0,0709013088518082;1,65889161286726;0,19511482792909
"classe 6";-0,579558038955042;-0,465142929681128;0,813169017368975;-1,21594970961203;-1,01610620510338;0,22424338729615;0,825993670519061;-0,689561774502144;1,77042035116138;-0,204052919732727;-0,163769228472097;0,286303529719832;-0,428116032937547;-0,35775439899639;0,0789524341531665;0,290818880631973;-0,242783438354063;0,623336089790213;0,0679707361569269;0,0371249337274726;0,106591859666573;0,223917007954708;0,141000029169667;0,0059285793779942;0,0738605183885075;0,0458963672346741;0,297709968323482;0,0370453452937139;0,023862317862881;0,0729291958773084;0,16306884883266;0,113872271946417;0,00554598982783196;0,0752476978329735;0,052442831948352;0,345694575697273;0,110290924880591;1,34573063193257;0,199735865030524
"classe 7";-0,627413159790231;1,21724831555891;0,111930805252086;1,79607427181886;-0,472753964321245;0,364640604403337;0,68344775836967;-0,136413532498839;0,0422294470606927;-0,257047962183086;0,498700408339894;0,0458574783563353;0,735842441772921;-0,193684880921817;0,149391390391659;0,280005050589405;-0,0558879264737552;0,0173011884460613;0,0862859621847255;0,275394966110801;0,00218759258762425;0,529187080856116;0,0330610123742281;0,0169803328210744;0,0547739868748109;0,00194559149582977;0,000183474694795026;0,0565771808027813;0,212957245259644;0,00180066661285709;0,463641859945059;0,0321221358526535;0,0191101506711498;0,06713433674216;0,00267453919320744;0,000256309583971412;0,143725575336518;1,2930214845999;0,240295444741566
"classe 8";-0,629976566875674;1,68502977786033;-1,89445611745266;-1,53660797904091;0,475674402974111;-0,179017817870461;-0,269929491333229;-0,0339697919407865;-0,105194366332681;-0,204072434179396;0,545842728941674;-0,613683574377947;-0,497763483834861;0,154088323908903;-0,0579904138902969;-0,0874400275336737;-0,0110040571259725;-0,0340762998629214;0,0519019808650757;0,314858220665546;0,37388542018094;0,231094208127995;0,0199695186377875;0,00244180458226837;0,00509761019370133;7,1982141974146e-05;0,000679254604712258;0,0376905090836721;0,269648726154371;0,340841378006343;0,22423808748819;0,0214883355086008;0,00304351699182558;0,00691964613089495;0,000109589510356057;0,00105091641698117;0,094969294708765;1,6739967842676;0,266129152835014
"classe 9";0,450299514098481;-1,55811899182439;-1,71528908906178;0,65641503157259;-0,862120354002597;-0,832183342841287;0,193015717440787;0,341939907238678;0,0656222571006247;0,16336373130948;-0,565268503205466;-0,622288092903177;0,238140183340006;-0,31276782110165;-0,301907001370684;0,070023988068544;0,124052052869661;0,0238070360754675;0,0343076335183863;0,348300246659035;0,396548894481213;0,0545597775932158;0,0848665393534677;0,068266727826061;0,00337212732148521;0,00943607174265066;0,000341981504484045;0,0235837167821469;0,282364787313582;0,342203103760748;0,0501148378288929;0,0864460375580256;0,0805466219646539;0,00433305942317264;0,0135990594754973;0,000500854548451611;0,11630792134483;1,47173049187039;0,251921869072295
"classe 10";0,300708312324341;-0,804652118729932;-0,264629028328686;0,36807841936595;0,69049553329233;1,48725630433783;-1,50922923588497;-2,72205403637771;-0,451615098296549;0,0817715274376781;-0,218808826054471;-0,0719604978110664;0,100091461841388;0,187766257639422;0,40442919172067;-0,410404284863276;-0,740207394341738;-0,122807567626512;0,0124628386197428;0,0756671118005127;0,00768838914706479;0,0139744449118054;0,0443466422534124;0,177615550366078;0,167945097741649;0,487105955064524;0,0131939700952113;0,00622618279896151;0,0445807447252646;0,00482176416623937;0,00932849775518012;0,0328286291459148;0,15230095896159;0,156834433593414;0,510181240396117;0,0140432590211796;0,0688542894361392;1,6306439299784;0,183083529885037
