"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"vigueur";1;1;0,259;1;1;1;0,006;1;1;1
"venir";0,018;1;0,731;1;1;1;0,796;0,527;0,714;1
"vd";1;1;1;0;1;1;1;1;0,714;1
"tôt";0,512;0;1;0,466;1;0,805;1;1;1;1
"tribunal";1;1;1;1;1;1;0,001;0;1;1
"travers";1;1;1;0,56;1;0,917;1;1;0;1
"transport";1;0,628;0,055;1;1;1;1;1;0,572;0,278
"transformer";1;1;1;0,466;0,031;1;1;1;0,17;0,031
"traitement";1;1;0,001;1;0,576;0,019;1;1;1;1
"tendance";1;0;1;1;1;0,386;1;1;1;1
"température";1;1;1;0;1;1;1;1;1;1
"sujet";1;1;1;0,73;0,006;1;0,011;1;1;0,748
"stratégie";1;0,492;1;1;1;1;0;1;1;0,748
"soin";1;0,775;0,731;1;0,015;1;0,141;1;1;1
"sentir";1;0,299;0,972;0,56;1;0,917;0,04;1;1;1
"répondre";1;1;0;1;1;1;0,224;0,642;1;1
"régime";1;1;1;0,167;1;1;0,029;1;0,415;1
"russe";1;1;1;0,079;1;1;1;0,001;1;1
"rices";1;0,017;1;1;1;0,805;0,224;0,642;1;1
"retraite";0,7;1;0;0,648;1;1;1;0,844;1;1
"rejeter";1;1;1;1;1;1;0;0,023;1;1
"quotidien";1;0,209;1;0,466;1;0,008;1;1;0,841;1
"position";1;1;1;0,648;1;1;0;0,844;1;0,665
"plateforme";0,609;1;1;1;1;1;1;0,006;1;0,055
"part";0,512;1;0,859;1;1;0,805;0,224;1;0,841;0,482
"parent";1;1;1;1;1;0,001;0,318;1;1;0,576
"officiellement";0,609;1;1;1;1;0,917;0;1;1;1
"obtenir";1;1;1;0,267;0,278;1;0,648;1;0,572;0,278
"nécessiter";1;0,492;0;0,73;1;1;1;1;1;0,748
"new";0,301;1;1;1;1;1;1;0,404;0,051;0,278
"naissance";1;0;1;1;0,576;0,917;1;1;1;1
"motion";1;1;1;1;1;1;0;1;1;1
"moment";1;0,904;1;0,466;0;1;1;1;0,841;0,482
"ministère";1;1;0,587;1;1;1;1;0;1;1
"midi";1;0,775;0,731;0,013;1;1;0,796;0,527;1;1
"meilleur";0,008;0,492;1;1;1;1;1;1;0,006;0,748
"manifester";1;1;1;0,267;0,005;1;0,074;1;1;1
"léman";1;1;1;0,267;1;1;1;1;1;0
"long";0,194;1;1;1;0,001;1;1;1;0,415;1
"jouer";0,101;1;1;0,08;0,665;1;1;1;1;0,087
"interroger";0,609;0,002;1;1;0,576;1;1;1;1;0,576
"installer";1;1;0,11;0,368;1;0,68;1;1;1;0,015
"image";0,609;1;1;0,56;0;1;1;0,748;1;1
"garder";1;0,492;1;0,73;0,748;1;0,112;0,237;1;1
"fête";1;0,017;1;0,466;1;0,805;1;1;1;0,031
"froid";1;1;1;0;1;1;1;1;1;0,665
"football";0;1;1;1;0,748;1;1;0,932;1;1
"fan";0,004;1;1;0,08;1;1;1;1;1;0
"exprimer";0,409;1;1;0,368;0,381;1;0,796;0,527;0,714;1
"environnement";1;1;0,11;0,368;0,381;1;1;0,527;0,714;1
"entraîner";1;1;1;0,56;0,576;0,917;1;0;1;1
"emji_feu";1;1;1;0,004;1;0,54;1;0,017;1;1
"dénoncer";1;1;1;1;1;1;0;0,844;1;1
"difficile";0,862;0;1;1;1;0,472;0,617;1;1;1
"culturel";1;0,628;0,587;1;1;1;0,648;1;1;0,005
"continuer";0,609;1;0,972;1;1;0,917;0,318;0,748;0,954;0,576
"conserver";1;1;0;1;0,665;1;1;0,844;1;0,665
"conflit";1;1;1;1;0,176;0,388;1;0,005;1;1
"concevoir";1;0,775;0,731;1;1;1;1;0,527;0,714;0,015
"comprendre";1;0,394;1;0,08;0,087;1;1;1;1;1
"comité";1;1;0,262;1;0,576;1;0,04;1;0,248;1
"carte";1;0,394;1;0,648;0,665;1;1;1;0,333;0,665
"carrière";0;1;1;1;1;1;1;1;0,001;1
"bilan";1;0,775;0,11;0,368;0,381;1;1;0,527;1;1
"augmentation";1;0;1;1;1;0,386;0,517;1;1;1
"arrivée";0,101;0,394;1;1;1;1;1;1;0,333;0,087
"appeler";1;0,068;1;1;1;0,54;0,648;1;0,572;1
"adopter";1;1;1;1;1;1;0;0,023;1;1
"actuel";1;1;0,003;1;1;1;0,005;0,844;1;1
"accès";1;0,01;1;0,73;0;1;1;1;1;1
"étudiant";1;1;1;1;0,055;0,917;0,318;1;0,954;0,576
"établir";1;0,299;0,262;1;0,576;1;1;1;0,024;1
"électronique";1;1;0,972;1;1;0,221;0,002;0,748;1;1
"voiture";0,512;1;0,18;0,466;1;0,805;0,927;1;1;0,482
"visible";1;0,025;1;1;0,176;1;1;0,275;1;1
"union";1;1;1;1;0,015;0,68;0,141;0,527;1;1
"traditionnel";1;0,209;1;1;0,031;1;1;1;0,841;0,031
"terme";1;0,775;1;1;0;1;1;1;1;1
"sud";1;0,005;1;0,079;1;1;1;1;1;1
"ssr";1;1;0,35;1;1;1;0;1;1;1
"spécial";1;0,628;1;0,267;0,278;1;1;1;0,572;0,278
"siège";1;1;0;1;1;1;1;1;1;1
"scientifique";1;1;1;1;0,001;0,001;1;1;0,954;1
"réponse";1;1;0,972;1;0,055;0,001;1;0,748;1;1
"récemment";1;0,299;0,972;1;1;0,917;0,04;1;0,954;1
"réaction";1;1;0,262;1;0,576;0,917;0,002;1;1;1
"romain";1;1;1;1;0,665;1;1;1;0,002;0,087
"rapide";0,409;1;1;1;0;0,68;0,796;1;1;1
"programme";1;1;0,262;1;1;0,917;0,318;1;0,248;1
"privé";1;0,394;1;1;0,665;1;0,005;1;1;1
"positif";0,784;0,492;1;0,115;0;1;1;0,932;1;1
"parlementaire";1;0,775;1;0,368;1;1;0,007;0,527;1;1
"oms";1;0,036;1;1;1;0;1;1;1;1
"occasion";1;1;1;1;0,087;1;1;0,844;0,333;0,003
"objet";1;0,628;1;1;1;0,54;0,648;1;0,051;1
"nord";1;0,463;1;0,001;1;1;1;1;0,415;1
"nom";0,038;1;1;1;1;0,805;0,224;1;0,841;0,482
"médical";1;1;1;1;0;1;1;1;1;1
"mouvement";1;1;1;1;1;1;0,002;1;0,572;0,278
"liberté";1;1;0,972;1;0,576;0,917;1;0,122;0,248;1
"juin";0,301;1;0,587;0,267;1;0,54;1;1;1;0,278
"italien";0,101;0,394;1;0,648;1;1;1;1;0,333;1
"intelligence";1;1;1;0,079;1;1;1;1;0,249;0,085
"inspirer";1;1;1;1;0,665;0,301;1;0,844;1;0
"inscrire";0;1;1;1;1;1;0,007;1;1;1
"initier";1;1;0,587;1;1;1;0,002;0,404;1;1
"information";1;1;1;1;0,087;0,037;0,416;0,176;1;1
"imposer";0;0,492;1;1;0,748;1;0,517;1;1;1
"futur";0,409;1;0,731;1;1;0,088;1;0,527;1;0,381
"explorer";1;1;1;1;1;1;1;1;0;0,006
"emji_voiture";1;0,002;1;1;1;0,917;0,318;0,748;1;1
"emji_symbole_d_interdiction";1;1;1;1;1;0,221;0;1;0,954;1
"emji_stéthoscope";1;1;1;1;0,001;0,019;1;1;1;1
"emji_micro";1;1;1;1;1;1;1;0,932;0;0,748
"emji_hôpital";1;1;0,859;1;0,482;1;0;1;1;1
"emji_graphique_en_hausse";1;0,004;1;1;1;1;1;1;0,045;1
"emji_drapeau_royaume_uni";0,784;1;1;1;1;1;1;0,932;0;1
"départ";0,609;1;0;1;1;1;1;0,748;1;1
"durable";1;0,628;1;1;0,278;1;0,648;0,404;0,572;1
"double";0,609;1;0,972;1;1;0,221;0,002;1;1;1
"dossier";1;1;1;1;1;1;0,071;0;1;1
"domaine";1;1;1;0,05;0,576;1;1;0,748;0,954;0,055
"culture";1;1;1;1;1;0,917;1;0,748;0,001;0,576
"coût";1;0;0,05;1;1;1;1;0,844;1;1
"considérer";1;1;1;0,648;0,665;0,002;1;0,176;1;1
"coeur";1;1;1;1;0;0,386;1;0,932;0,423;1
"climat";1;1;0,442;0,115;0,748;1;0,517;0,932;1;1
"chaîne";1;1;0,731;1;1;1;0,141;1;0,004;1
"chanson";1;1;1;1;1;0,68;1;0,527;0,102;0,015
"centaine";1;1;0,02;1;1;1;0,481;0,275;1;1
"beau";0;1;1;0,56;1;1;1;1;0,954;1
"avril";1;0,285;1;0,079;1;1;1;0,148;1;1
"avenir";1;1;1;1;1;1;0;1;1;0,665
"arrêter";1;1;0,587;1;1;1;0,648;0;1;1
"application";1;1;0;1;0,665;1;1;1;1;1
"adulte";1;0,209;1;1;1;0;1;1;1;1
"adolescent";1;1;1;1;0,665;0;1;1;1;1
"adapter";1;0,101;1;0,73;1;1;1;1;0,423;0,006
"actuellement";0,301;0,628;1;1;1;0,043;1;0,404;1;1
"activité";1;0,904;0,859;1;0,031;0,149;1;1;1;0,482
"étendre";1;1;0,859;0,028;1;0,805;0,224;1;0,841;1
"étape";0,038;1;1;0,466;1;1;0,927;0,642;1;0,031
"élève";1;0;0,972;1;1;1;0,318;1;1;1
"york";0,194;1;1;1;1;1;1;0,275;0,415;0,176
"ukrainien";0,095;0,285;1;1;1;1;1;1;1;0,085
"troisième";0,409;0;1;1;1;1;1;1;0,714;1
"travailleur";1;0,775;0,731;1;1;0,003;1;1;1;0,381
"tester";0,101;1;0,35;1;1;0,002;1;1;1;1
"test";1;1;1;1;0,015;0,003;0,796;1;1;1
"séduire";0,512;1;1;1;1;1;1;1;1;0
"sport";0,7;1;0,003;1;0,665;0,301;1;1;1;0,665
"scène";1;1;1;0,56;1;1;1;1;0;0,055
"règle";1;1;0,055;1;0,278;1;0,074;1;1;1
"romands";1;0,209;0,859;1;0,482;0,805;0,927;1;1;0,482
"renoncer";1;1;0,972;1;1;1;0,04;0,748;0,954;0,055
"remplacer";1;1;0,262;1;0,055;1;0,318;1;1;0,055
"qualifié";0,007;1;0,587;0,267;1;1;1;1;1;0,278
"présent";0,609;1;1;1;0,001;0,221;1;0,122;1;1
"propriétaire";1;1;0,001;1;1;0,917;1;1;1;0,055
"promettre";1;0,904;0,859;0,466;1;0,805;1;0,642;0,841;0,482
"prestigieux";1;1;1;1;1;1;1;1;0;1
"poursuivre";0,301;1;1;1;0,278;1;0,074;1;0,572;1
"possible";1;0,068;0,001;1;1;1;1;1;1;1
"plaindre";1;1;0,972;1;1;1;1;0;1;0,576
"pilote";1;1;0;1;1;1;0,927;1;1;1
"personnel";1;1;0,05;1;0,087;1;1;0,844;1;0,665
"performance";0,301;0,628;1;1;0,278;0,043;1;1;1;1
"patient";1;1;1;1;0;1;0,224;1;1;1
"ouverture";1;1;0,972;1;1;1;0,04;1;0,001;1
"origine";1;1;1;1;0,381;1;1;1;0,714;0
"opposition";1;1;1;1;1;1;0;0,527;0,714;1
"onu";1;0,463;1;1;1;1;0,029;0,275;1;1
"musical";1;1;1;1;1;1;0,796;1;0;1
"militaire";1;1;1;0,267;1;1;0,002;0,404;1;1
"milieu";0,512;0,904;0,18;0,466;1;0,805;0,927;1;1;1
"lutte";1;1;1;0,05;1;1;1;0,122;0,954;0,576
"londres";0,101;1;1;0,648;0,665;1;1;1;0,045;0,665
"largement";1;0,628;1;0,267;1;1;0,648;0,404;0,572;1
"large";0,512;0,904;0,859;1;1;1;0,927;0,642;1;0,031
"jean";1;1;1;0,56;1;1;0,04;1;0,024;0,576
"intervention";1;1;0,004;1;0,085;1;1;1;1;1
"instagram";1;1;1;1;0,055;0,221;1;0,748;0,248;0,576
"individu";1;1;1;0,466;0,482;0,805;1;0,642;1;0
"incident";1;0,628;0,001;1;0,278;1;1;1;1;1
"importance";1;1;0,859;1;0;0,805;1;1;0,841;0,482
"genevoise";1;0,628;1;1;1;1;0,074;1;0,572;0,278
"forme";0,512;1;0,18;1;0,482;1;0,224;1;0,841;1
"fonction";1;1;0,972;1;1;1;0;0,748;1;1
"emji_robot";1;1;1;1;1;1;1;1;0,249;0
"emji_explosion";1;0,285;1;0,079;1;1;1;1;0,249;1
"emji_drapeau_brésil";0,609;1;1;1;1;1;1;0;1;1
"emji_billet_avec_des_ailes";0,7;0,394;0,05;1;1;0,301;1;1;1;1
"détention";1;1;1;0,56;1;1;1;0;1;1
"dérouler";0,095;1;1;1;1;1;1;0,148;0,249;1
"député";1;1;1;1;1;1;0;1;1;1
"dépasser";0,301;1;0,587;1;1;1;0,074;1;0,572;1
"décrire";1;1;1;1;0;1;1;1;1;1
"décennie";1;0,775;0,731;0,368;0,381;0,68;1;1;1;0,381
"débuter";0,512;1;0,859;0,466;1;1;0,019;0,642;1;1
"domicile";0,065;1;0,262;1;1;0,221;1;0,748;1;1
"dizaine";1;0,775;1;0,368;1;0,68;0,796;0,527;1;0,381
"cérémonie";1;1;1;1;1;1;1;1;0;1
"crime";1;0,068;1;1;0,278;1;0,648;0,404;1;1
"coup";0,512;1;1;0,466;1;0,805;1;0;1;1
"contrôle";1;0,775;0,731;1;0,381;1;0,796;0,041;1;1
"confédération";1;1;0,35;1;1;1;0;0,176;1;1
"complexe";1;1;0;1;0,482;0,805;0,927;1;1;1
"communauté";1;0,775;1;0,368;0,381;0,68;1;0,527;1;0,381
"chine";1;0,628;1;1;1;1;0,002;1;0,572;1
"budgétaire";1;0,628;1;1;1;0,54;0,002;1;1;1
"brésilien";0,065;1;1;1;1;1;1;0;1;1
"blesser";0,007;0,068;1;1;1;1;0,648;1;1;1
"bienne";1;0,463;0;1;1;1;1;1;1;1
"base";1;1;0,859;1;0;1;1;1;0,17;1
"bas";1;0;1;0,368;1;0,68;1;1;1;1
"awards";1;1;1;1;1;1;1;1;0;1
"attribuer";1;0,775;1;1;1;1;1;0,041;0,004;1
"artificiel";1;1;1;0,079;1;1;1;1;0,249;0,085
"apporter";1;1;1;1;0,001;0,388;1;1;1;0,176
"améliorer";1;0,904;0,18;1;0,482;0,149;1;1;1;0,482
"amende";1;0,463;0,428;1;1;0,388;1;0,275;1;1
"allemand";0,065;1;1;0,56;1;1;1;0,122;0,248;0,576
"aider";0,512;0,017;0,859;1;0,031;1;1;1;1;1
"achat";1;0,036;0,972;1;1;0,221;1;0,748;1;0,576
"évoquer";0,301;0,628;1;1;0,278;1;1;1;0,572;0,278
"écrire";0,065;1;1;1;1;1;0,318;0,748;0,954;0,576
"vétérinaire";1;1;1;1;0,055;0;1;1;1;1
"visiteur";1;1;1;0,079;1;1;1;1;0,249;0,085
"version";1;1;1;0;1;1;0,927;0,642;1;0,482
"trouble";1;1;1;1;0,031;0;1;1;0,841;1
"traverser";0,512;1;1;0;1;1;0,927;0,642;1;0,482
"transférer";1;1;0;1;1;1;1;1;1;1
"série";1;1;1;1;0,381;1;1;0,527;0;1
"swiss";0,038;0,209;0,859;1;0,482;0,805;1;1;1;1
"super";0;1;1;1;1;1;1;1;1;0,031
"st";0,512;1;0;0,466;1;1;1;0,642;1;1
"sortie";0,512;1;1;0,466;1;1;0,927;1;0,011;0,482
"sommeil";1;1;1;1;0;0,388;1;1;1;1
"solution";1;1;1;1;0,176;0;1;1;1;1
"skieur";0,038;0;1;1;1;1;1;1;0,841;1
"siècle";1;1;1;0,368;1;0,68;1;1;0,714;0
"signer";1;1;0,259;1;1;0,229;1;0,148;1;1
"sarkozy";1;1;1;1;1;1;1;0;1;1
"régional";0,301;1;0,587;0,267;1;0,54;0,648;1;1;1
"récent";1;1;1;0,466;0,482;0,149;0,224;1;0,841;1
"remonter";1;1;1;0;1;0,149;1;1;1;0,031
"rejoindre";0,301;1;0,587;1;1;1;0,648;1;0,572;0,278
"refuser";1;1;1;1;0,482;1;0;1;1;1
"reconnaître";1;0,628;1;1;1;0,043;0,648;0,404;1;1
"rare";1;1;1;1;1;1;1;1;0,102;0
"rapporter";1;0,463;1;1;1;1;1;1;0,018;0,176
"pénal";1;0,775;1;1;1;1;0;1;1;1
"prévention";1;0;1;1;1;1;0,796;1;1;1
"production";1;0,285;0,004;1;1;1;1;1;1;1
"procédure";1;0,628;0,055;1;0,278;1;1;0,404;1;1
"pression";1;1;0,027;1;1;0,221;1;0,748;1;1
"pousser";1;0,775;0,004;1;0,381;1;0,796;1;1;1
"pluie";0,001;1;1;0,167;1;0,388;1;1;1;1
"piste";0,609;0;1;1;0,576;1;1;0,748;1;1
"perturber";1;1;1;1;0,085;1;0,006;1;1;1
"parmelin";1;1;1;1;1;1;0;1;1;1
"outil";1;0,775;0,731;1;0,381;0,003;1;1;1;1
"noir";1;1;0,18;0;1;1;1;1;0,841;1
"nobel";1;1;1;1;1;1;1;1;0;1
"médecin";1;0,904;1;1;0;0,149;1;1;1;1
"modèle";0,609;1;1;0,56;0,001;0,019;1;1;1;1
"milan";1;0,628;0,587;1;1;0,043;1;1;0,572;1
"mars";1;1;0,859;0,028;1;1;0,224;1;0,17;1
"manière";0,409;1;1;0,013;1;1;0,796;0,527;1;0,381
"magasin";1;1;0;0,466;1;1;0,224;1;1;1
"louvre";1;1;1;1;1;1;1;0;0,954;1
"livre";1;1;0,055;0,267;1;1;1;0,404;0,572;1
"limiter";1;0,628;0,055;1;0,278;1;1;0,404;1;1
"inviter";1;1;1;0,004;1;1;0,648;1;1;0,005
"introduire";1;0,628;0,587;1;1;1;0,648;1;0,051;1
"interrompre";0,095;0,285;1;1;1;1;1;0,148;1;1
"impliquer";1;1;0,859;1;1;0;1;0,642;1;1
"guy";1;1;1;1;1;1;0;1;1;1
"gros";0,409;1;1;1;1;0,68;0,141;0,527;0,714;1
"geste";1;1;1;1;0,576;0,019;1;1;0,954;0,055
"gall";0,065;1;0,027;1;1;1;1;1;1;0,055
"frontière";1;1;1;1;1;1;0,029;0,275;1;0,176
"fribourgeois";0,609;1;0,262;1;0,576;0,917;0,04;1;1;1
"fm";1;1;1;1;1;1;0;1;1;1
"fille";1;1;1;0,466;0,482;0,805;1;0;1;1
"festival";1;0,463;1;1;1;1;0,481;0,275;0,415;1
"extrême";1;1;1;0,079;1;1;0,299;0,148;1;1
"entrée";0,301;0,628;1;1;1;1;0,648;0,404;0,572;1
"engager";1;1;0,859;1;1;0,805;0,019;0,076;1;1
"emji_téléviseur";0,301;1;1;1;1;1;0,648;1;0,001;1
"emji_palette_de_peinture";1;1;1;1;1;1;1;1;0;1
"emji_ordinateur_portable";1;1;0,859;1;1;0,149;0,224;0,642;0,841;1
"emji_monument_classique";1;1;1;1;0,576;1;1;0,748;0,248;0,001
"emji_maison";1;0,13;0,731;1;1;0,088;1;0,527;1;1
"emji_loupe_orientée_à_gauche";1;1;1;1;0,381;0,68;0,141;0,041;1;1
"défi";1;1;0,587;1;0,278;1;0,648;1;0,051;1
"défendre";1;1;1;1;1;0,54;0,002;0,404;1;1
"dédier";1;1;1;1;1;1;1;1;0;1
"décès";1;0,775;0,11;1;1;0,003;1;1;1;1
"déclencher";1;1;1;0;1;0,229;1;1;1;1
"donnée";1;0,299;0,972;0,05;1;0,221;1;0,748;1;1
"direction";1;0,628;0,055;1;0,278;1;1;1;0,572;1
"côté";0,409;1;1;0,368;1;1;1;1;0,004;0,381
"célébrer";0,409;1;1;1;1;1;1;0,527;0;1
"condamner";1;1;1;1;1;1;0,224;0;1;1
"commission";0,512;1;1;1;0,482;1;0;1;1;1
"commercial";1;1;1;0,079;0,085;1;1;0,148;1;1
"cinéma";1;1;1;0,466;1;1;1;1;0;1
"cible";1;0,463;1;1;1;1;1;0,005;1;0,176
"chinois";1;1;0,428;1;1;0,388;1;0,005;1;1
"cave";1;1;1;1;0,278;1;1;1;0;1
"brésil";1;1;1;1;1;1;0,927;0;0,841;0,482
"blanc";1;0,463;1;0,167;0,176;1;1;1;0,415;1
"bientôt";1;0,775;1;1;0,381;0,68;0,141;0,527;1;1
"bain";1;1;1;0,167;1;0,388;1;1;0,415;0,176
"assurance";1;0;0,859;1;1;1;1;1;1;1
"arme";1;1;1;1;0,085;1;0,299;0,148;1;1
"argent";1;1;1;1;0,482;0,149;0,927;1;0,17;0,482
"annuel";1;0,299;0,027;0,56;1;1;1;1;1;0,576
"amateur";0,301;0,628;1;1;1;1;1;1;0,001;1
"album";1;1;1;1;1;1;1;1;0;0,482
"al";1;1;1;0,004;0,278;0,54;1;1;0,572;1
"accessible";1;1;0,18;0,466;1;0,805;1;1;0,841;0,031
"évaluer";1;0,775;0,004;1;1;1;1;0,527;0,714;1
"époux";1;1;0,11;1;1;1;1;0,001;0,714;1
"échange";1;1;0,428;1;1;0,388;1;0,275;0,415;1
"yodel";1;1;1;1;1;0,229;1;1;0,249;0,085
"véhicule";1;0,025;0,02;1;1;1;1;1;1;1
"vraiment";1;1;0,587;0,267;1;0,54;1;1;1;0,005
"vivre";1;1;0,731;1;0,381;0,088;0,796;0,527;1;1
"visite";1;1;1;0,001;1;1;0,481;1;1;0,176
"vendre";1;1;0,18;0,466;0,482;0,805;1;1;0,841;0,482
"vaste";1;0,463;1;0,167;1;1;0,481;1;0,415;1
"valider";0,409;0,775;0,004;1;1;1;0,796;1;1;1
"témoigner";1;0,628;1;1;0;1;1;1;1;1
"travailler";1;1;1;1;1;0,229;1;1;1;0
"transporter";1;1;1;1;1;0;1;1;1;1
"tradition";1;0,775;1;1;1;1;1;1;1;0
"tourner";1;1;0,731;1;0,381;0,68;1;1;1;0
"touriste";1;0,068;0,001;1;1;1;1;1;1;1
"total";0,301;0,068;0,587;1;1;0,54;1;1;1;1
"théâtre";1;1;0,259;1;1;1;1;1;1;0
"texte";1;1;1;1;1;1;0;1;0,841;1
"terminer";0,007;1;1;0;1;1;1;1;1;1
"tenter";1;1;0,587;1;0,278;1;0,648;0,404;0,572;1
"tension";1;0,628;1;0,267;1;0,043;0,648;1;1;1
"survenir";1;1;0,259;0,079;1;1;1;0,148;1;1
"supérieur";1;0,775;1;0,368;0,381;0,68;0,796;0,527;1;1
"supprimer";1;1;0,012;1;1;0,805;0,224;0,642;1;1
"supplémentaire";1;0,209;0,18;0,028;1;1;0,927;1;1;1
"statistique";1;0;0,859;0,466;1;1;1;1;1;1
"spectaculaire";1;1;1;1;0,278;1;1;0;0,572;1
"source";1;1;1;1;1;1;0,648;0;1;1
"soupçonner";1;1;1;1;1;1;1;0;1;1
"sondage";1;0,904;1;1;1;0,149;0,019;1;0,841;1
"science";1;0,904;0,859;0,466;1;0,805;1;1;0,011;1
"sauvage";1;0,006;1;1;0,381;0,68;1;1;0,714;1
"satellite";1;1;1;1;0,001;0,388;1;1;0,415;1
"salaire";1;0,628;1;1;1;0,54;0,002;1;1;1
"réserver";1;0;1;0,466;1;0,805;1;1;1;1
"réclamer";1;1;1;1;0,176;1;0,481;0,005;1;1
"réalité";1;1;1;1;0,381;0,088;1;0,041;1;0,381
"rue";1;1;1;1;1;1;0;0,275;1;1
"route";1;0,068;1;1;0,278;0,54;1;0,404;1;1
"représentant";1;1;0,259;1;1;1;1;0,001;1;1
"refléter";1;0,002;1;1;0,278;1;1;0,404;1;1
"qualifier";0,194;0,463;1;1;1;1;1;0,275;1;0,176
"père";1;0,628;0,055;1;1;1;0,648;1;0,572;1
"présence";1;0,13;0,731;0,368;0,381;1;1;1;0,714;1
"préparer";0,301;1;1;0,004;1;1;1;0,404;1;0,278
"provenir";1;1;0;1;1;1;1;1;0,714;0,381
"propos";1;1;1;1;1;0,54;1;0;0,572;1
"prolonger";1;1;0,11;1;1;0,68;0,141;1;0,714;1
"problème";1;1;1;1;0,381;0;1;1;0,714;1
"pratique";1;0,628;1;0,267;0,278;0,043;1;1;1;1
"plonger";1;1;1;0,368;1;1;1;0,527;0,102;0,015
"plateformes";1;0,775;0,731;1;1;1;1;1;0,714;0
"placer";1;1;0,859;1;1;1;1;0;1;1
"pièce";1;0,209;1;0,466;1;0,805;1;1;1;0
"physique";1;1;1;1;0;0;1;1;1;1
"philippe";1;1;0,731;1;0,381;1;1;1;0,004;0,381
"personnalité";1;1;1;0,466;1;0,805;0,224;0,642;0,17;1
"percevoir";1;0,904;1;1;1;0;1;1;1;1
"penser";0;1;1;0,368;1;0,088;1;1;1;1
"partiel";1;1;0,004;0,368;0,381;1;1;0,527;1;1
"participant";1;1;1;1;1;0,68;0,796;0,527;0,004;1
"parcours";0;1;0,859;1;0;1;1;1;1;1
"opération";1;0,463;0,428;1;0,176;1;1;0,275;1;1
"of";1;1;1;1;1;1;1;1;0;1
"odermatt";0;1;1;1;1;1;1;1;1;1
"observer";1;0,068;1;1;0,278;0,043;1;1;1;1
"obligatoire";1;0;1;1;1;0,805;0,927;1;1;1
"nécessaire";0,194;1;0,428;1;1;0,388;1;1;0,415;1
"météorologique";1;0,463;1;0;1;1;1;1;1;1
"médicament";1;1;0,18;1;0,031;0,149;1;0,642;1;1
"municipal";1;1;1;1;0,176;1;0;1;1;1
"moyen";1;0,068;0,587;1;0,278;1;0,648;1;1;1
"montant";1;1;0;1;1;1;1;1;1;1
"mobiliser";1;1;1;1;1;1;0,002;0,404;0,572;1
"mission";1;1;0,428;1;0,176;1;1;0,275;1;0,176
"mineur";1;0,628;1;0,267;0,278;0,54;1;0,404;1;1
"menace";1;1;1;1;0,085;1;0,299;0,148;1;1
"maurice";1;1;0,055;1;1;1;0,002;1;1;1
"massif";1;1;0,428;1;1;1;0;1;1;1
"marco";0;1;1;1;1;1;1;1;1;1
"mai";0,301;1;1;0,267;0,278;1;1;0,404;0,572;1
"magazine";0,512;1;0,859;1;0,482;0,008;1;1;1;0,482
"légende";0;1;1;1;1;0,68;1;1;0,714;1
"lumière";1;1;1;1;0,278;0,54;1;1;0,001;1
"logement";1;0,025;1;1;1;0,388;1;1;1;0,176
"kilomètre";0,301;0,628;1;0,267;1;0,54;1;0,404;1;1
"jeffrey";1;1;1;1;1;1;1;0;1;1
"italie";0,409;0,775;1;0,013;1;0,088;1;1;1;1
"intérieur";1;1;1;1;1;0,68;0,796;0,001;1;0,381
"interdiction";1;1;0,731;1;1;0,68;0,007;0,527;1;1
"infrastructure";1;1;0,004;1;0,381;1;0,796;1;1;0,381
"incendie";1;1;1;0,079;1;1;1;0,148;0,249;1
"illégal";1;0;1;1;1;1;1;0,002;1;1
"ices";1;0,904;0,012;1;1;0,149;1;1;0,841;1
"génération";1;0,463;0,02;1;1;1;1;1;1;0,176
"grève";1;0,285;1;1;1;1;0,006;1;1;1
"grippe";1;0;1;1;1;1;1;1;1;1
"frère";0,409;1;1;1;1;0,68;1;0,041;0,102;1
"fondation";1;1;1;0,466;1;1;1;1;0,17;0
"faveur";1;1;1;1;1;1;0;1;1;1
"exposition";1;1;0,428;0,167;1;1;1;1;0,415;0,176
"exemple";1;1;0,012;1;0,482;0,805;0,927;1;1;0,482
"exceptionnel";1;0,628;1;0,267;1;1;1;0,404;1;0,005
"espérer";1;0,463;1;0,167;1;0,388;1;1;1;0,176
"epstein";1;1;1;1;1;1;1;0;1;1
"envisager";1;0,025;1;1;1;1;1;0,275;0,415;1
"ensemble";1;0,628;1;1;0,278;0,54;1;1;0,572;0,278
"engagement";1;0;1;1;1;1;1;1;0,17;0,482
"employé";1;0;0,012;1;1;1;1;1;1;1
"emji_poignée_de_main";1;1;1;1;0,381;0,68;0,007;1;0,714;1
"emji_pilule";1;0,775;0,731;1;0,015;0,68;0,796;1;1;1
"emji_appareil_photo_avec_flash";1;1;1;1;1;1;0,927;1;0;1
"effort";1;0,775;0,11;1;1;1;0,141;1;0,714;1
"défense";1;1;0,428;1;1;1;0,481;0,275;0,415;1
"discussion";1;1;1;1;1;1;0,029;0,005;1;1
"croissance";1;1;0,587;1;0,278;0,54;1;1;0,051;1
"contrôler";1;1;1;1;0;0,388;1;1;1;1
"concours";1;1;1;1;1;1;1;1;0;1
"compter";0,409;1;0,731;1;1;0;1;1;1;1
"composer";1;1;1;1;1;1;0,299;0,148;0,249;1
"comportement";1;1;1;1;1;0;1;1;1;1
"compagnie";1;0,628;0,587;1;0,005;0,54;1;1;1;1
