"";"";"";"";"*postLikes_8100";""
"1";"*postLikes_8100";"1.66670814666931";"-0.126739055328836";"2.96151091587789";"3"
"2";"*postReposts_146";"1.57781781109618";"-0.00757512090604071";"2.65646896812768";"5"
"3";"*postDate_13-10-2025";"1.24390036306834";"-0.0135328943368721";"2.51324771958134";"7"
"4";"*postComments_453";"2.48586434247746";"0.267987158195652";"2.45968458877758";"11"
"5";"*postDate_9-10-2025";"1.58770789124922";"0.00837831415039233";"2.35951600090644";"13"
"6";"*i_0249";"2.3318020661154";"0.178974266294347";"2.28311581264583";"14"
"7";"*postComments_492";"2.3318020661154";"0.178974266294347";"2.28311581264583";"15"
"8";"*postReposts_94";"2.3318020661154";"0.178974266294347";"2.28311581264583";"16"
"9";"*postLikes_5400";"-1.09726045997398";"0.462888554383926";"2.18104619108452";"19"
"10";"-*eitan_s_1999";"2.83419263275059";"0.451691533566861";"2.17899997758802";"20"
"11";"*postComments_1100";"1.4905302301584";"-0.0259207320445481";"2.15798451581414";"23"
"12";"*i_0069";"1.39375432722385";"0.0711974561496438";"2.01556860430659";"25"
"13";"*postComments_929";"1.39375432722385";"0.0711974561496438";"2.01556860430659";"26"
"14";"*commentDate_13-10-2025";"1.1308164361646";"-0.130539517501471";"1.98524519947905";"27"
"15";"*commentDate_14-10-2025";"1.14438635216156";"-0.0289422128475327";"1.94056269003489";"29"
"16";"*i_0064";"2.31760651506295";"-0.0180412252217557";"1.90979552806353";"30"
"17";"*postComments_381";"2.31760651506295";"-0.0180412252217557";"1.90979552806353";"31"
"18";"*i_0278";"-1.23959422746258";"0.597659424012899";"1.90657417990841";"32"
"19";"*postComments_380";"-1.23959422746258";"0.597659424012899";"1.90657417990841";"33"
"20";"*i_0231";"2.37007472399829";"0.289063883751402";"1.8626559188786";"36"
"21";"*postComments_273";"2.37007472399829";"0.289063883751402";"1.8626559188786";"37"
"22";"*postReposts_376";"2.37007472399829";"0.289063883751402";"1.8626559188786";"38"
"23";"*i_0150";"2.58478336556127";"0.162209713288177";"1.83701661723581";"39"
"24";"*postComments_326";"2.58478336556127";"0.162209713288177";"1.83701661723581";"40"
