emji_visage_riant_aux_larmes;575;4576;100;76;49;438;644
emji_visage_souriant_avec_yeux_en_forme_de_coeur;2145;76;20;26;2;63;100
emji_coeur_rouge;2125;56;57;20;6;86;183
emji_applaudissements;919;39;20;14;3;53;108
voir;111;216;140;36;52;429;965
emji_se_rouler_par_terre_de_rire;79;710;14;12;18;62;105
époque;283;151;43;51;36;234;910
aller;52;260;126;28;44;532;593
beau;752;103;63;21;10;153;409
aimer;172;317;100;18;8;140;461
suisse;93;551;38;19;17;263;264
femme;121;50;24;2;12;114;847
emji_visage_qui_pleure;284;69;59;25;14;113;296
parler;73;181;49;9;45;109;680
emji_visage_souriant_avec_coeurs;635;19;16;14;1;20;42
enfant;84;45;22;51;8;98;745
homme;115;31;35;2;8;61;772
vie;141;52;59;10;8;123;651
souvenir;541;83;19;73;14;163;128
petit;130;170;101;26;22;159;403
gens;36;71;79;4;39;160;601
emji_feu;570;25;7;3;2;44;52
année;90;103;43;52;13;304;365
emji_visage_souriant_avec_une_goutte_de_sueur;60;524;30;15;14;72;138
temps;66;62;37;26;9;184;500
tellement;344;103;41;27;8;77;297
emji_mains_levées;566;26;5;3;3;24;59
penser;37;144;60;7;23;104;488
monde;46;47;41;16;19;144;542
emji_mains_en_prière;496;16;17;4;3;32;77
comprendre;70;82;49;11;18;64;528
vrai;124;109;43;12;16;106;397
chose;29;74;45;14;13;97;521
grand;119;85;35;9;7;132;349
passer;34;68;31;33;12;263;293
français;43;304;6;7;26;78;202
prendre;21;117;67;17;16;215;256
connaître;36;102;23;51;27;106;366
jour;35;67;51;37;8;286;198
adorer;313;133;32;32;5;52;126
vraiment;84;68;45;18;7;91;378
emji_visage_faisant_un_clin_d_oeil;50;216;26;18;16;106;225
changer;37;56;31;15;57;95;384
vivre;39;46;37;9;3;94;396
trouver;31;80;47;13;13;115;326
jeune;50;31;11;10;15;87;403
venir;21;126;71;7;18;185;182
emji_visage_avec_bouche_ouverte;159;75;26;13;2;49;102
mettre;15;62;47;24;16;218;201
magnifique;479;7;8;4;1;22;55
donner;28;36;84;15;12;105;242
vidéo;41;57;19;10;10;106;284
france;5;200;27;14;24;106;133
emji_visage_qui_pleure_à_chaudes_larmes;39;200;15;2;5;18;46
emji_pouce_vers_le_haut;293;26;8;6;2;23;29
raison;115;22;44;0;15;51;235
animal;34;2;365;0;0;10;34
exister;24;44;42;13;19;64;262
rester;20;52;49;4;20;118;206
jouer;104;26;4;214;2;48;62
devenir;36;37;35;5;12;96;245
seul;10;40;56;31;9;70;238
fois;18;98;19;12;4;130;163
commentaire;12;45;18;4;17;18;333
accent;75;312;0;1;0;10;26
emji_visage_souriant_avec_yeux_rieurs;178;53;11;14;5;71;101
demander;7;39;20;7;11;98;236
question;7;18;17;6;12;32;329
dieu;62;24;12;5;3;16;274
mot;19;107;9;2;78;39;139
appeler;4;99;24;12;145;39;77
chat;31;22;269;0;2;10;24
école;35;33;3;71;0;54;190
emji_visage_avec_des_étoiles_à_la_place_des_yeux;266;5;2;5;0;12;11
regarder;29;34;18;9;11;115;174
sentir;15;34;17;4;24;49;245
humain;25;5;150;4;1;27;150
utiliser;0;166;14;10;35;45;91
bidet;17;312;0;0;0;6;12
apprendre;12;23;13;32;11;32;234
vieux;21;70;14;4;9;63;175
meilleur;113;48;22;15;5;51;103
fille;22;39;4;35;9;27;222
entendre;28;81;8;3;17;32;187
dernier;78;35;9;4;2;62;166
arriver;13;46;20;16;7;84;171
ca;14;42;30;12;21;43;168
emji_visage_souriant_aux_yeux_rieurs;45;143;11;9;5;38;65
nom;6;30;2;4;106;43;126
manger;5;72;193;1;5;24;27
premier;18;52;14;6;8;83;142
parent;8;34;5;7;4;40;221
respect;80;1;12;4;6;14;207
coup;5;57;21;6;14;122;100
jeu;75;15;4;120;2;35;55
reportage;135;33;6;2;3;50;90
tête;10;31;4;5;160;35;63
archive;117;36;5;3;1;70;82
emji_drapeau_suisse;162;24;2;3;3;21;24
super;83;36;14;13;3;70;84
pays;18;49;8;4;4;135;83
cas;6;38;17;4;13;46;181
problème;6;17;34;6;13;44;174
pareil;26;89;26;6;8;28;123
moment;48;20;10;7;11;49;160
heureux;50;10;25;2;0;30;177
arrêter;4;20;23;10;8;94;133
manquer;33;40;15;0;5;24;176
accord;36;19;15;2;8;30;105
pauvre;9;30;67;3;3;53;126
fin;15;42;5;5;6;115;99
malheureusement;10;9;58;6;7;51;141
emji_visage_en_pleine_réflexion;5;39;16;4;4;37;139
niveau;3;10;7;25;5;47;173
incroyable;113;28;5;5;3;43;83
génial;185;15;4;7;0;26;39
emji_étincelles;161;5;2;2;0;7;21
père;18;49;1;6;2;60;131
besoin;6;30;63;3;4;53;109
renard;34;1;225;0;0;0;2
génération;17;18;5;4;8;13;197
laisser;7;9;35;7;1;53;153
hiver;30;183;8;1;0;21;13
plutôt;3;53;23;7;3;44;133
classe;31;17;1;29;2;24;151
sûr;10;24;17;4;8;39;161
heure;30;26;9;40;3;70;64
coeur;92;19;24;15;1;26;80
touchant;200;0;2;0;0;6;54
etc;3;27;41;12;5;65;84
blanc;2;44;8;1;118;24;37
oublier;9;45;10;7;4;74;103
emji_coeur_cartes;135;2;4;1;0;7;3
maison;6;58;20;26;3;58;68
laver;2;214;0;0;1;7;12
genre;13;19;11;7;8;40;146
âge;27;14;6;5;3;10;182
rendre;7;8;36;3;5;54;129
emji_visage_roulant_des_yeux;5;44;11;5;10;28;115
part;6;39;14;4;2;51;130
mère;14;30;16;4;3;33;140
air;15;35;24;6;2;48;116
plaisir;47;11;26;2;3;16;138
écouter;28;13;0;3;9;24;158
travailler;5;15;7;6;0;87;113
simple;26;15;10;7;4;16;162
triste;18;6;9;3;3;27;174
perdre;8;31;15;8;4;58;113
mignon;169;4;21;1;2;15;28
emji_visage_retenant_ses_larmes;150;4;2;1;0;7;31
travail;13;16;6;2;4;122;62
genève;10;113;5;2;2;63;29
ami;27;19;13;8;6;55;95
rappeler;50;46;7;13;2;74;41
rire;29;117;2;3;4;17;47
importer;1;22;26;12;4;43;119
gros;10;52;9;4;13;52;80
amour;54;9;33;0;4;23;92
revenir;17;28;8;4;1;71;80
famille;14;14;17;6;7;51;112
droit;4;8;9;6;10;49;131
emji_chat_souriant_aux_yeux_en_coeurs;109;0;5;0;0;2;4
sortir;3;37;8;8;9;71;88
histoire;24;25;7;2;10;35;112
côté;5;57;13;7;5;40;95
partie;8;46;17;5;2;35;103
nourrir;9;0;183;0;0;7;11
enfance;131;14;2;16;4;14;41
retrouver;43;19;15;3;4;93;43
réponse;16;15;3;10;5;11;154
fou;16;46;13;4;4;19;113
heureusement;2;44;24;2;3;27;114
toilette;0;188;1;0;0;8;2
répondre;5;9;5;19;5;11;154
espérer;32;14;18;2;0;29;117
écrire;4;16;3;14;6;32;135
garçon;42;6;1;18;2;13;126
lire;2;12;0;5;6;26;156
ancien;28;9;6;2;7;33;124
cher;13;16;29;4;2;97;34
mec;10;39;4;4;8;81;58
préférer;15;36;26;12;6;38;75
payer;4;6;16;1;3;143;25
journée;20;23;7;2;2;83;59
pire;4;21;16;3;6;82;60
naître;8;41;5;20;9;19;101
finir;7;25;32;4;2;55;74
place;10;24;10;4;2;78;74
exactement;23;27;6;2;4;33;106
truc;6;42;14;7;7;64;59
poser;2;15;14;3;4;10;146
mdr;4;126;7;2;2;18;39
eau;5;97;25;1;1;20;38
idée;12;26;15;1;6;41;97
emji_visage_qui_hurle_de_peur;0;89;3;1;0;17;14
garder;10;19;24;7;3;32;99
façon;22;10;6;4;4;17;129
mort;2;20;24;3;3;31;97
début;7;30;3;6;0;88;55
élastique;56;10;4;82;1;17;14
nature;30;3;59;3;0;26;61
compte;6;9;9;2;5;65;88
partir;4;28;11;5;1;58;78
adorable;124;3;27;2;2;6;21
société;8;1;8;5;0;12;150
emji_renard;106;1;15;0;0;2;5
noir;6;15;8;0;119;6;16
servir;4;83;14;11;1;29;39
attendre;2;23;14;7;4;71;61
dimanche;15;12;7;12;2;112;4
bonheur;70;11;8;4;3;16;67
rts;30;34;1;1;2;73;31
acheter;5;23;50;8;5;42;40
valoir;12;68;20;1;6;33;34
mauvais;2;6;19;3;4;29;108
joli;80;25;1;0;3;21;48
