être;2193;3240;1379;557;567;3282;7204
de;1280;2013;1005;458;437;2990;5486
avoir;1103;2088;881;406;364;2465;5151
la;963;1823;729;317;252;2335;4217
et;1005;1348;851;380;315;2086;4134
les;660;1540;1038;380;254;1967;3655
le;753;1801;670;284;323;2028;3442
c;1034;1765;652;265;324;1583;3420
pas;310;1360;733;224;299;1463;3581
à;574;1006;546;319;177;1630;2941
l;550;1202;503;275;195;1412;2847
en;435;1414;509;294;204;1575;2514
ne;237;783;624;188;223;1159;3144
que;503;785;515;176;205;1207;2913
des;371;786;654;197;174;1342;2360
je;508;1113;347;235;176;1115;2309
un;518;991;472;155;200;1255;2225
on;316;948;373;221;165;1037;1893
il;451;802;416;144;151;1058;2140
d;368;548;370;147;164;975;2195
pour;457;699;457;139;142;1111;1858
j;714;1001;228;200;104;815;1529
une;482;668;317;127;181;958;1903
qui;219;550;418;85;156;940;2029
ça;362;896;312;155;216;843;1700
faire;301;673;350;158;113;991;1782
ce;481;431;311;118;136;776;1955
mais;248;653;288;81;107;695;1652
qu;236;438;319;85;94;643;1583
dans;219;597;262;136;102;816;1387
plus;221;435;305;111;68;674;1393
du;218;531;317;108;115;796;1167
vous;326;348;188;36;55;485;1113
bien;354;378;200;82;60;479;1298
dire;165;577;135;49;144;440;1168
avec;252;414;221;116;64;595;981
y;194;454;182;129;85;606;964
tout;240;321;190;50;57;495;1221
ils;182;340;309;84;53;405;900
elle;350;278;200;38;37;285;787
au;149;411;173;146;70;590;745
comme;227;313;201;64;112;382;941
si;181;224;169;45;75;374;995
se;81;358;183;37;49;438;879
tu;72;301;85;40;97;336;739
même;119;323;146;91;55;377;920
cette;409;160;139;38;37;310;927
sur;93;230;128;68;38;537;773
pouvoir;96;205;167;47;58;413;783
nous;159;209;106;57;26;342;679
aussi;209;397;111;81;45;248;570
me;185;274;83;53;47;387;603
moi;220;433;111;50;41;254;472
s;106;210;118;54;92;316;739
ou;40;242;134;49;70;368;655
bon;273;196;100;54;30;291;609
par;60;181;152;49;62;389;605
quand;79;222;132;58;44;340;615
