"";"";"";"";"*postComments_1700";""
"34";"*postLikes_30600";"0.411653792822395";"0.140758164210297";"0.88000663755035";"98"
"35";"*postDate_2-7-2025";"0.411653792822395";"0.140758164210297";"0.88000663755035";"101"
"36";"*a_0946";"-0.367860459346451";"-0.894978882962009";"0.879385526503223";"102"
"37";"*postDate_8-10-2025";"-0.367860459346451";"-0.894978882962009";"0.879385526503223";"103"
"38";"*a_0841";"-0.144113503612382";"-0.603160299442389";"0.878335005349441";"104"
"39";"*postDate_27-4-2025";"-0.144113503612382";"-0.603160299442389";"0.878335005349441";"105"
"40";"*commentDate_7-4-2023";"-0.840714736462243";"0.00603971703376283";"0.87475103124498";"106"
"41";"*commentDate_2-4-2025";"0.293930381629126";"-0.140947780394106";"0.869236378625269";"108"
"42";"*a_0494";"-0.567511839087159";"-0.236873796434632";"0.869072015905874";"113"
"43";"*postDate_26-9-2023";"-0.567511839087159";"-0.236873796434632";"0.869072015905874";"114"
"44";"*postLikes_3200";"-0.0185952908491169";"-0.224703795751134";"0.867973152775799";"115"
"45";"*postLikes_6300";"-0.250346431760291";"-0.225481985471306";"0.867187679009277";"116"
"46";"*commentDate_30-9-2025";"-0.21984851972156";"-0.323559965994706";"0.866858286784607";"117"
"47";"-*dar_0d";"-1.20476695388478";"-0.373187708696336";"0.866480885976584";"118"
"48";"*a_0948";"-0.234322467465597";"0.158887860058418";"0.863609039191856";"119"
"49";"*postLikes_33200";"-0.234322467465597";"0.158887860058418";"0.863609039191856";"120"
"50";"*postComments_266";"-0.234322467465597";"0.158887860058418";"0.863609039191856";"121"
"51";"-*_vanupied_";"-0.966867786868399";"-0.207816663376609";"0.863433674505442";"124"
"52";"*a_0843";"-0.241209487874998";"-0.00909784562355883";"0.860886219051285";"125"
"53";"*postComments_460";"-0.241209487874998";"-0.00909784562355883";"0.860886219051285";"126"
"54";"*postDate_30-4-2025";"-0.241209487874998";"-0.00909784562355883";"0.860886219051285";"127"
"55";"*commentDate_4-4-2023";"-0.938617314792395";"-0.78893720583358";"0.860575496831252";"129"
"56";"*a_0861";"-0.417432379228422";"-0.316397885553583";"0.859690671968625";"130"
"57";"*postComments_255";"-0.322391163543999";"-0.537170849396172";"0.858364768246444";"133"
"58";"*postDate_9-6-2025";"-0.322391163543999";"-0.537170849396172";"0.858364768246444";"134"
"59";"-*timi_rvt";"-1.09344465377176";"-0.482974185229976";"0.854847806122913";"135"
"60";"*commentDate_15-3-2025";"-0.0718904097247048";"-0.40747224102159";"0.851867606632701";"137"
"61";"*postLikes_19300";"-0.311481069576064";"-0.24257175945203";"0.850325664285433";"139"
"62";"*postComments_316";"-0.311481069576064";"-0.24257175945203";"0.850325664285433";"140"
"63";"*postReposts_381";"-0.311481069576064";"-0.24257175945203";"0.850325664285433";"141"
"64";"*postDate_6-10-2025";"-0.311481069576064";"-0.24257175945203";"0.850325664285433";"142"
"65";"*postReposts_38";"-0.313665898418281";"-0.264573199148938";"0.848966421269257";"143"
"66";"*a_0900";"-0.119012670601521";"-0.245267427922929";"0.84841665631128";"144"
"67";"*postComments_148";"-0.119012670601521";"-0.245267427922929";"0.84841665631128";"145"
"68";"*postReposts_85";"-0.119012670601521";"-0.245267427922929";"0.84841665631128";"146"
"69";"*postDate_29-7-2025";"-0.119012670601521";"-0.245267427922929";"0.84841665631128";"147"
"70";"*postLikes_5100";"-0.236510348764624";"-0.296208321677069";"0.846728021070434";"148"
"71";"*a_0967";"-0.508715093152251";"-0.206641744101446";"0.846535653344083";"149"
"72";"*postReposts_45";"-0.508715093152251";"-0.206641744101446";"0.846535653344083";"150"
"73";"*postDate_13-11-2025";"-0.508715093152251";"-0.206641744101446";"0.846535653344083";"151"
"74";"*postDate_28-5-2025";"-0.0542186425230786";"-0.334524689360681";"0.84642163295862";"152"
"75";"*postReposts_21";"-0.177665379083497";"-0.684570990877484";"0.846054567331735";"153"
"76";"*commentDate_5-4-2023";"0.268124811029326";"0.368939158431594";"0.84515774032327";"158"
"77";"*postDate_27-1-2025";"-0.389431372358822";"1.81799689105841";"0.844903028117148";"161"
"78";"*a_0821";"0.0327877239028819";"-0.616471290107692";"0.84442760978478";"162"
"79";"*postComments_331";"0.0327877239028819";"-0.616471290107692";"0.84442760978478";"163"
"80";"*postDate_23-3-2025";"0.0327877239028819";"-0.616471290107692";"0.84442760978478";"164"
"81";"*postLikes_5700";"-0.274965092619155";"0.088547678752039";"0.843887179829121";"165"
"82";"-*un_vent_de_couleur";"-0.381361457595385";"-0.486385923273954";"0.843201057158704";"166"
"83";"*postReposts_14";"0.0298471846060392";"-0.507399696193855";"0.842635956125489";"167"
"84";"-*_22972";"-1.07118019374916";"-0.504931480536704";"0.842015845257182";"168"
"85";"-*dylan_legal";"-1.07118019374916";"-0.504931480536704";"0.842015845257182";"169"
"86";"*postComments_67";"0.150366154558318";"0.0232729915749068";"0.840881975868413";"174"
"87";"-*harimaronnier";"-1.20476695388478";"-0.373187708696336";"0.839886797942663";"176"
"88";"*postComments_78";"-0.20890713036093";"-0.322145535300992";"0.839545403572154";"177"
"89";"*postComments_745";"0.0698168111512205";"1.19868113016862";"0.83917300365823";"185"
"90";"*postReposts_662";"0.0698168111512205";"1.19868113016862";"0.83917300365823";"186"
"91";"*commentDate_4-7-2025";"-0.229981290708199";"1.95784370020302";"0.83851021849361";"188"
"92";"*postComments_317";"0.127645731036215";"1.82810349705366";"0.838468210983176";"191"
"93";"*postDate_25-11-2024";"0.127645731036215";"1.82810349705366";"0.838468210983176";"192"
"94";"*commentDate_29-9-2025";"-0.221781849276876";"-0.142073150426747";"0.838034466768301";"193"
"95";"*postComments_155";"-0.326501860753719";"0.421886312849284";"0.838018463907183";"194"
"96";"*postLikes_21700";"1.57439941339415";"-0.496230697980721";"0.837763084915182";"196"
"97";"*postDate_20-4-2025";"1.57439941339415";"-0.496230697980721";"0.837763084915182";"199"
"98";"-*guakamoldakulu";"-0.803842034757795";"-0.151199511291335";"0.837609057376925";"200"
"99";"*postLikes_12400";"0.0374340644695885";"-0.441665070728736";"0.837143307439815";"201"
"100";"*a_0813";"-0.430486673640191";"-0.615959722057058";"0.836495524957492";"202"
"101";"*postComments_127";"-0.430486673640191";"-0.615959722057058";"0.836495524957492";"203"
"102";"*postDate_8-3-2025";"-0.430486673640191";"-0.615959722057058";"0.836495524957492";"204"
"103";"*a_0944";"0.0205705455171076";"-0.53220631753814";"0.836269817937146";"205"
"104";"*postLikes_26900";"0.0205705455171076";"-0.53220631753814";"0.836269817937146";"206"
"105";"*postComments_295";"0.0205705455171076";"-0.53220631753814";"0.836269817937146";"207"
"106";"*postReposts_597";"0.0205705455171076";"-0.53220631753814";"0.836269817937146";"208"
"107";"*postDate_5-10-2025";"0.0205705455171076";"-0.53220631753814";"0.836269817937146";"209"
"108";"*commentDate_27-3-2025";"-0.268950722750009";"0.0268074284281184";"0.836074116281396";"210"
"109";"*postLikes_23200";"1.94374956057035";"0.0943685637009252";"0.835672044395816";"212"
"110";"*postComments_278";"1.94374956057035";"0.0943685637009252";"0.835672044395816";"213"
"111";"*postDate_4-5-2024";"1.94374956057035";"0.0943685637009252";"0.835672044395816";"214"
"112";"*commentLikes_0";"0.283368816659693";"0.404852974378706";"0.835389327182739";"215"
"113";"*postComments_150";"-0.494696704789207";"0.237543836847416";"0.835120279080199";"216"
"114";"*postLikes_8500";"-0.342794182120293";"-0.0800092265364402";"0.834858899015279";"217"
"115";"*a_0423";"2.00912835031431";"0.258724037469508";"0.834840229010641";"218"
"116";"-*natachapmb";"-0.98212235365875";"-0.592760661763616";"0.834573848051621";"220"
"117";"*postReposts_41";"-0.235915449595096";"0.946066385246839";"0.833660018003219";"222"
"118";"*commentDate_12-4-2023";"-0.400563180307595";"0.211629444227977";"0.833397304366538";"223"
"119";"*commentDate_19-3-2025";"-0.24398076086436";"1.50843124977846";"0.832970894796342";"224"
"120";"*commentDate_9-7-2025";"-0.467987567603507";"2.15276249279206";"0.832874210843757";"225"
"121";"*commentDate_13-12-2024";"1.59182705152871";"-0.305765638022286";"0.832858874768519";"226"
"122";"*a_0812";"-0.631294564983817";"-0.0588457321362585";"0.832663506505709";"227"
"123";"*postLikes_3800";"-0.631294564983817";"-0.0588457321362585";"0.832663506505709";"228"
"124";"*postDate_7-3-2025";"-0.631294564983817";"-0.0588457321362585";"0.832663506505709";"229"
"125";"*postLikes_12600";"-0.0215763964025415";"1.28191822616142";"0.832604829348278";"230"
"126";"*a_0912";"0.125782138993471";"-0.127900822278502";"0.830499786325434";"239"
"127";"*postLikes_33400";"0.125782138993471";"-0.127900822278502";"0.830499786325434";"240"
"128";"*postComments_216";"0.125782138993471";"-0.127900822278502";"0.830499786325434";"241"
"129";"*postReposts_283";"0.125782138993471";"-0.127900822278502";"0.830499786325434";"242"
"130";"*postDate_17-8-2025";"0.125782138993471";"-0.127900822278502";"0.830499786325434";"243"
"131";"*commentDate_16-3-2025";"0.126891689255503";"-0.105504808374148";"0.829785992041001";"244"
"132";"-*lor_643";"-0.807812847776868";"-0.448168504104019";"0.829561951985355";"245"
"133";"-*_floflorever_";"-0.918509610737028";"-0.65549579121141";"0.8292602313747";"246"
"134";"*postComments_223";"-0.222203641264796";"0.315500663013656";"0.829107537408203";"247"
"135";"*a_0743";"-0.277929814250651";"-0.412217013089004";"0.828817152157507";"251"
"136";"*postComments_115";"-0.277929814250651";"-0.412217013089004";"0.828817152157507";"252"
"137";"*postDate_13-11-2024";"-0.277929814250651";"-0.412217013089004";"0.828817152157507";"253"
"138";"*commentDate_2-9-2025";"0.949772062833801";"-0.479116731057518";"0.828810484298708";"254"
"139";"*commentDate_6-4-2023";"-0.862892138258322";"-0.237632733245916";"0.828431083133045";"255"
"140";"*postLikes_3400";"1.35276178395519";"0.179739742347856";"0.828394409909651";"256"
"141";"*postReposts_3";"-0.106041803198594";"0.67845107789199";"0.828321396855802";"257"
"142";"*postComments_182";"-0.231976452289513";"1.48430456328596";"0.828255385053691";"259"
"143";"*postReposts_1";"0.458337027034212";"0.0911027692127458";"0.82786731567159";"261"
"144";"*postLikes_2000";"1.36054240902037";"-0.195820733842045";"0.827749627963787";"262"
"145";"*a_0976";"-0.629560798048843";"-0.283311035351818";"0.827120848879042";"263"
"146";"*postDate_24-11-2025";"-0.629560798048843";"-0.283311035351818";"0.827120848879042";"264"
"147";"*commentDate_30-4-2025";"-0.220958198776611";"0.286859097663655";"0.826757783967437";"265"
"148";"*a_0978";"-0.535868975654499";"-0.0600725444094859";"0.826725111459322";"266"
"149";"*postDate_28-11-2025";"-0.535868975654499";"-0.0600725444094859";"0.826725111459322";"267"
"150";"-*jannseragondin";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"268"
"151";"-*fredericlossignol";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"269"
"152";"-*lnaape";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"270"
"153";"-*nyappy1995";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"271"
"154";"-*tomslite";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"272"
"155";"-*underscore_car";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"273"
"156";"-*intouchable_mkh";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"274"
"157";"-*j_vk_gva";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"275"
"158";"-*sancto_enzo";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"276"
"159";"-*kdmm766";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"277"
"160";"-*lvk1812";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"278"
"161";"-*vkpratali";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"279"
"162";"-*dr_n_yhh";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"280"
"163";"-*iam_georget_k";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"281"
"164";"-*cyrilhaubourdin";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"282"
"165";"-*_williamstramgram";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"283"
"166";"-*gg_aiacciu";"-1.20476695388478";"-0.373187708696336";"0.826590754104522";"284"
"167";"*commentDate_26-3-2025";"-0.223060464477859";"0.210796795105309";"0.826416056203988";"285"
"168";"-*le_quilleur_catalan";"-0.830390319506206";"-1.17761860337385";"0.826241358303454";"286"
"169";"*a_0810";"-0.474569687873083";"-0.539050958516128";"0.826108667913354";"291"
"170";"*postLikes_22200";"-0.474569687873083";"-0.539050958516128";"0.826108667913354";"292"
"171";"*postComments_544";"-0.474569687873083";"-0.539050958516128";"0.826108667913354";"293"
"172";"*postReposts_32";"-0.474569687873083";"-0.539050958516128";"0.826108667913354";"294"
"173";"*postDate_3-3-2025";"-0.474569687873083";"-0.539050958516128";"0.826108667913354";"295"
"174";"-*ninou_mrnd";"-0.222518290435869";"-0.777593535742783";"0.825994314134952";"298"
"175";"-*ketzalsq";"-0.222518290435869";"-0.777593535742783";"0.825994314134952";"299"
"176";"*commentDate_12-12-2024";"1.59899872016652";"0.00260689008702344";"0.825963308591536";"300"
"177";"*a_0998";"-0.246632252578619";"-0.18166394098104";"0.825963308591536";"301"
"178";"*postComments_94";"-0.246632252578619";"-0.18166394098104";"0.825963308591536";"302"
"179";"*postReposts_68";"-0.246632252578619";"-0.18166394098104";"0.825963308591536";"303"
"180";"*postDate_28-12-2025";"-0.246632252578619";"-0.18166394098104";"0.825963308591536";"304"
"181";"*a_0645";"-0.504689354079031";"-0.288841198769799";"0.825733600855911";"305"
"182";"*postComments_117";"-0.504689354079031";"-0.288841198769799";"0.825733600855911";"306"
"183";"*postDate_5-6-2024";"-0.504689354079031";"-0.288841198769799";"0.825733600855911";"307"
"184";"-*patriciajarry767";"-0.514775969854357";"-1.01406003932587";"0.825387872377183";"308"
"185";"*commentDate_25-9-2025";"1.23789646141581";"0.245324918465359";"0.824629403438797";"309"
"186";"*a_0911";"-0.284263250666618";"-0.447199229786999";"0.824456372502963";"310"
"187";"*postDate_15-8-2025";"-0.284263250666618";"-0.447199229786999";"0.824456372502963";"311"
"188";"*commentDate_1-9-2025";"1.35435107213668";"-0.383683956302446";"0.824220330301478";"314"
"189";"-*gotu88";"-0.822944186958787";"-0.680143916902954";"0.823563212816837";"316"
"190";"*commentDate_21-1-2024";"1.92275326406727";"-0.377148519951525";"0.823554877993338";"317"
"191";"-*geekozor";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"318"
"192";"-*marylene5748";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"319"
"193";"-*lise_love38";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"320"
"194";"-*stephanielt";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"321"
"195";"-*somi_traveler";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"322"
"196";"-*christinegzrcia";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"323"
"197";"-*sandrine_martinez_ece";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"324"
"198";"-*sylviejaquier";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"325"
"199";"-*patrick_merieux";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"326"
"200";"-*annie_lemaire2";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"327"
"201";"-*sylvivie06490";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"328"
"202";"-*noemie_perrette";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"329"
"203";"-*letombemartine";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"330"
"204";"-*christel_gayol";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"331"
"205";"-*anisafkir";"-0.11774666951226";"-0.69282252502432";"0.823547543348659";"332"
"206";"-*marinsalnc";"-0.937593433613544";"-0.636675252377072";"0.823139470390161";"333"
"207";"-*_____a____f________";"-0.937593433613544";"-0.636675252377072";"0.823139470390161";"334"
"208";"*postDate_17-8-2022";"2.17881347973018";"0.14256410706147";"0.823090128235048";"336"
"209";"*postLikes_3100";"-0.144053569658976";"-0.101062893963897";"0.823061123049272";"337"
"210";"*a_0036";"-0.199882910997901";"2.01541674912301";"0.82294510230617";"338"
"211";"*postLikes_41500";"-0.199882910997901";"2.01541674912301";"0.82294510230617";"339"
"212";"*commentDate_11-2-2025";"0.206466985983124";"0.132991283258949";"0.822702725638826";"340"
"213";"*postLikes_28200";"-0.118771108481912";"1.46924515208145";"0.822603374542721";"343"
"214";"*postComments_302";"-0.118771108481912";"1.46924515208145";"0.822603374542721";"344"
"215";"*postDate_22-11-2023";"-0.118771108481912";"1.46924515208145";"0.822603374542721";"345"
"216";"*postLikes_19100";"0.81782893509441";"-0.418248124241382";"0.822523360237133";"347"
"217";"*postComments_532";"0.81782893509441";"-0.418248124241382";"0.822523360237133";"348"
"218";"*postDate_14-5-2025";"0.81782893509441";"-0.418248124241382";"0.822523360237133";"349"
"219";"*commentDate_10-7-2025";"-0.236961057928127";"1.52427680346233";"0.822297653216787";"351"
"220";"-*bruma1984";"-0.833692620174732";"-0.739142630475136";"0.822180965687805";"352"
"221";"*postComments_54";"2.16991678806565";"-0.038928627151783";"0.822094616916358";"353"
"222";"*commentDate_1-5-2025";"-0.279479413339691";"-0.302955592946168";"0.822051942620044";"354"
"223";"*a_0120";"-0.543086138521265";"-0.450826600772693";"0.821998933142592";"355"
"224";"*postComments_75";"-0.543086138521265";"-0.450826600772693";"0.821998933142592";"356"
"225";"*postDate_22-12-2021";"-0.543086138521265";"-0.450826600772693";"0.821998933142592";"357"
"226";"-*hasbuli42";"-0.69159755808561";"-0.279990611041635";"0.821953258309819";"358"
"227";"*commentDate_20-4-2022";"2.76718321758809";"0.0674773534540417";"0.821928920625203";"359"
"228";"*commentLikes_1";"0.422390255027113";"0.459736548304712";"0.821770225585787";"360"
"229";"*postReposts_53";"0.771813208625453";"-0.338099744968179";"0.821659539129723";"361"
"230";"*commentDate_12-7-2025";"-0.367093243708647";"2.0337039329844";"0.821552519995999";"362"
"231";"*commentDate_3-4-2023";"-0.602129401792964";"-0.457949617964387";"0.82154651892308";"363"
"232";"*a_0913";"0.540685531671533";"-0.264119214661025";"0.821154782218639";"365"
"233";"*postLikes_31700";"0.540685531671533";"-0.264119214661025";"0.821154782218639";"366"
"234";"*postComments_595";"0.540685531671533";"-0.264119214661025";"0.821154782218639";"367"
"235";"*postReposts_296";"0.540685531671533";"-0.264119214661025";"0.821154782218639";"368"
"236";"*postDate_18-8-2025";"0.540685531671533";"-0.264119214661025";"0.821154782218639";"369"
"237";"*postReposts_11";"1.68438545420471";"0.279689968642627";"0.821127777390503";"370"
"238";"*postLikes_26700";"-0.306563463310675";"0.945118297049645";"0.820988085748664";"375"
"239";"*a_0897";"0.656152294954523";"-0.179549046291755";"0.820770713551817";"376"
"240";"*postLikes_48900";"0.656152294954523";"-0.179549046291755";"0.820770713551817";"377"
"241";"*postComments_618";"0.656152294954523";"-0.179549046291755";"0.820770713551817";"378"
"242";"*postReposts_307";"0.656152294954523";"-0.179549046291755";"0.820770713551817";"379"
"243";"*postDate_25-7-2025";"0.656152294954523";"-0.179549046291755";"0.820770713551817";"380"
"244";"*postComments_488";"-0.332759226177278";"0.988634531395369";"0.820554008140849";"382"
"245";"*postReposts_357";"-0.332759226177278";"0.988634531395369";"0.820554008140849";"383"
"246";"*postDate_13-10-2025";"-0.332759226177278";"0.988634531395369";"0.820554008140849";"384"
"247";"*postDate_24-3-2025";"-0.586321707720673";"0.230826388773897";"0.820317299153485";"386"
"248";"*postLikes_5900";"1.51517366593065";"-0.249264023202433";"0.820277292000691";"387"
"249";"*postComments_134";"-0.247113605124551";"0.00998776023409408";"0.82021761466444";"388"
"250";"-*fanny_ltm";"-0.767872711947364";"-1.46872671639213";"0.819973904425337";"389"
"251";"*a_0562";"2.24934095573592";"-0.206637414632283";"0.819897890835028";"390"
"252";"*postDate_17-1-2024";"2.24934095573592";"-0.206637414632283";"0.819897890835028";"392"
"253";"*a_0324";"-0.380139549796519";"-0.213571897783257";"0.819858550468114";"393"
"254";"*postDate_30-11-2022";"-0.380139549796519";"-0.213571897783257";"0.819858550468114";"394"
"255";"-*chloecoonen";"-0.847693378465015";"-0.16011122735444";"0.819705856501617";"396"
"256";"*commentDate_1-10-2025";"-0.097575636490551";"-0.458512454007092";"0.819659514882964";"397"
"257";"*postReposts_15";"-0.545240569144334";"-0.0697206233856784";"0.819547161462201";"398"
"258";"*commentDate_30-11-2022";"-0.356790923171609";"-0.372186420488915";"0.819431140719098";"399"
"259";"*postComments_57";"2.02131356225975";"0.169874288415398";"0.819161759223619";"401"
"260";"*a_0942";"0.172658375781807";"0.400391829172919";"0.819033402941738";"407"
"261";"*postLikes_14500";"0.172658375781807";"0.400391829172919";"0.819033402941738";"408"
"262";"*postReposts_413";"0.172658375781807";"0.400391829172919";"0.819033402941738";"409"
"263";"*postDate_1-10-2025";"0.172658375781807";"0.400391829172919";"0.819033402941738";"410"
"264";"*a_0856";"0.606256027402912";"-0.68130258611903";"0.818995396146584";"411"
"265";"*postDate_21-5-2025";"0.606256027402912";"-0.68130258611903";"0.818995396146584";"412"
"266";"-*gregoiresalle";"-0.870800053545736";"-0.702547138297256";"0.81895705595849";"413"
"267";"-*oleavert";"-0.870800053545736";"-0.702547138297256";"0.81895705595849";"414"
"268";"-*mrcedricbananas";"-0.870800053545736";"-0.702547138297256";"0.81895705595849";"415"
"269";"*a_0932";"-0.194015318813424";"-0.491113151756016";"0.818881042368181";"416"
"270";"*postComments_81";"-0.194015318813424";"-0.491113151756016";"0.818881042368181";"417"
"271";"*postDate_19-9-2025";"-0.194015318813424";"-0.491113151756016";"0.818881042368181";"418"
"272";"*a_0931";"-0.0264928504561754";"0.941114477709659";"0.818531646567114";"420"
"273";"*postLikes_195100";"-0.0264928504561754";"0.941114477709659";"0.818531646567114";"421"
"274";"*postComments_880";"-0.0264928504561754";"0.941114477709659";"0.818531646567114";"422"
"275";"*postDate_17-9-2025";"-0.0264928504561754";"0.941114477709659";"0.818531646567114";"423"
"276";"*postComments_324";"-0.311777334495326";"1.00432372554963";"0.818343279556042";"425"
"277";"*postDate_2-3-2025";"-0.311777334495326";"1.00432372554963";"0.818343279556042";"426"
"278";"*postLikes_2400";"0.148777542060661";"0.218051038046879";"0.818255930605775";"427"
"279";"*commentDate_4-4-2025";"0.306003901794972";"-0.21213916083128";"0.818110237891017";"428"
"280";"*a_0833";"2.05988034728456";"-0.421522503006179";"0.817927871952864";"429"
"281";"*postComments_96";"2.05988034728456";"-0.421522503006179";"0.817927871952864";"430"
"282";"*postDate_13-4-2025";"2.05988034728456";"-0.421522503006179";"0.817927871952864";"431"
"283";"*postLikes_15200";"-0.248662362857828";"0.533069197318893";"0.817875862654232";"432"
"284";"*commentDate_5-7-2025";"-0.0540884929460557";"1.81615874353241";"0.817746839586472";"433"
"285";"-*minas_morghul";"-0.796980645970851";"-0.734221520600748";"0.817682161356121";"434"
"286";"*postComments_77";"2.63270892527171";"-0.202772630716859";"0.817362437526709";"437"
"287";"*postDate_13-7-2025";"2.63270892527171";"-0.202772630716859";"0.817362437526709";"438"
"288";"*commentDate_29-9-2023";"-0.000254960945234881";"-0.15129939030443";"0.81735743663261";"439"
"289";"-*background_afterparty";"-1.04541809288988";"-0.379540633942168";"0.817285757150521";"440"
"290";"-*bobi_bergler";"-1.11861011046778";"-0.892425758050021";"0.817285757150521";"441"
"291";"-*michelsuchet";"-0.98212235365875";"-0.592760661763616";"0.817285757150521";"443"
"292";"-*manuid44";"-1.04541809288988";"-0.379540633942168";"0.817285757150521";"444"
"293";"-*kevin_contor";"-0.98212235365875";"-0.592760661763616";"0.817285757150521";"446"
"294";"*postDate_19-7-2024";"-0.473100470322826";"1.74493160144169";"0.816980702610467";"448"
"295";"*commentDate_17-3-2025";"0.0445163623694124";"1.33923241966861";"0.816973701358728";"449"
"296";"*commentDate_19-4-2023";"-0.334671340492908";"0.586680292529224";"0.816886352408461";"450"
"297";"*a_0858";"-0.334561212186616";"-0.593297482292029";"0.816671647355133";"451"
"298";"*postDate_25-5-2025";"-0.334561212186616";"-0.593297482292029";"0.816671647355133";"452"
"299";"*postReposts_2";"0.845990684929621";"0.0851073561866468";"0.81662730609412";"453"
"300";"*commentDate_7-12-2024";"1.15458657851547";"0.648794616781666";"0.816622638592961";"454"
"301";"*postComments_66";"0.386462836715708";"-0.098143781273346";"0.816556626790851";"455"
"302";"*commentDate_24-12-2024";"0.663332911646035";"-0.444688492811221";"0.81649461570402";"456"
"303";"*commentDate_12-1-2025";"0.944287437470124";"0.203074766644699";"0.816410267290212";"457"
