"";"X";"V1"
"1";1;9
"2";2;2
"3";3;5
"4";4;2
"5";5;4
"6";6;19
"7";7;2
"8";8;19
"9";9;9
"10";10;13
"11";11;0
"12";12;8
"13";13;19
"14";14;1
"15";15;19
"16";16;0
"17";17;2
"18";18;0
"19";19;9
"20";20;4
"21";21;13
"22";22;0
"23";23;0
"24";24;18
"25";25;4
"26";26;3
"27";27;18
"28";28;0
"29";29;11
"30";30;13
"31";31;0
"32";32;0
"33";33;4
"34";34;0
"35";35;19
"36";36;9
"37";37;18
"38";38;9
"39";39;19
"40";40;5
"41";41;19
"42";42;4
"43";43;4
"44";44;19
"45";45;0
"46";46;18
"47";47;0
"48";48;0
"49";49;18
"50";50;19
"51";51;9
"52";52;0
"53";53;18
"54";54;16
"55";55;0
"56";56;9
"57";57;18
"58";58;16
"59";59;3
"60";60;9
"61";61;18
"62";62;19
"63";63;22
"64";64;19
"65";65;19
"66";66;19
"67";67;18
"68";68;19
"69";69;0
"70";70;2
"71";71;18
"72";72;7
"73";73;0
"74";74;4
"75";75;18
"76";76;6
"77";77;0
"78";78;19
"79";79;18
"80";80;19
"81";81;4
"82";82;13
"83";83;18
"84";84;4
"85";85;18
"86";86;4
"87";87;22
"88";88;19
"89";89;19
"90";90;19
"91";91;13
"92";92;18
"93";93;0
"94";94;8
"95";95;19
"96";96;8
"97";97;5
"98";98;0
"99";99;19
"100";100;0
"101";101;8
"102";102;0
"103";103;19
"104";104;0
"105";105;19
"106";106;0
"107";107;18
"108";108;0
"109";109;9
"110";110;0
"111";111;0
"112";112;9
"113";113;12
"114";114;4
"115";115;8
"116";116;7
"117";117;0
"118";118;8
"119";119;1
"120";120;13
"121";121;14
"122";122;0
"123";123;0
"124";124;0
"125";125;5
"126";126;9
"127";127;15
"128";128;15
"129";129;0
"130";130;0
"131";131;7
"132";132;7
"133";133;0
"134";134;4
"135";135;0
"136";136;22
"137";137;0
"138";138;1
"139";139;7
"140";140;4
"141";141;5
"142";142;15
"143";143;7
"144";144;5
"145";145;0
"146";146;1
"147";147;19
"148";148;4
"149";149;2
"150";150;7
"151";151;0
"152";152;4
"153";153;0
"154";154;18
"155";155;13
"156";156;6
"157";157;8
"158";158;0
"159";159;0
"160";160;9
"161";161;2
"162";162;1
"163";163;0
"164";164;0
"165";165;0
"166";166;0
"167";167;6
"168";168;16
"169";169;3
"170";170;7
"171";171;0
"172";172;8
"173";173;7
"174";174;7
"175";175;18
"176";176;5
"177";177;16
"178";178;18
"179";179;0
"180";180;0
"181";181;6
"182";182;9
"183";183;0
"184";184;4
"185";185;4
"186";186;22
"187";187;0
"188";188;10
"189";189;9
"190";190;0
"191";191;7
"192";192;6
"193";193;13
"194";194;0
"195";195;7
"196";196;13
"197";197;0
"198";198;6
"199";199;9
"200";200;0
"201";201;21
"202";202;9
"203";203;5
"204";204;0
"205";205;6
"206";206;22
"207";207;9
"208";208;6
"209";209;5
"210";210;0
"211";211;22
"212";212;5
"213";213;13
"214";214;9
"215";215;13
"216";216;18
"217";217;0
"218";218;5
"219";219;7
"220";220;15
"221";221;13
"222";222;20
"223";223;4
"224";224;5
"225";225;19
"226";226;5
"227";227;2
"228";228;2
"229";229;13
"230";230;0
"231";231;13
"232";232;7
"233";233;9
"234";234;2
"235";235;13
"236";236;2
"237";237;13
"238";238;18
"239";239;1
"240";240;4
"241";241;4
"242";242;6
"243";243;9
"244";244;4
"245";245;7
"246";246;4
"247";247;7
"248";248;8
"249";249;9
"250";250;0
"251";251;0
"252";252;6
"253";253;13
"254";254;7
"255";255;4
"256";256;7
"257";257;13
"258";258;2
"259";259;18
"260";260;4
"261";261;0
"262";262;0
"263";263;18
"264";264;0
"265";265;0
"266";266;19
"267";267;2
"268";268;18
"269";269;0
"270";270;15
"271";271;6
"272";272;18
"273";273;0
"274";274;8
"275";275;7
"276";276;18
"277";277;0
"278";278;7
"279";279;0
"280";280;6
"281";281;18
"282";282;19
"283";283;0
"284";284;0
"285";285;13
"286";286;18
"287";287;0
"288";288;6
"289";289;4
"290";290;18
"291";291;5
"292";292;20
"293";293;19
"294";294;18
"295";295;8
"296";296;6
"297";297;4
"298";298;18
"299";299;0
"300";300;5
"301";301;0
"302";302;18
"303";303;1
"304";304;6
"305";305;0
"306";306;0
"307";307;18
"308";308;13
"309";309;6
"310";310;4
"311";311;13
"312";312;9
"313";313;4
"314";314;7
"315";315;13
"316";316;8
"317";317;8
"318";318;13
"319";319;13
"320";320;7
"321";321;5
"322";322;13
"323";323;8
"324";324;15
"325";325;16
"326";326;0
"327";327;9
"328";328;13
"329";329;18
"330";330;19
"331";331;0
"332";332;0
"333";333;18
"334";334;0
"335";335;9
"336";336;7
"337";337;19
"338";338;2
"339";339;0
"340";340;0
"341";341;0
"342";342;0
"343";343;13
"344";344;0
"345";345;22
"346";346;0
"347";347;0
"348";348;19
"349";349;8
"350";350;13
"351";351;5
"352";352;19
"353";353;13
"354";354;0
"355";355;2
"356";356;0
"357";357;2
"358";358;0
"359";359;0
"360";360;7
"361";361;6
"362";362;0
"363";363;7
"364";364;18
"365";365;13
"366";366;0
"367";367;2
"368";368;5
"369";369;0
"370";370;0
"371";371;5
"372";372;22
"373";373;9
"374";374;8
"375";375;9
"376";376;0
"377";377;0
"378";378;0
"379";379;0
"380";380;4
"381";381;0
"382";382;2
"383";383;0
"384";384;16
"385";385;0
"386";386;0
"387";387;14
"388";388;0
"389";389;7
"390";390;0
"391";391;6
"392";392;4
"393";393;10
"394";394;0
"395";395;9
"396";396;0
"397";397;9
"398";398;0
"399";399;9
"400";400;13
"401";401;7
"402";402;19
"403";403;0
"404";404;9
"405";405;0
"406";406;4
"407";407;0
"408";408;0
"409";409;13
"410";410;0
"411";411;6
"412";412;6
"413";413;5
"414";414;7
"415";415;0
"416";416;0
"417";417;13
"418";418;7
"419";419;0
"420";420;10
"421";421;5
"422";422;18
"423";423;16
"424";424;9
"425";425;13
"426";426;10
"427";427;0
"428";428;5
"429";429;4
"430";430;15
"431";431;0
"432";432;6
"433";433;5
"434";434;7
"435";435;7
"436";436;0
"437";437;7
"438";438;0
"439";439;9
"440";440;13
"441";441;2
"442";442;2
"443";443;8
"444";444;0
"445";445;4
"446";446;2
"447";447;9
"448";448;7
"449";449;13
"450";450;7
"451";451;4
"452";452;5
"453";453;19
"454";454;0
"455";455;7
"456";456;18
"457";457;9
"458";458;13
"459";459;0
"460";460;18
"461";461;5
"462";462;0
"463";463;18
"464";464;18
"465";465;18
"466";466;7
"467";467;19
"468";468;0
