"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,433830274013854;9,34896654642607;9,34896654642607
"facteur 2";0,323436777959329;6,97000600960606;16,3189725560321
"facteur 3";0,308615056409202;6,65060050189327;22,9695730579254
"facteur 4";0,277032590559307;5,97000388526598;28,9395769431914
"facteur 5";0,266150528940338;5,73549736018969;34,6750743033811
"facteur 6";0,252241573419205;5,43576180079751;40,1108361041786
"facteur 7";0,243187424521785;5,24064647524596;45,3514825794245
"facteur 8";0,229498184537396;4,94564574725164;50,2971283266762
"facteur 9";0,219408796470008;4,72822119860684;55,025349525283
"facteur 10";0,203063410850594;4,37598099662531;59,4013305219083
"facteur 11";0,19806838786832;4,26833912477565;63,669669646684
"facteur 12";0,193502058973615;4,1699355355526;67,8396051822366
"facteur 13";0,189037894413514;4,07373356987606;71,9133387521126
"facteur 14";0,182197156512396;3,92631686426281;75,8396556163754
"facteur 15";0,179227968211177;3,86233137555703;79,7019869919325
"facteur 16";0,176385302372228;3,80107242378974;83,5030594157222
"facteur 17";0,168395462617358;3,62889277415745;87,1319521898797
"facteur 18";0,164084646449371;3,53599543951681;90,6679476293965
"facteur 19";0,149996297589633;3,23239398504602;93,9003416144425
"facteur 20";0,146365043118503;3,15414108614604;97,0544827005885
"facteur 21";0,136684046388498;2,94551729941146;100
