"";"";"";"";"*postLikes_12100";""
"1";"*postLikes_12100";"-1.00831405039462";"-0.164356611972482";"1.73762711073794";"18"
"2";"*postReposts_208";"-0.77298536802762";"-0.5337630893397";"1.71351105513574";"21"
"3";"*postDate_16-11-2025";"-0.337235894202022";"-0.598421617710978";"1.65214339024163";"23"
"4";"*postComments_72";"-0.170512842591197";"-0.737497303869111";"1.65211773486333";"24"
"5";"*postComments_102";"-0.864151444493725";"-0.325741909342234";"1.64182992816494";"25"
"6";"*postLikes_423";"1.41624271153729";"-0.311952360459655";"1.59708694840937";"28"
"7";"*postComments_255";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"33"
"8";"*a_0811";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"34"
"9";"*postDate_5-3-2025";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"35"
"10";"*postDate_29-3-2024";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"37"
"11";"*a_0576";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"38"
"12";"*postDate_11-2-2024";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"39"
"13";"*a_0570";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"40"
"14";"*postDate_31-1-2024";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"41"
"15";"*a_0349";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"42"
"16";"*postDate_13-1-2023";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"43"
"17";"*a_0269";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"44"
"18";"*a_0173";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"45"
"19";"*postLikes_187";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"46"
"20";"*postDate_16-3-2022";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"47"
"21";"*a_0023";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"48"
"22";"*postLikes_344";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"49"
"23";"*postDate_26-7-2021";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"50"
"24";"*i_0987";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"51"
"25";"*i_0986";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"52"
"26";"*i_0956";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"53"
"27";"*postComments_222";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"54"
"28";"*i_0954";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"55"
"29";"*i_0952";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"56"
"30";"*i_0931";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"57"
"31";"*i_0922";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"58"
"32";"*i_0894";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"59"
"33";"*i_0884";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"60"
"34";"*postComments_244";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"61"
"35";"*i_0846";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"62"
"36";"*i_0800";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"63"
"37";"*postLikes_18000";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"64"
"38";"*postReposts_119";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"65"
"39";"*i_0790";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"66"
"40";"*i_0778";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"67"
"41";"*postLikes_11200";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"68"
"42";"*i_0745";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"69"
"43";"*postComments_287";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"70"
"44";"*i_0744";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"71"
"45";"*i_0724";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"72"
"46";"*i_0658";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"73"
"47";"*i_0603";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"74"
"48";"*postReposts_76";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"75"
"49";"*i_0526";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"76"
"50";"*i_0520";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"77"
"51";"*postLikes_17500";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"78"
"52";"*postReposts_93";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"79"
"53";"*i_0383";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"80"
"54";"*i_0371";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"81"
"55";"*i_0359";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"82"
"56";"*i_0357";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"83"
"57";"*i_0356";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"84"
"58";"*i_0351";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"85"
"59";"*i_0305";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"86"
"60";"*i_0283";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"87"
"61";"*i_0265";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"88"
"62";"*i_0254";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"89"
"63";"*i_0253";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"90"
"64";"*i_0217";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"91"
"65";"*i_0215";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"92"
"66";"*i_0209";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"93"
"67";"*i_0203";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"94"
"68";"*i_0142";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"95"
"69";"*i_0129";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"96"
"70";"*i_0122";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"97"
"71";"*i_0091";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"98"
"72";"*i_0042";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"99"
"73";"*i_0040";"-0.49390566693468";"-0.590140187150514";"1.58115495848493";"100"
"74";"*a_0880";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"104"
"75";"*postDate_26-6-2025";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"105"
"76";"*postDate_16-5-2025";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"108"
"77";"*postDate_20-4-2025";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"111"
"78";"*a_0760";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"112"
"79";"*postDate_13-12-2024";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"113"
"80";"*a_0696";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"114"
"81";"*postLikes_263";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"115"
"82";"*postDate_29-8-2024";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"116"
"83";"*a_0468";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"117"
"84";"*postDate_12-8-2023";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"118"
"85";"*a_0227";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"119"
"86";"*postDate_17-6-2022";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"120"
"87";"*a_0178";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"121"
"88";"*postLikes_157";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"122"
"89";"*postDate_25-3-2022";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"123"
"90";"*a_0098";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"124"
"91";"*postLikes_470";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"125"
"92";"*postDate_15-11-2021";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"126"
"93";"*i_0971";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"128"
"94";"*i_0879";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"129"
"95";"*i_0877";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"130"
"96";"*i_0866";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"131"
"97";"*i_0855";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"132"
"98";"*i_0818";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"133"
"99";"*i_0805";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"134"
"100";"*i_0792";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"135"
"101";"*i_0787";"-0.40194524539982";"-3.29865505538846";"1.5650177255341";"136"
