htag_switzerland;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;3;0;0;0
htag_enfants;0;0;0;5;1;1;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
autre;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;2;0;1;0;1;1;3
1968;0;0;0;1;0;2;1;1;3;0;0;0;1;0;0;0;1;2;3;0;0;0
tant;0;0;0;3;0;1;1;1;0;0;1;2;0;0;0;0;0;2;0;0;1;1
htag_voiture;0;0;0;0;4;0;0;0;0;1;0;0;6;0;0;0;0;0;1;0;0;0
htag_neige;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;0;0
htag_culte;0;1;0;0;1;3;2;3;0;0;1;0;0;0;0;0;0;0;2;0;0;0
htag_christmas;0;5;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0
eux;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;2;2;0;1;0;0
dix;0;0;1;0;0;0;0;2;1;0;0;1;0;1;1;2;2;0;0;0;0;1
celui;0;1;1;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;0
27;2;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;2;0;0;2;0;0
1987;0;2;0;0;1;2;1;0;1;0;1;0;1;0;0;0;0;2;1;0;0;0
1972;0;0;0;1;1;1;1;0;2;0;0;1;0;0;0;0;0;1;1;0;0;4
six;0;0;2;1;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;2
puis;0;0;0;0;1;1;1;0;2;2;0;0;0;0;1;0;0;1;0;0;1;0
presque;1;0;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1
me;0;0;0;1;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
htag_vaud;0;0;0;1;1;0;2;0;2;0;0;0;1;1;1;0;0;0;0;0;0;2
htag_seventies;0;0;0;0;3;2;1;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0
htag_football;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
htag_enfant;0;0;0;5;2;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0
htag_ecole;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
23;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;1;0;0;2;1;1
1971;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;5;0;0;1
1966;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;2;1;0;0;0
m;0;1;1;0;0;0;3;0;1;0;1;0;0;1;0;0;1;1;0;1;0;0
htag_commeunlundi;0;0;0;2;3;0;0;0;0;0;0;0;2;0;0;2;0;1;0;0;0;0
certaines;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;3;3;0
celles;0;0;0;2;1;0;1;0;0;0;0;1;1;1;0;1;0;0;0;2;0;0
aucun;0;0;0;1;0;0;1;0;0;0;0;2;1;0;0;1;1;0;0;1;1;2
26;0;0;0;0;0;0;0;0;2;0;0;1;0;1;2;0;1;0;0;1;1;0
2019;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;0;1;0;0;2;0;1
1994;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;5;0;0;0;0
1974;0;0;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;2;2;0;0;0
0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
te;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0
quelle;1;0;0;1;2;0;2;0;0;0;0;0;3;0;0;0;0;1;0;0;1;0
loin;0;0;1;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1
jusqu;0;0;1;1;0;0;0;0;1;1;1;0;0;3;1;0;0;0;0;0;0;0
htag_vieillesse;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
htag_valaiswallis;0;1;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;1;1;0;0;0
htag_summer;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0
htag_snow;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
htag_skiing;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
htag_nature;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2;0;0;0
htag_miseaupointrts;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;3;0;0;2;0;1
htag_insolite;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
htag_chanson;0;1;1;0;1;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
hors;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1
croire;0;1;0;1;0;1;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0
chacun;0;0;0;0;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0
car;0;1;0;0;0;1;1;0;1;0;2;0;1;0;0;0;0;0;0;0;1;1
au_dessus;0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;1;0;0;1;0;0;0
500;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;2;0;1;1;1;0
