"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22"
"suisse";0,091;1;0,002;1;1;1;1;1;1;0,073;1;1;1;1;1;1;1;0;0,724;0;1;0
"emji_drapeau_suisse";0;1;0,058;1;1;1;1;1;1;0;1;0,002;1;0,001;1;0,452;1;1;1;0;1;0
"année";1;0,275;1;1;0,112;1;0,259;0,166;1;0,237;1;1;0,066;1;0,042;1;1;0,248;0,077;0;1;0,966
"premier";0,157;0,975;1;1;1;1;1;1;1;1;1;0;1;1;0,002;1;1;1;0,029;0,677;0,252;0,033
"émission";1;1;1;1;0,611;0,777;1;1;1;1;1;1;1;1;1;1;1;0;0,001;1;1;1
"genève";1;1;0,899;0,928;1;0,107;1;1;0,699;0,001;1;1;1;1;1;0,243;1;1;0,161;1;0,092;0
"petit";1;1;1;0,051;0;0,18;0;1;1;1;1;1;0;1;1;1;1;0,181;1;1;1;1
"jeune";1;1;1;1;0;0;1;0,002;1;1;1;1;0,485;1;1;1;1;0;1;0,491;0,761;0,765
"grand";1;1;0,533;0,56;1;1;0,338;0,162;0,106;0,306;0,55;1;0,114;1;0,245;1;1;0,911;1;1;1;0,212
"retrouver";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1
"monde";0;1;1;1;1;1;0,646;0,003;0;1;1;1;1;1;1;1;1;0,645;0,585;1;1;1
"rts";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1
"jour";0,258;0,414;1;1;1;1;0,133;1;0,76;1;0;0,106;1;0,051;1;0,159;1;1;1;1;1;0,888
"femme";1;1;1;1;1;0,058;0,666;1;1;1;1;0,771;1;1;1;1;0,345;0,393;1;0;0,769;0,014
"vie";1;1;1;1;1;0,022;0;1;0,932;1;1;1;0,133;1;1;1;1;0,001;0,161;1;0,932;1
"enfant";1;1;1;0;0,166;1;1;0,711;1;1;1;0,285;1;1;1;1;0;0,034;1;0,509;0,176;1
"miracle";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"archive";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1
"annoncer";0,67;1;0,431;1;1;1;1;1;1;1;0;0,031;1;0,496;0,034;0,899;0;1;1;1;1;1
"samedi";1;1;0,97;1;1;1;1;1;1;1;1;1;1;0,255;1;0;1;0;1;1;1;1
"mettre";1;1;0,271;1;1;1;1;1;1;0,028;0;0,464;0,952;1;1;0,288;0,912;1;1;1;0,247;0,317
"lausanne";1;1;0;0,95;1;0,137;1;1;1;0,738;1;1;0,252;1;0,233;0,118;1;0,258;0,847;1;0,569;1
"aller";0,094;1;0,039;1;0,008;0,214;1;0,002;1;0,085;0,806;1;1;1;0,766;1;1;1;1;1;1;0,002
"pays";1;1;1;1;1;0,696;1;1;1;0,965;0,01;0;1;0,289;1;1;0,039;0,184;1;1;1;1
"conseil";1;0,693;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0
"dernier";0,507;1;0,082;1;1;1;1;0,576;0,96;0,153;0,542;0,485;1;0,107;1;1;0,002;1;1;0,041;1;0,001
"unir";0,004;1;1;1;1;1;1;1;1;1;0;1;1;1;0,175;1;0,889;1;1;1;1;1
"prendre";1;1;1;1;1;1;0;1;0,108;1;1;0,505;1;1;1;1;0,505;1;0,236;0,152;1;1
"heure";1;1;1;0,002;1;1;1;0,519;0,001;0,003;1;1;1;1;1;0,258;1;1;1;1;0,88;0,096
"public";1;1;0,013;1;1;1;1;0,538;0,51;1;0,012;1;0,925;1;0,462;1;0,889;1;0,007;0,687;0,51;1
"nouveau";0,127;1;1;1;1;1;1;0,162;1;0,117;1;0,141;0,87;0,077;0,421;1;0,843;1;1;0,29;0,017;0,087
"homme";1;1;1;1;1;0;0,03;1;1;1;1;1;0,178;1;1;0;1;0,19;1;0,018;0,904;1
"fin";0,507;0,286;1;1;0,942;0,761;1;1;1;0,031;0,069;0,011;0,978;0,338;0,956;0,715;1;1;1;0,365;1;1
"passer";1;1;0,482;0;1;0,042;1;0,914;1;0;0,755;1;1;1;1;1;1;0,755;0,936;0,939;1;0,171
"temps";1;1;0,281;0,802;0,005;0,077;1;1;1;0,601;1;0,983;1;1;1;1;1;0;1;1;0,841;0,061
"novembre";0,847;1;0,482;1;1;1;1;0,914;1;0,824;1;0,084;1;0;0,003;1;0,697;1;0,936;0,19;1;0,046
"noël";1;0;0,016;0,018;1;1;1;0,001;0,223;0,715;1;1;1;0,003;0,217;1;1;1;1;1;0,541;1
"fédéral";1;1;1;1;1;1;1;1;1;0,396;0,042;0,005;1;1;1;1;1;1;1;0;1;0
"canton";1;1;1;1;1;1;1;1;1;0,002;1;0,843;1;0,674;1;1;0,843;1;1;0,1;1;0
"face";0,002;0,202;1;1;1;1;1;1;1;0,002;1;0,12;1;1;1;0,587;0,12;1;1;0,083;0,002;1
"franc";1;1;0,001;1;1;1;1;1;1;0,176;1;1;1;0,866;1;0,073;0,147;1;1;0,079;1;0
"décembre";1;0,379;1;1;0,98;1;1;1;1;0,043;0,626;1;1;0,003;0;0,926;1;1;1;0,8;0,996;0,108
"devenir";1;1;0,031;1;1;0,186;1;0;0,684;1;1;0;1;1;0,018;1;1;0,333;0,936;1;1;1
"partir";1;1;1;1;1;1;1;1;1;1;0,269;0;1;0,591;0,737;1;1;0,768;0,099;1;0,537;0
"ville";1;1;0;0,417;1;1;1;1;1;0,248;1;1;1;0,003;1;1;0,597;1;0,847;0,829;1;1
"notamment";1;1;0,833;1;1;0,891;1;0,245;1;1;1;0,161;1;0,891;0,037;0,853;1;1;1;0,301;0;0,015
"mondial";0,001;1;1;1;0,263;1;1;1;0,076;1;1;1;1;1;0;1;1;1;0,577;1;1;1
"jeudi";0;1;1;1;1;1;1;1;1;0,554;0,442;0;1;0,787;0,116;0,75;0;1;1;1;0,776;1
"romand";1;1;1;1;1;0,054;1;0,609;0,099;0,126;1;1;0,333;0,76;1;0,723;1;0,118;0;0,565;1;1
"fête";1;0;0,953;1;0,251;1;1;0,331;0,598;0,76;1;1;0,613;1;1;1;1;1;0,348;1;1;1
"connaître";1;1;1;0,034;0,03;1;1;0,386;0,324;0,001;1;1;1;0,186;0,09;1;1;0,333;1;0,488;1;1
"travail";1;1;0;1;0,661;1;1;1;1;1;0,366;0,843;1;1;0,86;1;1;0,892;1;0,505;1;0
"national";1;1;0,882;1;0,95;1;1;1;1;0,219;0,223;0,006;1;1;1;1;1;1;1;0,11;1;0
"lundi";0,669;1;1;1;1;1;1;1;1;0,647;0,043;1;0,92;0,366;1;0;0,033;1;1;1;1;0,277
"lancer";1;0,858;0,858;1;1;1;1;0,053;0,484;0,003;1;0,522;1;1;0,539;0,878;0,038;1;1;1;0,484;0,709
"dimanche";0,218;1;0,339;1;1;1;1;1;0,935;1;0,573;0,005;1;0,104;0,539;0;0,005;1;1;1;1;0,298
"vaudois";1;0,596;1;0,17;1;1;0,525;1;0;1;1;0,06;1;1;1;1;1;0,317;1;1;1;1
"révéler";1;1;1;1;1;1;1;0,732;1;1;1;1;1;0,366;1;1;1;1;1;0;0;1
"permettre";1;1;0,014;1;1;1;0,871;1;1;0,004;1;0,547;1;0,409;1;1;1;1;1;1;0;0,003
"voir";1;1;0,705;1;1;0,054;0,654;1;0;1;1;0,901;0,104;1;0,917;0,723;1;1;1;0,565;0,003;1
"viser";1;1;0,014;1;1;1;1;1;1;0;0;0,006;1;1;1;1;0,006;1;1;0,11;1;0,098
"rester";1;1;1;1;0,661;1;1;0,558;1;1;0,094;1;1;0,226;1;0,203;0,326;0,892;1;0,005;0,273;1
"rencontre";1;1;1;0,802;1;0,077;0;0,003;1;1;0,033;1;0,856;1;1;1;0,447;1;0,226;1;1;1
"près_de";1;1;0,009;1;1;1;1;1;1;1;1;0,472;0,888;0,866;1;0,01;1;1;0,728;0;1;1
"place";0,405;1;0,001;1;1;0,022;1;1;0,183;0;1;0;1;1;1;0,557;1;1;1;1;1;1
"diffuser";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,597;0;1;1;1;1
"santé";1;1;1;1;1;1;0,895;1;1;1;0,034;1;1;1;0,64;1;1;0,67;1;0,068;0;1
"projet";1;1;0;1;1;1;1;1;1;0,003;0,573;0,175;1;1;0,001;1;1;1;1;1;0,187;0,088
"prix";1;1;0;1;1;0,532;1;1;1;1;0,225;0,657;1;1;0,205;1;1;1;1;0,849;0,144;1
"nombreux";1;1;1;1;0;1;1;1;1;1;1;0,843;0,283;0,705;1;1;0,843;0,892;0,02;1;0,675;1
"service";1;1;0;1;1;1;1;1;1;1;1;0,813;1;0,677;0,83;0,186;1;1;1;1;1;0
"mort";1;1;1;1;1;0,787;1;1;1;1;0;0,109;1;1;0,946;0;0,018;1;0,194;0,219;1;1
"mois";0,574;0,244;1;1;1;1;1;1;1;0,001;1;0,398;1;0;1;1;0,018;1;1;0,001;1;0,564
"lien";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1
"état";0,001;1;1;1;1;0,284;1;1;1;1;0;0,109;1;1;0,946;0,75;0,002;1;1;1;1;0,564
"suivre";1;0,004;0,705;0,723;1;1;1;1;1;1;0,417;0,901;0,757;1;1;1;1;0,021;0,179;0,565;1;0,041
"semaine";1;0,16;1;1;1;1;1;1;1;0;1;0;1;0,031;1;1;0,28;1;1;1;1;0,953
"nouvelle";1;0,858;0,083;1;1;0,387;1;1;1;0;1;1;1;0,017;0,042;1;1;1;0,777;0,323;0,053;1
"français";1;1;1;1;1;0;1;1;0,183;1;1;0;1;1;0,737;1;1;1;1;1;0,537;1
"vendredi";0,02;1;1;1;1;1;1;1;1;0,018;0,131;0,398;1;0,284;0,02;0,257;0,002;1;1;1;0,776;0,2
"bio";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1
"beau";0,333;0;1;1;0,96;0,113;0,367;0,378;0,003;1;1;1;0,985;1;1;1;1;0,203;1;1;1;1
"américain";0,574;1;1;1;1;1;1;1;1;1;0;1;1;1;0,946;1;0,929;0,979;0,654;1;1;1
"question";1;1;1;0;0;1;1;1;1;1;1;0,258;1;1;1;1;1;0,8;1;1;0,572;1
"président";1;1;1;1;1;1;1;1;1;1;0;0;1;1;0,363;1;0,872;1;1;1;1;1
"aimer";0,978;0,399;1;0,414;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"proposer";1;0;0,031;1;1;1;1;0,018;0,675;0,104;1;1;1;1;1;1;1;1;0,15;0,165;1;0,477
"offrir";1;0,731;0;1;1;1;1;0,182;1;0,001;1;1;0,79;0,007;0,02;1;1;1;1;1;0,025;1
"mardi";1;1;0,456;1;1;1;1;1;1;1;0;0,002;1;1;1;0,099;0;1;1;0,302;0,972;0,282
"journée";1;0,568;0,145;1;0;1;1;1;1;1;0,8;1;1;0,62;1;1;1;1;1;1;1;0
"fois";1;1;1;1;1;0,648;1;1;0,606;0,007;0,317;0,007;1;0,19;0,292;1;1;0,01;0,525;1;1;1
"atteindre";1;1;1;1;1;1;1;1;1;1;1;0,843;1;0;0,083;1;1;1;1;0;0,675;1
"âge";1;1;1;1;0,007;1;0,493;0,481;0,204;1;0,293;0,752;1;1;0;1;1;1;0,499;1;0,572;1
"présenter";1;1;1;1;1;1;1;1;1;0;0,118;1;0;1;1;1;1;0,021;0,179;1;0,742;1
"début";1;1;1;1;1;1;0;1;1;1;1;1;1;0,19;0,799;1;0,783;1;0,123;0,445;0,226;0,953
"clip";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"équipe";0;1;0;0,385;0,845;0,413;1;1;0,081;0,25;1;1;1;1;1;1;1;1;0,316;1;0,857;1
"social";1;1;1;1;1;0,087;1;0,047;1;1;0,602;1;1;1;1;1;1;1;1;0,249;0;1
"ski";0;1;0;1;0,922;1;1;1;0,935;1;1;1;0;1;1;1;1;1;1;1;1;1
"prévoir";1;1;0;1;1;1;1;1;1;1;0;1;1;0,022;0,005;1;0,721;1;1;0,387;1;0,093
"jeu";0,978;1;1;0;0,358;1;1;0,003;0,897;1;1;1;1;1;0,147;1;1;1;1;1;0,368;1
"initiative";1;1;1;1;1;1;1;1;1;0;1;0;1;0,561;1;1;1;1;1;1;1;0
"europe";0,263;1;1;1;1;1;1;1;0,857;0;1;0,014;1;1;0,539;1;0,123;1;1;1;0,081;0,677
"couper";0;1;1;1;1;1;1;1;0,69;0,814;1;1;1;0,992;1;1;1;0,427;1;1;1;0,122
"animal";1;1;0,568;1;1;0,174;1;1;1;1;1;1;1;1;0,768;1;1;0,293;0,499;0;0;1
"retour";0,381;0,013;1;1;1;1;1;1;0,034;1;1;0,689;1;0,018;0,041;1;0,689;1;1;1;1;0,855
"rendre";1;1;0,456;1;1;1;0,367;1;1;1;0,203;1;0,446;1;0,002;1;1;1;1;1;0,003;0,786
"famille";1;1;1;1;1;1;0;0,103;1;1;0,8;1;1;1;0,006;1;0,752;0,293;1;1;1;0,106
"découvrir";1;1;1;1;1;1;0,966;0,082;1;1;1;1;0,515;0,561;1;1;1;1;0;0,884;1;1
"droit";1;1;1;1;1;1;1;1;1;1;0;0;1;1;0,114;1;1;0,533;1;1;1;0,002
"police";1;1;1;1;1;1;1;1;1;1;1;0,093;1;1;1;0;1;1;1;1;1;0,601
"occasion";1;1;1;1;0;1;1;1;0,183;1;1;1;0,001;1;1;1;1;1;0;1;1;1
"gaza";1;1;1;1;1;1;1;1;1;1;0,317;0,783;1;1;1;1;0;1;1;1;1;1
"amour";1;1;1;1;0,002;1;0;1;1;1;1;1;0,985;1;1;1;1;0;1;1;1;1
"étude";1;1;0,568;1;1;1;1;1;1;1;1;1;1;0,62;1;1;1;1;1;0;0;1
"école";1;1;0,688;0;0,004;0,727;1;1;1;1;0,859;0,824;0,381;1;1;1;0,824;0,859;1;0,271;1;1
"octobre";0,333;1;1;1;1;1;1;1;0,972;1;1;1;1;1;0,029;0,471;0;1;0,394;0,814;0,127;0,282
"matin";1;1;1;1;1;0,561;1;1;1;0,364;1;0,689;1;0,142;1;0;0,689;1;1;1;1;1
"international";0,357;1;1;1;1;1;1;0,006;1;1;0,004;0,196;1;1;0,205;1;0,003;1;1;1;0,144;0,009
"emji_drapeau_états";1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,889;1;1;1;1;1;1;1
"18h45";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"nuit";1;1;0,428;0,443;0,922;0,473;1;1;1;0,002;1;1;1;0;0,024;0;1;1;1;1;1;1
"histoire";0,263;1;1;1;0,845;1;0,058;1;0,857;1;1;1;1;1;1;0,385;1;1;0;0,703;1;1
"enquête";1;1;1;1;1;1;1;1;1;1;0,602;0,559;1;1;1;0,006;1;1;1;0;0,015;1
"emji_ballon_de_football";0;1;1;0,965;1;1;1;1;1;0,814;1;1;1;1;1;1;1;1;0,892;1;1;1
"victime";0,263;1;1;1;1;1;1;1;1;1;0,019;1;1;1;1;0,385;0,123;1;1;0;1;0,677
"saison";0;1;0,456;1;1;1;1;1;0;0,318;1;1;0,003;1;1;1;1;0,67;1;1;1;1
"mercredi";0,263;1;0,06;1;1;1;1;1;1;0,934;0;0,001;1;1;1;1;1;1;1;1;0,857;0,003
"ligne";1;1;0,043;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,955;1;0;0,601
"créer";0,429;1;0,568;1;1;0,62;1;0,001;1;1;1;0,258;1;1;0,768;1;0,006;1;1;1;0,007;0,921
"souligner";1;1;0,371;1;1;1;1;1;1;0,934;1;1;1;1;0,016;1;0,014;1;1;0;0,001;1
"revenir";0,24;1;1;1;1;0,384;1;0,97;1;0,906;1;1;1;1;0,114;1;1;0,127;0,036;0,033;0,304;1
"partie";1;1;1;1;1;1;1;1;1;1;0,028;0,022;1;1;0,607;0,087;0,592;1;1;0;1;0,256
"marquer";1;1;1;1;1;1;1;1;1;0,318;0,203;0;0,985;0,113;0,185;1;1;1;0,394;1;0,972;1
"emji_drapeau_france";1;1;0,1;1;1;1;1;1;0,372;0,001;0,859;0;1;1;0,179;1;0,171;1;1;0,965;1;0,945
"trouver";1;0;1;1;0;0,099;0,858;0,353;1;1;1;1;1;1;1;1;1;1;1;0,276;1;1
"tour";1;1;1;1;1;0,015;1;0,404;0,028;1;1;0;0,03;0,532;1;1;1;0,703;1;1;1;1
"demander";1;0,951;0,951;1;0,678;0,992;1;1;1;0,814;0,427;0;1;1;1;0,965;1;1;1;1;0,037;0
"attendre";1;1;1;0,529;1;1;0,43;1;1;1;1;0,038;1;0;0,705;0,529;1;1;1;0,358;1;1
"armée";1;1;1;1;1;1;0;1;1;0,962;1;1;0,378;1;1;1;0;1;0,342;1;1;1
"ancien";1;1;1;1;1;1;1;0,027;0,775;0,207;0,11;0,009;1;0,055;1;1;1;1;0,266;0,627;0,775;1
"suite";0,024;1;1;1;1;1;1;0,97;1;1;0,127;0,108;1;1;0,505;0;0,001;1;1;1;1;1
"soir";0;1;0,983;1;1;1;1;1;0,243;0,186;0,462;0;1;1;1;1;1;1;1;1;1;1
"partager";1;1;1;1;0,121;0,113;0,015;1;0,435;1;1;1;1;0,113;1;1;1;0,034;1;0,302;0,972;1
"ouvrir";1;1;0;1;1;0,087;1;0,328;0,368;1;0,602;0,559;1;0,443;0,147;1;1;1;1;1;1;1
"groupe";1;1;1;1;1;1;0,782;0,04;1;0,25;0,001;0,525;1;1;0;1;1;1;1;0,703;0,336;1
"train";1;1;1;1;0,155;0,034;1;0,398;0,81;0;1;1;0,819;1;1;0,466;0,574;1;1;1;1;0,684
"souvenir";1;1;1;0,087;0,922;1;0,082;1;1;1;1;1;0,947;1;1;1;1;0;0,368;1;1;1
"publier";1;1;0,289;1;1;1;1;1;1;1;1;1;1;1;0,437;0,301;0,425;1;1;0,001;0;1
"prochain";0,024;1;0,051;1;1;1;1;1;1;0;0,533;0,492;1;1;0,505;1;1;1;1;1;1;0
"jean";1;1;0,316;1;1;0,004;1;0,254;1;0,876;1;1;1;1;1;1;1;0;0;1;1;0,601
"voiture";1;1;0,883;1;0,021;1;1;1;1;0,129;1;1;0;1;1;0,221;1;1;0,173;1;1;1
"télévision";1;1;1;1;1;1;1;1;0,857;0,934;1;1;1;1;1;1;0,525;0;0;1;1;1
"trump";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,592;1;1;1;1;1
"sortir";1;1;1;1;0,006;1;1;1;0,775;1;1;0;1;1;0,01;0,047;0,458;0,11;1;1;1;1
"saint";0,024;0,003;1;1;1;1;1;1;1;0;1;0,492;1;1;1;1;1;0,533;0,985;1;1;0,639
"population";1;1;0,289;1;1;1;1;1;1;1;1;0,079;1;1;1;0,301;0,007;1;1;0,021;1;0
"france";1;1;0,186;0,86;1;0,887;1;0,775;1;0;1;0,292;1;1;0,303;1;1;1;1;1;0,556;0,072
"eau";1;1;0,289;1;1;1;1;0,909;0,046;1;1;1;0;1;1;0,002;1;1;0,924;1;1;0,142
"également";1;1;1;1;0,845;1;1;0,998;1;1;0,144;1;1;1;0,539;1;0,123;1;1;1;0;0,207
"valoir";1;0,917;0,236;0,026;1;1;1;0,185;0,187;0,782;1;1;0,657;0,268;1;0,931;1;0,392;1;1;1;0,485
"sécurité";0,892;1;1;1;1;1;1;1;1;0,001;0,001;0,093;1;1;1;0,329;0,093;1;1;0,027;1;1
"réseau";1;1;1;1;1;1;1;0,909;1;0,186;1;1;1;1;1;0,039;1;1;1;0,588;0;1
"rapport";1;1;1;1;1;0,81;1;0,7;1;1;1;0,23;1;1;1;1;0,91;0,945;1;0;0,094;1
"raconter";0,892;1;1;1;0,763;1;0,04;1;0,775;1;1;1;0,787;1;1;1;1;0;0;1;1;1
"neige";1;1;1;1;1;0,727;1;0,621;1;0,564;1;1;0;0;1;1;1;1;1;1;1;1
"haut";0,798;1;0,917;1;1;0,268;0,149;0,014;0,646;0,782;1;1;1;0,268;1;1;1;0,005;0,859;0,508;1;1
"art";1;1;0,77;0,784;1;1;1;0,004;0,464;0,641;0,945;1;1;0,163;0,001;1;1;0,945;1;1;1;1
"vivre";1;1;0,883;1;0,59;0,924;0;0,164;1;1;1;1;1;1;1;1;1;0;0,825;1;1;1
"venir";1;1;0,316;1;1;1;1;1;0;0,876;1;1;0;1;1;1;1;1;0,955;1;1;1
"vacance";1;1;0,065;1;1;0,078;0,24;0,536;0,283;1;1;1;0;1;1;1;0,731;0,764;1;1;1;1
"record";0,218;1;1;1;1;1;1;1;0,056;1;1;1;1;0;0,471;0,329;1;1;1;1;1;1
"musique";1;0,847;1;1;1;1;1;0;1;1;1;1;0;0,214;1;1;1;1;1;1;1;1
"genevois";0,729;1;0,014;0,86;1;0,214;0;1;1;0,714;1;0,292;1;0,887;1;1;0,988;1;1;1;1;1
"désormais";1;0,983;0,983;1;1;0,325;1;1;1;0,186;0;1;1;0,325;1;0,039;0,425;1;0,924;1;0,243;1
"cas";1;0,917;0,236;1;0,002;1;1;1;1;1;1;1;0,657;1;1;1;1;1;1;0;1;0,011
"artiste";1;1;1;1;1;1;1;0;1;0,876;1;1;1;0,354;0;1;1;1;1;1;1;1
"affaire";1;1;1;1;1;1;0,072;1;1;1;0,256;0,23;1;1;1;1;0,022;1;0,715;0;1;0,33
"violence";1;1;0,809;1;1;1;1;1;1;0,678;1;0,261;1;1;0,962;0,012;0,261;1;1;0;1;1
"réponse";1;0,983;1;0;0;1;1;0,909;1;0,846;1;1;1;1;1;0,997;1;1;1;0,588;0,046;1
"remporter";0;1;1;1;1;1;1;1;0,068;1;1;0;1;1;0,001;1;1;1;1;1;1;1
"poste";1;1;0;1;1;1;0,363;1;1;1;0,903;0;1;1;1;0,744;1;1;1;1;1;0,002
"lieu";1;1;1;1;1;1;1;0;1;0,207;0,497;1;1;1;0,471;0;1;0,11;0,266;1;1;1
"festival";1;1;1;1;1;0;1;0,579;0;0,524;0,813;1;1;0,683;0,79;0,658;1;1;1;1;1;1
"emji_drapeau_territoires_palestiniens";1;1;1;1;1;1;1;1;1;1;1;0,592;1;1;1;0,443;0;1;1;1;1;1
"centre";1;0,951;1;0,965;1;1;1;1;1;0,814;0,427;0,005;1;0,297;1;0;1;1;1;0,134;0,037;1
"sexuel";1;1;1;1;0,545;1;1;1;1;1;0,003;1;1;1;1;0,86;0,988;0,045;1;0;1;1
"rue";1;1;1;0,658;1;1;0,976;0,579;1;1;0,164;1;0;1;1;0,087;1;1;0,063;1;1;0,898
"mode";1;1;0,983;0;1;1;0,003;1;1;0,186;1;1;0,005;1;0,437;1;1;0,462;0,924;1;1;1
"meilleur";1;0,163;0,163;1;1;0,85;1;0,738;0,013;1;1;1;1;1;0;1;1;0,985;0,753;1;1;1
"laisser";1;0;1;0,247;0;1;1;1;0,646;1;0,392;1;1;0,958;1;0,931;1;1;1;1;1;1
"donner";1;1;1;1;1;0,384;0;1;1;1;1;0,011;1;1;1;1;1;0,127;0,002;1;1;0,184
"donald";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,559;1;1;1;1;1
"compte";1;1;0;0,931;1;1;1;1;1;1;1;1;1;1;0,059;0,931;1;1;0;1;0,002;1
"événement";1;1;0,883;1;1;0,241;1;0,164;1;1;1;0,325;1;0,241;0;1;1;1;0;1;1;1
"évoquer";1;1;1;1;1;0;0,62;0,877;0,037;1;1;1;1;0,992;1;0,965;1;0;0,892;1;1;1
"village";1;0,163;0,809;0,823;1;1;0,449;0,738;1;0,678;1;1;1;0;0,27;1;1;0;0,753;1;1;1
"ministre";1;1;1;1;1;1;1;1;1;0,814;0,427;0;1;1;1;0,965;0;1;1;1;1;1
"guerre";1;0,883;0,883;1;1;1;1;1;1;0,748;0;1;1;1;1;0,02;0;1;1;1;1;1
"feu";0,729;1;0,847;1;1;1;0,492;0,775;1;0,714;0,323;0,988;0,018;0,887;1;0,016;0,988;1;1;1;1;0,407
"européen";0,764;1;0,883;1;1;1;1;1;1;0,007;0;0,325;1;1;0,336;1;1;1;0,825;1;0;1
"emji_balance_à_poids";1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0,075;1;1;0,761;0,87;1
"célèbre";1;1;1;1;1;0,413;0,278;0,002;0,857;0,934;1;1;1;1;0;1;1;1;1;1;1;1
"cours";1;1;1;1;0;1;1;1;1;0,748;1;1;1;0,924;1;0,897;1;0,055;1;0;1;0,446
"âgé";0,798;1;0,917;0,931;1;0,958;1;0,185;0,646;1;1;1;1;1;1;0,026;0,358;0,067;0,859;0,013;1;1
"tête";0,119;1;0,847;0;0,545;0,887;1;0,775;1;1;1;0,988;0,566;1;1;1;1;1;1;1;1;0,407
"succès";0,176;1;1;1;0,003;1;0,62;0,207;0,69;1;0,08;0,391;1;1;1;1;1;1;1;1;0,003;1
"région";1;1;0,809;1;1;1;1;1;1;0;0,036;0,95;1;1;0,962;0,171;0,001;1;0,753;1;1;0,368
"raison";0,453;1;1;1;1;1;1;1;1;1;0,714;0,681;1;0,061;0,101;0,054;0,681;1;1;0,816;0,927;0,009
"nombre";0,578;1;0,688;1;1;1;1;1;1;1;0,859;1;1;0,727;1;1;1;1;1;0;1;0,027
"montrer";1;1;0,847;1;1;0,214;1;0,775;1;1;1;0,988;1;1;1;1;0,037;1;1;0,08;0;1
"mesure";1;1;0,14;1;1;1;1;1;1;0;0,945;0;1;1;1;1;1;1;1;0,003;1;1
"hiver";1;0,809;1;1;1;1;1;1;1;0,095;1;1;0;0,85;0,001;1;0,261;1;1;0,388;1;1
"fribourg";1;1;0,847;0,195;0,545;1;1;0,775;0,017;1;1;0,292;1;1;1;1;1;1;1;0,007;1;0
"film";1;1;1;1;0,5;0;1;0,738;1;1;1;1;1;1;0;1;1;1;0,753;1;1;1
"expliquer";1;1;1;1;1;1;1;1;1;0,678;1;1;1;0,188;0,962;1;0,95;0,289;1;1;0;0,368
"course";0,137;1;1;0,897;1;1;1;1;0;0,748;1;0,325;0,612;1;1;1;1;1;1;1;1;1
"commencer";0,218;0;1;1;1;1;1;0,027;0,775;1;1;1;1;0,354;1;1;1;1;1;0,627;0,775;1
"chiffre";1;1;0,163;1;1;0,85;1;0,738;0,51;1;1;0,029;1;0,188;1;1;1;1;1;0;1;0,368
"vin";1;1;1;1;0,359;1;0,327;0,115;1;1;1;1;1;0,16;0,002;1;1;0,227;1;1;1;1
"soleil";1;1;0,018;0,415;1;0,436;0,695;1;1;1;1;1;0;0,023;1;1;1;1;1;1;1;1
"seulement";0,538;0,645;1;1;1;1;1;1;1;1;1;1;1;0,097;1;0,658;0,144;1;1;0,023;0,003;0,898
"réduire";1;1;0,065;1;1;1;1;1;1;0,482;0,136;1;1;0,637;1;1;1;1;1;0;0,002;0,186
"politique";1;1;1;0,897;1;1;1;1;1;0,129;0,004;0;1;1;1;1;1;1;1;0,468;1;1
"plan";1;1;0,008;1;1;1;1;0,7;1;1;0;1;1;1;1;1;0,001;1;1;1;1;0,33
"pari";1;1;1;1;1;0,489;1;0,018;1;1;1;0,574;0,165;1;0,584;1;0,574;0,066;1;0,703;0,81;0,684
"journaliste";1;1;0,917;0,026;0,634;0,958;1;1;0,187;0,782;1;1;1;1;1;1;0,358;0,392;0;1;1;1
"israélien";1;1;1;1;1;1;1;1;1;1;1;0,23;1;1;1;1;0;1;1;1;1;1
"habitant";1;1;0,917;0,931;1;1;1;0,844;1;0,147;1;1;1;0,031;1;0,026;0,358;1;0,859;0,508;1;0,001
"décision";1;1;0,917;1;1;1;1;1;1;0,147;0;0;1;1;1;0,931;0,358;1;1;1;0,646;1
