"";"";"";"";"territoire";""
"67";"recouvrir";"1.43443347168512";"-1.25147900542563";"0.955209309918608";"285"
"68";"fusionner";"0.713158251646826";"-1.75835198302819";"0.954783460435178";"287"
"69";"escalade";"1.30580580995766";"-1.54754032640829";"0.954514097810117";"288"
"70";"perte";"-0.728813737525529";"-0.831995319857999";"0.954514097810117";"290"
"71";"zohran";"-2.09972162014216";"1.45663155196087";"0.953472562326547";"292"
"72";"républicain";"-2.09972162014216";"1.45663155196087";"0.953472562326547";"293"
"73";"réintégrer";"-2.09972162014216";"1.45663155196087";"0.953472562326547";"294"
"74";"mamdani";"-2.09972162014216";"1.45663155196087";"0.953472562326547";"295"
"75";"cheffe";"-2.09972162014216";"1.45663155196087";"0.953472562326547";"296"
"76";"classique";"0.347353232998956";"-1.51121413787301";"0.952800438443061";"298"
"77";"référence";"0.249569157760083";"-1.25643600774946";"0.952800438443061";"299"
"78";"emji_appareil_photo_avec_flash";"0.25776998088749";"-1.34256661304909";"0.952800438443061";"301"
"79";"statistique";"-0.692165670648671";"-0.737201745804686";"0.952620863359687";"306"
"80";"emji_gyrophare";"-1.19940177798839";"0.658833240021905";"0.951994915926211";"307"
"81";"emji_graphique_en_baisse";"-0.750579897901122";"-0.832958084311512";"0.949370554350615";"310"
"82";"sauvage";"0.079314800472094";"-0.747201232441003";"0.949370554350615";"311"
"83";"porte";"0.00645061698961393";"-0.950497008926951";"0.949065276708879";"312"
"84";"annoncer";"-1.21733265264395";"0.551011819568584";"0.949060145992211";"313"
"85";"pousser";"-0.531535051629932";"-0.497416041487409";"0.948539378250426";"315"
"86";"dédier";"0.461060259954019";"-1.21717947613015";"0.947215653350125";"316"
"87";"aérien";"-1.16031084164891";"1.37704356623954";"0.946464003358287";"318"
"88";"neige";"0.769302543488379";"-1.32945648144466";"0.946086895683202";"320"
"89";"ville";"-0.153455069573975";"-0.49262105377987";"0.946002238858182";"321"
"90";"traitement";"-0.82014762753518";"-0.418270331601056";"0.944878611907927";"326"
"91";"emji_robot";"-0.802586444890226";"-0.612843034067042";"0.944878611907927";"327"
"92";"fédéral";"-0.76824985119291";"-0.0596036970244767";"0.94453998460785";"328"
"93";"minimum";"-1.17223962992556";"0.0498444676854475";"0.942467175074046";"330"
"94";"joueur";"0.63803156261079";"-1.50242165231985";"0.942041325590615";"333"
"95";"attaque";"-1.20090611465869";"1.34071049778924";"0.940453368781921";"335"
"96";"santé";"-0.362822925349483";"0.015677490898157";"0.940435411273584";"336"
"97";"mobilité";"-0.538770657135615";"-0.747542095872072";"0.940289185848551";"339"
"98";"centre_ville";"-0.350884217482466";"-1.05397963094539";"0.940289185848551";"340"
"99";"percevoir";"-0.764151041927201";"-0.593409535443356";"0.938601180064834";"345"
"100";"soigner";"0.845865317858314";"-0.715825104819268";"0.938057324098043";"347"
"101";"envoyer";"0.706654952588393";"-1.01230288514871";"0.938057324098043";"348"
"102";"visiteur";"0.0417843301674317";"-1.31279303847554";"0.938057324098043";"349"
"103";"négociation";"-1.84348898535078";"1.15484043029082";"0.937808484339653";"350"
"104";"trottinette";"-1.52980087155947";"1.94606064447629";"0.937685347139625";"351"
"105";"soupçonner";"-1.16206375425849";"1.03476650987078";"0.937685347139625";"352"
"106";"soumettre";"-1.00831405039462";"-0.164356611972479";"0.936979873597799";"353"
"107";"réclamer";"-1.13594866673002";"0.501372546232279";"0.935876769514215";"354"
"108";"coalition";"-1.55538967989858";"0.72536825583637";"0.935876769514215";"355"
"109";"indépendant";"-1.6345201243843";"0.846401190045775";"0.935876769514215";"356"
"110";"urgent";"-1.75361768083024";"1.89635460294168";"0.935876769514215";"357"
"111";"ambiance";"1.42963760039539";"-1.21930921625096";"0.93569719443084";"359"
"112";"awards";"0.318002993212851";"-1.60832614827311";"0.935527880780802";"360"
"113";"icône";"0.33695172113665";"-1.07247113321767";"0.933688518855384";"361"
"114";"grippe";"-0.772985368027619";"-0.533763089339696";"0.933360152988642";"362"
"115";"emji_tête_qui_parle";"-0.772985368027619";"-0.533763089339696";"0.933360152988642";"363"
"116";"voyageur";"1.40443673743508";"-0.184032111655106";"0.932734205555167";"365"
"117";"urgence";"-1.31528094400835";"1.26915189136508";"0.932731640196833";"367"
"118";"adapter";"0.270676914003098";"-0.829208824850689";"0.932536672963455";"369"
"119";"assurer";"-0.359198550458708";"-0.250062703060982";"0.932144173138366";"370"
"120";"représentant";"-1.19852597188994";"0.269356175485447";"0.931153944821474";"371"
"121";"emji_train";"-0.631145948637751";"-0.23094962180318";"0.931107768371464";"372"
"122";"univers";"1.02153204486017";"-0.731888757446496";"0.930823013596399";"373"
"123";"analyser";"-0.775052586578555";"-0.694013757228881";"0.930566477763008";"374"
"124";"altitude";"-0.662882935407202";"-0.661898033766764";"0.93037151052963";"375"
"125";"également";"-0.733545196488752";"0.168125187056487";"0.930263765479605";"376"
"126";"auprès_de";"-0.233057650763662";"-0.467647321309486";"0.930030317871219";"377"
"127";"impliquer";"-1.03581200940803";"-0.111959411946372";"0.930030317871219";"378"
"128";"classe";"1.41220525103994";"-0.962550479232238";"0.929899484596189";"379"
"129";"accusation";"-2.14779235917196";"2.00822551766804";"0.929494157979431";"380"
"130";"washington";"-1.74726612006666";"0.890511373649152";"0.929494157979431";"381"
"131";"lundi";"-0.786648142220976";"0.473715794115271";"0.929394109004408";"382"
"132";"mondial";"0.374075638179888";"-1.00266901879005";"0.928686070104247";"383"
"133";"phénomène";"0.125975601161906";"-1.21227780149221";"0.927898505095735";"385"
"134";"expliquer";"-0.176863917971233";"-0.172825553095663";"0.924979127311738";"387"
"135";"cantonal";"-1.32896243782528";"0.43829133511141";"0.921441498169267";"392"
"136";"publier";"-0.879305720984763";"-0.2570052638793";"0.92019216866065";"396"
"137";"collection";"0.390831947525152";"-1.42380030527173";"0.920125469343968";"397"
"138";"photographie";"0.879405331664717";"-1.49076089329067";"0.920125469343968";"398"
"139";"national";"-0.533737021330046";"-0.0140553211903264";"0.919897152452249";"399"
"140";"hésiter";"1.51176157589887";"-0.637532659728698";"0.919725273443877";"400"
"141";"prestigieux";"-0.081309254749403";"-0.366947404634224";"0.91920963641876";"402"
"142";"médicament";"-0.737648063625947";"-0.772348873754338";"0.918860747685347";"403"
"143";"universitaire";"-0.215580432618973";"-1.00908612231733";"0.918860747685347";"405"
"144";"favoriser";"-0.375757570129135";"-1.04181633454287";"0.918860747685347";"406"
"145";"emji_microscope";"-0.375757570129135";"-1.04181633454287";"0.918860747685347";"407"
"146";"produit";"-0.518174927472057";"-0.530353737058564";"0.918106532335176";"409"
"147";"compte";"0.257449238924252";"-0.0232531213776428";"0.917962872268477";"410"
"148";"épisode";"0.926162793787036";"-0.463288899374501";"0.917921826535134";"411"
"149";"introduire";"-0.276958071747792";"-0.72182971025117";"0.917921826535134";"412"
"150";"plateformes";"0.16493569159191";"-1.10199354887661";"0.917921826535134";"413"
"151";"penser";"0.69662264614896";"-1.0890337674574";"0.917878215443457";"414"
"152";"accident";"-0.765198751716798";"-0.279878665401773";"0.917731990018424";"415"
"153";"maillot";"1.33689414243808";"-1.59561462363409";"0.917439539168358";"417"
"154";"music";"1.36592953316164";"-1.21390496300954";"0.917439539168358";"419"
"155";"agency";"1.31850205813111";"-1.0539116499865";"0.917439539168358";"420"
"156";"officiel";"-0.761747971073948";"0.158489718306329";"0.917013689684927";"421"
"157";"sébastien";"-0.98766664371799";"0.498644304773089";"0.915797709834651";"422"
"158";"rejeté";"-1.62303497363563";"0.638897436744745";"0.915797709834651";"423"
"159";"assemblée";"-1.62303497363563";"0.638897436744745";"0.915797709834651";"424"
"160";"thaïlande";"-1.74714245086917";"1.98603339874534";"0.915797709834651";"426"
"161";"intervention";"-1.23461269516904";"0.939188129478037";"0.915605307959607";"428"
"162";"tell";"2.20109897454962";"1.99273281622304";"0.915274376734532";"430"
"163";"emji_visage_avec_des_étoiles_à_la_place_des_yeux";"1.30580580995766";"-1.54754032640829";"0.914871615476107";"432"
"164";"anzère";"1.30580580995766";"-1.54754032640829";"0.914871615476107";"433"
"165";"diligence";"1.30580580995766";"-1.54754032640829";"0.914871615476107";"434"
"166";"cuit";"1.30580580995766";"-1.54754032640829";"0.914871615476107";"435"
"167";"dépression";"-0.728813737525529";"-0.831995319857999";"0.914871615476107";"436"
"168";"théorie";"-0.728813737525529";"-0.831995319857999";"0.914871615476107";"438"
"169";"cerveau";"-0.728813737525529";"-0.831995319857999";"0.914871615476107";"439"
"170";"infrastructure";"-1.4201873126736";"0.927566741712467";"0.914815177592761";"440"
"171";"ligne";"-0.498950422615187";"-0.1610363602864";"0.914638167867721";"441"
"172";"potter";"0.183521241716412";"-1.15608087817492";"0.913953217192565";"442"
"173";"saga";"0.066540556027594";"-1.51285516251988";"0.913953217192565";"443"
"174";"paramount";"-0.717506623872056";"-0.678422176209082";"0.913953217192565";"444"
"175";"contemporain";"-0.717506623872056";"-0.678422176209082";"0.913953217192565";"445"
"176";"unique";"0.506097804777338";"-1.30526304979044";"0.913827514634203";"446"
"177";"loisir";"1.77160398939756";"-1.16985451569549";"0.913542759859139";"448"
"178";"échauffement";"1.77160398939756";"-1.16985451569549";"0.913542759859139";"449"
"179";"cezame";"1.77160398939756";"-1.16985451569549";"0.913542759859139";"450"
"180";"durable";"-1.75161496743237";"1.66975884899009";"0.913150260034049";"453"
"181";"frontière";"-1.98905368495623";"2.25950872551019";"0.913150260034049";"454"
"182";"violence";"-0.810279264704723";"0.181441408486429";"0.912601273350591";"455"
"183";"chiffre";"-0.473610683633541";"-0.579208286622211";"0.912601273350591";"456"
"184";"venir";"1.13618338464955";"-0.701336820646668";"0.912308822500525";"457"
"185";"mineur";"-0.94590909524134";"0.163361176976069";"0.911593087525362";"459"
"186";"netflix";"-0.605409245358818";"-0.839675433447427";"0.911272417733623";"462"
"187";"vague";"0.398896463624718";"-0.592066340377858";"0.911198022341939";"464"
"188";"chaux";"0.518083441344976";"-1.63975018062172";"0.911198022341939";"465"
"189";"propre";"1.0707324082439";"-0.356220982792175";"0.911167238041932";"466"
"190";"premier";"-0.228704839331308";"-0.121264792708646";"0.910743953916836";"467"
"191";"montreux";"0.898695388618046";"-1.33518609059586";"0.910736257841834";"468"
"192";"gros";"-0.355806285791135";"-1.09465314150504";"0.910736257841834";"469"
"193";"conclure";"-1.76803755711352";"0.959032891635731";"0.910418153408428";"471"
"194";"publication";"-2.03177670211894";"1.31913586054994";"0.910418153408428";"472"
"195";"politicien";"-2.03177670211894";"1.31913586054994";"0.910418153408428";"473"
"196";"organisé";"-1.63898328805212";"0.744946975904222";"0.910418153408428";"474"
"197";"douanier";"-1.89773035252381";"1.48187609137256";"0.910418153408428";"475"
"198";"lutte";"-0.542740314448062";"0.096144106053335";"0.909876862799972";"478"
"199";"chanson";"0.869926694359403";"-1.63193198052859";"0.909848643858299";"479"
"200";"musical";"0.346278282145555";"-1.08123459917228";"0.909848643858299";"480"
"201";"style";"1.77206153960213";"-0.483609207380464";"0.909348398983185";"481"
"202";"chaussure";"1.15449220694002";"-1.00629275810603";"0.909348398983185";"482"
"203";"saint";"0.298023155186051";"-0.596390872687452";"0.909304787891509";"483"
"204";"oeuvre";"0.646667680286099";"-0.949477750266584";"0.908832761958068";"484"
"205";"maman";"1.61058306053798";"-1.49749032912975";"0.908530049674666";"485"
"206";"submerger";"0.953346715442001";"-1.48041792753816";"0.908530049674666";"486"
"207";"calme";"0.204838137311728";"0.214095780340152";"0.908530049674666";"487"
"208";"restauration";"-0.329921362380398";"-1.22900293593369";"0.908530049674666";"488"
"209";"chute";"-0.470520681008115";"-1.38971289601644";"0.908227337391264";"489"
"210";"emji_ski";"-0.558642955707609";"-1.61357956324238";"0.908227337391264";"490"
"211";"solution";"0.278428830163589";"-0.883132996949076";"0.907957974766203";"491"
"212";"augmenter";"-0.615909280522809";"-0.736635035508758";"0.907957974766203";"492"
"213";"actuel";"-0.770129876930959";"0.415959219051853";"0.907957974766203";"493"
"214";"risque";"-0.580572757907038";"-0.391129969534312";"0.907855360432846";"494"
"215";"guy";"-0.957881083905547";"0.279640225539994";"0.907745050024488";"495"
"216";"plaindre";"-1.61969976555134";"0.708463202447244";"0.907678350707806";"496"
"217";"mobiliser";"-1.17837954995912";"0.86882318097557";"0.906444413349192";"498"
"218";"saisir";"-0.933837091838168";"0.916384070875079";"0.906444413349192";"499"
"219";"octobre";"-0.82337290029857";"0.405387724868462";"0.90576202803237";"500"
"220";"apprendre";"0.871411166797829";"-0.513769171839709";"0.905728678374029";"501"
"221";"autriche";"-0.428945659703829";"-2.17666741591018";"0.903776440681919";"504"
"222";"plan";"-1.27654556927788";"0.753541817320963";"0.903509643415192";"505"
"223";"fondue";"1.11377516691019";"-0.794803828928432";"0.903332633690151";"506"
"224";"passionner";"1.12576111322954";"-0.676853630604792";"0.902806735231699";"507"
"225";"accord";"-1.69310331821959";"1.37140883134182";"0.902491196156627";"509"
"226";"difficulté";"1.02476825656113";"-0.265253726754189";"0.902483500081625";"510"
"227";"installation";"-0.676089476115744";"-0.561865634063709";"0.902483500081625";"511"
"228";"avancé";"-0.395395351018284";"-1.2801879738475";"0.902483500081625";"512"
"229";"structure";"-0.395395351018284";"-1.2801879738475";"0.902483500081625";"513"
"230";"origine";"-0.330509959040344";"-1.05624495612246";"0.902280836773246";"514"
"231";"emji_sac_plein_d_argent";"-0.905434262476888";"-0.343045930443241";"0.900641572797873";"515"
"232";"meilleur";"0.709345924891006";"-0.890968348447876";"0.900574873481191";"516"
"233";"inspirer";"-0.149005802848189";"-1.06279359268178";"0.900562046689522";"517"
"234";"incident";"-1.40341970588122";"1.37531331602595";"0.900220854031111";"519"
"235";"vraiment";"0.997347894158061";"-0.301256826732918";"0.900202896522773";"520"
"236";"manifestation";"-1.134960674197";"1.01492243171766";"0.89938198185592";"521"
"237";"adepte";"1.43412968415667";"-0.779700556677877";"0.899230625714219";"522"
"238";"alimentaire";"-1.15310233221142";"0.19337255992971";"0.898484106439049";"524"
"239";"fermer";"-0.642714197562132";"-0.435128644692621";"0.898322488864013";"525"
"240";"transport";"-0.161627476621373";"-0.171011661578571";"0.898322488864013";"526"
"241";"bruit";"-0.851799585974952";"-0.358751773272344";"0.898042864805616";"527"
"242";"approuver";"-1.31721899710385";"0.65458590329123";"0.898042864805616";"528"
"243";"succession";"-1.2811659428315";"0.240890429010859";"0.898042864805616";"529"
"244";"express";"-0.456689175528433";"-0.707405877157659";"0.897137293313743";"532"
"245";"chauffeur";"-0.413076816915474";"-0.946627276125788";"0.897137293313743";"533"
"246";"liquide";"-0.414859875217124";"-0.856795708855591";"0.897137293313743";"534"
"247";"jugement";"0.185527439288976";"-0.533558969547219";"0.897137293313743";"535"
"248";"taxi";"-0.456689175528433";"-0.707405877157659";"0.897137293313743";"536"
"249";"sylvestre";"-0.586932233965656";"-0.571347821213579";"0.897137293313743";"537"
"250";"opérateur";"-0.586932233965656";"-0.571347821213579";"0.897137293313743";"538"
"251";"matinée";"-0.759855961179376";"0.125776445102187";"0.897137293313743";"539"
"252";"linguistique";"0.172192836114121";"-0.544761210067834";"0.897137293313743";"540"
"253";"emprunter";"0.283180484379301";"-0.965909902151898";"0.897137293313743";"541"
"254";"candidature";"-0.938584427306216";"-0.0912105293279625";"0.897137293313743";"542"
"255";"performance";"0.232500921922708";"-1.44956642863812";"0.897047505772056";"543"
"256";"conquérir";"1.28853412491014";"-1.46351542604857";"0.897047505772056";"544"
"257";"adopter";"-0.676801047857803";"0.260645493679944";"0.896498519088598";"545"
"258";"grave";"-1.12575982437898";"0.595578755293792";"0.896498519088598";"546"
"259";"chaîne";"-1.09453094835077";"0.752257344188754";"0.896498519088598";"547"
"260";"journée";"0.483561077604261";"-0.312879733341296";"0.896421558338581";"548"
"261";"remonter";"0.371375276056013";"-0.787489789290004";"0.896306117213554";"549"
"262";"dénoncer";"-1.25983115499087";"0.0882966714790887";"0.896131672846848";"551"
"263";"extrême";"-0.615550095746801";"0.389302047918716";"0.896131672846848";"552"
"264";"entrée";"-1.12397912586816";"0.817731981142953";"0.896131672846848";"553"
"265";"candidat";"-0.804660495025253";"-0.0581046799223047";"0.896131672846848";"554"
"266";"onu";"-2.10388281066364";"2.14652680911069";"0.896131672846848";"555"
"267";"emji_drapeau_russie";"-1.96983646106851";"2.3092670399333";"0.896131672846848";"557"
"268";"jeune";"0.986095259787676";"0.422192722218801";"0.89594953240514";"558"
"269";"emji_fourchette_et_couteau_avec_assiette";"-0.831817538619369";"-0.441411469997892";"0.895326150329998";"560"
"270";"évoluer";"0.483562604141109";"-0.978942117744419";"0.895141444529956";"561"
"271";"emji_tennis";"0.989633328349607";"-0.478096995517422";"0.895141444529956";"562"
"272";"comportement";"-0.363975079319671";"-0.719291270779026";"0.895141444529956";"564"
"273";"outil";"-0.743537614359559";"-0.732584576351898";"0.895141444529956";"565"
"274";"tester";"-0.789511760647986";"-0.481899468870255";"0.89509783343828";"566"
"275";"montant";"-0.813198710595663";"0.259282848727544";"0.89509783343828";"567"
"276";"entourer";"0.940867940578231";"-0.00870053198003769";"0.894972130879918";"573"
"277";"animal";"0.164946027882668";"-0.140345987432963";"0.894900300846568";"574"
"278";"envie";"1.12076658485288";"-0.465465654525603";"0.894112735838056";"575"
"279";"indispensable";"1.23931438997727";"-0.824836440919063";"0.893958814338021";"577"
"280";"bonnet";"1.65423017280397";"-1.15872125484156";"0.893958814338021";"578"
"281";"croissant";"-0.861564764343036";"-0.428905164010224";"0.892337507870986";"579"
"282";"vétérinaire";"-0.136940133536612";"-0.503756414839883";"0.892337507870986";"580"
"283";"illégal";"-0.569676321198638";"-0.836743302723169";"0.892337507870986";"581"
"284";"foyer";"-0.0607734529826333";"-0.564484200681972";"0.892337507870986";"582"
"285";"opposition";"-1.63032271381707";"0.807442925772095";"0.89134471419576";"585"
"286";"relation";"-1.11012321445845";"0.389419292524453";"0.89134471419576";"586"
"287";"ukrainien";"-1.68471906675185";"1.29919470275809";"0.89134471419576";"587"
"288";"discussion";"-1.3074457967908";"0.660352475803463";"0.89134471419576";"588"
"289";"commercial";"-1.3816415096695";"0.493825235793105";"0.89134471419576";"589"
"290";"valaisan";"2.02787129926268";"2.13993389986445";"0.89134471419576";"590"
"291";"impact";"-0.542649478082729";"-0.690951325230605";"0.890380139462208";"591"
"292";"contenir";"-0.590309172428773";"-0.776251847455243";"0.890380139462208";"592"
"293";"soirée";"1.00525867118122";"-0.159742906836271";"0.889979943562117";"593"
"294";"appétit";"1.38253861761031";"-1.20916696258769";"0.889784976328739";"594"
"295";"magasin";"-0.15557841568053";"-0.407006962932047";"0.889784976328739";"595"
"296";"bleu";"0.526342843992737";"-1.45078032457173";"0.889010238111896";"596"
"297";"sauce";"-0.056999879439557";"-0.216929112494105";"0.889010238111896";"597"
"298";"panoramique";"0.563559335398979";"-1.56804601457887";"0.889010238111896";"598"
"299";"emji_canard";"0.433316276961755";"-1.43198795863479";"0.889010238111896";"599"
"300";"belge";"1.20577595021639";"-1.39419910696843";"0.889010238111896";"600"
"301";"après_ski";"0.563559335398979";"-1.56804601457887";"0.889010238111896";"601"
"302";"brésilien";"-1.50971355236886";"0.748758595843873";"0.888935842720213";"602"
"303";"devancer";"-1.22850787626595";"-0.393763089740546";"0.888935842720213";"604"
"304";"cible";"-1.75930868587821";"2.071617393503";"0.888935842720213";"605"
"305";"édition";"0.236524969061918";"-1.45030542705729";"0.888781921220178";"606"
"306";"secours";"0.203209499070446";"-0.920310514611459";"0.888430467128431";"607"
"307";"accessible";"-0.374797102722305";"-1.0602382112917";"0.888430467128431";"608"
"308";"zurich";"-0.375722973839617";"-0.608862159891869";"0.888004617645001";"609"
"309";"vallon";"0.976091804420827";"-0.523296230719963";"0.887919960819982";"612"
"310";"secteur";"-0.800519075630038";"-0.475610932351049";"0.887812215769957";"613"
"311";"harry";"0.407978155364661";"-1.23437276782159";"0.887460761678211";"614"
"312";"prolonger";"-0.648701736077101";"-0.664420052553128";"0.887386366286527";"615"
"313";"consommateur";"0.188866228125009";"-0.760968933863122";"0.887386366286527";"616"
"314";"état";"-0.965421790963976";"0.408816412023559";"0.887245271578162";"617"
"315";"etat";"-1.69617575357489";"1.39234248981634";"0.886996431819772";"621"
"316";"hôpital";"-1.54545220249399";"1.18735666432686";"0.886996431819772";"622"
"317";"événement";"0.45958091236619";"-0.231788678383311";"0.886514144452996";"623"
"318";"attendre";"-0.200908697489004";"-0.632327670627182";"0.886031857086219";"624"
"319";"jouet";"0.519998351930931";"-0.831391613141928";"0.885649618694466";"625"
"320";"australien";"-0.854369920770586";"0.533323711478946";"0.885649618694466";"626"
"321";"suite";"-1.12069502152071";"0.559257210484761";"0.885234030644371";"627"
"322";"nombreux";"0.588679887764596";"0.153282253135361";"0.885136547027683";"628"
"323";"budgétaire";"-1.78001843530068";"0.948556070572015";"0.884631171435901";"629"
"324";"annuler";"-1.67677502005156";"0.777287337986808";"0.884631171435901";"630"
"325";"maire";"-1.67570518507057";"0.72338839762469";"0.884631171435901";"631"
"326";"température";"0.200719617905568";"-0.671249641395878";"0.884410550619184";"635"
"327";"comprendre";"-0.0527168213890148";"0.107029451668666";"0.884379766319177";"636"
"328";"chien";"0.808612981671139";"-0.644244724431709";"0.884195060519135";"637"
"329";"vidéo";"-0.454852220577796";"-0.0377239089957361";"0.88387695608573";"638"
"330";"critique";"-0.986453264818923";"0.36768299252827";"0.88387695608573";"639"
"331";"professeur";"0.242174009695181";"-0.869049800267541";"0.883063737493878";"640"
"332";"besoin";"-1.32046612578889";"0.882732620727087";"0.882917512068845";"641"
"333";"répondre";"0.601088818461709";"0.205944482207137";"0.882840551318827";"642"
"334";"spa";"0.935046039651879";"-0.473943214261771";"0.882476270435411";"643"
"335";"apprêter";"0.236863870567184";"-0.457594609242531";"0.882348002518715";"644"
"336";"bain";"0.935721847407557";"-0.195854172144533";"0.881955502693626";"645"
"337";"naturel";"-0.605067754052284";"-0.815286450667895";"0.881675878635229";"646"
"338";"tête";"0.741731601280431";"-0.630836487118649";"0.881645094335222";"647"
"339";"album";"0.193562512516603";"-0.125240780951557";"0.88146038853518";"648"
"340";"streaming";"-0.240547835399871";"-1.07110320229963";"0.88146038853518";"649"
"341";"emji_micro";"-0.364430536884975";"-0.675624909087405";"0.88146038853518";"650"
