"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22"
"*postDate_7-9-2025";-0,034;-0,039;-0,039;25,118;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0924";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*postLikes_7800";21,57;-0,196;-0,196;-0,2;-0,322;-0,207;-0,304;-0,179;-0,326;-0,165;-0,246;-0,235;-0,33;-0,207;14,533;-0,2;-0,235;2,643;-0,182;-0,282;-0,326;-0,275
"*postComments_128";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*postReposts_95";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;9,536;-0,08;-0,094;9,231;-0,073;-0,113;-0,13;-0,11
"*postDate_5-9-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*a_0923";-0,034;-0,039;-0,039;-0,04;-0,064;24,262;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_31";6,149;-0,513;0,558;0,531;-0,843;4,498;-0,795;-0,467;1,97;-0,431;-0,643;-0,615;0,053;-0,541;0,299;-0,522;0,316;0,268;-0,476;-0,737;0,058;-0,718
"*postReposts_38";3,453;-0,236;2,766;-0,24;-0,387;2,556;-0,365;-0,215;-0,392;-0,198;-0,295;-0,283;-0,396;2,556;-0,287;-0,24;2,09;-0,295;-0,219;-0,339;1,173;-0,33
"*postDate_3-9-2025";-0,034;-0,039;-0,039;-0,04;-0,064;24,262;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0922";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_8200";8,662;-0,118;-0,118;-0,12;-0,193;-0,124;-0,182;-0,107;3,889;-0,099;-0,147;-0,141;-0,198;-0,124;-0,143;7,101;-0,141;-0,147;-0,109;-0,169;-0,195;-0,165
"*postComments_93";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postReposts_250";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;25,118;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_1-9-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0921";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postLikes_109300";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postComments_1500";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postDate_31-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*a_0920";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*postLikes_3700";24,355;-0,633;-0,633;-0,644;0,001;-0,667;-0,98;-0,576;-1,051;-0,531;-0,793;-0,758;-1,063;0,223;7,519;3,298;-0,758;0,09;0,36;1,651;0,001;-0,886
"*postComments_47";-0,406;-0,473;-0,473;-0,482;-0,777;-0,499;0,154;-0,431;-0,786;-0,397;3,902;0,419;-0,795;0,608;0,4;14,71;-0,567;3,902;-0,439;-0,68;0,105;-0,663
"*postDate_29-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*a_0919";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postLikes_12600";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;-0,08;-0,094;-0,098;12,794;-0,113;-0,13;8,163
"*postComments_240";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postReposts_218";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;-0,08;-0,094;-0,098;12,794;-0,113;6,733;-0,11
"*postDate_27-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*a_0918";-0,034;-0,039;-0,039;25,118;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_8700";-0,101;-0,118;-0,118;7,101;-0,193;-0,124;-0,182;-0,107;-0,195;-0,099;-0,147;-0,141;-0,198;6,817;-0,143;-0,12;-0,141;-0,147;-0,109;4,678;-0,195;-0,165
"*postComments_138";-0,067;-0,078;-0,078;11,586;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;11,586;-0,094;-0,098;-0,073;-0,113;-0,13;-0,11
"*postReposts_70";-0,034;-0,039;-0,039;25,118;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_25-8-2025";-0,034;-0,039;-0,039;25,118;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0917";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_61";-0,135;4,989;-0,157;-0,16;-0,258;-0,165;-0,243;-0,143;-0,261;-0,132;-0,197;-0,188;2,457;-0,165;-0,191;-0,16;-0,188;3,717;-0,146;-0,226;-0,261;3,194
"*postReposts_104";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;14,249;-0,098;-0,094;6,647;-0,083;-0,095;-0,08;-0,094;-0,098;-0,073;-0,113;-0,13;-0,11
"*postDate_24-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0916";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*postComments_21";0,046;0,004;0,004;-1,012;1,591;4,317;-0,139;1,589;-0,196;-0,835;-1,246;-1,192;0,147;0;-1,21;0,002;-1,192;7,313;0,018;-0,088;0,159;-1,392
"*postDate_22-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*a_0915";-0,034;-0,039;-0,039;25,118;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_105";-0,067;-0,078;11,811;11,586;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;-0,08;-0,094;-0,098;-0,073;-0,113;-0,13;-0,11
"*postReposts_57";6,041;-0,157;-0,157;4,878;-0,258;-0,165;-0,243;-0,143;-0,261;-0,132;-0,197;-0,188;-0,264;-0,165;3,867;-0,16;-0,188;-0,197;-0,146;3,08;-0,261;-0,22
"*postDate_20-8-2025";-0,034;-0,039;-0,039;25,118;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0914";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*postLikes_912";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*postComments_20";-0,646;-0,753;0,119;2,34;-0,02;2,18;-0,007;-0,686;0,656;0,271;-0,944;-0,902;3,076;7,075;0,023;-0,766;0,028;0,015;-0,699;-1,082;-1,251;-1,054
"*postDate_19-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*a_0913";-0,034;-0,039;-0,039;25,118;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_31700";-0,034;-0,039;-0,039;25,118;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_595";-0,034;-0,039;-0,039;25,118;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postReposts_296";-0,034;-0,039;-0,039;25,118;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_18-8-2025";-0,034;-0,039;-0,039;25,118;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0912";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;18,262
"*postLikes_33400";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;18,262
"*postComments_216";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;18,262
"*postReposts_283";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;18,262
"*postDate_17-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;18,262
"*a_0911";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postComments_111";-0,101;-0,118;-0,118;7,101;-0,193;-0,124;-0,182;-0,107;-0,195;-0,099;-0,147;-0,141;-0,198;-0,124;-0,143;-0,12;-0,141;-0,147;7,903;-0,169;-0,195;4,832
"*postReposts_34";-0,304;-0,354;-0,354;-0,361;-0,582;1,217;-0,549;1,602;-0,589;-0,298;-0,444;-0,425;-0,595;-0,373;-0,431;1,302;6,658;0,841;1,547;-0,509;-0,589;5,329
"*postDate_15-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*a_0910";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postLikes_15000";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;7,29;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;-0,08;-0,094;-0,098;12,794;-0,113;-0,13;-0,11
"*postComments_74";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;-0,08;-0,094;-0,098;12,794;-0,113;6,733;-0,11
"*postReposts_140";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;-0,08;-0,094;-0,098;12,794;-0,113;-0,13;8,163
"*postDate_13-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*a_0909";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postLikes_143";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postComments_1";-0,646;2,426;-0,753;-0,766;0,683;2,18;-1,166;2,906;-0,024;0,271;-0,944;-0,902;3,076;0,086;-0,916;0,107;-0,902;-0,944;2,802;-1,082;0,656;-1,054
"*postReposts_0";-14,369;48,647;-14,487;18,899;74,601;42,304;55,884;0,001;22,796;-11,665;-32,941;-36,957;77,881;-16,152;-21,313;-11,086;-36,957;35,725;2,69;-39,391;-50,355;-14,443
"*postDate_12-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*a_0908";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_14100";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_135";-0,135;-0,157;-0,157;-0,16;-0,258;4,666;-0,243;-0,143;-0,261;-0,132;-0,197;-0,188;2,457;-0,165;-0,191;-0,16;-0,188;-0,197;-0,146;3,08;2,498;-0,22
"*postReposts_135";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_11-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0907";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*postLikes_834";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*postComments_3";0,018;-1,076;1,005;-1,095;1,246;0,858;-0,206;-0,98;-0,276;-0,903;-0,058;0,55;7,241;0,858;-1,309;-0,001;-0,039;2,554;1,236;-1,546;-1,787;-1,506
"*postDate_10-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*a_0906";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_18800";29,819;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_323";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_160";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;21,014;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_8-8-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0905";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;28,075;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_553";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;28,075;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postReposts_2";0,001;-0,016;0,71;-0,021;-1,966;0,589;1,043;3,96;-1,989;0,002;-0,124;0,342;0,013;-0,032;-0,104;0,668;-1,435;-0,124;-1,112;1,327;0,017;-0,215
"*postDate_6-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;28,075;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0904";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postLikes_148";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postDate_4-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*a_0903";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;28,075;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_18";0,046;0,004;0,004;1,199;0,172;4,317;-0,139;0,024;0,159;-0,835;-0,026;-1,192;4,243;0;0,699;-1,012;0,736;-1,246;-0,923;-1,429;-0,196;-1,392
"*postDate_3-8-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;28,075;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0902";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_10800";-0,067;-0,078;-0,078;-0,08;6,821;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;-0,08;-0,094;-0,098;-0,073;-0,113;-0,13;8,163
"*postComments_113";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_1-8-2025";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0901";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_30-7-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0900";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postLikes_6300";-0,304;-0,354;-0,354;-0,361;-0,582;1,217;0,489;-0,323;0,396;-0,298;0,841;0,93;0,382;-0,373;0,899;-0,361;-0,425;-0,444;1,547;-0,509;-0,589;0,643
"*postComments_148";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postReposts_85";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;11,586;-0,094;-0,098;12,794;-0,113;-0,13;-0,11
"*postDate_29-7-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*a_0899";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_28-7-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0898";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;28,075;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_27-7-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;28,075;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0897";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_48900";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_618";29,819;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postReposts_307";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_25-7-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0896";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postDate_23-7-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*a_0895";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_7700";-0,101;-0,118;-0,118;-0,12;-0,193;-0,124;-0,182;-0,107;3,889;-0,099;-0,147;-0,141;-0,198;6,817;-0,143;-0,12;-0,141;-0,147;-0,109;-0,169;3,889;-0,165
"*postDate_21-7-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0894";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postLikes_2200";-0,714;0,058;-0,833;-0,848;-1,368;-0,878;-1,29;-0,759;-0,067;0,173;1,123;4,783;-1,4;-0,878;-1,014;-0,848;1,265;-1,044;0,099;0,745;6,224;8,296
"*postComments_33";-0,406;-0,473;-0,473;-0,482;-0,777;-0,499;0,154;-0,431;-0,786;-0,397;-0,593;-0,567;-0,795;5,132;0,4;0,665;-0,567;0,363;0,833;0,217;7,535;0,242
"*postDate_20-7-2025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*a_0893";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_777";-0,034;-0,039;-0,039;-0,04;-0,064;24,262;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
