"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22"
"assurer";-0,44;-0,513;0,558;0,531;-0,843;-0,541;-0,795;-0,467;0,058;52,972;0,268;0,316;0,053;-0,541;0,299;-0,522;0,316;-0,643;-0,476;-0,737;-0,852;-0,718
"argent";-0,372;-0,434;-0,434;-0,441;-0,712;-0,457;-0,671;-0,395;-0,72;20,873;-0,543;-0,52;-0,728;-0,457;4,748;-0,441;-0,52;0,485;1,021;0,312;8,663;-0,607
"affirmer";-0,338;-0,394;-0,394;-0,401;-0,647;-0,415;-0,61;-0,359;-0,654;-0,331;0,64;5,665;-0,662;-0,415;0,69;1,04;15,316;-0,494;-0,366;-0,566;3,391;-0,552
"adopter";-0,406;-0,473;-0,473;-0,482;0,112;-0,499;0,154;-0,431;-0,786;1,042;-0,593;39,077;0,098;-0,499;-0,576;0,665;-0,567;-0,593;-0,439;-0,68;-0,786;3,232
"étudiant";-0,27;-0,315;-0,315;-0,32;-0,517;-0,332;-0,487;-0,287;-0,523;-0,264;-0,394;7,912;-0,529;-0,332;-0,383;-0,32;-0,377;-0,394;1,922;0,821;5,01;6,405
"étranger";-0,338;-0,394;1,079;-0,401;-0,647;-0,415;-0,61;-0,359;-0,654;-0,331;-0,494;15,316;-0,662;-0,415;-0,479;1,04;5,665;5,304;-0,366;-0,566;0,267;-0,552
"époque";-0,44;-0,513;4,883;-0,522;-0,843;0,48;-0,795;5,627;-0,852;-0,431;-0,643;-0,615;-0,862;0,48;-0,624;-0,522;-0,615;71,125;-0,476;-0,737;-0,852;-0,718
"ukraine";-0,406;-0,473;-0,473;-0,482;-0,777;-0,499;-0,733;-0,431;-0,786;-0,397;78,132;-0,567;-0,795;-0,499;-0,576;-0,482;39,077;-0,593;-0,439;-0,68;-0,786;-0,663
"tsr";-0,372;-0,434;-0,434;-0,441;-0,712;50,143;-0,671;-0,395;2,82;-0,364;-0,543;-0,52;8,525;-0,457;-0,528;-0,441;-0,52;-0,543;1,021;-0,623;-0,72;-0,607
"trafic";-0,101;-0,118;-0,118;-0,12;-0,193;-0,124;-0,182;-0,107;-0,195;8,871;-0,147;-0,141;-0,198;-0,124;-0,143;-0,12;5,847;-0,147;-0,109;-0,169;3,889;-0,165
"tradition";-0,474;0,444;-0,553;0,421;0,03;-0,583;-0,856;26,849;0,027;5,655;-0,693;-0,663;0,023;-0,583;-0,673;-0,563;-0,663;2,928;-0,513;0,093;-0,918;-0,774
"tiers";-0,338;-0,394;-0,394;-0,401;-0,647;-0,415;-0,61;-0,359;-0,654;-0,331;-0,494;-0,472;-0,662;-0,415;-0,479;-0,401;-0,472;-0,494;-0,366;111,341;3,391;-0,552
"terme";-0,474;-0,553;-0,553;0,421;-0,908;-0,583;-0,856;0,582;-0,918;0,72;8,898;0,234;-0,929;-0,583;-0,673;-0,563;0,234;-0,693;0,552;-0,795;21,614;-0,774
"tendance";-0,406;-0,473;0,696;-0,482;-0,777;-0,499;-0,733;-0,431;-0,786;1,042;-0,593;4,197;-0,795;-0,499;-0,576;-0,482;-0,567;-0,593;-0,439;31,686;0,105;3,232
"tempête";-0,101;-0,118;-0,118;-0,12;-0,193;-0,124;-0,182;-0,107;-0,195;-0,099;5,539;-0,141;-0,198;6,817;-0,143;7,101;-0,141;-0,147;-0,109;-0,169;-0,195;-0,165
"sortie";-0,372;-0,434;-0,434;-0,441;2,879;0,766;0,234;-0,395;-0,72;-0,364;-0,543;0,55;0,163;-0,457;13,189;-0,441;-0,52;-0,543;1,021;-0,623;0,172;-0,607
"réussir";-0,372;16,891;-0,434;-0,441;-0,712;-0,457;-0,671;-0,395;8,663;-0,364;-0,543;-0,52;0,163;0,766;0,528;-0,441;-0,52;-0,543;-0,403;-0,623;0,172;0,341
"roi";-0,406;0,696;0,696;0,665;2,407;0,608;-0,733;-0,431;2,354;-0,397;11,21;-0,567;-0,795;-0,499;0,4;-0,482;-0,567;-0,593;-0,439;-0,68;-0,786;-0,663
"riche";-0,202;-0,236;-0,236;-0,24;-0,387;-0,248;-0,365;3,17;-0,392;17,776;-0,295;-0,283;-0,396;-0,248;2,04;-0,24;-0,283;-0,295;-0,219;-0,339;7,792;-0,33
"rencontrer";-0,44;-0,513;-0,513;4,75;2,018;4,498;2,276;-0,467;0,058;-0,431;0,268;0,316;-0,862;-0,541;-0,624;-0,522;-0,615;0,268;-0,476;-0,737;0,058;-0,718
"remonter";-0,304;-0,354;1,347;-0,361;-0,582;-0,373;-0,549;1,602;0,396;-0,298;-0,444;-0,425;-0,595;39,002;-0,431;-0,361;-0,425;0,841;-0,329;0,601;-0,589;-0,496
"regard";-0,372;-0,434;-0,434;0,832;-0,712;74,522;-0,671;-0,395;-0,72;-0,364;-0,543;-0,52;0,163;-0,457;-0,528;-0,441;-0,52;-0,543;1,021;0,312;0,172;-0,607
"rassembler";-0,406;-0,473;-0,473;-0,482;0,112;14,072;-0,733;-0,431;2,354;-0,397;-0,593;0,419;15,418;-0,499;-0,576;0,665;-0,567;-0,593;-0,439;-0,68;-0,786;-0,663
"préparer";-0,44;4,883;0,558;-0,522;14,131;-0,541;0,095;-0,467;0,058;0,866;-0,643;-0,615;-0,862;4,498;-0,624;0,531;-0,615;-0,643;-0,476;-0,737;-0,852;-0,718
"protéger";0,825;-0,513;-0,513;-0,522;-0,843;-0,541;-0,795;-0,467;-0,852;-0,431;0,268;-0,615;-0,862;0,48;-0,624;0,531;0,316;-0,643;-0,476;8,196;13,917;0,166
"pousser";-0,338;-0,394;59,363;-0,401;-0,647;-0,415;-0,61;-0,359;0,267;-0,331;-0,494;-0,472;-0,662;-0,415;-0,479;-0,401;0,716;-0,494;-0,366;-0,566;3,391;0,472
"possible";-0,406;-0,473;-0,473;-0,482;0,112;-0,499;2,693;-0,431;0,105;-0,397;0,363;4,197;-0,795;0,608;-0,576;0,665;0,419;-0,593;-0,439;-0,68;0,105;0,242
"philippe";-0,44;-0,513;-0,513;-0,522;-0,843;4,498;-0,795;-0,467;0,058;6,337;-0,643;-0,615;-0,862;0,48;-0,624;-0,522;-0,615;-0,643;28,8;-0,737;1,97;0,166
"musée";-0,202;-0,236;2,766;-0,24;-0,387;2,556;8,528;-0,215;-0,392;-0,198;-0,295;-0,283;1,147;2,556;-0,287;-0,24;-0,283;-0,295;-0,219;-0,339;-0,392;-0,33
"moyenne";-0,474;-0,553;0,444;-0,563;-0,908;-0,583;-0,856;-0,504;-0,918;-0,464;-0,693;-0,663;-0,929;11,332;-0,673;-0,563;-0,663;-0,693;-0,513;122,467;-0,918;-0,774
"marier";-0,338;-0,394;-0,394;-0,401;-0,647;-0,415;0,343;1,303;-0,654;-0,331;0,64;5,665;-0,662;-0,415;-0,479;-0,401;-0,472;14,484;-0,366;0,436;-0,654;0,472
"magasin";-0,338;-0,394;36,46;7,142;-0,647;0,965;-0,61;-0,359;-0,654;-0,331;5,304;-0,472;-0,662;0,965;-0,479;-0,401;-0,472;-0,494;-0,366;-0,566;-0,654;-0,552
"légende";3,453;-0,236;-0,236;-0,24;-0,387;2,556;-0,365;-0,215;-0,392;-0,198;-0,295;-0,283;-0,396;-0,248;2,04;-0,24;-0,283;27,765;-0,219;-0,339;-0,392;-0,33
"inscrire";-0,304;-0,354;-0,354;-0,361;0,41;-0,373;-0,549;-0,323;0,396;-0,298;16,683;0,93;-0,595;-0,373;-0,431;1,302;-0,425;-0,444;1,547;-0,509;0,396;-0,496
"humanitaire";-0,372;-0,434;-0,434;-0,441;-0,712;-0,457;-0,671;-0,395;-0,72;-0,364;0,485;0,55;-0,728;-0,457;-0,528;0,832;120,573;-0,543;-0,403;-0,623;-0,72;-0,607
"historique";6,934;-0,473;-0,473;-0,482;-0,777;-0,499;-0,733;-0,431;-0,786;7,139;-0,593;0,419;0,098;27,428;-0,576;-0,482;-0,567;-0,593;0,833;-0,68;0,105;-0,663
"helvétique";-0,338;-0,394;-0,394;-0,401;-0,647;6,807;3,813;-0,359;0,267;-0,331;-0,494;0,716;0,255;-0,415;-0,479;-0,401;-0,472;5,304;1,254;-0,566;-0,654;-0,552
"futur";-0,406;-0,473;-0,473;-0,482;0,112;-0,499;-0,733;-0,431;-0,786;1,042;3,902;-0,567;0,098;0,608;-0,576;-0,482;4,197;0,363;-0,439;-0,68;2,354;0,242
"exister";-0,44;0,558;-0,513;4,75;24,289;0,48;-0,795;-0,467;-0,852;-0,431;-0,643;-0,615;-0,862;-0,541;-0,624;-0,522;-0,615;3,374;0,679;-0,737;-0,852;0,166
"essentiel";-0,406;-0,473;0,696;-0,482;-0,777;-0,499;-0,733;-0,431;-0,786;7,139;0,363;0,419;0,098;-0,499;-0,576;-0,482;0,419;-0,593;-0,439;-0,68;15,646;0,242
"esprit";-0,338;-0,394;1,079;1,04;0,278;-0,415;0,343;1,303;3,391;-0,331;-0,494;-0,472;-0,662;-0,415;-0,479;1,04;-0,472;5,304;-0,366;-0,566;-0,654;-0,552
"emji_train";-0,168;-0,196;3,647;-0,2;-0,322;-0,207;-0,304;-0,179;-0,326;52,568;-0,246;-0,235;-0,33;-0,207;-0,239;3,559;-0,235;-0,246;-0,182;-0,282;-0,326;-0,275
"emji_skieur";305,876;-0,553;-0,553;-0,563;-0,908;-0,583;-0,856;-0,504;0,027;-0,464;-0,693;-0,663;-0,929;0,376;-0,673;-0,563;-0,663;-0,693;-0,513;-0,795;-0,918;-0,774
"double";-0,338;-0,394;-0,394;-0,401;0,278;0,965;-0,61;-0,359;0,267;-0,331;-0,494;-0,472;-0,662;-0,415;-0,479;-0,401;-0,472;0,64;-0,366;0,436;10,028;4,48
"culture";-0,338;-0,394;1,079;-0,401;-0,647;0,965;-0,61;-0,359;-0,654;23,499;-0,494;-0,472;-0,662;-0,415;0,69;-0,401;-0,472;-0,494;-0,366;-0,566;20,178;-0,552
"comédien";-0,406;-0,473;-0,473;0,665;-0,777;93,989;0,154;0,871;-0,786;-0,397;-0,593;-0,567;-0,795;-0,499;-0,576;-0,482;-0,567;3,902;-0,439;-0,68;-0,786;-0,663
"chance";-0,202;-0,236;-0,236;-0,24;1,199;2,556;-0,365;-0,215;7,792;-0,198;-0,295;2,09;-0,396;-0,248;-0,287;-0,24;-0,283;-0,295;-0,219;-0,339;-0,392;1,61
"bois";-0,372;-0,434;0,867;-0,441;-0,712;-0,457;-0,671;-0,395;0,172;-0,364;-0,543;-0,52;8,525;0,766;-0,528;-0,441;-0,52;0,485;7,052;3,633;-0,72;-0,607
"besoin";-0,304;-0,354;1,347;-0,361;-0,582;-0,373;-0,549;-0,323;-0,589;-0,298;-0,444;-0,425;-0,595;1,217;-0,431;-0,361;33,783;-0,444;-0,329;5,127;0,396;-0,496
"avion";-0,44;-0,513;-0,513;-0,522;0,063;0,48;-0,795;-0,467;0,058;32,39;-0,643;-0,615;-0,862;-0,541;-0,624;4,75;-0,615;-0,643;5,467;-0,737;0,058;0,166
"amateur";-0,27;-0,315;-0,315;-0,32;-0,517;-0,332;-0,487;11,247;0,574;-0,264;-0,394;-0,377;4,927;1,541;7,755;-0,32;-0,377;-0,394;-0,292;-0,452;-0,523;-0,441
"aider";-0,372;-0,434;0,867;0,832;0,182;-0,457;19,317;-0,395;-0,72;-0,364;-0,543;-0,52;-0,728;-0,457;-0,528;-0,441;-0,52;-0,543;-0,403;10,587;0,172;-0,607
"adepte";-0,406;-0,473;-0,473;-0,482;0,112;5,132;2,693;-0,431;-0,786;-0,397;-0,593;-0,567;40,142;-0,499;-0,576;-0,482;-0,567;-0,593;-0,439;-0,68;0,105;-0,663
"adapter";-0,372;0,867;53,125;-0,441;2,879;-0,457;0,234;-0,395;-0,72;-0,364;-0,543;-0,52;-0,728;-0,457;-0,528;-0,441;-0,52;-0,543;-0,403;0,312;0,172;-0,607
"actuel";-0,44;-0,513;43,544;-0,522;-0,843;-0,541;0,095;-0,467;-0,852;-0,431;20,03;-0,615;-0,862;-0,541;-0,624;-0,522;0,316;-0,643;0,679;-0,737;-0,852;0,166
"accepter";-0,44;-0,513;4,883;-0,522;-0,843;-0,541;-0,795;-0,467;0,058;-0,431;0,268;21,171;-0,862;-0,541;-0,624;0,531;-0,615;-0,643;-0,476;-0,737;0,058;8,513
"abri";-0,236;-0,275;11,938;-0,28;-0,452;-0,29;6,819;-0,251;-0,457;14,715;-0,345;-0,33;-0,462;-0,29;-0,335;-0,28;-0,33;-0,345;-0,256;-0,395;-0,457;1,18
"york";-0,406;-0,473;-0,473;-0,482;-0,777;-0,499;-0,733;0,871;0,105;1,042;37,133;-0,567;2,303;-0,499;0,4;-0,482;-0,567;-0,593;0,833;-0,68;-0,786;-0,663
"version";1,205;-0,434;-0,434;-0,441;-0,712;-0,457;-0,671;18,934;0,172;1,256;-0,543;0,55;-0,728;-0,457;-0,528;-0,441;-0,52;-0,543;1,021;-0,623;2,82;0,341
"union";1,782;-0,354;-0,354;-0,361;-0,582;-0,373;-0,549;-0,323;-0,589;1,848;0,841;0,93;-0,595;-0,373;-0,431;-0,361;-0,425;-0,444;-0,329;-0,509;23,219;0,643
"transformer";-0,406;-0,473;0,696;-0,482;-0,777;-0,499;0,154;145,483;-0,786;-0,397;0,363;-0,567;-0,795;-0,499;-0,576;-0,482;0,419;-0,593;-0,439;-0,68;-0,786;-0,663
"tenter";-0,372;-0,434;-0,434;-0,441;0,182;0,766;0,234;1,064;0,172;-0,364;0,485;0,55;0,163;-0,457;-0,528;-0,441;4,86;-0,543;-0,403;-0,623;0,172;-0,607
"température";-0,338;-0,394;19,112;-0,401;-0,647;-0,415;-0,61;-0,359;-0,654;-0,331;-0,494;-0,472;0,255;34,365;-0,479;-0,401;-0,472;0,64;-0,366;0,436;-0,654;-0,552
"série";-0,372;0,867;0,867;-0,441;-0,712;0,766;-0,671;1,064;-0,72;-0,364;-0,543;-0,52;-0,728;-0,457;4,748;0,832;-0,52;0,485;7,052;-0,623;0,172;-0,607
"st";1,461;-0,394;7,319;-0,401;-0,647;-0,415;3,813;-0,359;-0,654;9,242;-0,494;-0,472;0,255;-0,415;-0,479;-0,401;0,716;-0,494;1,254;-0,566;-0,654;-0,552
"sportif";-0,372;0,867;-0,434;0,832;-0,712;-0,457;-0,671;-0,395;17,7;-0,364;0,485;-0,52;0,163;0,766;0,528;-0,441;-0,52;-0,543;-0,403;0,312;-0,72;-0,607
"souhaiter";-0,27;25,249;-0,315;-0,32;-0,517;-0,332;-0,487;-0,287;-0,523;-0,264;1,105;7,912;-0,529;-0,332;-0,383;-0,32;-0,377;1,105;1,922;-0,452;-0,523;-0,441
"situer";0,825;-0,513;13,489;-0,522;-0,843;-0,541;-0,795;-0,467;-0,852;-0,431;-0,643;-0,615;-0,862;12,594;10,377;-0,522;-0,615;-0,643;0,679;2,632;-0,852;-0,718
"scène";-0,372;-0,434;-0,434;0,832;-0,712;-0,457;0,234;1,064;0,172;-0,364;0,485;-0,52;-0,728;-0,457;4,748;0,832;-0,52;4,535;-0,403;-0,623;0,172;-0,607
"scolaire";-0,27;1,692;-0,315;-0,32;-0,517;1,541;-0,487;-0,287;-0,523;-0,264;-0,394;-0,377;26,691;-0,332;-0,383;-0,32;-0,377;-0,394;-0,292;-0,452;0,574;0,871
"régime";-0,406;-0,473;-0,473;0,665;-0,777;-0,499;-0,733;-0,431;-0,786;7,139;-0,593;-0,567;-0,795;0,608;-0,576;0,665;0,419;0,363;-0,439;0,217;7,535;0,242
"rejoindre";1,782;-0,354;-0,354;-0,361;0,41;-0,373;-0,549;9,609;0,396;-0,298;0,841;0,93;-0,595;-0,373;0,899;-0,361;-0,425;-0,444;-0,329;-0,509;0,396;-0,496
"privé";-0,338;-0,394;1,079;-0,401;-0,647;0,965;-0,61;-0,359;-0,654;1,519;0,64;0,716;-0,662;-0,415;-0,479;1,04;0,716;0,64;-0,366;-0,566;-0,654;4,48
"plonger";-0,27;-0,315;-0,315;-0,32;-0,517;-0,332;-0,487;1,986;0,574;-0,264;-0,394;1,208;-0,529;-0,332;-0,383;1,64;-0,377;-0,394;27,465;-0,452;0,574;-0,441
"pied";-0,27;-0,315;-0,315;1,64;-0,517;-0,332;0,687;-0,287;-0,523;-0,264;-0,394;-0,377;13,638;-0,332;-0,383;1,64;1,208;-0,394;-0,292;0,821;-0,523;-0,441
"pain";-0,202;-0,236;2,766;-0,24;1,199;-0,248;8,528;-0,215;-0,392;-0,198;-0,295;-0,283;-0,396;-0,248;-0,287;-0,24;-0,283;1,943;-0,219;1,537;-0,392;-0,33
"oeil";-0,406;5,553;-0,473;0,665;-0,777;14,072;2,693;-0,431;-0,786;-0,397;-0,593;-0,567;-0,795;0,608;-0,576;-0,482;-0,567;-0,593;0,833;-0,68;0,105;0,242
"nommer";-0,406;-0,473;-0,473;-0,482;-0,777;-0,499;-0,733;-0,431;-0,786;-0,397;3,902;4,197;-0,795;45,2;4,095;-0,482;0,419;-0,593;-0,439;-0,68;-0,786;-0,663
"noir";-0,406;-0,473;0,696;-0,482;-0,777;-0,499;29,015;-0,431;-0,786;-0,397;0,363;-0,567;-0,795;0,608;0,4;-0,482;-0,567;-0,593;-0,439;-0,68;2,354;0,242
"naissance";-0,27;-0,315;-0,315;-0,32;-0,517;-0,332;-0,487;-0,287;-0,523;-0,264;-0,394;-0,377;0,557;-0,332;-0,383;-0,32;-0,377;-0,394;1,922;16,515;13,831;-0,441
"moyen";-0,406;-0,473;-0,473;5,408;-0,777;-0,499;-0,733;-0,431;2,354;1,042;0,363;0,419;-0,795;-0,499;-0,576;0,665;0,419;-0,593;0,833;3,086;-0,786;-0,663
"mars";-0,44;-0,513;-0,513;-0,522;0,063;-0,541;-0,795;0,713;0,058;0,866;-0,643;-0,615;1,924;4,498;0,299;-0,522;-0,615;-0,643;0,679;0,146;-0,852;2,764
"manifester";-0,338;-0,394;-0,394;1,04;-0,647;0,965;-0,61;-0,359;-0,654;-0,331;-0,494;15,316;-0,662;-0,415;-0,479;18,708;0,716;-0,494;-0,366;0,436;-0,654;-0,552
"mai";-0,27;-0,315;-0,315;-0,32;-0,517;-0,332;-0,487;-0,287;-0,523;2,267;-0,394;-0,377;-0,529;9,357;1,173;1,64;-0,377;-0,394;1,922;0,821;-0,523;0,871
"kilomètre";-0,304;-0,354;-0,354;-0,361;-0,582;1,217;-0,549;-0,323;11,711;-0,298;-0,444;-0,425;0,382;-0,373;-0,431;-0,361;0,93;-0,444;-0,329;0,601;0,396;0,643
"inquiéter";-0,406;-0,473;-0,473;-0,482;-0,777;-0,499;-0,733;-0,431;0,105;-0,397;0,363;0,419;-0,795;0,608;-0,576;-0,482;0,419;-0,593;-0,439;9,287;-0,786;19,444
"initialement";-0,44;-0,513;4,883;-0,522;-0,843;-0,541;-0,795;29,464;-0,852;0,866;-0,643;0,316;-0,862;0,48;-0,624;0,531;-0,615;-0,643;-0,476;-0,737;1,97;0,166
"information";-0,372;-0,434;0,867;-0,441;-0,712;-0,457;-0,671;-0,395;-0,72;1,256;-0,543;-0,52;-0,728;0,766;-0,528;-0,441;-0,52;-0,543;1,021;0,312;29,933;0,341
"idée";-0,406;0,696;0,696;-0,482;0,112;0,608;0,154;-0,431;2,354;-0,397;-0,593;-0,567;2,303;-0,499;0,4;-0,482;0,419;-0,593;0,833;-0,68;-0,786;-0,663
"h";-0,202;-0,236;14,529;-0,24;-0,387;-0,248;-0,365;-0,215;-0,392;3,556;-0,295;-0,283;1,147;-0,248;-0,287;2,693;-0,283;-0,295;-0,219;-0,339;-0,392;1,61
"garçon";-0,372;-0,434;-0,434;31,825;-0,712;0,766;-0,671;1,064;-0,72;-0,364;-0,543;-0,52;-0,728;-0,457;-0,528;-0,441;-0,52;4,535;1,021;-0,623;2,82;-0,607
"fromage";1,782;-0,354;-0,354;-0,361;0,41;-0,373;-0,549;9,609;4,104;-0,298;-0,444;-0,425;-0,595;-0,373;0,899;-0,361;-0,425;0,841;-0,329;-0,509;0,396;-0,496
"forme";-0,406;-0,473;0,696;-0,482;0,112;-0,499;-0,733;0,871;0,105;1,042;-0,593;-0,567;-0,795;0,608;-0,576;28,571;-0,567;0,363;-0,439;-0,68;-0,786;0,242
"finir";-0,372;-0,434;0,867;-0,441;-0,712;-0,457;19,317;1,064;-0,72;-0,364;0,485;-0,52;0,163;-0,457;-0,528;6,193;-0,52;-0,543;-0,403;0,312;-0,72;-0,607
"financier";-0,304;-0,354;8,508;-0,361;-0,582;-0,373;-0,549;-0,323;-0,589;1,848;-0,444;-0,425;-0,595;-0,373;-0,431;-0,361;0,93;-0,444;-0,329;0,601;4,104;5,329
"entrer";-0,338;-0,394;1,079;-0,401;0,278;-0,415;-0,61;-0,359;-0,654;-0,331;0,64;-0,472;-0,662;-0,415;-0,479;-0,401;0,716;-0,494;-0,366;4,3;-0,654;24,758
"entier";-0,44;-0,513;0,558;-0,522;-0,843;-0,541;0,095;5,627;-0,852;-0,431;-0,643;-0,615;-0,862;-0,541;0,299;-0,522;-0,615;0,268;98,192;-0,737;-0,852;-0,718
"emji_porte_documents";-0,168;-0,196;18,171;-0,2;-0,322;-0,207;-0,304;-0,179;-0,326;-0,165;-0,246;-0,235;-0,33;-0,207;-0,239;-0,2;-0,235;-0,246;-0,182;2,143;-0,326;12,339
"emji_feu";-0,338;-0,394;1,079;-0,401;-0,647;-0,415;-0,61;-0,359;0,267;-0,331;0,64;5,665;-0,662;6,807;-0,479;7,142;-0,472;-0,494;1,254;-0,566;-0,654;-0,552
"emji_cerveau";-0,406;-0,473;-0,473;-0,482;-0,777;-0,499;-0,733;-0,431;-0,786;-0,397;-0,593;-0,567;-0,795;-0,499;-0,576;-0,482;-0,567;-0,593;-0,439;0,217;154,488;-0,663
"défi";0,996;-0,473;0,696;-0,482;-0,777;-0,499;-0,733;0,871;15,646;-0,397;-0,593;-0,567;-0,795;14,072;0,4;-0,482;-0,567;-0,593;-0,439;-0,68;-0,786;0,242
"droite";-0,372;-0,434;-0,434;-0,441;0,182;-0,457;-0,671;-0,395;-0,72;-0,364;0,485;90,59;-0,728;-0,457;-0,528;-0,441;-0,52;-0,543;-0,403;0,312;-0,72;0,341
"domicile";1,461;-0,394;1,079;1,04;-0,647;-0,415;-0,61;-0,359;-0,654;9,242;0,64;0,716;-0,662;-0,415;-0,479;-0,401;-0,472;-0,494;-0,366;0,436;3,391;-0,552
"dollar";7,867;-0,434;-0,434;-0,441;-0,712;-0,457;-0,671;-0,395;-0,72;-0,364;0,485;-0,52;-0,728;-0,457;89,161;0,832;-0,52;-0,543;-0,403;-0,623;-0,72;-0,607
"couleur";-0,304;-0,354;1,347;-0,361;-0,582;-0,373;-0,549;24,341;0,396;-0,298;-0,444;-0,425;0,382;-0,373;-0,431;-0,361;-0,425;0,841;1,547;-0,509;0,396;-0,496
"communiqué";-0,406;-0,473;15,045;-0,482;-0,777;-0,499;-0,733;-0,431;-0,786;-0,397;-0,593;4,197;-0,795;-0,499;4,095;0,665;11,898;-0,593;-0,439;-0,68;-0,786;0,242
"communauté";-0,372;-0,434;0,867;-0,441;8,803;-0,457;-0,671;-0,395;-0,72;1,256;0,485;-0,52;-0,728;-0,457;0,528;-0,441;-0,52;-0,543;-0,403;-0,623;8,663;0,341
"club";1,461;-0,394;-0,394;-0,401;3,457;-0,415;0,343;-0,359;3,391;-0,331;0,64;-0,472;0,255;-0,415;0,69;-0,401;-0,472;0,64;-0,366;-0,566;-0,654;-0,552
"climatique";-0,304;-0,354;1,347;-0,361;-0,582;-0,373;-0,549;-0,323;-0,589;-0,298;-0,444;0,93;-0,595;93,572;-0,431;-0,361;-0,425;-0,444;-0,329;0,601;-0,589;-0,496
"chaîne";0,996;-0,473;-0,473;-0,482;-0,777;-0,499;0,154;0,871;-0,786;-0,397;0,363;-0,567;-0,795;-0,499;0,4;-0,482;39,077;-0,593;-0,439;-0,68;0,105;0,242
"chanter";-0,304;-0,354;-0,354;-0,361;-0,582;-0,373;4,579;1,602;4,104;-0,298;-0,444;-0,425;-0,595;1,217;-0,431;-0,361;-0,425;6,254;-0,329;-0,509;0,396;-0,496
"championnat";8,993;-0,394;-0,394;-0,401;-0,647;-0,415;-0,61;-0,359;95,9;-0,331;-0,494;-0,472;-0,662;-0,415;-0,479;-0,401;-0,472;-0,494;-0,366;-0,566;-0,654;-0,552
"centaine";-0,338;-0,394;-0,394;-0,401;-0,647;6,807;-0,61;-0,359;-0,654;-0,331;0,64;5,665;-0,662;-0,415;-0,479;58,232;-0,472;-0,494;-0,366;-0,566;-0,654;-0,552
"caméra";1,205;-0,434;0,867;0,832;-0,712;-0,457;-0,671;-0,395;-0,72;-0,364;-0,543;-0,52;-0,728;-0,457;-0,528;-0,441;-0,52;115,125;-0,403;-0,623;-0,72;-0,607
"café";-0,202;-0,236;-0,236;-0,24;1,199;-0,248;-0,365;16,196;1,173;-0,198;-0,295;-0,283;-0,396;2,556;2,04;-0,24;-0,283;-0,295;-0,219;-0,339;-0,392;-0,33
"but";30,036;-0,315;-0,315;-0,32;-0,517;-0,332;-0,487;-0,287;5,01;-0,264;1,105;1,208;0,557;-0,332;-0,383;-0,32;-0,377;-0,394;-0,292;-0,452;-0,523;-0,441
"base";-0,406;-0,473;0,696;-0,482;-0,777;-0,499;-0,733;0,871;-0,786;1,042;-0,593;-0,567;0,098;-0,499;-0,576;5,408;-0,567;-0,593;0,833;-0,68;26,688;-0,663
"aventure";-0,304;-0,354;1,347;-0,361;23,532;-0,373;0,489;-0,323;0,396;-0,298;-0,444;-0,425;-0,595;-0,373;0,899;-0,361;-0,425;0,841;-0,329;-0,509;-0,589;-0,496
"avenir";-0,372;-0,434;0,867;-0,441;2,879;-0,457;-0,671;-0,395;-0,72;1,256;4,535;0,55;-0,728;0,766;-0,528;-0,441;-0,52;-0,543;-0,403;-0,623;-0,72;10,965
"allemand";1,205;0,867;-0,434;-0,441;-0,712;0,766;-0,671;1,064;-0,72;1,256;-0,543;-0,52;-0,728;0,766;4,748;0,832;-0,52;0,485;1,021;-0,623;-0,72;-0,607
"actualité";-0,304;-0,354;-0,354;-0,361;-0,582;1,217;-0,549;-0,323;11,711;-0,298;0,841;-0,425;0,382;-0,373;-0,431;-0,361;-0,425;-0,444;1,547;-0,509;4,104;-0,496
"accès";-0,304;-0,354;1,347;-0,361;0,41;-0,373;-0,549;-0,323;-0,589;-0,298;-0,444;-0,425;-0,595;1,217;-0,431;1,302;-0,425;0,841;-0,329;-0,509;23,219;-0,496
"accompagner";-0,236;2,147;-0,275;-0,28;6,292;-0,29;0,959;-0,251;-0,457;-0,231;-0,345;-0,33;-0,462;-0,29;-0,335;-0,28;-0,33;-0,345;-0,256;7,538;0,821;-0,385
"époux";-0,236;-0,275;-0,275;-0,28;-0,452;-0,29;0,959;-0,251;-0,457;-0,231;-0,345;-0,33;-0,462;-0,29;-0,335;-0,28;9,536;9,01;-0,256;1,12;0,821;-0,385
"véritable";-0,27;-0,315;1,692;-0,32;0,592;-0,332;-0,487;-0,287;-0,523;2,267;-0,394;1,208;0,557;1,541;-0,383;-0,32;-0,377;7,454;-0,292;-0,452;-0,523;-0,441
"vivant";-0,406;-0,473;0,696;-0,482;-0,777;-0,499;0,154;6,365;7,535;-0,397;-0,593;0,419;-0,795;-0,499;-0,576;-0,482;4,197;-0,593;0,833;0,217;-0,786;-0,663
"vent";6,041;-0,157;-0,157;-0,16;-0,258;-0,165;-0,243;-0,143;-0,261;-0,132;-0,197;-0,188;32,825;-0,165;-0,191;-0,16;-0,188;-0,197;-0,146;-0,226;-0,261;-0,22
