"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"emji_visage_riant_aux_larmes";-168,146;-7,364;3738,751;-16,095;-54,094;-24,31;-286,953;-17,197;-14,705;-212,014
"aller";-48,003;-66,534;268,849;-0,108;-9,616;-4,124;0,016;6,022;-1,551;-5,909
"suisse";-66,847;-30,08;-10,092;-4,69;-3,14;-17,187;653,048;-1,653;-2,59;-42,132
"voir";-36,497;-52,212;-1,072;-0,01;-10,488;-0,003;-12,862;-0,922;-0,756;276,335
"parler";7,048;-69,633;-70,898;-6,712;1,597;48,96;-0,07;-9,842;0,698;66,927
"pays";32,052;-12,287;-29,261;-3,867;-0,008;-11,287;129,7;-10,645;0,025;-30,45
"gens";-17,391;-57,869;-32,771;-3,202;-19,689;-11,723;36,108;-0,462;3,418;137,647
"monde";-12,951;-21,159;-5,761;-9,322;-1,541;0,191;86,246;-7,162;-0,53;4,935
"prendre";-31,957;-32,166;-7,739;22,656;-7,857;-0,118;52,823;37,872;-3,578;1,138
"enfant";22,783;-10,255;-29,87;-16,221;-4,313;30,611;46,084;4,412;-6,718;-20,411
"mettre";-20,956;-34,471;-1,253;3,238;-0,026;0,946;7,463;-0,483;-1,798;30,685
"payer";-105,923;-44,751;-114,565;-3,83;-15,165;-24,274;451,923;1937,327;-20,927;-190,551
"femme";-55,738;-19,639;-110,973;-17,545;-33,587;5728,369;-0,907;-14,374;-6,194;-91,629
"penser";-30,494;-33,376;-11,912;-0,304;-2,538;1,261;-0,148;-0,058;-0,271;159,875
"comprendre";-28,767;-33,795;-21,954;-1,462;-0,819;3,524;-2,478;-0,573;-1,924;223,265
"passer";-0,959;-22,354;0,081;9,97;-2,407;-7,899;-3,064;-0,943;-5,154;52,839
"problème";-55,964;-34,231;-33,026;-3,339;13,685;0,356;229,117;0,062;0,023;-1,544
"chose";-25,222;-18,437;-23,984;-4,268;-0,747;-0,216;-3,048;-11,045;-3,331;294,332
"emji_applaudissements";-30,049;4912,04;-69,084;-7,986;-19,491;-11,452;-66,793;-14,346;-3,839;-73,335
"temps";-46,442;-12,331;-6,783;0,032;-0,606;-1,305;3,5;0,221;-1,835;99,859
"droit";428,614;-30,697;-80,969;-10,707;-21,488;14,204;-2,195;-3,653;-0,432;-12,063
"vraiment";-32,928;-11,253;-0,361;-1,049;-0,543;-0,005;-9,023;-2,251;-10,663;183,259
"arrêter";44,416;-14,946;-9,552;-0,182;1,271;-3,505;-0,574;0,323;0,085;-0,259
"rester";-28,373;-11,092;-0,608;-0,159;-3,939;2,634;82,817;-2,621;-3,958;0,326
"vie";-68,694;-6,421;-24,603;-6,267;0,079;-0,378;308,577;9,691;-6,162;-9,839
"police";214,629;-6,157;-16,473;0,02;-22,099;-2,246;-18,119;-19,686;-2,266;2,822
"donner";-18,747;-17,754;-18,117;-3,622;-14,758;0,026;1,52;0,215;-1,992;145,005
"vrai";-5,873;-10,517;-20,07;-0,303;1,701;0,21;0,358;-4,151;0,768;56,902
"grand";-52,129;0,406;-11,289;-1,61;13,024;-0,454;184,166;-2,393;-2,924;-12,112
"venir";-1,977;-18,641;40,539;-0,444;-0,499;-0,456;0,519;-7,66;-3,323;0,025
"travail";-56,225;-3,607;-33,235;-2,212;-4,998;-6,66;539,298;-0,417;-11,481;-22,855
"homme";-32,685;-14,033;-91,5;-17,865;-21,065;5381,659;-10,976;-18,813;-13,815;-78,727
"jour";-13,411;-7,337;39,052;-1,105;9;0;10,828;-8,477;-7,59;-7,523
"trouver";-26,639;-16,997;-0,89;-6,984;-6,304;2,222;54,998;3,807;-0,041;1,704
"état";200,35;-12,249;-70,357;-7,974;-0,254;-11,956;34,277;0,003;-0,581;-36,555
"vivre";-26,748;-27,24;-0,063;-6,788;-0,001;-1,693;52,727;-6,081;-0,309;15,053
"commentaire";-64,499;-2,738;-8,353;-7,214;-25,557;0,293;-104,213;-12,399;2,53;666,534
"fois";-4,34;-18,027;-0,288;-3,257;-3,206;-1,082;6,372;-5,804;-4,161;41,626
"demander";12,108;-17,678;-19,467;-0,999;-0,005;6,039;3,125;0,097;-0,955;0,562
"emji_visage_qui_pleure";-8,909;852,732;-5,967;-0,075;-6,545;-1,322;-25,893;1,836;-4,46;-11,041
"année";-24,319;-5,879;-5,058;0,491;3,311;-0,081;34,891;128,28;-5,401;-15,764
"cas";-4,372;-26,177;-25,984;-0,039;-1,75;11,046;72,252;-2,423;-0,898;1,847
"seul";1,281;-20,973;-22,435;-5,202;0,233;10,678;46,811;-0,204;-0,518;-2,086
"riche";-112,665;-18,312;-85,657;-11,292;-0,834;-21,044;1237,234;0,177;-0,865;-92,918
"palestinien";2501,852;-29,367;-116,972;-16,052;-30,417;-22,481;-134,794;-28,232;-10,303;-134,198
"israël";2490,451;-30,61;-108,885;-15,613;-27,498;-25,83;-133,062;-29,5;-13,497;-134,564
"emji_se_rouler_par_terre_de_rire";-50,011;-3,781;708,376;-7,794;-6,409;-12,201;-29,252;-3,326;-4,473;-31,785
"question";-23,303;-24,48;-48,553;-5,583;0,445;-0,479;-2,853;-1,685;-0,051;285,491
"france";-53,946;-15,799;212,695;2,585;-3,245;-11,568;50,787;-16,358;-3,276;-44,041
"petit";-21,387;-2,009;-0,376;-0,044;3,527;-1,619;12,83;-1,104;-4,202;9,986
"guerre";1350,448;-25,525;-67,476;-15,12;-19,141;-12,375;-54,811;-15,59;-7,842;-64,755
"argent";-43,762;-28,135;-47,462;-6,757;-9,613;-9,996;777,014;23,792;-11,436;-81,663
"politique";-0,03;-14,09;-49,866;-9,019;-4,395;-1,563;39,352;-11,738;235,194;1,592
"laisser";-3,346;-21,786;-0,107;1,462;-0,603;15,191;-1,174;-0,199;-8,544;24,557
"sentir";-33,597;-8,774;-20,923;0,563;-1,135;11,495;2,24;-4,86;-1,409;99,351
"accord";17,146;-6,388;-16,729;-2,546;0,003;-1,004;3,561;-1,224;1,045;0,436
"partir";-20,711;-20,891;-10,951;-4,077;-3,346;-2,741;53,157;-2,365;239,35;-0,002
"devenir";-29,836;-12,836;0,131;0,034;2,385;-0,357;64,011;-0,931;1,099;-2,892
"besoin";-19,226;-12,406;-13,067;-4,013;0,052;1,084;98,928;1,473;-0,084;-0,721
"place";-6,345;-12,304;-16,023;42,108;-3,496;0,642;17,413;-0,001;0,035;3,402
"hamas";1911,688;-23,653;-81,556;-12,065;-22,358;-15,956;-109,292;-20,719;-9,999;-103,929
"travailler";-69,995;-14,201;-11,208;-5,183;-16,655;-2,654;594,582;1,03;-8,191;-43,35
"français";-49,833;-11,522;71,338;0,087;-6,803;-2,85;8,64;-2,847;-1,493;1,454
"connaître";-13,344;-15,314;-4,531;-5,711;-2,199;-1,236;-10,236;-9,933;0,069;208,155
"peuple";296,947;-8,99;-40,078;-12,445;-7,204;-14,735;-0,496;-1,256;12,8;-16,565
"changer";-20,794;-9,17;-9,266;-1,43;8,987;-0,022;0,234;1,053;-3,118;52,911
"continuer";45,449;-0,046;-12,283;-0,354;13,411;-1,671;1,24;-0,492;-0,756;-19,829
"raison";-0,11;-6,145;-32,114;-0,253;0,04;0;0,141;-1,537;-1,168;58,411
"manifestation";1022,759;-16,704;-37,195;-9,564;-19,328;-10,002;-55,257;-17,776;-6,089;-42,097
"etc";-13,163;-19,341;-31,524;20,671;10,385;-0,077;78,475;23,101;-1,186;-10,647
"arriver";-19,365;-3,86;-0,1;-0,019;-4,356;-9,051;13,659;1,179;-0,174;16,582
"humain";2,686;-6,645;-21,781;-1,001;11,782;0,15;11,459;-14,491;-0,14;1,684
"palestine";1585,19;-22,587;-66,429;-11,521;-23,343;-19,06;-89,833;-21,768;-9,464;-66,232
"plutôt";-18,164;-18,846;-9,576;-0,467;0,031;0,167;35,628;-1,166;-0,44;16,578
"utiliser";2,774;-21,841;-19,597;1,034;7,031;0,144;9,954;0,075;0,532;-0,28
"rendre";4,363;-16,652;-4,879;-1,568;-1,692;0;13,93;-8,087;-3,417;3,947
"sujet";-37,118;-14,107;-49,545;-9,134;0,038;1,275;-6,202;-8,761;-0,262;356,929
"gauche";-17,195;-12,447;-8,783;1,053;-11,545;-3,333;-14,801;-6,232;3389,175;-44,723
"population";19,147;-18,056;-54,515;-0,331;-0,009;0,664;85,735;-0,224;-5,84;-9,367
"cause";10,923;-6,548;-12,204;5,513;1,99;-0,077;0,421;-0,645;23,974;-4,677
"part";-1,677;-15,56;-13,28;-0,03;-3,131;-3,155;73,52;-0,013;-1,99;0,555
"moment";-0,387;-6,802;-4,644;-2,128;-8,647;-2,468;-0,06;0,088;-1,276;54,906
"impôt";-70,04;-20,458;-69,028;-5,139;-21,143;-13,301;760,771;133,962;-10,368;-78,573
"exemple";-14,579;-11,553;-10,819;7,778;-0,077;1,195;65,989;-3,513;-1,028;0,106
"beau";-47,779;105,585;1,796;-1,874;-3,659;0,65;-0,602;-3,615;-1,83;10,301
"paix";778,197;2,097;-39,753;-10,245;-16,718;-6,655;-54,962;-17,294;-2,45;-38,877
"coup";-2,705;-15,456;22,603;2,004;-1,683;8,785;-10,151;0,142;5,698;-0,003
"emji_coeur_rouge";-5,88;3056,831;-39,834;-5,104;-15,681;-8,857;-59,636;-9,155;-5,051;-46,123
"entreprise";-46,794;-19,29;-64,45;-3,292;0,608;-14,237;823,984;0,37;-7,812;-84,1
"droite";-13,327;-12,381;-25,405;-0,352;-20,649;-6,578;-18,428;-4,892;4258,668;-36,865
"genre";-26,496;-8,972;-7,689;-1,18;-5,826;32,873;-29,063;-3,785;0,038;198,931
"aimer";-20,801;1,692;1,832;-2,72;-6,492;1,275;-16,372;-2,591;-1,725;83,045
"gaza";1438,365;-20,352;-59,9;-10,381;-16,989;-15,129;-76,905;-15,599;-6,582;-78,04
"compte";-7,021;-16,164;-26,085;-5,016;-2,365;-1,734;10,941;0,025;-1,571;77,92
"lire";-20,649;-7,733;-22,226;-4,845;-4,725;0,656;-39,675;-11,557;-10,045;436,98
"ca";-8,913;-4,904;68,841;-4,601;-5,38;0,867;-25,732;0,131;-0,225;8,557
"violence";37,938;-16,906;-37,47;-7,714;-10,409;179,265;-0,218;-7,772;6,668;-0,607
"social";-48,205;-18,069;-43,473;-4,991;-7,263;-2,445;364,99;1,891;0,491;-3,4
"société";-38,516;-15,902;-31,056;-6,439;-0,006;8,09;172,208;-2,955;5,616;-0,052
"tellement";-30,75;9,86;36,828;-0,843;-7,127;0;-38,726;-1,549;-0,33;44,93
"manifester";826,223;-11,675;-36,712;-9,812;-12,278;-12,289;-31,11;-9,449;-7,786;-41,602
"permettre";-7,944;-15,902;-40,919;4,069;1,762;-1,616;189,532;-5,98;0,17;-6,935
"niveau";-37,213;-8,495;-16,535;-0,434;0,887;0,437;50,568;0,025;-0,413;12,977
"importer";-7,345;-10,127;-3,567;-0,677;1,578;2,941;-11,362;-6,706;2,296;78,224
"famille";-0,022;49,7;-14,834;-6,335;-2,096;0,696;16,804;0;-0,043;-7,115
"système";-58,138;-15,116;-43,404;-0,641;3,157;-5,97;458,316;3,54;-0,613;-34,766
"article";-8,528;-9,64;-36,708;-0,559;-0,605;-2,541;-3,826;-2,276;0,077;197,896
"rts";0,353;-6,034;-18,154;-6,129;-9,209;-8,935;-51,373;-16,529;30,187;249,422
"salaire";-72,737;-18,281;-60,503;-9,325;-18,894;-13,391;380,234;655,653;-9,265;-74,347
"exister";1,762;-9,786;-29,174;-4,432;20,097;9,787;0,379;-4,14;1,576;4,997
"idée";-46,383;-3,818;-2,911;-4,553;-2,51;-1,301;0,551;-0,011;26,975;72,857
"aider";-8,528;-14,75;-14,405;-7,607;-8,721;-1,133;131,086;0,971;-1,967;0,057
"loi";29,986;-12,67;-29,268;-0,001;0,064;-2,4;13,282;-4,896;1,793;-0,291
"armée";110,174;-14,541;-20,914;-9,46;-5,924;44,903;1,159;-4,935;-0,49;-15,819
"public";-0,845;-16,589;-39,828;15,779;-10,105;-6,964;232,907;-0,546;-1,107;-15,136
"moyen";1,062;-18,387;-35,379;-0,481;0,586;-8,23;150,964;12,944;-4,138;-25,976
"sûr";-8,746;-7,944;1,305;0,092;-4,759;-1,645;-0,587;-0,041;0,105;31,746
"commencer";3,948;-7,665;-1,307;-2,834;-8,188;0,014;1,631;-2,73;-1,764;8,615
"tuer";460,495;-10,373;-28,648;-2,705;-2,473;11,879;-28,585;-13,231;-5,38;-30,882
"regarder";-17,037;-7,712;9,845;1,059;-1,332;0,012;0,094;-7,149;-4,067;20,166
"cher";-49,153;-12,106;-17,738;23,638;25,928;-11,193;-5,659;1198,838;-3,925;-32,611
"soutenir";227,261;-5,114;-29,554;-7,287;-8,139;0,883;-4,28;-1,929;5,951;-15,461
"partie";-0,934;-12,311;-26,508;0,001;0,695;-0,019;93,614;-0,777;4,4;-7,496
"premier";-0,844;-5,032;-9,575;0,002;-2,571;-2,152;2,249;-0,123;-0,078;28,025
"lieu";-0,68;-18,122;-5,159;-0,098;-2,637;-2,206;50,561;-4,622;-0,406;1,544
"histoire";6,384;-7,48;-4,255;-4;-1,209;0,028;-45,444;-2,603;-1,691;105,268
"faux";-0,399;-13,706;-45,657;-0,349;-1,671;0,593;-4,608;-0,289;12,793;106,961
"sortir";-8,503;-6,524;14,179;-4,191;-9,854;0,117;-0,098;0,005;-1,837;13,911
"emji_visage_souriant_avec_une_goutte_de_sueur";-37,003;-1,968;498,479;-3,249;-5,227;-5,219;-34,546;-1,035;-1,142;-19,134
"genève";-24,403;-7,909;5,908;320,712;-0,368;-10,319;19,417;-0,122;-1,324;-23,939
"défendre";134,612;-11,697;-17,71;-8,919;-7,564;0,299;-0,016;-11,094;5,027;-3,133
"trump";56,108;-6,612;-3,756;-6,702;-0,783;-10,406;-4,921;-4,875;53,465;-0,075
"israélien";1425,181;-15,427;-64,24;-8,919;-18,072;-14,756;-72,347;-12,88;-6,911;-84,575
"génocide";1260,693;-17,539;-64,449;-8,946;-16,062;-10,886;-72,601;-12,93;-6,938;-53,636
"perdre";-7;-1,482;-23,072;-6,542;-0,312;0,035;21,976;0,052;1,889;12,215
"prix";-9,423;-11,186;-30,31;3,956;8,552;-12,28;-13,053;1577,959;-2,306;-56,851
"finir";-8,562;-5,652;69,706;-0,779;-0,045;-1,808;6,651;-3,072;-3,667;-11,941
"écrire";-10,893;-8,509;-8,558;-3,675;-1,76;2,948;-34,005;-9,737;3,82;211,882
"servir";-0,019;-11,186;-21,286;-2,348;-0,015;0,155;106,794;-2,835;-0,211;-6,091
"attendre";-0,799;0,169;-0,869;-3,295;-0,57;-0,783;-2,753;0,086;-4,674;28,546
"mort";241,25;-1,76;-13,145;0,62;-4,922;-0,046;-22,413;-2,189;-1,905;-12,306
"gouvernement";297,778;-14,373;-30,093;-4,749;-1,051;-6,719;-1,965;-3,42;-2,103;-12,018
"emji_feu";-1,881;1824,818;-13,248;-4,147;-6,695;-4,677;-38,811;-4,517;-5,997;-44,112
"otage";1260,708;-15,528;-56,525;-7,92;-16,048;-13,103;-67,66;-12,922;-7,869;-64,992
"montrer";0,097;-12,094;-28,788;-2,002;-1,45;0,104;-0,005;-11,529;-0,457;93,233
"jeune";-28,154;-5,584;-8,69;-1,883;-0,37;122,858;2,404;-2,097;0,224;11,49
"nouveau";-9,409;-0,267;-3,102;0,188;12,727;-0,24;16,671;-0,431;0,205;-0,87
"emji_visage_faisant_un_clin_d_oeil";-29,838;-3,709;0,015;0,066;-4,073;-0,072;-18,48;-0,967;0,425;135,124
"côté";-4,074;-12,249;-0,5;4,681;-5,183;-2,023;-3,484;-3,276;0,147;65,925
"gros";-35,382;-8,056;0,105;-0,045;0,659;1,153;41,714;-0,075;-0,321;-0,01
"meilleur";-33,212;15,051;-0,83;-2,024;8,131;-0,052;11,644;-0,412;0,945;-0,011
"simplement";-10,225;-10,069;-18,963;-0,423;11,047;-0,036;57,534;-1,41;-2,998;1,173
"service";-26,628;-11,368;-31,22;-1,727;-5,649;40,404;195,356;4,926;-2,796;-14,559
"oublier";3,413;-10,272;-11,29;4,906;2,016;-0,657;27,751;-5,334;0,004;-4,604
"revenir";-25,622;-9,766;-37,273;-4,297;0,267;-4,655;280,095;26,876;-2,863;-23,918
"espérer";-5,439;3,481;77,476;-4,497;-7,523;-2,726;-18,51;-0,881;-0,424;1,349
"réalité";-14,323;-11,782;-31,015;-3,019;5,239;8,987;6,57;-7,881;-1,846;63,042
"assurance";-56,658;-14,946;-54,235;-4,047;-11,491;-12,612;-20,177;4235,56;-5,647;-71,576
"agir";22,295;-15,528;-26,937;-0,37;6,883;-4,692;5,11;-4,957;0,021;1,544
"ville";-9,984;-4,631;97,383;68,46;-3,866;-8,452;0,386;0,042;-7,387;-29,098
"créer";-0,585;-9,463;-34,223;-0,846;10,807;-4,433;135,308;-10,681;-0,025;-5,268
"europe";21,208;-6,725;-1,886;-0,188;2,272;-3,644;-0,109;-2,533;1,533;-0,471
"emji_visage_en_pleine_réflexion";-0,449;-7,673;11,086;-0,086;0,297;0,063;-11,629;0,224;-0,078;3,754
"manquer";-26,514;-1,892;-13,585;-1,556;0,178;0,847;11,868;-0,18;0,076;29,995
"animal";-25,351;16,471;-6,417;0,798;4,78;118,183;-16,617;-0,497;0,833;4,098
"justice";112,069;-0,043;-23,649;-3,873;-11,117;-0,043;-1,395;-6,858;0,499;-0,14
"fin";0,919;-9,161;-1,314;-1,556;-3,052;-2,125;-0,763;16,43;-0,734;8,931
"respecter";173,237;-10,438;-29,521;36,977;-1,886;-1,134;-2,317;-8,224;1,287;-16,959
"pauvre";-10,144;-0,94;-0,003;-3,725;-0,635;-3,814;73,229;-0,08;-2,354;-3,922
"santé";-41,328;-8,759;-29,713;-3,799;21,773;-6,674;152,455;208,457;-3,756;-46,434
"protéger";31,428;-4,546;-28,173;0,108;0,64;18,76;3,028;-4,139;-0,174;-5,699
"situation";0,844;-10,696;-52,986;-2,546;-3,908;-0,27;25,905;-3,176;-2,507;36,99
"justement";-5,393;-12,428;-14,911;-3,824;-0,718;2,632;45,102;-3,066;0,531;4,238
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";-39,02;3076,045;-26,94;-3,835;-7,725;-9,452;-49,212;-6,983;-5,676;-34,75
"rapport";-3,876;-8,409;-25,005;-2,304;-0,556;212,475;-0,347;-0,647;-3,584;12,569
"seulement";-1,115;-6,945;-11,648;3,731;22,845;0,647;31,375;-0,294;-1,286;-8,84
"frontalier";-44,092;-7,415;-3,64;11,886;-9,519;-7,163;253,669;0,119;-1,844;-18,088
"appeler";9,38;-6,563;1,899;-3,479;-1,517;-4,702;-2,228;-0,533;1,64;1,082
"augmenter";-36,913;-11,275;-36,914;-0,051;26,63;-11,231;26,823;835,008;-4,836;-53,761
"école";-23,621;-11,118;77,41;-0,038;-6,428;-7,291;11,616;-2,194;-0,337;-1,888
"extrême";0,078;-11,432;-37,522;-4,957;-1,371;-3,283;-20,02;-5,898;2869,42;-30,736
"mot";12,673;-1,572;-4,315;-3,138;-9,519;9,223;-16,874;-4,181;15,032;13,819
"heure";-8,646;-7,02;0,773;3,827;40,971;-1,746;-0,001;0,594;-2,908;0,006
"mois";-29,31;-7,266;-8,153;-0,018;-1,721;-1,89;8,08;704,485;-3,028;-29,564
"dernier";5,691;-4,78;-1,852;0,955;-6,527;-0,266;-7,028;-0,103;-1,948;22,617
"essayer";-2,949;-6,373;-0,434;-3,381;-3,065;-3,318;-0,57;-0,462;-1,078;57,963
"normal";-20,91;-7,266;-2,224;2,191;-1,041;-0,542;30,936;100,193;-3,028;-6,797
"chercher";-1,93;-9,614;-7,945;-0,07;-5,376;0,447;47,399;-0,15;-1,078;0,169
"policier";52,398;-3,391;-12,978;-0,938;-7,817;-1,187;-5,563;-6,981;0,064;12,682
"gagner";-27,495;-4,039;-16,257;-1,629;-5,698;-1,632;176,752;52,806;-1,599;-18,273
"terroriste";1008,262;-12,465;-49,202;-6,358;-12,883;-8,522;-52,919;-12,013;-6,317;-49,5
"solution";-0,665;-10,699;-18,916;-0,857;0,031;-2,803;109,577;1,05;-0,256;-9,15
"malheureusement";-0,209;-9,409;-36,914;-1,038;5,287;5,265;0,877;-3,276;0,344;30,098
"liberté";2,935;-12,202;-32,676;-1,569;-1,35;11,15;-3,149;-2,497;1023,299;-23,473
"civil";588,696;-12,676;-45,299;-6,466;-9,201;1,507;-9,981;-10,194;-6,424;-46,165
"canton";-34,525;-10,176;-1,813;28,87;-3,095;-8,302;204,447;1,425;-1,539;-30,137
"étranger";-7,679;-12,202;-13,095;-0,18;-5,553;-0,841;87,95;-4,824;-0,168;3,113
"pire";0,879;-6,285;71,855;1,798;-0,022;-2,212;-8,251;-2,214;-1,382;-9,08
"manière";-4,587;-10,647;-21,828;-1,752;0,603;0,069;28,85;-2,824;2,377;9,082
"expliquer";-1,46;-7,266;-16,392;-3,065;0,19;0,049;9,015;-0,659;-0,864;19,965
"emji_mains_levées";-13,347;1368,184;-14,856;-2,076;-1,944;-2,533;-27,38;-2,4;-0,972;-18,239
"aide";33,798;-4,298;-23,46;-2,993;-3,464;-1,803;30,605;0,19;-2,956;-6,367
"argument";-19,612;-10,437;-24,392;-2,897;-0,864;5,126;-0,21;-8,157;4,031;135,186
"simple";-8,665;-10,176;-9,575;-1,569;9,113;0,518;47,859;-0,002;-4,29;-0,029
"international";633,334;-12,096;-34,299;-4,277;-0,288;-8,215;-28,512;-7,814;-4,239;-39,12
"apprendre";-6,629;-7,936;-0,071;-1,782;-3,545;4,739;-4,118;-9,578;-0,748;73,328
"ouvrir";-1,695;-2,919;-0,82;-2,849;-0,816;-3,718;-0,311;-2,605;-0,726;45,937
"étude";-46,458;-11,886;-19,099;-4,173;3,766;4,578;90,91;0,002;-1,421;3,974
"bas";-8,833;-3,657;-2,363;-2,635;-0,612;-0,714;49,596;10,06;3,075;-6,651
"acheter";-17,418;-7,978;-10,79;-0,601;565,981;-2,244;4,393;0,143;-5,997;-21,881
"possible";-3,153;-1,718;-8,865;-0,14;0,17;-0,277;34,027;1,641;-0,13;-0,957
"propre";-5,744;-9,758;-1,704;-2,588;0,025;0,262;6,09;-2,214;0,265;12,586
"honte";1,934;-2,391;-0,747;-4,043;-3,749;427,613;-13,18;-1,293;0,954;-18,064
"avis";-7,838;-11,517;-4,269;-2,47;-9,877;-0,178;-14,045;-5,666;1,006;179,087
"triste";-6,878;23,451;-1,399;-2,635;-2,855;-3,387;-5,117;-2,284;-1,421;47,51
"emji_drapeau_suisse";-15,703;376,103;-0,214;-3,062;-1,296;-4,466;-0,132;-2,752;-0,651;-5,333
"façon";-5,622;-7,876;-6,379;-2,564;-1,822;1,427;10,086;-3,206;-1,362;25,701
"terre";100,643;-11,464;-3,459;2,031;0,756;-3,097;-6,442;-5,619;-1,266;-3,41
"sécurité";1,575;-9,811;-22,133;-1,429;-1,148;-4,677;138,152;0,143;-2,577;-17,529
"interdire";-0,27;-9,237;2,315;-0,058;38,746;-0,126;1,771;-1,098;-1,191;-7,447
"emji_visage_roulant_des_yeux";-11,107;-3,933;333,726;-1,031;-9,068;-5,34;-12,458;-2,475;-3,568;-20,197
"voter";-21,606;-7,419;-6,153;-2,353;-4,696;0,444;3,397;-0,165;617,37;-2,966
"mauvais";-14,586;-11,412;-16,01;-1,274;3,288;0,079;2,987;-1,974;-2,391;64,239
"voiture";-39,02;-3,118;-21,561;2890,859;3,586;-9,452;-9,486;1,477;-5,676;-36,761
"choix";-17,62;-5,994;-19,215;-2,446;0,756;3,819;48,075;2,083;-2,414;2,185
"égalité";-40,403;-8,404;-18,758;-5,311;-6,94;1647,546;3,154;-3,365;-3,414;-39,17
"répondre";-7,157;-7,064;-27,669;-0,027;-0,26;-0,367;-13,023;-3,743;-0,349;201,401
"initiative";-28,178;0,231;-14,976;-3,783;-4,556;-0,099;100,773;-1,775;8,138;0,004
"terme";1,876;-8,56;-32,586;-3,524;0,049;-0,277;0,062;-4,836;2,886;44,325
"majorité";-4,039;-11,359;-20,456;-1,255;18,561;0,403;73,322;-5,526;5,449;-6,016
"important";-7,148;-9,237;-5,284;-5,74;3,509;2,852;29,46;-4,041;-3,825;3,243
"foutre";-0,935;-1,405;94,669;-3,939;-6,291;-1,151;-8,117;-0,017;-0,067;-3,297
"équipe";-14,791;13,4;0,517;-1,835;0,069;0,434;0,412;-1,682;-1,823;2,617
"mériter";-0,626;13,192;-18,943;-2,007;-5,392;-1,453;35,794;-2,29;-1,978;0,458
"sembler";-0,001;-11,043;-9,692;-5,633;-0,058;-0,416;2,736;0,089;0,064;17,322
"entendre";1,259;-8,924;-8,298;-0,031;-4,416;-4,005;-4,313;-2,625;-0,361;72,37
"taxe";-34,727;-10,149;-33,117;-5,177;-2,57;-6,594;472,639;6,818;-5,143;-40,056
"respect";5,071;4,632;-18,796;-1,086;-5,79;12,608;-13,023;-10,491;-5,516;47,028
"victime";42,102;3,138;-19,348;-3,757;-3,275;20,376;-1,625;-1,742;-2,229;-0,844
"super";-23,271;2,403;79,226;-0,021;-0,231;-3,888;0,955;0,145;-1,025;-16,042
"risque";-16,732;-6,963;-15,377;1,385;34,448;-5,382;123;0,502;-1,025;-20,424
"également";-0,006;-2,599;-19,129;19,085;-0,163;0,037;44,07;-0,743;0,14;-8,014
"feu";149,505;-2,916;1,857;4,035;0,177;-5,508;-23,491;-8,535;-5,543;-19,574
"emji_mains_en_prière";-0,885;1067,831;-13,593;-2,503;-8,751;-5,202;-21,421;-3,059;-1,158;-15,081
"pareil";-20,638;-5,559;-3,243;8,208;8,521;0,558;-4,438;30,333;0,07;10,17
"manifestant";661,271;-10,622;-32,79;-3,55;-7,148;-5,256;-35,226;-10,237;-3,517;-30,021
"maladie";-42,132;-8,82;-38,046;-2,168;0,207;-3,927;-26,501;2773,113;-3,619;-50,537
"israel";860,061;-10,201;-33,323;-5,203;-8,531;-8,608;-49,298;-9,831;-5,17;-49,764
"baisser";-39,323;-10,149;-19,488;0,81;0,001;-8,564;44,222;706,403;-5,143;-47,042
"classe";-35,8;-8,404;-14,167;-0,923;-5,342;-8,786;387,781;0,027;-0,25;-30,927
"taxer";-41,08;-9,991;-26,235;-3,241;-1,526;-8,431;542,233;-0,521;-3,21;-43,847
"nombre";1,334;-9,518;-24,437;44,792;-1,233;-0,059;38,429;0,012;-4,823;-4,255
"occuper";5,269;-8,56;-5,432;0,624;-4,091;-0,277;26,814;-0,767;-2,024;-2,178
"nouvelle";-10,876;121,012;0,471;-0,232;-1,697;0,073;-0,005;-0,628;-0,849;-3,252
"manger";-31,472;-9,886;-0,386;-5,042;800,016;-0,502;-17,488;0,111;-3,159;-3,726
"crime";663,381;-10,096;-35,151;-5,15;-8,423;-6,55;-26,873;-7,733;-5,116;-33,373
"arme";183,631;-8,3;-23,601;-0,888;-2,692;-0,21;-1,829;-4,608;-3,363;-4,044
"absolument";-3,573;-2,796;-13,954;-5,499;-4,276;0,66;2,252;1,073;-0,017;33,215
"effet";-22,853;-8,196;-5,453;-1,894;245,753;-0,005;8,032;-1,244;-0,832;-2,543
"éviter";-8,991;-5,032;-5,956;-0,004;3,563;-0,705;38,573;-0,251;-0,25;0
"suivre";-0,006;-6,711;-11,786;-3,499;-0,527;-1,482;0,012;0,216;0,14;34,144
"retrouver";-4,687;-1,268;-0,386;0,003;4,434;0;11,984;-2,954;0,004;-0,249
"parent";-31,472;-0,206;-6,56;-3,19;-3,5;0,145;119,326;7,436;-1,733;-5,236
"base";-3,117;-8,196;-16,434;-3,344;0,447;0,081;1,086;99,918;0;0,759
"valoir";-10,876;-0,053;68,982;0,177;-2,651;-0,197;0,68;-3,241;-1,889;-8,164
"poser";-16;-10,569;-9,494;-0,01;0,744;-0,77;-7,535;-0,046;-3,491;140,407
"citoyen";2,895;-8,092;-28,654;-3,293;-1,594;-1,257;98,908;-1,185;0,867;-7,659
