emji_visage_riant_aux_larmes;39;1789;95;33;41;181;136;46;227;228
aller;12;126;260;173;39;708;322;95;695;509
suisse;31;90;182;139;126;1016;254;49;448;437
voir;5;64;214;122;13;352;198;74;724;519
parler;2;27;239;45;105;237;108;70;274;419
pays;10;16;268;45;53;341;125;28;268;244
gens;2;16;104;95;29;283;122;29;469;282
monde;5;30;164;37;8;286;106;39;489;187
emji_applaudissements;298;52;41;30;12;63;29;14;107;69
prendre;3;25;79;49;9;287;156;39;219;263
enfant;2;22;199;26;9;233;73;89;246;114
mettre;1;20;95;48;11;205;155;37;313;168
payer;0;11;31;25;3;766;64;32;30;31
emji_visage_qui_pleure;183;51;61;17;6;75;40;16;130;48
femme;4;4;61;13;3;86;13;433;142;175
comprendre;2;26;71;42;26;138;64;37;233;342
penser;2;26;66;32;10;158;87;41;316;224
passer;1;25;105;46;15;177;118;23;283;147
problème;0;14;42;30;9;187;101;39;175;285
chose;3;14;66;37;10;108;59;34;381;175
temps;4;16;57;25;12;157;95;38;300;124
emji_se_rouler_par_terre_de_rire;3;282;12;15;2;47;23;1;45;34
vraiment;5;37;55;19;5;112;78;25;344;125
droit;1;3;115;180;8;71;23;40;105;187
emji_visage_souriant_avec_yeux_en_forme_de_coeur;393;13;3;0;0;15;17;0;40;12
rester;4;18;59;31;15;208;99;51;166;140
arrêter;0;17;156;46;6;143;86;23;164;133
vie;5;14;42;22;10;258;66;31;204;125
police;5;11;60;403;0;16;24;12;106;85
grand;13;19;55;21;5;246;112;28;157;118
vrai;4;31;81;26;9;107;85;30;144;238
donner;0;10;65;27;12;135;38;36;236;194
emji_coeur_rouge;377;13;26;4;3;25;15;6;87;17
venir;0;19;78;54;15;154;75;14;209;113
travail;9;7;17;51;11;307;53;36;129;91
homme;4;10;41;22;1;42;7;340;80;122
jour;2;15;73;19;10;125;159;30;153;82
trouver;2;12;47;26;7;181;60;32;218;127
état;1;3;196;27;1;173;31;7;68;112
vivre;1;10;49;10;17;154;53;20;240;86
fois;1;15;66;22;13;120;68;23;198;107
commentaire;3;34;27;21;13;27;17;24;144;347
demander;0;8;69;69;14;115;47;31;129;137
emji_mains_levées;306;10;19;6;6;17;15;5;36;30
seul;2;10;86;34;3;119;69;43;128;131
cas;1;7;46;39;4;121;53;36;111;202
année;1;24;54;13;3;245;102;16;91;80
palestinien;5;2;547;6;0;6;0;2;10;18
israël;1;4;541;1;0;7;0;1;8;15
riche;1;10;5;1;1;448;31;2;22;41
question;0;7;39;19;2;78;41;11;54;331
petit;4;16;47;23;7;144;88;11;149;89
france;0;26;21;26;11;224;67;6;93;103
guerre;1;13;393;11;0;33;20;10;46;37
argent;0;14;29;8;1;390;33;7;53;40
emji_feu;240;18;24;6;1;20;16;3;48;16
politique;1;3;60;20;6;71;22;9;59;292
accord;3;14;108;8;9;101;44;14;79;125
laisser;0;5;54;30;4;87;58;11;235;50
partir;1;7;33;26;7;183;49;9;74;133
sentir;3;8;32;14;8;61;43;18;174;161
devenir;0;8;22;23;11;157;61;21;109;115
besoin;5;9;27;32;9;159;47;12;110;103
place;1;2;39;21;7;94;68;12;104;98
palestine;76;3;248;33;3;12;7;1;58;49
hamas;0;5;418;1;0;1;2;0;10;11
travailler;0;8;8;9;10;292;23;15;50;40
français;0;20;17;4;88;136;34;6;77;82
connaître;2;15;36;14;15;50;33;14;99;206
peuple;2;4;175;22;3;71;16;4;56;109
continuer;6;4;121;18;4;93;54;9;82;78
changer;2;9;25;15;0;90;58;13;190;66
raison;1;14;47;24;10;60;43;25;146;92
manifestation;0;4;59;307;0;6;5;3;21;25
arriver;0;11;36;15;12;125;40;6;143;63
etc;0;2;37;12;1;120;85;15;73;63
humain;4;2;66;16;0;32;40;6;182;94
plutôt;0;9;37;14;5;88;39;16;84;152
rendre;2;14;80;19;6;57;43;16;113;85
utiliser;0;4;59;19;0;75;66;6;31;161
gauche;1;18;29;18;2;39;24;4;24;256
sujet;1;7;17;11;3;26;17;15;52;271
moment;2;12;46;29;4;66;27;11;180;45
cause;1;3;62;41;2;60;55;13;69;108
population;0;2;89;25;1;119;35;8;54;82
impôt;0;5;4;2;1;354;4;3;7;12
exemple;1;3;28;16;5;92;57;17;90;96
beau;17;18;11;7;8;51;28;14;218;44
part;0;6;42;23;8;118;23;9;76;107
paix;13;17;242;21;0;11;5;5;47;28
aimer;11;22;22;15;3;43;23;9;200;55
coup;1;10;38;23;5;78;44;21;94;97
emji_visage_souriant_avec_une_goutte_de_sueur;3;189;11;7;3;38;23;6;47;32
entreprise;0;1;8;1;0;290;32;0;15;23
genre;0;11;14;13;2;35;23;18;139;145
droite;0;6;25;9;2;39;12;3;12;272
gaza;3;4;333;9;1;11;4;0;10;11
compte;0;7;32;13;8;80;22;10;105;114
