"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"mass";"chi.distance";"inertie"
"classe 1";1,98506614894295;-0,186652764111709;-0,600412761080205;-0,1628369695707;-0,0538252101468035;-0,20222296662617;-0,138570354219674;0,0347823732284313;-0,0552587750913305;0,943176546421076;-0,0886854624610741;-0,285277765037867;-0,0773697192263092;-0,0255742992966174;-0,096083427431907;-0,0658397747595731;0,0165263604315604;-0,0262554377232484;0,920804814367744;0,00736783563958394;0,0593365250447729;0,00411998825831986;0,000426648069378263;0,00540484147099462;0,00211766460523487;0,000128296082017328;0,000293386461994355;0,725742510091075;0,00641654799305974;0,0663945487742849;0,00488358350846225;0,000533585554610636;0,00753170931240225;0,00353649663997306;0,000222818382576683;0,000562386779875476;0,184175812963692;1,15167972269877;0,244284570165988
"classe 2";-0,528942847339732;5,39232109189608;-2,1569322579517;0,737809523728284;-0,0213836145018704;0,49142567224242;0,145464775657814;-0,00355108949976477;-0,00141864974323231;-0,0896426288528638;0,913864022790804;-0,365546256713338;0,125040324549852;-0,00362398967670074;0,0832844027802913;0,024652653800011;-0,000601821160172069;-0,00024042577197968;0,00920914843506811;0,866177560695436;0,10786477778298;0,0119141436000512;9,48516545092595e-06;0,00449595595347794;0,000328712763739267;1,88366023426946e-07;2,72378165895123e-08;0,00781144221774299;0,811830225853842;0,129893296370772;0,0151985529483014;1,27666208322007e-05;0,00674263123310581;0,000590784932054669;3,52076439357398e-07;5,61906550134168e-08;0,0279198915562552;3,06859476491035;0,262901344232091
"classe 3";-0,375154287487486;0,582092308288374;1,25074107335302;-1,03086117688993;-0,0840435481906455;-1,70713791048046;-0,282352469234869;0,435600756945368;-0,586888544141136;-0,145567356239096;0,22586344133806;0,485312516636827;-0,399994725301908;-0,0326105752409225;-0,662403604736794;-0,109558397291332;0,169021793643772;-0,227724476640792;0,0337183701452546;0,073465583103057;0,263989246088595;0,169285380694561;0,00106643946020185;0,394901106409233;0,00901423414824608;0,0206301010185498;0,03392953893233;0,018417000791903;0,0443386840764709;0,204707569690054;0,139059110303994;0,000924289111999179;0,381361012608569;0,0104323526323349;0,0248299777228213;0,0450723646284597;0,130857638433396;1,13741029504774;0,169290812016797
"classe 4";-1,24431716780697;-0,533134648009682;-1,79525727298426;-5,04628408664649;1,13153462893506;2,21755823240877;0,00444520236372485;-0,423941782570563;0,0790495902235797;-0,204829215501804;-0,0877602226618109;-0,295520425469463;-0,830677609703592;0,186263885409839;0,365036121678198;0,000731732500736317;-0,0697857949636804;0,0130124906817541;0,0627350244098604;0,0104225782462512;0,0919826550253881;0,686062399739241;0,032693716030684;0,112694401812403;3,7785908407791e-07;0,00330474295809093;0,000104103919036632;0,0408481443222919;0,00749866516192543;0,0850283076643373;0,671820942184999;0,0337789265793194;0,129735912815956;5,21306594641678e-07;0,00474157461143152;0,000164857758876991;0,0263821475942688;2,76577333375523;0,201810294314251
"classe 5";-1,00665746645026;-0,708585988720611;-1,05890683016405;0,0951080932292654;-3,44037821617483;-0,204907530610404;-0,283518914570759;-0,716918215932032;-0,0861542482965642;-0,258835160687887;-0,182194017691465;-0,272269693191169;0,0244545134905943;-0,88460164265291;-0,0526865149063319;-0,0728993389079518;-0,184336428035632;-0,0221522707027844;0,10112580911641;0,0453458091336691;0,0788167888439467;0,000600213641810582;0,74437478220797;0,00236983877903194;0,00378583389864012;0,0232763650443595;0,000304559334158533;0,0628410650425856;0,0311361721539028;0,0695337413842852;0,000560938241178639;0,733993944628395;0,00260372994535662;0,00498475908864269;0,0318727348259212;0,000460292071046958;0,0620126226186832;1,76234626295652;0,192602793875902
"classe 6";-0,113545796705998;0,116168091286857;1,26994706394541;0,736564690468169;0,198402589874191;2,11504181810052;-3,6354714869105;-0,295624750365423;-1,34665396736188;-0,0243121639261615;0,02487364358954;0,271918134284905;0,157711531526367;0,0424815046292374;0,452867872559742;-0,778418764082571;-0,0632984892441647;-0,288342439404348;0,0011615291259042;0,00110031023125379;0,102344352709883;0,0324999066138766;0,00223492707448072;0,2279451147955;0,561963845103098;0,00357311439731886;0,0671768999486774;0,000565170299071839;0,000591576500800852;0,0706982141364561;0,0237825817527037;0,00172556721491794;0,196098884824205;0,579373587147211;0,00383105855136606;0,0794967248275404;0,0438366347457257;1,85479765142436;0,150810049129767
"classe 7";-0,585491427990567;-0,510706078105861;-0,387088555607334;0,613557070221231;0,408486587094026;0,215934692061083;0,433670166547504;1,21994677555794;-0,320788752700471;-0,33132882517669;-0,289007894530842;-0,219052901950917;0,34721113501687;0,231162019684565;0,122197156807292;0,245413374008746;0,690366267719666;-0,181533931123335;0,183051568551429;0,126045657782671;0,0563582762849708;0,133664058447737;0,0561524456613592;0,0140825599018936;0,0473969477742113;0,36065461763989;0,0225938679558265;0,0831505492466596;0,0632653759723173;0,0363450024977651;0,0913132856895187;0,0404743275188278;0,0113101635087646;0,0456187240211582;0,360998840567795;0,0249610187175012;0,242562712259682;0,761858542165621;0,140790296259598
"classe 8";-1,07653678191398;-0,796996561955029;-1,43555810144156;0,918639129756109;1,92121485249737;-1,78348391520661;-0,938247983968324;-2,45860128208056;0,467850796272054;-0,248850179415823;-0,184232197885229;-0,331840859603918;0,212350860740465;0,444104343458019;-0,412266723943543;-0,216883605901455;-0,568325560664968;0,108147493469888;0,104217341767133;0,0516950077806032;0,130535447079599;0,0504596771591015;0,209177428043978;0,161780074451587;0,0373608230273718;0,246681062804818;0,00809313788580369;0,0587852758609423;0,0322198645734854;0,104532747065145;0,0428056105135384;0,18722450264417;0,161342658442818;0,0446525324293989;0,306610499214128;0,0111026221690489;0,0507236870873235;1,85651902762549;0,174827450431815
"classe 9";0,22629762738968;0,0743115924822189;1,26356085568106;0,473128591342649;0,215726766167179;1,24375511795853;3,24800413042095;-3,00112479774475;-3,94410310691067;0,036431979292005;0,0119635297536998;0,20342247269385;0,0761696498592495;0,034730161196963;0,20023391859855;0,522900838973794;-0,483155381456489;-0,634966810628853;0,00289386070544274;0,000282412698963482;0,0635498623724274;0,00841101387342528;0,00165732007205965;0,049441515510474;0,281351786013679;0,23097399694736;0,361438231806177;0,00129375720353799;0,000139510185493566;0,0403352827978686;0,0056552416412931;0,0011757117166058;0,0390807186547117;0,266517619386245;0,227541643374617;0,392997057957987;0,0252634570816389;2,34197209923199;0,138565851017599
"classe 10";-0,0514066020532306;0,111479008989206;0,966134237674829;0,154445808490064;-0,0275343741732504;0,55786513985334;0,463396244673494;-0,43677919558395;1,46911540557276;-0,0262056193269274;0,0568288187865292;0,492507674889722;0,0787320675219731;-0,0140362385213134;0,284383734906693;0,236226186917915;-0,222657574557104;0,748913126487123;0,00136283716364675;0,00580023825787904;0,339067202854249;0,00817957550125055;0,000246398065338256;0,090775575440065;0,0522648972271776;0,0446485559674702;0,457654719522927;0,000545084924189167;0,00256337752870124;0,192531289619033;0,00492015321601026;0,000156378410321747;0,0641925786541109;0,0442926224163868;0,0393505006729027;0,445182618899008;0,206265395659335;0,775242265110567;0,123965620282869
