divers;0;0;2;31
1987;3;7;6;15
outre;0;2;5;25
1990;2;5;2;22
nôtre;2;2;0;26
extra;10;1;0;20
2008;1;3;4;22
120;1;1;4;23
to;19;0;3;8
3000;0;3;2;24
1947;0;1;13;4
volontiers;0;1;1;26
tien;0;3;1;22
hé;4;5;1;18
amen;15;4;3;7
55;1;3;2;21
32;2;1;2;22
2018;0;3;3;20
telles;0;0;8;20
soi_même;1;0;4;22
800;0;0;7;20
36;0;3;4;21
2005;0;1;7;20
nonante;2;10;0;14
mm;2;4;1;20
elle_même;0;1;2;24
bof;1;5;1;19
aucunement;0;0;3;24
250;1;5;4;13
2006;1;10;2;12
1972;1;5;1;20
na;7;1;4;13
lesquels;2;0;4;19
48;0;1;6;18
2030;1;3;2;19
2002;2;3;8;10
diable;0;2;6;15
950;2;9;0;14
26;0;4;2;19
2010;1;4;0;20
1960;1;5;1;18
150;0;4;2;18
six;0;1;4;19
lesquelles;0;1;7;15
htag_cqfd;0;6;1;17
bye;0;2;1;11
72;0;3;3;15
44;1;5;1;17
31;3;3;4;14
23;1;7;1;14
2020;0;0;5;19
2015;0;0;5;19
2004;1;1;2;19
parce;0;4;3;16
moi_même;0;1;0;22
autrefois;1;1;3;18
au_dessus;1;1;2;19
92;1;1;3;17
28;4;0;8;10
septante;4;7;1;9
sept;0;1;10;9
néanmoins;1;0;0;20
mienne;1;3;0;18
debout;0;2;1;19
c_est_à_dire;0;2;1;18
95;0;2;5;14
67;2;2;8;8
1992;2;4;1;15
1978;2;4;4;11
1968;1;1;5;15
wouah;6;5;0;10
tienne;1;1;3;15
franco;2;8;1;8
65;0;2;0;19
600;1;1;2;17
49;0;1;9;10
27;0;1;2;16
1999;0;2;0;18
1971;3;6;0;11
quelconque;0;0;0;20
mouais;0;3;0;14
las;5;5;1;8
jusque;1;1;4;14
cinq;0;2;3;14
5000;0;1;4;15
2007;0;4;6;10
1945;0;1;8;10
toutefois;0;0;0;19
hormis;0;1;3;15
cent;1;1;2;11
celui_là;2;4;1;12
auparavant;0;3;3;13
74;0;3;0;15
700;0;1;4;13
57;0;2;5;12
51;0;3;0;15
2019;0;4;1;11
1985;0;5;0;14
00;1;2;0;11
vous_même;0;0;3;15
miens;2;2;0;14
diverses;0;0;5;13
auquel;0;0;1;17
87;1;5;0;10
68;0;3;1;13
41;1;1;1;15
37;3;1;3;11
1994;0;5;2;10
10000;0;3;7;8
quoique;0;0;2;15
alerte;1;1;2;12
29;0;1;1;15
2500;0;1;1;15
2014;0;2;5;9
2001;1;3;4;8
1995;3;1;2;11
1993;3;2;6;6
soudain;0;1;2;13
da;4;4;1;6
64;2;0;1;12
52;2;3;3;8
38;0;3;1;11
1975;2;2;0;10
1950;0;2;1;13
1940;0;2;3;11
quatre_vingt;0;6;0;8
pa;1;6;2;6
hello;1;0;1;13
53;1;2;0;11
4000;0;0;3;12
34;0;0;1;14
1973;0;2;3;7
sienne;0;0;0;13
hip;0;4;0;6
ceux_ci;0;0;5;9
basta;0;0;2;12
85;1;3;0;10
78;1;2;5;6
2045;0;6;1;7
2009;1;1;2;8
2003;1;0;5;8
1982;0;4;3;6
à_l_encontre;0;0;4;9
zut;0;6;0;7
youpi;1;3;0;9
vis_à_vis;0;0;1;11
chacune;0;2;0;10
celle_là;2;3;0;8
beurk;1;3;0;1
auxquels;1;0;2;10
aucunes;1;0;2;10
7000;0;0;1;11
6000;0;1;1;11
43;1;1;1;10
42;0;2;0;11
2011;0;3;2;7
1986;2;4;0;7
van;3;4;0;5
sien;0;0;0;12
nuls;0;2;1;8
elles_mêmes;0;0;1;11
chic;4;3;0;5
alentour;1;2;0;8
adieu;0;3;1;8
1991;2;0;1;9
1984;1;2;0;9
1983;3;1;0;8
1969;0;2;0;9
1864;2;2;0;8
vingt;0;4;0;6
ceux_là;0;1;3;6
celles_ci;0;0;2;9
97;0;4;2;5
900;0;0;2;9
86;0;3;1;7
77;1;2;6;2
61;0;0;1;10
47;1;1;5;4
33;2;1;0;8
2027;0;0;1;10
1998;0;4;1;6
1976;0;6;1;4
1974;2;1;0;6
1920;0;0;6;4
1500;0;1;0;8
vôtres;0;2;1;7
tandis_qu;0;0;3;7
huit;1;1;1;7
dc;0;0;3;7
clic;1;0;1;7
chut;0;3;0;6
79;0;1;1;7
2017;0;1;1;8
1989;2;0;0;8
1988;3;1;2;4
1965;0;1;0;8
1961;2;3;0;5
102;2;0;0;8
hum;0;4;0;5
excepté;0;1;1;7
cinquante;0;1;1;7
93;1;2;0;6
84;2;1;0;6
83;1;1;1;6
82;1;3;0;5
71;1;2;1;5
69;1;0;0;8
62;0;1;0;8
56;1;2;2;4
54;0;0;3;6
46;1;1;0;7
2013;0;1;0;8
1981;0;0;0;9
1966;1;3;0;5
1946;0;0;3;5
1900;0;0;0;9
130;0;0;1;8
trente;1;0;0;7
siens;1;0;0;7
pouce;1;2;2;3
pff;0;0;1;7
pan;0;2;0;5
ouh;0;5;0;3
inter;0;1;1;6
htag_sadbuttrue;1;2;0;5
boum;3;2;0;3
aucuns;0;0;0;8
allo;0;0;0;7
94;0;2;1;5
88;0;3;0;5
66;0;0;0;8
501;0;8;0;0
350;0;0;1;7
2050;0;0;1;7
1964;1;1;2;3
1962;2;1;0;5
1930;0;1;1;6
160;0;0;0;8
1400;0;1;2;5
07;3;1;3;1
ô;1;1;0;5
toi_même;0;1;0;6
quelquefois;0;1;0;4
nôtres;1;0;0;6
flop;0;0;0;6
dm;1;0;1;5
allô;0;1;2;4
89;0;1;0;6
81;0;0;0;7
59;0;1;1;5
50000;0;0;0;6
2100;0;1;0;6
2012;1;0;1;3
1979;2;0;0;5
1977;0;2;0;5
1700;0;1;3;3
103;1;2;0;4
06;1;0;2;4
01;0;0;0;5
quiconque;0;0;1;4
pouf;0;0;0;6
miennes;0;1;0;5
lala;2;1;0;3
douze;0;0;3;3
ci_dessus;0;0;0;6
ci_dessous;0;0;0;6
bé;1;2;0;2
bis;0;1;0;5
auxquelles;0;0;0;6
auprès;0;1;2;3
alléluia;3;1;0;1
91;0;3;1;2
20000;0;0;3;3
1996;0;1;0;5
1939;0;0;3;0
181;0;1;3;2
170;0;2;2;2
125;1;1;1;3
114;3;0;0;3
110;1;2;0;3
100000;0;1;0;5
revoilà;0;0;0;4
quarante;0;1;1;3
ouah;1;1;0;3
nulles;0;0;1;4
mil;0;0;0;5
jadis;1;1;1;2
grand_chose;1;2;0;2
gna_gna;0;1;0;3
96;0;3;0;2
63;0;1;0;4
450;1;0;1;2
40000;0;3;1;1
360;0;0;1;4
1997;0;0;1;4
1955;0;0;1;4
140;0;1;0;4
1300;0;0;2;2
1291;0;2;1;2
1100;0;1;1;3
09;0;0;3;2
08;0;0;0;5
yeah;1;1;0;1
vous_mêmes;0;1;0;3
vlan;0;3;0;1
unes;0;0;0;4
tintin;2;0;0;2
soixante;0;1;0;3
snif;1;0;0;2
quinze;0;0;0;4
prout;0;1;0;2
primo;0;1;1;2
pouah;2;1;0;1
octante;0;2;0;2
miam;2;1;0;0
htag_shameonyoutrump;0;4;0;0
htag_j;0;0;0;3
htag_hopsuisse;4;0;0;0
htag_caisseunique;0;2;0;2
hi;0;1;1;1
cents;0;1;0;3
bim;1;1;0;2
audit;0;0;0;4
_;0;0;2;2
850;0;1;1;2
8000;0;0;1;3
76;0;1;0;3
73;0;0;1;3
703;0;1;0;2
270;0;0;0;4
242;0;0;4;0
2300;0;1;0;2
1963;0;0;0;4
1959;0;0;0;4
1800;0;0;0;4
180;0;0;1;3
175;0;0;1;2
16000;0;0;1;3
153;0;0;4;0
1200;0;1;0;3
118;0;0;2;2
111;1;1;1;1
101;0;0;1;3
05;0;1;0;3
02;0;1;0;3
à_l_instar;0;0;0;3
versus;0;0;1;2
tiennes;1;1;0;1
sus;1;0;1;1
peuchère;0;1;0;2
peste;0;1;1;1
pasque;0;0;1;2
moyennant;0;1;0;2
maintes;0;0;2;1
htag_hypocrisie;0;0;0;3
htag_humour;0;2;0;1
htag_genocide;0;0;2;1
htag_freeukraine;1;1;0;1
hourra;1;1;0;1
duquel;0;0;1;2
bougre;0;1;0;2
berk;0;3;0;0
autrichiens;0;0;0;3
alias;1;2;0;0
67000;0;0;3;0
58;0;0;1;2
4500;0;0;0;3
3600;0;0;1;2
322;0;0;0;3
290;0;0;0;3
255;0;0;0;3
2080;0;0;0;3
2035;0;2;0;1
200000;0;0;3;0
1952;1;0;0;2
1949;0;0;1;2
1942;0;0;0;3
1917;0;0;2;1
190;0;0;0;3
1848;0;0;0;3
1600;0;1;0;2
159;0;3;0;0
147;0;1;2;0
132;0;0;2;1
123;1;0;1;1
107;1;1;0;1
106;0;1;0;2
04;0;0;0;3
