"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"classe 1";3,27635841993586;0,973710196555379;-0,0550037539286092;0,95843961398545;0,284841371213136;-0,0160903570141508;0,942063733968321;0,0577838994627789;0,000152366568848849;0,846193518041229;0,074738834091256;0,000238490752476921;0,0788291571150304;2,23369932894585;0,393311197019889
"classe 2";0,402657599677934;-2,29484364462023;1,54058504622986;0,144157520253939;-0,821588787703419;0,551552783760776;0,0312913692698803;0,705844289503902;0,262864341226229;0,0184203633968114;0,598318725360733;0,269648338859839;0,113612572382631;1,5062500250832;0,257762970169124
"classe 3";-0,781805667248068;1,72353820304136;2,1226031583917;-0,274914994632521;0,606066847156425;0,746394481828525;0,116208425229544;0,392221821538234;0,491569753232252;0,0672612970877862;0,326895873181208;0,495798515186735;0,110044314544295;1,5175865085957;0,253439628662728
"classe 4";-0,31251886463053;-0,00817079641696624;-0,579593191903208;-0,474569712319651;-0,012407611008079;-0,880130467225125;0,336217201100683;0,000159604881017773;0,663623194018182;0,0681248214741728;4,6567366802509e-05;0,234314655200949;0,697513955958044;0,356647943674033;0,0887222097860662
