"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,424753466803182;18,3586650441462;18,3586650441462
"facteur 2";0,338664999932892;14,6377552671623;32,9964203113085
"facteur 3";0,304563438825963;13,1638199452061;46,1602402565146
"facteur 4";0,265520653227865;11,476315359121;57,6365556156357
"facteur 5";0,237863999239979;10,2809413681167;67,9174969837524
"facteur 6";0,220708118912944;9,53943109197471;77,4569280757271
"facteur 7";0,197637036736877;8,54225436952397;85,999182445251
"facteur 8";0,178479412526533;7,71422485733093;93,713407302582
"facteur 9";0,145449140021176;6,28659269741804;100
