"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"emji_visage_riant_aux_larmes";-492,798;-11,993;-148,959;-58,507;-347,101;-923,127;5759,336
"emji_coeur_rouge";3936,313;-52,858;-32,805;-38,793;-189,212;-420,657;-487,947
"voir";-191,679;-5,582;4,011;-1,961;36,031;217,853;-28,01
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";3363,728;-36,546;-50,327;-35,564;-177,776;-364,399;-367,89
"époque";61,79;-42,802;-27,532;-3,106;-0,72;20,456;-31,803
"aller";-316,773;-0,581;13,303;-1,696;0,162;302,307;-1,849
"beau";1790,772;-44,326;-24,736;-25,411;-72,449;-106,015;-304,437
"aimer";162,399;-17,836;9,463;-12,546;-15,062;-7,725;-26,204
"emji_applaudissements";1414,015;-12,342;-20,123;-13,379;-65,755;-138,79;-188,594
"suisse";-118,086;-4,805;-40,356;-0,22;-64,545;-63,883;823,429
"femme";-61,255;-14,084;-34,801;-12,615;-8,007;984,852;-255,979
"emji_se_rouler_par_terre_de_rire";-99,784;1,053;-27,808;-6,862;-54,295;-156,552;945,288
"parler";-122,354;-18,029;-2,884;-14,583;380,988;-23,738;23,681
"enfant";-45,905;-27,126;-23,682;-8,324;20,772;510,98;-193,682
"homme";-23,367;-26,372;-4,757;-16,424;-0,138;655,581;-255,772
"souvenir";1365,175;-35,858;-28,826;-13,17;-102,087;-112,801;-127,759
"vie";0,699;-13,123;-1,041;-4,085;-45,272;512,762;-245,27
"petit";-1,417;0,899;20,496;-9,66;-24,768;23,041;-1,86
"gens";-111,827;-0,29;4,36;-2,879;124,686;213,746;-166,822
"année";-5,784;-11,522;-6,49;-0,109;-3,001;0,981;29,237
"temps";-38,712;-16,057;-5,685;-0,192;-15,13;424,57;-74,823
"penser";-152,849;-6,143;1,287;-3,893;6,664;132,815;-0,068
"monde";-97,211;-9,273;-1,414;-3,911;0,991;543,997;-142,651
"tellement";452,929;-6,671;-5,012;-13,806;-25,119;-13,245;-95,958
"emji_visage_qui_pleure";0,007;-14,663;-1,104;-2,147;-35,144;357,792;-141,649
"chose";-112,722;-5,409;-0,795;-0,564;40,842;258,004;-78,934
"comprendre";-52,213;-5,796;-0,102;-0,357;502,935;0;-71,808
"vrai";0,037;-8,987;-0,826;-0,408;0,225;46,928;-29,939
"emji_visage_souriant_avec_une_goutte_de_sueur";-63,878;0,184;-5,823;-4,543;-55,278;-119,455;675,594
"passer";-58,009;-7,719;-1,699;12,135;-5,375;197,48;-18,827
"grand";4,538;-6,325;-3,108;-2,459;-30,194;82,304;-20,726
"français";-82,225;106,995;-29,432;-5,031;25,061;-14,753;62,318
"prendre";-118,216;35,426;4,437;0,474;-10,399;174,236;-15,706
"connaître";-76,554;0,063;-6,614;-4,464;4,124;92,527;-0,615
"jour";-60,296;1,383;8,588;-5,384;-25,479;349,029;-70,785
"vraiment";-9,943;-4,118;-1,075;-1,754;43,924;26,731;-27,846
"changer";-89,061;-12,003;-9,209;-0,587;0,064;282,503;-21,639
"vivre";-19,862;-3,105;-0,473;-1,834;-23,496;354,077;-86,278
"trouver";-63,162;1,707;0,231;-0,09;16,84;113,518;-44,795
"jeune";-26,261;-14,847;-21,525;0,007;29,8;138,195;-50,076
"emji_visage_faisant_un_clin_d_oeil";-38,237;-1,156;-6,582;-9,277;0,134;-16,765;157,879
"venir";-108,948;2,857;28,704;-0,205;2,518;3,622;15,463
"mettre";-101,337;-0,626;1,681;23,696;0,246;124,678;-14,09
"adorer";523,624;-5,254;-0,341;-7,185;-32,421;-83,226;-43,969
"emji_feu";757,81;-10,384;-11,754;-8,939;-43,226;-59,395;-100,765
"donner";-43,8;-10,171;137,002;-0,029;9,165;61,954;-62,3
"vidéo";-21,941;-13,715;-7,509;-9,43;96,386;-3,573;8,979
"emji_mains_en_prière";727,692;-13,729;-8,452;-6,964;-40,192;-60,329;-95,771
"france";-128,241;103,099;0,407;-0,047;-4,358;4,908;34,187
"magnifique";1235,463;-19,245;-15,684;-11,085;-63,524;-127,806;-142,274
"emji_visage_souriant_avec_coeurs";844,142;-12,752;-3,054;-6,325;-42,28;-99,728;-102,343
"animal";-36,142;-16,589;4772,25;-9,296;-32,664;-60,345;-149,633
"jouer";273,713;-13,217;-11,529;-1,66;-21,277;-7,43;-39,279
"rester";-55,457;-1,249;15,709;1,265;-1,21;106,599;-16,601
"raison";38,071;-13,515;10,308;-0,017;6,751;-0,149;-56,17
"exister";-62,213;0,041;12,973;-0,427;9,806;111,538;-46,572
"devenir";-31,254;-9,683;14,533;-0,436;-10,846;209,777;-46,856
"fois";-54,325;65,979;-0,081;3,767;5,377;7,881;-1,851
"seul";-50,01;-3,004;31,727;-0,311;58,223;27,539;-34,531
"commentaire";-68,674;-14,407;-2,067;-7,409;995,777;-71,426;-16,018
"demander";-89,959;-1,52;-0,853;10,242;57,685;56,109;-17,265
"question";-95,014;-3,366;-4,763;-1,832;1273,73;-49,512;-64,94
"mot";-46,323;6,135;-17,078;-3,38;372,858;-65,101;2,96
"appeler";-72,646;4,689;-3,023;-2,336;-7,976;-21,895;241,144
"accent";-5,507;-5,341;-18,1;-9,399;-38,705;-122,689;488,615
"dieu";-2,786;-7,098;-6,766;-9,681;402,588;-8,053;-51,553
"école";-5,307;-0,136;-14,259;-1,125;-19,111;221,023;-49,096
"chat";-9,856;-4,799;2508,955;-8,963;-27,215;-56,492;-54,913
"regarder";-23,182;-12,452;-2,051;-3,296;4,265;14,789;4,341
"sentir";-36,79;-1,694;-1,97;-0,646;193,016;2,635;-21,936
"humain";-20,541;-11,402;592,826;-3,965;1,224;20,407;-108,727
"utiliser";-108,254;603,412;-0,36;-0,861;38,56;-8,586;-1,885
"apprendre";-45,55;-5,508;-1,348;-3,408;12,188;149,86;-37,436
"emji_mains_levées";406,473;-6,95;-12,319;-1,274;-15,651;-43,28;-46,842
"meilleur";212,739;-6,077;-0,322;-0,821;-15,182;-10,315;-40,877
"bidet";-83,818;7327,063;-16,225;-8,425;-35,249;-93,794;-101,481
"vieux";-20,435;-5,976;-2,434;-2,497;-7,368;-7,628;132,675
"fille";-2,595;-7,303;-14,718;-6,761;-31,103;111,475;-0,836
"arriver";-55,287;-1,67;-1,725;-0,296;-0,895;108,1;-1,209
"entendre";-9,217;-3,504;-4,334;-3,741;14,133;-9,963;32,882
"nom";-64,366;-4,815;-13,248;-0,968;61,226;1,538;13,456
"manger";-59,155;-1,131;1311,36;-4,582;-33,965;-29,778;1,558
"dernier";18,481;-6,986;-3,788;-0,181;-0,673;0,579;-4,526
"premier";-30,098;-8,056;-0,207;1,352;9,419;-1,235;26,341
"parent";-56,736;-0,006;-8,093;-1,861;-2,664;230,185;-22,627
"ca";-35,854;-0,416;6,815;-2,906;70,697;2,468;-6,023
"emji_visage_souriant_avec_yeux_rieurs";177,237;-1,189;-4,566;-3,232;-5,476;-27,868;-14,291
"coup";-62,628;-2,72;1,236;0,165;-0,049;1,468;44,376
"jeu";176,492;-7,547;-9,182;-0,839;-7,903;-2,893;-37,961
"emji_visage_avec_bouche_ouverte";-21,367;-0,881;-0,647;-0,097;-6,295;16,986;9,882
"tête";-54,327;-7,656;-7,731;-4,201;-3,993;-19,339;264,506
"reportage";285,239;-1,54;-7,821;-4,248;-16,836;-26,012;-31,746
"pays";-22,452;0,548;-7,326;1,919;-7,327;89,327;-5,375
"cas";-72,286;-0,319;-0,303;0,044;78,614;33,595;-14,294
"respect";0,246;-11,192;-2,621;-0,261;0,003;122,361;-85,012
"problème";-70,585;-2,692;11,476;-1,29;17,836;137,4;-52,697
"archive";201,383;-9,014;-8,762;-5,556;-12,502;-33,543;-3,338
"moment";4,7;-5,628;-3,41;-2,565;-3,141;37,859;-20,071
"heureux";16,839;-7,077;1,627;-2,481;-3,507;29,161;-47,707
"arrêter";-69,527;-5,353;0,24;11,76;34,715;70,633;-27,032
"manquer";-0,616;0,047;-0,439;-2,439;3,637;43,058;-41,706
"malheureusement";-26,72;-6,753;18,154;-2,294;-0,38;176,121;-67,007
"pauvre";-49,564;-8,382;51,998;2,64;-8,355;96,41;-12,901
"super";24,509;1,106;0,009;0,795;-5,156;-1,938;-6,298
"niveau";-47,526;-5,893;-3,106;0,073;5,639;185,817;-48,295
"fin";-10,141;-4,978;-1,872;-3,474;-0,015;1,02;19,53
"accord";-5,448;-0,298;0,598;0,152;33,736;5,578;-22,452
"pareil";-36,106;-0,863;1,492;-0,091;-0,015;-0,405;41,936
"emji_visage_qui_pleure_à_chaudes_larmes";-18,813;-2,319;-1,034;-0,671;-12,633;-21,03;165,919
"père";-9,595;-7,826;-8,955;-4,758;-8,958;3,226;46,693
"besoin";-48,434;10,504;83,759;1,084;14,362;27,688;-55,414
"génération";-16,449;-7,752;-5,688;-3,127;22,343;77,227;-29,928
"laisser";-42,561;-3,168;25,106;1,084;0,173;115,829;-45,418
"renard";-12,099;-9,54;3432,827;-6,484;-34,745;-86,661;-74,118
"plutôt";-72,893;-1,211;4,285;0,424;10,609;16,301;1,108
"sûr";-43,881;-3,107;0,364;-0,021;125,185;1,939;-8,237
"classe";-5,29;-8,64;-11,309;-3,991;-0,676;72,502;-4,482
"blanc";-54,779;-8,678;-2,227;-5,898;15,317;-20,471;133,826
"heure";-0,634;-6,717;-1,391;0,296;-4,987;54,95;-12,208
"etc";-50,015;-0,01;48,824;37,067;0,589;27,301;-18,999
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";538,989;-7,742;-8,134;-5,262;-23,532;-59,217;-61,841
"maison";-23,716;101,115;1,621;0,868;-18,178;15,895;-1,484
"incroyable";117,58;-1,776;-6,637;-6,305;-3,164;-2,312;-24,993
"hiver";319,573;-8,865;-0,863;-4,139;-25,804;-27,687;-34,403
"emji_visage_en_pleine_réflexion";-43,823;-2,875;1,9;-0,008;251,921;-23,193;-0,37
"oublier";-18,977;0,008;-2,64;-0,695;-7,092;21,044;7,169
"rendre";-37,978;-6,938;46,036;1,727;-0,04;89,2;-34,715
"coeur";136,393;-8,565;1,127;-2,427;-8,825;-1,642;-42,901
"âge";-6,681;-8,978;-4,826;-2,673;57,038;32,035;-35,343
"mère";-6,821;-0,263;0;-2,583;-6,299;34,375;-0,44
"emji_pouce_vers_le_haut";204,756;-4,272;-1,552;-5,363;-10,544;-29,61;-13,946
"part";-39,152;-0,055;-0,005;-1,52;0,457;49,297;-0,785
"genre";-34,976;-5,077;-1,447;0,272;13,323;32,135;-1,769
"emji_visage_souriant_aux_yeux_rieurs";-21,159;-2,14;-5,596;-0,445;-10,878;-27,284;200,059
"travailler";-28,931;-4,971;-4,445;3,358;-16,011;180,888;-15,292
"laver";-70,245;4966,531;-9,103;-5,77;-20,582;-52,43;-74,121
"air";-13,741;-2,483;0,384;0,237;-6,397;32,084;0,001
"plaisir";46,664;-6,975;7,548;-6,076;-0,655;0,174;-33,311
"écouter";4,684;-8,64;-11,309;-5,872;198,278;-21,57;-18,999
"perdre";-21,244;-6,68;0,511;-0,52;-3,296;49,273;-0,03
"simple";7,123;-1,333;-0,707;-0,507;0,039;34,517;-55,859
"travail";-17,426;0,152;-4,027;34,749;-7,949;133,429;-44,216
"touchant";605,826;-8,715;-11,407;-5,923;-27,261;-50,201;-84,287
"triste";-4,467;-6,643;-2,16;-3,966;-4,808;174,718;-49,345
"genève";-35,575;-3,065;-10,622;-2,163;-31,487;-23,415;311,658
"génial";291,854;-0,587;-7,294;-3,892;-12,493;-32,862;-34,762
"droit";-44,748;-4,376;-0,093;4,358;2,724;137,174;-37,938
"ami";-1,755;-3,033;0,099;0,088;25,843;11,45;-29,594
"sortir";-44,168;1,314;-0,141;-2,207;3,655;24,29;0,094
"gros";-35,711;5,699;-0,348;-0,008;2,349;0,942;8,919
"famille";-15,773;-1,835;1,752;-3,573;-8,35;79,508;-5,194
"histoire";-6,734;-0,909;-0,348;-2,033;57,144;1,647;-10,664
"rire";-0,003;-1,781;-6,589;-3,524;-3,292;-41,037;105,42
"rappeler";27,039;-4,446;-3,821;-1,047;-9,818;-1,208;0,343
"partie";-17,926;57,044;2,847;0,118;-0,132;9,681;-8,016
"côté";-32,75;8,695;0,802;-0,385;-6,742;15,665;4,422
"revenir";-22,945;0,074;-0,02;1,844;-0,118;43,367;-4,822
"nourrir";-40,19;-5,76;2871,436;-3,378;-25,468;-31,525;-69,148
"importer";-47,876;-5,907;16,219;0,66;0,271;86,902;-17,405
"réponse";-9,889;-4,168;-8,182;-3,427;489,884;-25,41;-32,295
"retrouver";17,488;-6,054;0,452;-1,013;-8,35;3,718;-7,533
"emji_visage_roulant_des_yeux";-48,464;-3,549;-4,053;4,086;161,239;-9,054;1,584
"amour";53,954;-1,621;9,805;-5,236;-0,707;0,159;-49,705
"heureusement";-47,224;0,708;1,705;-0,018;-15,51;86,866;-0,374
"emji_drapeau_suisse";191,475;-6,321;-6,301;-0,007;-14,382;-30,695;-7,616
"répondre";-34,542;-5,321;-1,882;-3,086;512,612;-22,849;-18,518
"espérer";4,994;-1,754;-0,348;-0,962;-0,017;10,998;-17,668
"écrire";-36,343;-5,54;-7,795;-0,182;400,296;-14,73;-8,339
"toilette";-62,913;4485,306;-7,602;-3,134;-26,186;-46,073;-62,939
"lire";-47,935;-2,626;-9,937;-0,209;576,831;-16,77;-24,053
"fou";-6,214;-1,543;-1,314;-0,209;1,299;-1,919;17,446
"ancien";-0,151;-2,781;-3,495;-0,256;0,025;23,832;-8,119
"préférer";-2,006;0,059;12,159;0,77;-1,055;15,459;-14,857
"payer";-49,732;-7,255;0,114;1490,704;-8,541;0,012;-13,333
"garçon";27,73;-5,504;-5,981;-5,058;-3,016;12,962;-19,905
"journée";-0,115;3,801;-2,937;-0,687;0,107;13,671;-11,06
"cher";-19,26;-3,515;24,26;120,311;0,062;0,681;-4,67
"place";-30,609;2,125;-0,189;-3,232;-0,229;102,682;-17,403
"naître";-10,152;0,108;-4,444;-5,058;-0,205;-0,343;32,206
"mignon";265,184;-7,405;5,304;-0,749;-9,005;-32,591;-56,172
"pire";-36,159;-2,109;3,499;6,57;-11,733;71,466;-1,476
"mec";-38,295;-7,218;-7,457;-0,671;-3,3;-8,711;170,154
"poser";-55,486;-0,094;0,178;-2,965;563,189;-18,444;-33,55
"truc";-39,519;1,267;0,083;14,05;1,739;-1,323;18,779
"finir";-18,05;-5,174;23,977;-0,626;-8,081;67,105;-9,132
"eau";-40,088;463,708;10,838;-0,553;-6,348;0;-5,483
"idée";-20,301;-3,651;0,486;-1,65;0,624;38,459;-2,233
"garder";-9,172;-2,199;17,915;-0,097;-6,777;39,374;-7,055
"façon";-7,981;-2,169;-2,704;-0,596;38,675;10,169;-11,881
"élastique";358,676;-6,844;-5,24;-4,652;-24,304;-19,664;-53,25
"mort";-38,229;-4,773;9,543;1,554;12,044;36,533;-13,235
"nature";2,118;-6,732;187,965;-2,747;-0,704;5,112;-62,407
"début";-22,897;-2,079;-2,589;-0,553;-1,99;-2,232;78,053
"enfance";234,429;-2,02;-8,958;-1,444;-14,554;-12,927;-35,469
"partir";-30,967;-0,375;-1,489;-1,423;0,807;32,417;0,087
"compte";-26,083;-6,657;0,067;4,975;3,709;77,93;-26,353
"société";-20,214;-6,769;0,043;-1,403;0,066;173,642;-57,538
"mdr";-43,299;3,251;-3,667;-1,403;-7,068;-25,448;195,969
"attendre";-42,985;-1,932;3,999;1,517;13,377;8,63;-0,015
"noir";-32,436;-6,246;-3,078;-4,245;33,754;-11,382;51,029
"exactement";-21,534;-4,81;-1,426;-0,045;25,064;13,064;-1,704
"servir";-39,533;394,282;3,546;0,824;-0,007;-0,685;-6,684
"acheter";-28,604;1,263;187,176;10,778;-7,499;0,46;-2,469
"mauvais";-31,312;-2,875;6,712;1,928;22,531;39,246;-29,232
"dimanche";-1,068;-5,948;-2,749;-4,042;-4,727;2,015;14,009
"bonheur";209,913;-4,591;-3,371;-2,603;-6,3;-8,612;-47,634
"valoir";-14,716;-1,673;6,587;-0,364;-16,475;-11,179;93,168
"exprimer";-1,48;-6,284;-8,224;-4,271;486,094;-28,468;-47,898
"mode";-32,132;1,612;0,224;-0,002;0,888;0,508;11,149
"propre";-35,143;273,649;-3,161;0,824;0,717;2,612;-8,609
"exemple";-8,032;0,536;1,146;0,721;-4,12;50,548;-15,559
"cours";-11,052;-4,12;-7,882;-0,247;-2,273;60,11;-1,041
"sembler";-31,312;-1,645;1,278;5,66;32,168;5,116;-3,716
"rts";6,86;-6,246;-6,205;-1,126;-6,706;-8,105;23,641
"emji_visage_retenant_ses_larmes";313,522;-3,507;-5,104;-1,893;-14,584;-32,474;-39,37
"voiture";-20,722;-4,048;-0,022;1,127;-9,799;74,226;-1,668
"merveilleux";391,658;-6,246;-8,175;-2,436;-17,832;-40,431;-45,152
"chercher";-29,51;-4,228;3,989;-1,068;129,176;1,357;-17,315
"joli";162,337;-2,775;-8,175;-0,315;-9,341;-19,6;-11,461
"oeil";4,183;-4,228;-0,952;-2,364;0,004;17,444;-18,82
"normal";-36,093;-1,314;0,391;0,003;12,993;57,868;-18,611
"pied";-35,531;353,544;-1,305;-0,79;-8,541;2,507;-0,434
"simplement";-10,825;-0,553;0,927;-2,269;34,874;15,044;-22,47
"recevoir";-11,144;-3,939;-4,008;2,645;-1,904;74,975;-9,964
"couper";-23,654;-0,497;1,972;-3,992;-4,525;1,35;30,141
"pratique";-34,845;988,092;0,103;0,01;-2,466;-3,891;-20,628
"noël";0,062;-5,351;-2,112;-3,637;-6,455;13,115;0,149
"journaliste";-4,562;-3,687;-5,343;-2,01;165,811;-15,919;-1,477
"ville";-28,413;-3,615;19,165;-3,738;-19,104;31,582;5,015
"partager";131,99;-5,724;-2,507;-2,104;-0,007;-10,331;-31,446
"cause";-42,381;-3,651;39,688;8,034;-4,657;69,685;-12,904
"permettre";-21,364;2,583;1,429;0,028;0,002;74,696;-30,095
"sujet";-38,164;-2,22;2,439;-3,814;248,248;-0,77;-19,415
"éducation";-29,581;-3,507;-2,151;-0,703;-0,092;159,473;-28,413
"georges";0;-5,09;-6,662;-3,459;-2,569;79,735;-23,808
"foutre";-28,413;-5,5;0,207;0,53;-4,554;15,497;11,295
"essayer";-35,218;-1,053;0,002;5,308;72,122;8,658;-15,719
"seulement";-11,48;0,178;-0,391;-1,823;-0,045;57,238;-12,376
"intéressant";10,731;-2,156;-5,295;0,033;5,291;0,498;-15,719
"gentil";4,024;-5,351;32,54;-1,87;-1,059;4,43;-20,62
"battre";-39,511;-1,872;0,381;-1,777;-2,034;59,605;0,044
"adorable";152,912;-5,425;41,2;-1,916;-12,867;-19,454;-42,132
"élève";-20,908;-4,568;-4,06;1,337;20,348;66,049;-31,605
"imaginer";-30,81;0,091;-0,544;-0,773;1,715;23,101;0,018
"gamin";-8,044;-3,436;-3,382;-1,847;0,069;31,211;-0,799
"continuer";-6,746;-3,579;2,741;-0,105;-0,377;49,024;-15,153
"commencer";-27,2;-3,472;-1,115;3,497;18,16;10,513;-0,564
"terre";-22,404;-5,239;43,877;-1,8;0,006;64,415;-27,074
"naturel";22,408;-5,239;17,748;-0,063;0,34;-0,163;-31,206
"main";-20,576;128,881;0,356;-0,063;-3,851;5,19;-1,887
"lieu";-38,014;0,163;4,628;3,571;1,043;40,292;-8,913
"faux";-34,591;-5,463;0,754;-0,105;336,264;-13,649;-13,728
"tuer";-35,322;-5,276;645,296;-0,651;-3,006;-0,205;-11,07
"chance";18,29;-3,4;-0,051;-0,651;-6,224;12,648;-21,742
"tomber";-13,101;-3,436;0,911;3,571;0,266;25,159;-4,95
"peur";-21,53;-5,127;12,266;-1,731;0,184;62,062;-15,563
"beauté";135,88;-5,314;-3,382;-1,847;-4,049;-3,36;-31,893
"raciste";-40,805;-4,754;-6,223;-3,231;551,783;-33,265;-8,78
"rapport";-32,086;-0,194;-0,332;3,883;195,589;-4,169;-10,306
"italien";-15,243;184,039;-4,297;-3,231;-1,839;-7,572;12,019
"guerre";-30,285;-2,83;-4,202;-0,003;-0,049;110,34;-10,789
"envie";-13,019;-0,761;-0,018;-3,459;-6,948;90,488;-8,625
"créer";-15,529;-3,15;27,461;-0,03;42,458;0,462;-11,849
"reconnaître";-3,419;-5,127;-1,882;-0,584;-0,36;-0,202;20,893
"prof";-31,542;-2,972;-2,813;0,211;0,502;37,723;0,021
"jeunesse";39,27;-5,053;-1,807;-1,685;-4,387;0,391;-9,555
"image";0,987;-5,09;-3,118;0,124;0,215;23,503;-20,167
"actuel";-29,257;-1,778;-4,723;0,124;16,639;63,325;-18,46
"métier";-16,624;-4,717;-2,683;204,302;0,669;33,266;-33,012
"froid";29,902;-0,67;-0,225;-0,504;-11,087;-7,629;0,602
"montrer";-13,981;-3,15;-4,628;0,883;29,979;28,926;-19,542
"drôle";-20,95;-1,747;-1,807;-0,035;-0,637;-12,046;95,569
"franc";-28,09;0,138;-2,342;0,002;-6,142;-27,864;164,895
"excellent";21,113;-0,169;-1,844;-1,708;-0,686;-12,315;0,899
"argent";-20,082;-1,655;0,125;59,455;-3,087;56,171;-17,244
"social";-21,944;-4,941;-2,943;-0,504;0,747;154,402;-42,487
"haut";-15,243;-2,901;-6,223;0,241;-0,307;0,752;25,749
"voix";138,366;-3,079;-1,695;-3,358;-4,077;-18,836;-12,682
"revoir";69,073;-4,941;-4,533;7,067;-7,871;-3,893;-8,819
"possible";-24,092;-0,54;-2,683;-0,005;-1,122;77,355;-4,472
"gars";-22,99;-0,092;-1,584;0,211;0,197;-2,685;42,579
"effectivement";-25,913;-3,079;-0,789;0,171;0,362;37,381;-0,365
"langue";-14,982;-0,31;-3,683;-2,902;10,608;-1,766;19,214
"emji_visage_envoyant_un_bisou";21,6;-2,13;-1,803;-0,143;0,245;-8,114;-0,423
"porter";-24,948;-1,354;-1,333;-1,388;-4,119;66,049;-0,086
"faute";-38,886;-2,689;-0,501;-0,34;192,296;7,047;-33,597
"âme";160,101;-4,754;-4,297;-3,231;-7,246;-4,617;-31,083
"témoignage";267,611;-2,972;-6,32;-3,282;-9,017;-17,911;-46,701
"rue";-17,508;-2,76;27,63;-3,13;-4,225;6,379;3,611
"date";-14,462;-3,008;-0,193;-0,015;49,156;-10,723;7,151
"lol";-16,902;-0,074;0,001;-0,427;0;-3,793;39,438
"interdire";-31,992;-2,76;136,484;5,29;-0,941;20,869;-16,16
"absolument";-5,832;-2,866;-0,135;-0,412;93,488;0,521;-20,569
"évoluer";-32,308;-1,414;3,247;-0,002;2,054;99,786;-34,661
"etait";-2,333;-0,025;-2,427;-1,344;-2,038;38,875;-6,048
"top";46,968;3,353;-3,919;0,001;-9,329;-6,824;-2,511
"ouvrir";-27,412;-0,478;-0,098;1,294;1,444;29,001;-1,35
"prix";-19,586;-2,338;9,46;219,964;-5,305;0,294;-0,295
"contraire";-19,312;-2,76;0,945;-0,001;77,464;1,201;-10,261
"sauvage";-28,717;-4,494;2089,69;-1,344;-15,214;-40,674;-35,668
"nouveau";-13,632;-0,439;-0,076;0,347;1,639;40,464;-12,478
"moyen";-25,254;3,001;-0,55;-1,411;-0,488;58,248;-4,764
"mois";-23,724;-0,015;-1,195;3,338;-2,713;12,096;5,869
"emji_étincelles";182,654;-2,13;-3,262;-2,674;-3,433;-21,303;-25,656
"adulte";-16,942;-1,325;-5,93;-1,366;20,827;64,136;-28,995
"neige";17,749;-1,209;-0,407;-2,978;-4,733;-5,358;1,519
"emji_visage_souriant";28,787;0,828;-3,777;-1,254;-4,621;-1,015;-2,719
"soir";-18,443;0,111;70,843;-0,326;-2,038;-2,003;7,327
"également";-1,565;0,203;-0,02;0,011;-1,568;23,245;-7,969
"emji_coeur_cartes";219,235;-3,488;-0,029;-0,761;-13,534;-25,989;-28,511
"manière";-10,19;-1,267;-1,229;-1,321;121,358;5,62;-37,821
"long";-11,346;-2,583;0,431;-0,298;-2,713;40,918;-1,764
"copain";15,844;-2,338;-0,962;-1,144;-2,093;-0,101;-0,946
"bonjour";-1,015;0,751;-3,872;1,522;15,162;-1,23;-0,494
"suite";-15,818;-0,363;-1,161;5,98;0,368;15,732;-0,423
"maman";1,324;-2,443;-2,174;-0,246;-14,351;37,133;-7,969
"lausanne";-1,765;-1,039;-0,281;-1,144;-11,871;-4,147;48,634
"honte";-20,182;-4,233;-1,027;24,721;-0,139;72,579;-18,227
"esprit";-13,071;-4,233;-1,027;-0,234;0,227;87,821;-22,044
"client";-32,776;-4,121;-3,496;1281,579;-11,73;-13,805;1,044
"cadeau";-0,575;-3,898;-1,763;0,071;-15,122;88,389;-19,056
"bas";-6,346;0,221;0,598;-0,234;-4,289;23,994;-1,662
"sport";-7,585;-0,956;-5,296;0,674;-4,953;77,102;-10,292
"justement";-24,315;-1,095;0,598;0,531;37,664;13,107;-13,182
"expliquer";-25,9;0;-0,281;0,585;123,6;-3,318;-2,614
"dur";-15,866;-2,338;0,138;-0,21;-6,702;99,945;-12,6
"paix";147,994;-1,039;-0,962;-1,144;-11,871;-5,068;-32,459
"meme";-22,505;6,069;-0,342;1,727;4,536;1,008;0,609
"complètement";-19,586;-0,259;0,676;-1,144;63,625;0,294;-4,187
"chaud";-0,245;-0,276;-0,994;-2,851;-4,18;-14,403;50,416
"avis";-26,525;-4,233;-1,027;-2,877;205,787;1,632;-26,223
"émission";4,747;-4,047;-0,866;-1,078;-2,712;0,883;-0,026
"wesh";-20,32;-3,749;-4,907;-2,548;373,909;-30,932;-4,74
"vérité";-13,071;-1,095;-3,636;-0,234;335,177;-20,013;-18,227
"voisin";-13,071;-1,095;381,704;-1,188;-5,542;-4,539;-1,158
"réseau";-14,705;-4,233;-1,027;-2,877;10,934;65,502;-24,088
"fond";-16,517;-0,929;-1,885;2,14;7,529;0,318;3,477
"différence";-18,26;-0,292;0,598;9,944;37,664;11,61;-26,223
"difficile";-17,968;0;-2,091;10,127;-3,098;85,654;-17,908
"caissier";-35,051;-2,269;-5,345;3386,221;-9,71;-34,146;-22,73
"état";-21,593;-2,338;2,97;56,136;1,985;21,392;-15,834
"simplicité";229,27;-4,196;-5,491;-2,851;-14,064;-11,338;-35,311
"semaine";-9,112;-4,084;0,174;0,034;-9,71;34,399;0
"respecter";-12,786;-3,972;5,433;-0,153;-0,507;76,705;-23,812
"emji_mains_en_prière_peau_claire";150,444;-0,642;-2,844;-2,447;-4,855;-12,852;-24,777
"équipe";-0,262;-2,234;-1,926;0,041;-9,572;12,625;0,243
"émouvant";282,601;-4,158;-5,442;-2,826;-16,133;-19,361;-40,216
"phrase";-8,045;-4,121;-0,93;-2,801;152,54;-10,783;-1,826
"facile";-23,698;1,042;-0,006;1,895;3,92;30,081;-9,735
"sûrement";-17,386;-2,304;9,674;-1,122;1,356;26,361;-5,905
"santé";-2,516;-2,199;30,377;11,098;-11,306;41,884;-31,035
"fils";-6,186;-2,199;-5,248;-1,057;-2,617;10,173;6,354
"bref";-20,381;0,006;-0,207;0,706;17,621;10,173;-4,292
"base";-26,94;0,353;3,385;-1,057;63,645;7,573;-20,048
"terme";-31,819;0,353;0,214;-0,164;145,169;-16,252;0,013
"perso";-29,646;27,309;0;0,674;-1,14;-5,418;35,223
"cheveu";-13,33;-2,234;-5,296;-2,75;-9,572;-5,418;110,385
"vivant";-4,519;-4,084;34,505;-2,776;-1,208;29,501;-15,216
"tenir";-12,246;-2,095;8,187;-2,649;-0,883;48,448;-9,209
"porte";-9,505;-2,13;-0,173;0,063;-0,461;0,47;12,558
"mourir";-10,257;-2,234;10,118;-2,75;-1,842;35,393;-4,493
"lac";-7,931;-3,488;-2,706;-2,371;-11,338;-30,991;167,482
"emji_visage_souriant_avec_yeux_plissés";-11,701;0,181;-4,42;-2,295;-5,535;-22,606;125,377
"choix";-24,652;-0,197;0,214;0,706;1,664;57,243;-16,322
"caisse";-20,32;-3,749;0,025;2621,957;-12,341;-30,932;-21,758
