de;22;23;19;19;32;38;17;19;29;21;36;24;24;17;41;19;29;37;16;37;30;29
la;17;16;16;16;21;31;11;14;14;16;26;17;14;10;33;13;23;28;16;25;24;28
le;12;21;13;11;18;28;5;11;25;13;18;18;17;19;25;10;16;30;10;27;20;30
htag_rtsarchives;22;28;28;25;39;46;20;21;41;26;34;29;37;24;47;20;32;33;35;46;43;30
et;12;14;12;13;24;23;6;8;29;12;20;16;20;13;32;11;19;25;9;23;22;28
les;11;16;19;10;21;23;9;9;22;10;17;19;13;7;23;11;15;23;8;32;13;28
être;8;22;14;12;21;25;7;10;23;20;15;18;18;12;21;10;11;20;17;26;23;20
l;13;8;9;10;15;20;8;12;17;16;17;13;20;8;21;8;10;29;9;23;17;28
en;13;17;13;12;18;17;7;8;18;12;24;15;13;8;22;10;13;33;14;22;18;22
à;9;9;11;9;11;18;6;10;20;12;16;13;16;9;28;14;19;15;9;24;21;29
un;11;15;8;9;15;17;5;8;17;12;8;12;14;8;27;6;16;17;5;22;16;16
pour;7;19;8;6;18;20;7;6;9;7;13;9;14;10;26;13;19;12;13;23;12;12
des;8;7;8;10;9;8;6;9;12;10;18;11;13;10;20;7;11;19;12;24;11;14
d;7;6;6;8;12;17;6;9;13;7;11;11;12;10;16;3;12;16;6;22;9;28
avoir;7;9;6;9;11;15;7;6;11;5;10;11;13;7;13;5;6;15;9;23;12;20
du;10;8;15;8;6;8;3;8;11;7;17;15;10;2;14;6;13;21;4;13;9;7
dans;3;12;6;5;9;10;2;6;10;5;9;10;8;4;16;6;5;29;5;13;9;28
une;0;7;4;7;11;7;5;7;8;12;14;8;7;6;14;6;7;15;7;15;11;10
sur;3;7;7;8;7;6;5;8;10;4;6;4;2;0;7;10;8;14;8;14;12;28
user_utilisateurice;9;2;11;5;6;6;2;8;3;3;14;13;3;5;4;5;14;13;7;6;14;5
il;4;4;5;7;9;6;3;4;10;3;4;9;12;3;15;0;10;11;4;13;9;17
vous;2;1;6;3;14;11;8;3;5;6;3;5;13;12;7;2;3;6;11;14;6;1
pas;8;7;8;6;6;18;3;6;13;9;6;5;7;7;13;1;8;8;6;12;9;3
qui;7;4;6;6;7;8;8;2;9;6;12;11;8;2;11;0;6;15;3;9;9;5
ne;5;6;7;6;7;16;2;4;10;8;5;5;8;5;16;2;7;10;5;14;9;5
c;3;15;6;3;9;12;5;2;10;10;8;5;8;5;9;2;4;6;8;11;8;6
ce;4;3;2;5;7;10;1;4;5;2;5;5;6;6;9;3;2;5;6;10;4;27
au;3;5;5;5;7;9;3;3;5;2;10;5;4;6;13;3;7;8;2;6;10;8
avec;3;2;2;7;4;7;3;2;5;6;7;4;5;6;12;3;3;14;3;5;8;11
que;5;7;6;4;4;8;3;3;6;4;5;7;7;3;9;4;3;6;4;16;6;2
son;2;1;2;2;1;4;1;1;5;6;4;7;5;2;11;0;2;12;0;6;8;14
an;1;4;7;1;3;7;3;3;6;2;4;7;3;1;9;0;2;8;2;5;9;23
plus;3;9;4;3;6;2;1;1;3;5;8;3;3;6;6;1;5;8;1;3;6;13
faire;4;6;1;2;7;6;1;5;9;5;3;5;11;6;6;2;11;7;3;11;2;5
on;7;3;3;4;4;5;3;5;10;6;3;5;6;8;7;2;6;3;4;5;1;5
se;2;3;7;3;3;6;2;5;11;3;5;2;8;2;5;3;5;5;2;13;7;7
qu;1;4;5;3;4;4;1;1;6;4;4;7;5;1;7;1;5;8;2;5;5;3
ou;0;4;2;2;8;4;6;0;9;3;4;5;2;4;7;3;3;5;10;7;2;0
s;2;1;5;2;4;5;2;2;5;8;4;5;3;3;2;2;3;6;2;9;5;3
y;0;2;0;2;5;7;1;3;5;0;3;6;6;5;5;0;2;1;1;11;1;2
ses;5;3;3;3;1;3;1;1;5;1;4;3;3;1;4;2;2;5;1;6;6;6
aux;3;3;6;1;2;4;1;2;5;2;3;2;5;2;2;0;3;3;0;4;5;2
par;0;3;1;2;1;2;1;1;5;1;2;6;3;5;5;0;3;4;1;7;2;2
sa;2;3;0;3;1;2;0;3;6;2;1;1;4;0;8;2;4;6;0;1;6;6
mais;5;2;3;1;7;5;1;1;2;6;1;2;6;2;4;2;1;3;1;6;3;5
nous;0;2;0;2;1;5;0;0;1;1;1;1;0;1;1;1;1;3;1;6;1;15
cette;0;4;1;1;3;0;1;1;5;5;5;5;1;3;2;3;4;2;1;4;3;3
bon;0;5;3;1;4;6;0;0;3;0;1;3;4;2;5;2;11;1;3;2;2;1
tout;1;2;0;2;4;4;1;1;4;2;5;1;1;4;4;3;2;2;0;7;3;4
bien;2;2;1;1;5;4;4;1;2;2;2;5;4;3;7;0;4;2;4;5;2;1
htag_suisse;1;4;0;1;1;1;1;0;1;3;1;1;0;4;2;0;0;2;3;2;2;17
autres;1;1;1;3;0;2;1;0;1;1;1;3;0;2;1;0;1;2;1;2;1;27
leur;0;1;0;3;2;5;0;2;5;6;1;1;0;0;4;2;0;4;2;5;2;2
tous;2;0;2;1;2;1;0;1;3;0;1;2;0;1;1;1;1;0;0;0;1;25
htag_archives;2;0;4;1;4;1;1;1;4;2;6;4;3;4;7;2;2;2;0;5;1;0
ça;1;3;3;0;0;5;4;3;1;3;3;1;3;2;5;3;1;2;3;3;4;2
ces;1;3;2;3;4;5;0;0;3;4;2;3;3;1;3;5;0;2;2;3;1;2
si;3;0;0;3;2;1;1;2;2;3;0;1;3;5;4;1;0;4;0;5;2;0
elle;2;1;1;0;3;1;0;1;2;1;2;4;2;1;3;0;1;2;1;3;5;5
plein;0;0;2;0;0;1;0;0;1;1;1;1;0;0;0;0;1;0;0;2;0;27
notre;2;1;0;1;0;1;0;1;0;0;0;2;1;0;1;0;0;18;0;1;1;0
htag_80s;1;0;1;0;4;2;2;1;2;3;0;0;3;3;7;1;2;3;3;4;5;0
htag_90s;0;2;4;1;3;2;2;0;5;0;4;1;0;1;5;2;1;0;1;6;3;0
sans;2;1;1;2;3;1;0;0;2;3;0;0;2;0;5;1;2;2;2;6;1;2
1;0;0;2;0;2;0;0;0;0;0;0;2;0;0;0;0;1;1;0;1;0;25
toujours;2;0;0;2;0;1;1;0;4;3;2;1;1;2;2;0;0;2;0;6;0;10
je;1;2;2;4;0;2;1;1;2;1;2;0;2;1;6;0;0;0;1;4;2;0
ils;1;1;4;2;1;5;0;1;3;4;2;2;2;0;3;2;0;1;2;3;0;0
quand;3;1;2;0;1;1;1;2;1;3;1;2;2;2;1;1;2;1;1;1;2;2
après;1;3;1;1;1;0;0;1;3;1;1;0;1;4;0;0;1;1;0;0;2;11
quoi;0;3;1;0;3;1;4;0;1;0;0;0;2;1;2;0;3;1;2;1;3;1
htag_rtsxarchives;0;1;1;1;2;4;0;0;5;1;1;1;3;0;2;0;3;3;1;6;2;2
depuis;1;2;2;0;1;4;0;1;2;0;4;1;0;2;5;0;0;4;0;3;0;2
cet;3;1;0;2;1;0;0;1;1;2;1;0;1;0;2;0;0;2;2;0;0;16
htag_miraclesuisse;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;26
htag_70s;1;0;1;1;2;1;0;2;1;1;1;2;1;2;3;2;1;0;1;7;4;0
falloir;2;2;1;2;0;1;1;1;1;1;1;1;1;1;3;0;3;2;1;3;3;0
htag_madeinswitzerland;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;25
votre;0;0;1;1;4;5;0;0;0;2;0;3;1;2;1;0;6;0;2;3;2;0
