"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Coord. facteur 11";"Coord. facteur 12";"Coord. facteur 13";"Coord. facteur 14";"Coord. facteur 15";"Coord. facteur 16";"Coord. facteur 17";"Coord. facteur 18";"Coord. facteur 19";"Coord. facteur 20";"Coord. facteur 21";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"Corr. facteur 11";"Corr. facteur 12";"Corr. facteur 13";"Corr. facteur 14";"Corr. facteur 15";"Corr. facteur 16";"Corr. facteur 17";"Corr. facteur 18";"Corr. facteur 19";"Corr. facteur 20";"Corr. facteur 21";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"COR -facteur 11";"COR -facteur 12";"COR -facteur 13";"COR -facteur 14";"COR -facteur 15";"COR -facteur 16";"COR -facteur 17";"COR -facteur 18";"COR -facteur 19";"COR -facteur 20";"COR -facteur 21";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"CTR -facteur 11";"CTR -facteur 12";"CTR -facteur 13";"CTR -facteur 14";"CTR -facteur 15";"CTR -facteur 16";"CTR -facteur 17";"CTR -facteur 18";"CTR -facteur 19";"CTR -facteur 20";"CTR -facteur 21";"mass";"chi.distance";"inertie"
"classe 1";1,01067725449731;-4,69834317873738;-0,0341187385605944;1,13101645280953;0,43133848241017;0,468574869267045;0,0607514394314066;0,701461416714868;0,386330006881749;-0,075901591480352;-0,03509111709071;0,310925879734704;-0,401422446756361;-0,0731446831445867;-0,0533388049726879;-0,0865982809078401;0,118324484483069;0,00793709953364554;-0,0788023597104275;-0,0435231620278516;0,116555920949845;0,199196593660894;-0,926006747346736;-0,00672453690931964;0,222914509821578;0,0850134462100869;0,0923524472503527;0,0119736342545389;0,138252566951895;0,0761426271912197;-0,0149596109035291;-0,00691618512351078;0,061281062622682;-0,0791172292213702;-0,0144162458014888;-0,0105126618940156;-0,0170678448505412;0,0233208317994966;0,00156434033081712;-0,0155313296672191;-0,00857807532792585;0,0229722617392488;0,0497674511874758;0,867760115267852;4,33754683822775e-05;0,0434511431827065;0,00619412123188807;0,00672073331429874;0,000111132038252102;0,014049204885024;0,00422147995563181;0,000155591702789359;3,26818642267231e-05;0,00243803765255161;0,00399811382591017;0,000129839698451484;6,85624863878039e-05;0,000165370407045953;0,000304983634182975;1,31960563585167e-06;0,000123852103646002;3,60363663289095e-05;0,000226854121323744;0,0381955635988493;0,825424603823499;4,35285169760942e-05;0,0478327978049121;0,00695703760496125;0,00821005231006535;0,000138006989995087;0,0183990548837803;0,00558090747501903;0,000215421826150352;4,60449839984416e-05;0,00361494490328617;0,00602547440920244;0,000200056867678592;0,000106383555620814;0,000280418382821632;0,000523524705136216;2,3556544911707e-06;0,000232202228698643;7,08318881599952e-05;0,000507991703335456;0,0373927958833619;2,76100917814075;0,28505170268053
"classe 2";0,0888826198059377;0,595713788976475;-0,624542251459425;-0,324425673125151;0,214361986595378;-2,03061901519143;1,42630616538737;3,41069306186695;1,36014986147028;0,862060109091049;0,888547821140222;0,414582311642469;0,226124181009254;0,572504445117498;0,0643234613527697;-0,172948843731213;-0,261949331008985;0,383279377238007;-0,371646040610171;0,265139695492284;0,0696725097677519;0,0184967885209174;0,123970152969728;-0,12996945829055;-0,0675141335803798;0,044609489927676;-0,422579021326735;0,296819373290888;0,709777326690574;0,28305201173526;0,17939776713367;0,184909953984667;0,0862760499151212;0,0470572443153212;0,119140206170162;0,0133859405154044;-0,0359912679713761;-0,0545125851313544;0,0797617982084584;-0,0773408595832521;0,0551765112991594;0,014499096468009;0,000574480258293954;0,0208212365989655;0,0216921647569155;0,00533598733920544;0,00228328348492962;0,188380772880791;0,091426617738483;0,495735985306637;0,0780984421492553;0,0299557893115827;0,0312748363784308;0,00646947743296255;0,00189350676253376;0,0118719128060815;0,000148819488959996;0,00098445434327102;0,00223091426405166;0,00459274584446984;0,00411154419730863;0,00199604633830764;0,000120982318557108;0,000327929513732964;0,0147306569892218;0,0161908802356154;0,00436895166494256;0,00190740254440863;0,171160563899725;0,0844446869873288;0,482872070886568;0,0767927701971094;0,030847637541686;0,03277241333956;0,00713457895998094;0,00212246640606854;0,0136051876848009;0,000171745601827977;0,00124160123784;0,00284827159311925;0,0060978637402849;0,00573331537552221;0,00291807411087982;0,000201497527512122;0,0415094339622641;2,25999433430911;0,212012521895102
"classe 3";0,222537298148415;-0,437470454717471;1,45629387963436;-1,51399058097673;-0,797903321846285;-0,373599947318858;0,43054335042935;0,447635733104069;-2,28118475324495;-1,92164249339887;2,70132394099915;-1,9869407423157;0,0266636450862805;-0,796574850727387;0,0430931590776461;-0,0857892497080574;0,0875150296387547;1,15423844804237;-0,318009604183821;0,00477916771476552;0,100924804666479;0,0420157331763592;-0,0825957808011642;0,274952808280593;-0,285846124722048;-0,150646625757386;-0,0705368305980882;0,0812879219933323;0,0845150169377954;-0,430694767644734;-0,362812072110059;0,510018351405691;-0,375140584346886;0,00503417901976663;-0,150395806283399;0,00813612229768898;-0,0161972768390936;0,0165231094509416;0,217923804496359;-0,0600412011293316;0,000902321710470037;0,0190549166320647;0,00305565499196238;0,00952765338146666;0,100077068234039;0,0986025141284777;0,0268424476990123;0,00541066405794854;0,00706867781318218;0,00724555979491626;0,18640048949588;0,126301392015938;0,245269784390512;0,12608829590569;2,23392797524629e-05;0,0195017432385061;5,66754453329031e-05;0,000205533810163716;0,000211286068339307;0,0353418974359921;0,00255436935495018;5,50278995811462e-07;0,00021540317894847;0,0017045600422214;0,0065872498598015;0,0729969526611789;0,0788956445128835;0,0219132719285322;0,00480419132208493;0,00638029051529766;0,0068969356906846;0,179113203820423;0,127101849239943;0,251165518730563;0,135886562327695;2,44706621790081e-05;0,0218403635604596;6,39180249453043e-05;0,00025332171583841;0,000263616123981052;0,0458561675102019;0,00348086479294434;7,86160509754487e-07;0,000350592415698922;0,0344196683819325;2,45345846557891;0,207187763423506
"classe 4";0,419165624353865;0,392962504922372;0,713982309355359;-0,313808412855157;0,679119647254445;1,40289604274832;1,94479450140874;0,439611638423839;-2,72164078806818;0,0116985477824963;-0,337148569547747;2,01552294597548;-0,269007125658024;1,75237538973717;1,89780997281789;0,523233656125738;-0,398955623910903;-2,18341685327616;-0,646416876718941;0,566727616854021;0,376856452953718;0,0743865785636247;0,0697364825420166;0,126705765125109;-0,0556895241415836;0,120518916770585;0,248962774228826;0,345129945214728;0,0780149987955403;-0,482991768744579;0,00207606467024674;-0,0598315489132402;0,357681659126279;-0,0477389330715783;0,310982585469845;0,336791908590933;0,0928548507013822;-0,0708000421246248;-0,387476691447996;-0,11471537022872;0,100573439103627;0,0668782469651777;0,0102365877946998;0,00725898539895;0,0227141573445494;0,0039999633179034;0,0183611281270175;0,0720399063428019;0,136187438898089;0,0065985120658212;0,250537615529499;4,41989607651441e-06;0,00360760149936858;0,122508335878026;0,00214705365207229;0,0891168331562498;0,103793206066483;0,00721928320145229;0,00414610177193713;0,119414566694249;0,00996583741407822;0,00730654978983791;0,00283591616083238;0,00536441990976225;0,0047146957785465;0,0155641837696208;0,00300663433211043;0,0140813417085912;0,0600900309782305;0,115477901575012;0,00590051353164824;0,226158574118559;4,17845138920137e-06;0,00347051631471018;0,124030056388362;0,00220942373765917;0,0937574394797699;0,10996561223688;0,00835877799051146;0,0048596011995411;0,145554207482046;0,0127578302871798;0,00980618767126872;0,00433614064007697;0,0305317324185249;2,52485306539686;0,194636222011702
"classe 5";0,53815887324542;0,551091441535875;-0,651426554146285;0,301939756481998;-0,760304090270371;0,231332156130251;0,420117423040608;0,238292210989063;-0,168592185752673;-0,308517591339167;-0,878164974810634;-0,416356489019289;-0,133980639224808;-0,792908343579336;-0,118340968966586;-2,43517983574759;2,72132105388504;-0,86586284997265;-0,209147931333379;-0,312233080361296;1,49840003338703;0,119814919575887;0,122694208028916;-0,14503267357452;0,0672234342648392;-0,169273012037505;0,0515034594057924;0,0935343404271699;0,0530530360356886;-0,0375351223984514;-0,0686879139818462;-0,19551339030568;-0,0926970114715455;-0,0298292573281154;-0,176531976224953;-0,0263472635761927;-0,542164945480442;0,605871015830508;-0,192774462878568;-0,046564395419239;-0,0695151251280395;0,333601634049247;0,0303423706928262;0,0256723503192504;0,0340014348617531;0,00665904648283639;0,0413833864581034;0,00352240080948733;0,0114281413758051;0,00348635773088581;0,00172874451041272;0,00552780376497981;0,0440121658275733;0,00940081321815594;0,000957732050983828;0,0328092295253688;0,000725735423342046;0,281196179320791;0,346892523915996;0,0337696691275206;0,00187603170212715;0,00398809985801177;0,0806197830237986;0,0136776425143737;0,014342919825475;0,0200410814636445;0,00430557182765472;0,0273001410976109;0,00252733172646388;0,00833549938201968;0,00268169839209345;0,00134234800057231;0,00449521120874134;0,0364202112741519;0,00818692690871558;0,000847762747486264;0,0296917786008257;0,000661394348604631;0,280060794030221;0,349743620233886;0,0354069445579897;0,00206584334085376;0,00460413516785548;0,106034156501133;0,0472269868496284;1,88284170099006;0,167424054398821
"classe 6";0,571055573445458;0,55811311774833;0,65198466225094;-0,362271543891435;0,887716168391662;1,63612126579753;1,88789789044201;-0,4989884838575;1,32422863917787;0,484027216485022;0,226178092734911;-0,965736561268416;-1,11458344567992;-0,716557763544761;-1,34811195390157;0,283455708052941;-0,65385335777515;-0,283662229466861;1,05557667084723;0,512988310343713;0,292612985610991;0,138224409821646;0,135091679167106;0,157813353626272;-0,0876880862005156;0,21487233322098;0,396024322111109;0,456967034110912;-0,1207805192634;0,320530488854016;0,117159133799517;0,0547465690497365;-0,233757225096521;-0,269785719884579;-0,173443318960187;-0,326311462257969;0,0686106567873936;-0,158265672713908;-0,0686606454432829;0,255503087850157;0,124169187273392;0,0708271823672029;0,0330764713136191;0,0254915757087739;0,0329742564326654;0,00928055209406171;0,0546177186903221;0,170581395636877;0,223421593184106;0,014800187674951;0,103256121342177;0,0131724403753824;0,00282654247559522;0,0489650293271288;0,0641680779472014;0,0259409807247175;0,0911788105834725;0,00368851602805637;0,0193878663406598;0,00350885595301486;0,0462643555056671;0,0104221437226842;0,00297650893886808;0,0180485491702859;0,0172397120715993;0,0235266616247306;0,00726363464980289;0,043614792210635;0,14815507300802;0,197261599457053;0,0137805513320577;0,0970535666767684;0,012966570109588;0,00283130478473068;0,0516182045961056;0,0687560192765835;0,0284176367972778;0,100585983611448;0,00444688564883389;0,0236617174752816;0,00445336787264006;0,0616687456020439;0,0145646645134202;0,00473884756140861;0,0553459119496855;1,91358098460846;0,202665227829966
"classe 7";0,628177467841576;0,697170820768259;-1,07352503691167;0,334062786029416;-0,300174084793159;0,585805376183977;-1,0988351253713;1,19978190538755;-0,873202441914907;-1,88129468328187;-0,391640086420471;2,87662064256771;1,62179373576579;-2,87502416962941;-2,37932918166412;2,28749597058073;-0,812205756931569;0,214291543636369;0,385006585488685;0,685878558657306;2,22420103935544;0,0926034812619337;0,102774213247748;-0,158254889309302;0,0492462377752558;-0,0442504971277825;0,0863571521643211;-0,161986004197047;0,176867186235949;-0,128724110792421;-0,27733315164912;-0,0577340596581324;0,424060236810168;0,239078530366175;-0,42382489097337;-0,350751462078503;0,337213766957085;-0,119732216520405;0,0315900266431173;0,0567561747280213;0,101109551848176;0,327883074154881;0,0169621094884012;0,0168571191041884;0,0378858764147064;0,00334436983033375;0,00264657628849104;0,00926744721224973;0,0320764235733877;0,036261312808667;0,0190270942158513;0,0843321288095483;0,00359154611470959;0,184113904353997;0,0575755137307888;0,176978174096629;0,120365991033545;0,101801614815605;0,0126780995552681;0,000848643546303197;0,00260829072184959;0,00789567572928354;0,0728820885561894;0,0083930119137012;0,0103378811343062;0,0245119287486533;0,00237360980809728;0,00191645894794081;0,00729894072161069;0,0256813705764959;0,0306166553930405;0,0162174666494346;0,0752777771840023;0,0032623263643461;0,176002288822399;0,0559428216551933;0,175806986795576;0,120409899139809;0,111294526434384;0,0140308912105498;0,000976704518624902;0,0031527493632654;0,0100057024452834;0,105220705432291;0,0212692967409949;2,93947980941854;0,183778242229405
"classe 8";0,656087981146088;0,0913585360563583;1,54666026607909;-1,36353011779212;-1,29559897238784;-1,13343793979129;-1,43575017833865;-0,364692243123233;-0,0109382972662988;0,326408075177662;-1,04529935161683;1,30447101843323;-3,18454457484836;1,46947192211134;-1,88536615877013;0,289776457601595;0,48654783016358;0,738193770866548;-1,13385616124991;0,97693050305411;0,207640616135806;0,116431637802847;0,0162128011577516;0,274475669542982;-0,241976761303748;-0,229921465757217;-0,201143809169094;-0,254793182535798;-0,0647195443005338;-0,00194114798942795;0,0579255037085457;-0,185502431077001;0,231495929672746;-0,565140272586712;0,260777559585601;-0,33458358639676;0,0514247304093632;0,0863444573948888;0,131002414657423;-0,201218028192747;0,17336945921712;0,0368486204683286;0,0243273174980058;0,000380590655579134;0,10339457358035;0,0732558776665309;0,0648237457845547;0,0456145938755285;0,0720001724219216;0,00440500966965822;3,92551765987995e-06;0,0033377676584548;0,033639028109917;0,0497788865731318;0,291874500764739;0,0607874885301658;0,0993667429843418;0,00214790513263065;0,00598174667981389;0,0132406987535911;0,0297433933816335;0,0210609082810165;0,000835126480772218;0,0131424281548498;0,000254829505256302;0,0730367273075262;0,0567650360237498;0,0512498545644827;0,0392235537354687;0,0629374590529512;0,00406073360730316;3,65301025408126e-06;0,00325291890468802;0,0333605198523705;0,0519541587567645;0,309632195292781;0,0659286270870496;0,108528265586473;0,00256376164282384;0,00722774010369914;0,0166376582702605;0,0392525048720378;0,0291392780425326;0,00131636420815227;0,0305317324185249;2,56355729563685;0,200649233177752
"classe 9";0,216310591839226;0,428680876282287;-1,11695837888547;-0,0286220265399813;0,875196583947079;1,51959521737846;-2,15066334492554;0,35505627637619;-0,278329626568626;1,3547427049238;2,0222077066257;-0,29260990735757;0,148164251198247;1,49412131946158;-0,463250609159886;0,392118723713055;0,967050119338599;-0,0522217722912054;0,434247671608905;-0,272985926295796;0,346735486879538;0,0491904603105825;0,0974848686389921;-0,254003728333264;-0,00650883827995739;0,199025495980356;0,345566010397514;-0,489075079544023;0,0807421473105092;-0,0632939993024442;0,308077457932046;0,459863417166644;-0,0665414296728192;0,0336935313987379;0,339773077403426;-0,105346254707072;0,0891703931455174;0,219913597892728;-0,0118755766668518;0,098750794742022;-0,0620788064912774;0,0788499447049522;0,00415678509527125;0,0131722516473819;0,08476446237078;5,07394444395076e-05;0,0464981958680295;0,128883137197675;0,253952555205849;0,00656326808550072;0,00399528999216973;0,0903815733765931;0,197899885032671;0,00393718936992908;0,000993162455421548;0,0987859733648652;0,00943004097676667;0,00618238434035695;0,0371455543980843;0,00010416104007966;0,00685774804868278;0,00258500992068857;0,0036606327687622;0,00230072235803196;0,0090360132975145;0,0613454875551581;4,02818494453768e-05;0,0376634300786317;0,113544075313;0,227433014748851;0,00619873442418227;0,00380914509332272;0,0902448201845654;0,201075966124258;0,00421004458433806;0,00107943253210394;0,109769166658198;0,010552142316914;0,00756038309881451;0,0459839852858208;0,000134094774789118;0,00927221810497823;0,00366428426082297;0,0059116025249267;0,0491709548313322;2,04468804372716;0,205571429885552
"classe 10";0,247255711973243;0,470623387070354;-1,45840612550627;-0,199770097480516;-0,347781624945179;1,2816933749331;-1,45929568875149;0,834099597866152;-0,329054784757463;0,4223248347868;-0,693049441223549;-0,558812884628435;-1,59745911647464;-1,59122133297873;1,75837420664473;-1,59700670955614;-2,6154145048083;0,656185205274867;-1,0340760798729;0,60696069776788;-0,462526181742373;0,0469230436666649;0,0893127263504664;-0,276769558788869;-0,0379114437137313;-0,0660003857687716;0,243233831563694;-0,276938375980864;0,158291557920638;-0,0624464927854543;0,0801468508293252;-0,13152371257336;-0,106048920680759;-0,303158391285872;-0,301974613629025;0,333696111698551;-0,303072535596544;-0,496341249454449;0,124527788639577;-0,196242168333731;0,115186189625394;-0,0877760762316455;0,0042277048868474;0,0123580175077503;0,112488153292813;0,00192404802080015;0,00571541981198674;0,0713704669505065;0,0910131856430213;0,0281949660370532;0,00434686197638742;0,00683706160799052;0,0180939110706733;0,0111776644827667;0,0898675564796999;0,0872157138304929;0,105758233293222;0,0798259907660731;0,211494915587265;0,0128016208213929;0,0302706334451785;0,00994747453083217;0,00507039995724208;0,00212523243904313;0,00769946909400823;0,0739385159270345;0,00138731388468861;0,004204622736358;0,0571060404612473;0,074028741885814;0,0241851950034059;0,00376400498765252;0,00620021874072273;0,0166971444832479;0,010855419024372;0,0887101419276854;0,0880187010268823;0,107482158328235;0,0886599028967029;0,237790678298037;0,0149680987056572;0,0371722418576843;0,0128066314173815;0,00743680531896423;0,0347627215551744;2,31751236100617;0,186705833870621
