.;22;28;29;24;40;46;20;21;41;27;36;29;39;24;47;20;34;40;34;47;44;30
,;21;23;22;20;33;39;16;19;34;22;29;25;25;19;44;17;26;36;19;38;31;30
?;8;9;10;5;27;19;13;8;12;9;10;9;18;14;14;5;8;8;33;17;8;2
!;5;17;14;7;15;20;9;12;12;8;12;10;9;8;18;10;23;9;6;14;29;8
suisse;8;6;5;1;6;0;1;2;3;5;6;6;3;7;5;6;0;13;2;8;6;29
:;2;10;3;3;3;1;1;1;1;1;1;2;3;2;4;1;10;9;0;3;3;28
émission;0;1;1;0;1;1;1;0;6;0;1;1;3;0;4;1;2;12;1;4;4;28
petit;5;2;0;2;6;4;3;6;1;0;2;5;1;2;23;1;6;3;1;7;3;3
année;0;2;0;0;2;5;2;0;4;1;10;3;2;4;6;7;3;9;3;16;1;8
retrouver;0;1;1;1;1;1;1;0;2;0;0;0;1;2;0;1;2;15;0;0;0;28
archive;0;1;0;0;0;0;0;0;0;1;3;2;0;0;1;0;0;7;0;1;2;28
rts;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;2;4;0;0;1;27
miracle;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;28
jeune;0;0;1;0;1;0;0;0;3;2;8;1;1;1;2;3;0;2;5;4;5;7
vie;0;0;0;2;1;3;2;1;4;2;1;1;0;0;18;1;2;5;1;2;2;0
monde;2;2;4;1;2;1;0;1;3;2;2;0;0;0;3;0;0;5;0;1;2;4
grand;2;2;0;0;9;0;0;3;0;0;2;4;2;1;6;3;1;1;0;5;6;4
genève;3;1;2;1;0;1;0;0;1;1;2;7;1;1;1;0;0;4;0;6;3;1
temps;1;17;1;0;0;2;0;0;0;2;2;2;2;0;1;0;0;1;2;2;0;0
bio;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;24;0;0;0;0
lien;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;23;0;1;0;0
diffuser;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;28
aller;3;1;0;0;1;0;0;0;0;1;1;1;4;2;0;0;2;1;0;2;0;1
samedi;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;27
fête;0;0;5;1;0;1;0;0;0;0;0;0;0;1;0;0;11;1;0;1;7;3
aimer;2;3;0;1;0;15;0;0;2;0;0;0;7;0;3;0;0;4;1;0;0;0
heure;0;0;0;0;4;0;0;6;0;0;1;6;3;3;0;0;0;0;1;3;4;1
clip;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
passer;1;1;0;1;2;0;0;1;1;0;1;0;11;0;3;0;3;4;0;0;0;1
femme;2;0;0;0;0;0;2;0;8;4;1;0;0;0;2;1;1;4;0;0;0;1
jour;0;0;1;3;2;1;1;0;0;0;1;3;1;1;2;0;0;0;0;1;0;1
18h45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
romand;3;1;1;0;2;0;0;1;0;0;2;2;1;3;0;1;0;2;0;1;2;6
premier;1;1;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;5;0;1;3;5
enfant;0;2;0;0;8;1;0;0;0;6;0;0;4;0;1;0;0;0;2;3;0;0
homme;0;0;1;0;0;2;0;0;15;3;0;1;0;0;2;1;0;2;0;0;1;1
rencontre;2;1;0;3;0;2;1;0;0;0;5;0;0;0;7;0;0;4;0;1;5;2
beau;1;0;1;2;2;4;0;0;1;0;2;1;0;1;4;0;3;0;0;0;7;0
amour;0;1;0;1;0;13;0;0;1;1;1;0;3;0;2;0;0;0;1;0;1;1
prendre;1;0;0;1;0;1;0;1;0;1;1;1;0;0;11;0;0;4;0;2;1;2
souvenir;1;0;1;0;1;0;1;0;0;1;0;0;1;0;2;1;2;2;1;2;0;4
question;0;0;0;0;2;0;1;0;2;1;1;0;1;0;0;0;0;0;6;4;0;1
occasion;0;0;0;0;0;0;0;2;0;4;0;2;1;0;1;0;2;2;0;2;3;1
lausanne;3;0;0;0;1;0;0;0;2;0;5;8;0;0;0;0;0;1;0;1;0;3
télévision;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;2;0;1;2;5
suivre;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;4;0;0;2;2;2
partir;0;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
nombreux;0;1;0;0;0;2;0;0;1;0;2;3;6;2;1;0;0;2;0;2;0;1
fin;0;1;0;0;0;3;0;0;0;0;0;0;1;2;0;0;3;1;1;9;0;0
âge;0;0;1;0;4;5;0;1;0;0;0;0;0;0;1;0;0;1;0;3;0;0
trouver;0;0;1;1;0;0;0;0;0;1;3;1;0;8;2;1;0;1;0;3;0;0
noël;0;0;1;1;0;0;0;0;0;0;0;0;9;0;2;0;1;0;0;0;0;2
ski;0;0;1;1;0;1;0;1;0;2;0;0;0;0;4;6;3;0;0;0;0;0
raconter;0;1;1;2;0;1;0;0;0;2;0;1;0;0;0;0;0;7;0;0;0;3
journée;0;1;0;0;0;1;0;0;0;12;0;0;0;0;0;0;0;1;0;0;3;0
jeu;0;1;0;1;7;1;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0
jean;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;4
histoire;0;0;0;0;0;1;1;1;0;0;1;2;0;0;0;0;0;6;0;0;0;0
vacance;0;3;0;0;7;1;0;0;0;1;2;0;0;0;1;0;3;0;0;0;0;1
public;0;0;0;0;1;0;0;0;0;0;3;6;3;1;0;0;0;0;0;0;2;0
découvrir;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;6;0;1;1;0
connaître;0;2;4;0;0;0;5;1;1;0;0;1;2;1;0;0;0;0;0;3;2;3
voir;1;1;0;0;2;1;1;1;1;0;5;1;0;0;0;0;0;1;0;7;0;0
vaudois;0;0;10;6;2;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;4
mode;0;3;0;0;2;0;7;0;0;0;1;0;0;0;2;5;0;1;0;1;1;0
mettre;0;0;0;1;1;0;0;5;0;0;2;0;0;0;1;0;2;1;0;0;0;1
devenir;0;0;1;2;1;0;1;0;1;1;0;0;0;0;0;0;0;2;1;1;4;1
vivre;0;0;0;0;1;0;0;0;1;0;2;0;0;0;7;0;0;0;0;4;0;2
rue;4;0;0;0;0;4;0;0;1;0;3;4;0;1;2;0;0;2;0;0;0;0
pays;0;1;1;1;0;0;0;0;0;0;4;1;0;0;0;0;0;1;0;0;2;3
passion;1;0;0;0;0;2;0;0;7;0;0;0;0;0;0;2;0;2;0;0;0;4
école;0;0;0;0;2;0;0;0;2;1;0;1;0;0;2;0;0;0;1;5;1;1
voiture;3;1;0;0;0;0;0;0;0;2;0;4;2;0;0;0;0;1;0;0;2;0
soleil;0;1;0;0;2;8;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0
musique;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0
festival;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0;0;1;0;0;2;0
venir;0;0;0;0;0;0;1;4;0;0;1;2;2;1;1;0;4;0;0;0;0;1
place;0;0;0;0;1;0;0;0;1;0;4;3;0;0;0;0;1;0;0;0;0;1
parler;0;0;0;0;1;0;6;0;3;0;0;0;0;4;0;0;0;1;1;1;0;1
lancer;0;0;0;0;1;2;0;0;0;0;1;0;0;1;2;2;0;0;0;2;6;1
fois;0;0;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;5
sport;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1
proposer;0;1;0;0;0;0;0;0;0;1;0;1;1;4;4;1;0;1;0;0;0;1
