"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22"
"*postLikes_4400";-0,062;-0,08;11,103;-0,071;-0,12;6,465;-0,057;-0,062;-0,12;-0,077;-0,107;-0,086;-0,114;-0,068;-0,138;-0,057;-0,098;-0,117;-0,101;-0,138;-0,129;-0,086
"*postComments_64";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0859";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_4900";-0,062;-0,08;-0,083;-0,071;-0,12;-0,135;-0,057;-0,062;-0,12;-0,077;-0,107;-0,086;35,431;-0,068;-0,138;-0,057;-0,098;-0,117;-0,101;-0,138;-0,129;-0,086
"*postComments_178";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_26-5-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0858";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*postDate_25-5-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*a_0857";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_22-5-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0856";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_21-5-2025";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0855";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_35000";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_360";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_98";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_19-5-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0854";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_18-5-2025";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0853";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_16-5-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0852";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;17,224;-0,051;-0,069;-0,064;-0,043
"*postLikes_19100";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;17,224;-0,051;-0,069;-0,064;-0,043
"*postComments_532";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;17,224;-0,051;-0,069;-0,064;-0,043
"*postDate_14-5-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;17,224;-0,051;-0,069;-0,064;-0,043
"*a_0851";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postComments_82";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_12-5-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0850";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;20,44;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_11-5-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;20,44;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0849";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;14,509;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_9-5-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;14,509;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0848";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_783";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postComments_11";-0,907;-1,165;3,449;-1,036;0,125;0,95;-0,823;-0,907;1,415;-0,002;-0,138;3,204;0,183;-0,993;-0,401;2,106;0,4;-1,693;-0,097;-0,401;0,062;-0,022
"*postDate_7-5-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0847";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;35,449;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_5-5-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;35,449;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0846";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_97300";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postComments_282";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postReposts_451";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_4-5-2025";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0845";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_3-5-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0844";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_494";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;35,449;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_2-5-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0843";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*postLikes_8500";-0,062;-0,08;-0,083;-0,071;-0,12;-0,135;-0,057;-0,062;-0,12;-0,077;-0,107;-0,086;-0,114;-0,068;-0,138;-0,057;-0,098;-0,117;8,95;6,296;-0,129;-0,086
"*postComments_460";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*postDate_30-4-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*a_0842";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_182";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_28-4-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0841";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_6900";-0,062;-0,08;-0,083;-0,071;7,428;-0,135;-0,057;-0,062;-0,12;12,034;-0,107;-0,086;-0,114;-0,068;-0,138;-0,057;-0,098;-0,117;-0,101;-0,138;-0,129;-0,086
"*postDate_27-4-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0840";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_15500";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postComments_237";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_25-4-2025";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0839";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_23-4-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0838";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postComments_1100";-0,094;-0,12;-0,125;-0,107;4,35;-0,203;-0,085;-0,094;-0,18;-0,116;-0,161;-0,129;-0,171;8,525;-0,208;-0,085;-0,148;-0,175;-0,152;-0,208;3,951;-0,129
"*postReposts_62";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postDate_21-4-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*a_0837";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_21700";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postComments_300";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postReposts_28";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_20-4-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0836";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;35,449;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_18-4-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;35,449;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0835";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;14,509;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_16-4-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;14,509;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0834";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postDate_14-4-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*a_0833";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postComments_96";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postDate_13-4-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*a_0832";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_4100";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_11-4-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0831";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_9-4-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0830";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_3500";-0,031;-0,04;24,137;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_7-4-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0829";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_449";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postComments_26";-0,22;-0,283;1,961;-0,251;-0,422;0,758;-0,2;-0,22;-0,422;-0,272;-0,378;-0,304;1,111;-0,241;-0,488;-0,2;-0,346;-0,411;1,387;5,724;-0,455;1,848
"*postDate_6-4-2025";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0828";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_4-4-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0827";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_793";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_1-4-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0826";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;32,135;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_189600";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;32,135;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postComments_2600";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;32,135;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postReposts_91";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;32,135;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_31-3-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;32,135;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0825";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_39800";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postComments_884";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postReposts_64";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_30-3-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0824";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postLikes_660";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postComments_4";3,749;0,106;0,084;-0,694;0,879;-0,037;0,462;3,749;-0,005;0,132;-1,045;-0,839;-1,104;-0,665;-1,346;0,462;-0,956;-0,002;0,009;-0,046;0,69;0,064
"*postDate_28-3-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*a_0823";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_47700";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_560";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_31";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_26-3-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0822";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_24-3-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0821";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_12400";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_331";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_23-3-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0820";-0,031;25,034;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_21-3-2025";-0,031;25,034;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0819";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_4700";-0,031;-0,04;-0,042;-0,036;16,779;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postComments_97";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;23,299
"*postDate_19-3-2025";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0818";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;29,374;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_140600";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;29,374;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_17-3-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;29,374;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0817";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;32,135;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_16-3-2025";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;32,135;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0816";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_896";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
