"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22"
".";0,189;0,242;0,251;-3,195;-1,386;0,408;0,171;-3,843;0,361;0,233;-1,683;-2,41;0,342;0,206;0,418;0,171;0,296;0,352;-1,859;0,418;0,389;0,26
",";3,15;0,035;-0,468;-0,01;-0,002;0,509;-0,008;0,457;0,13;0,009;-0,143;0,132;-7,369;-0,041;5,339;0,237;-0,424;2,322;-16,603;0;-3,208;7,45
"?";0;-0,243;-0,055;-3,054;16,102;0,481;7,184;0;-0,99;-0,124;-1,521;-0,577;1,643;5,084;-0,988;-1,181;-2,603;-4,993;52,877;-0,003;-6,805;-12,041
"!";-2,185;6,519;1,417;-1,052;-0,026;0,68;0,457;2,714;-1,337;-0,791;-0,473;-0,263;-3,787;-0,208;0,006;1,308;13,54;-4,201;-6,658;-1,364;15,77;-1,643
"suisse";5,522;0,297;-0,002;-3,296;-0,261;-10,475;-2,247;-1,129;-3,159;0,017;-0,05;0,126;-2,782;2,298;-1,672;2,188;-7,609;6,5;-3,574;-0,011;-0,503;135,045
":";-0,258;14,046;-0,144;-0,01;-1,114;-4,869;-1,087;-1,345;-4,093;-2,027;-3,485;-1,01;-0,913;-0,416;-0,775;-1,087;9,09;3,729;-5,319;-1,78;-1,436;184,552
"émission";-2,49;-1,305;-1,406;-2,841;-2,707;-3,28;-0,552;-2,49;1,097;-3,078;-2,26;-1,509;-0,223;-2,724;-0,107;-0,552;-0,643;19,207;-2,041;-0,107;-0,034;244,459
"petit";2,594;-0,61;-4,046;-0,361;0,332;-0,458;0,2;5,204;-3,665;-3,756;-1,536;0,708;-3,384;-0,288;66,466;-0,916;1,165;-0,756;-2,831;0,458;-1,122;-0,099
"année";-3,119;-0,67;-4,153;-3,56;-2,125;-0,069;-0,084;-3,119;-0,222;-1,855;8,187;-0,128;-1,878;0,49;0,022;10,159;-0,358;4,318;-0,428;22,79;-4,245;6,258
"retrouver";-1,927;-0,732;-0,803;-0,526;-1,749;-2,176;-0,228;-1,927;-0,524;-2,382;-3,311;-2,658;-1,583;0,009;-4,268;-0,228;-0,187;51,631;-3,123;-4,268;-3,978;316,98
"archive";-1,53;-0,371;-2,037;-1,746;-2,93;-3,312;-1,387;-1,53;-2,93;-0,324;0,211;0,006;-2,779;-1,674;-1,491;-1,387;-2,406;8,939;-2,48;-1,491;-0,249;400,223
"rts";-1,249;-1,604;-1,663;-1,426;-2,393;-2,704;-1,133;-1,249;-0,679;-1,544;0,003;-0,225;-2,269;-1,367;-2,767;-1,133;0,032;1,955;-2,025;-2,767;-0,822;454,586
"miracle";-0,941;-1,208;-1,253;-1,074;-1,803;-2,037;-0,853;-0,941;-1,803;-0,006;-1,617;-1,298;-1,71;-1,03;-2,085;-0,853;-1,48;-1,756;-1,525;-2,085;-1,943;653,089
"jeune";-1,53;-1,964;-0,42;-1,746;-1,105;-3,312;-1,387;-1,53;0,073;0,056;15,421;-0,471;-0,981;-0,194;-0,361;2,618;-2,406;-0,124;3,943;0,408;2,014;15,303
"vie";-1,601;-2,056;-2,132;0,083;-1,218;0;0,388;-0,154;0,706;0,03;-0,958;-0,54;-2,909;-1,752;82,004;-0,085;-0,029;2,398;-0,833;-0,446;-0,319;-2,209
"monde";0,909;0,347;5,328;-0,037;0;-0,744;-1,039;-0,003;0,598;0,414;0,03;-1,58;-2,081;-1,253;0,272;-1,039;-1,801;5,472;-1,857;-0,789;-0,007;4,97
"grand";0,151;0,001;-2,275;-1,95;14,897;-3,699;-1,549;1,531;-3,273;-2,112;-0,153;1,923;-0,223;-0,307;2,559;2,018;-0,904;-1,319;-2,77;1,018;3,161;1,923
"genève";3,646;-0,117;0,245;-0,049;-2,26;-0,802;-1,07;-1,18;-0,58;-0,092;0,018;22,508;-0,497;-0,032;-0,848;-1,07;-1,855;2,301;-1,913;6,538;0,35;-0,173
"temps";-0,003;198,874;-0,122;-1,308;-2,194;-0,023;-1,039;-1,146;-2,194;0,414;0,03;0,236;0,009;-1,253;-0,789;-1,039;-1,801;-0,493;0,066;-0,033;-2,365;-1,58
"bio";-0,84;-1,079;-1,119;0,014;-1,609;-1,819;-0,762;-0,84;-1,609;-1,039;-1,444;-0,005;-1,526;-0,919;-1,861;-0,762;-1,321;391,339;-1,362;-1,861;-1,734;-1,159
"lien";-0,807;-1,036;-1,074;-0,921;-1,545;-1,746;-0,731;-0,807;-1,545;-0,997;-1,386;-1,113;-0,094;-0,883;-1,787;-0,731;-1,268;373,094;-1,308;-0,259;-1,665;-1,113
"diffuser";-0,975;-0,022;-1,298;-1,113;-1,867;-2,11;-0,884;-0,975;-1,867;-1,205;-1,675;-1,345;-1,771;-1,067;-2,159;0,04;-1,533;-1,819;-1,58;-2,159;-2,013;630,281
"aller";10,068;0,074;-0,853;-0,731;-0,015;-1,387;-0,581;-0,641;-1,227;0,096;0;0,04;8,697;2,899;-1,419;-0,581;1,312;-0,01;-1,039;0,428;-1,323;0,04
"samedi";-0,941;-1,208;-1,253;-1,074;-1,803;-2,037;-0,853;-0,941;-0,271;-1,163;-1,617;-1,298;-1,71;-1,03;-2,085;-0,853;-1,48;-1,756;-1,525;-0,452;-1,943;605,269
"fête";-1,009;-1,295;12,488;-0,004;-1,932;-0,523;-0,915;-1,009;-1,932;-1,247;-1,734;-1,392;-1,833;-0,001;-2,235;-0,915;69,051;-0,321;-1,635;-0,559;15,592;2,53
"aimer";0,687;1,777;-1,663;-0,078;-2,393;74,453;-1,133;-1,249;-0,01;-1,544;-2,147;-1,723;13,496;-1,367;0,137;-1,133;-1,964;1,955;-0,415;-2,767;-2,579;-1,723
"heure";-1,043;-1,339;-1,389;-1,19;2,971;-2,258;-0,946;28,252;-1,998;-1,289;-0,266;18,13;1,066;3,879;-2,31;-0,946;-1,64;-1,946;-0,207;0,472;2,457;-0,084
"clip";-0,874;-1,122;-1,163;-0,997;-1,673;-1,891;-0,792;-0,874;-1,673;-1,08;-1,501;-1,205;-1,587;-0,956;-1,935;-0,792;-1,374;-1,63;-1,416;-1,935;-1,804;652,396
"passer";0,01;-0,022;-1,298;-0,001;0,063;-2,11;-0,884;0,01;-0,311;-1,205;-0,198;-1,345;60,496;-1,067;0,651;-0,884;1,996;3,703;-1,58;-2,159;-2,013;-0,049
"femme";2,007;-1,079;-1,119;-0,959;-1,609;-1,819;2,468;-0,84;32,057;10,293;-0,085;-1,159;-1,526;-0,919;0,068;0,122;-0,041;5,079;-1,362;-1,861;-1,734;-0,005
"jour";-0,575;-0,738;0,119;9,745;1,043;-0,018;0,545;-0,575;-1,101;-0,711;0,009;7,352;0,001;0,295;0,662;-0,521;-0,904;-1,073;-0,932;-0,025;-1,187;0,096
"18h45";-0,807;-1,036;-1,074;-0,921;-1,545;-1,746;-0,731;-0,807;-1,545;-0,997;-1,386;-1,113;-1,465;-0,883;-1,787;-0,731;-1,268;-1,505;-1,308;-1,787;-1,665;602,352
"romand";5,879;-0,006;-0,013;-1,036;0,125;-1,964;-0,823;0,03;-1,738;-1,122;0,256;0,673;-0,183;5,026;-2,01;0,074;-1,427;0,152;-1,471;-0,401;0,062;22,078
"premier";0,18;0,03;0,019;0,084;-1,354;-0,121;-0,641;0,18;-1,354;-0,874;-1,215;0,01;-1,284;-0,773;-0,137;-0,641;-1,111;12,974;-1,146;-0,137;2,303;19,877
"enfant";-0,874;0,962;-1,163;-0,997;30,384;-0,324;-0,792;-0,874;-1,673;26,911;-1,501;-1,205;4,947;-0,956;-0,352;-0,792;-1,374;-1,63;0,414;1,006;-1,804;-1,205
"homme";-0,941;-1,208;-0,023;-1,074;-1,803;0,017;-0,853;-0,941;120,734;3,724;-1,617;-0,035;-1,71;-1,03;0,01;0,056;-1,48;0,114;-1,525;-2,085;-0,358;-0,035
"rencontre";1,089;-0,062;-1,434;3,336;-2,063;-0,004;0,01;-1,077;-2,063;-1,331;7,265;-1,486;-1,957;-1,178;12,463;-0,976;-1,693;2,923;-1,746;-0,672;5,049;0,329
"beau";0,019;-1,208;-0,023;1,092;0,091;2,851;-0,853;-0,941;-0,271;-1,163;0,206;-0,035;-1,71;0,002;2,692;-0,853;2,184;-1,756;-1,525;-2,085;17,413;-1,298
"amour";-0,84;0;-1,119;0,014;-1,609;86,912;-0,762;-0,84;-0,162;0,001;-0,085;-1,159;2,032;-0,919;0,068;-0,762;-1,321;-1,568;-0,054;-1,861;-0,229;-0,005
"prendre";0,044;-1,122;-1,163;0,006;-1,673;-0,324;-0,792;0,044;-1,673;0;-0,11;-0,012;-1,587;-0,956;54,575;-0,792;-1,374;4,691;-1,416;0,042;-0,27;0,767
"souvenir";0,275;-0,823;0,056;-0,731;-0,015;-1,387;0,391;-0,641;-1,227;0,096;-1,101;-0,884;-0,005;-0,701;0,428;0,391;1,312;0,804;0,002;0,428;-1,323;13,124
"question";-0,608;-0,78;-0,809;-0,694;0,879;-1,316;0,462;-0,608;0,879;0,132;0,001;-0,839;0;-0,665;-1,346;-0,551;-0,956;-1,134;30,552;6,883;-1,255;0,064
"occasion";-0,641;-0,823;-0,853;-0,731;-1,227;-1,387;-0,581;3,417;-1,227;15,283;-1,101;1,799;-0,005;-0,701;-0,072;-0,581;1,312;0,804;-1,039;0,428;2,905;0,04
"lausanne";7,607;-0,993;-1,03;-0,883;-0,1;-1,674;-0,701;-0,773;0,341;-0,956;12,763;53,603;-1,405;-0,846;-1,713;-0,701;-1,216;-0,084;-1,253;-0,215;-1,596;4,41
"télévision";-0,477;0,329;0,288;-0,545;-0,914;-1,033;-0,433;-0,477;0,031;-0,59;0,08;-0,658;-0,867;-0,522;0,001;-0,433;-0,75;1,812;-0,774;0,001;1,433;33,079
"suivre";0,582;0,256;-0,679;-0,582;-0,976;-1,103;0,751;-0,51;-0,976;0,296;0,046;-0,703;-0,926;-0,558;-1,129;0,751;15,186;-0,951;-0,826;0,99;1,201;2,907
"partir";-0,608;219,975;0,084;0,197;-1,164;-1,316;-0,551;-0,608;-1,164;-0,751;-1,045;-0,839;-1,104;-0,665;-1,346;-0,551;-0,956;0,951;-0,985;-1,346;-1,255;2,026
"nombreux";-0,74;0,016;-0,985;-0,845;-1,417;0,227;-0,671;-0,74;-0,074;-0,915;0,643;4,786;20,13;2,172;-0,175;-0,671;-1,164;0,469;-1,2;0,197;-1,528;0,003
"fin";-0,674;0,049;-0,897;-0,769;-1,291;2,319;-0,611;-0,674;-1,291;-0,833;-1,158;-0,929;-0,015;2,63;-1,492;-0,611;4,49;-0,022;0;47,444;-1,391;-0,929
"âge";-0,51;-0,654;0,22;-0,582;11,547;17,178;-0,462;0,582;-0,976;-0,63;-0,876;-0,703;-0,926;-0,558;-0,001;-0,462;-0,801;0,018;-0,826;4,094;-1,052;-0,703
"trouver";-0,707;-0,907;0,019;0,084;-1,354;-1,53;-0,641;-0,707;-1,354;0,044;3,441;0,01;-1,284;77,807;0,261;0,275;-1,111;-0,039;-1,146;1,937;-1,459;-0,975
"noël";-0,51;-0,654;0,22;0,391;-0,976;-1,103;-0,462;-0,51;-0,976;-0,63;-0,876;-0,703;83,573;-0,558;0,99;-0,462;0,092;-0,951;-0,826;-1,129;-1,052;2,907
"ski";-0,608;-0,78;0,084;0,197;-1,164;-0,037;-0,551;0,334;-1,164;2,539;-1,045;-0,839;-1,104;-0,665;6,883;60,699;5,418;-1,134;-0,985;-1,346;-1,255;-0,839
"raconter";-0,575;0,146;0,119;3,28;-1,101;-0,018;-0,521;-0,575;-1,101;2,832;-0,988;0,096;-1,045;-0,629;-1,274;-0,521;-0,904;39,638;-0,932;-1,274;-1,187;7,352
"journée";-0,575;0,146;-0,766;-0,656;-1,101;-0,018;-0,521;-0,575;-1,101;204,846;-0,988;-0,793;-1,045;-0,629;-1,274;-0,521;-0,904;0;-0,932;-1,274;3,668;-0,793
"jeu";-0,51;0,256;-0,679;0,391;44,726;0;0,751;-0,51;-0,976;-0,63;-0,876;0,188;0,026;-0,558;-1,129;-0,462;-0,801;0,018;0,074;-0,001;-1,052;-0,703
"jean";-0,348;0,831;-0,463;-0,397;0,251;0,145;-0,316;-0,348;-0,667;-0,43;-0,598;-0,48;-0,632;-0,381;-0,771;-0,316;-0,547;10,202;-0,564;-0,771;0,183;29,387
"histoire";-0,38;-0,488;-0,506;-0,434;-0,728;0,084;1,425;1,174;-0,728;-0,47;0,267;4,861;-0,691;-0,416;-0,842;-0,345;-0,598;46,542;-0,616;-0,842;-0,785;-0,524
"vacance";-0,608;7,525;-0,809;-0,694;35,757;-0,037;-0,551;-0,608;-1,164;0,132;1,199;-0,839;-1,104;-0,665;-0,046;-0,551;5,418;-1,134;-0,985;-1,346;-1,255;0,064
"public";-0,51;-0,654;-0,679;-0,582;0,012;-1,103;-0,462;-0,51;-0,976;-0,63;6,335;46,133;5,788;0,448;-1,129;-0,462;-0,801;-0,951;-0,826;-1,129;1,201;-0,703
"découvrir";-0,445;0,419;0,373;-0,508;-0,852;0,016;-0,403;-0,445;-0,852;-0,55;0,126;-0,614;-0,808;-0,487;-0,985;1,032;0,196;38,375;-0,721;0,011;0,03;-0,614
"connaître";-0,807;1,208;9,774;-0,921;-1,545;-1,746;28,842;0,084;-0,13;-0,997;-1,386;-0,001;0,357;0,04;-1,787;-0,731;-1,268;-1,505;-1,308;1,318;0,174;4,068
"voir";0,18;0,03;-0,941;-0,807;0,511;-0,121;0,275;0,18;-0,05;-0,874;14,641;0,01;-1,284;-0,773;-1,566;-0,641;-1,111;-0,039;-1,146;24,162;-1,459;-0,975
"vaudois";-0,807;-1,036;87,802;33,02;0,273;-1,746;-0,731;-0,807;-1,545;-0,997;-0,063;-1,113;-1,465;-0,883;-0,259;-0,731;-1,268;-1,505;-0,037;-1,787;-1,665;9,246
"mode";-0,74;5,433;-0,985;-0,845;0,419;-1,602;68,146;-0,74;-1,417;-0,915;-0,027;-1,021;-1,344;-0,81;0,197;32,063;-1,164;-0,06;-1,2;-0,175;-0,12;-1,021
"mettre";-0,445;-0,571;-0,592;0,592;0,061;-0,963;-0,403;52,058;-0,852;-0,55;2,506;-0,614;-0,808;-0,487;0,011;-0,403;2,964;0,075;-0,721;-0,985;-0,918;0,33
"devenir";-0,51;-0,654;0,22;4,055;0,012;-1,103;0,751;-0,51;0,012;0,296;-0,876;-0,703;-0,926;-0,558;-1,129;-0,462;-0,801;1,546;0,074;-0,001;10,352;0,188
"vivre";-0,542;-0,696;-0,722;-0,619;0,002;-1,174;-0,492;-0,542;0,002;-0,67;1,611;-0,748;-0,985;-0,593;34,746;-0,492;-0,853;-1,012;-0,879;8,402;-1,12;2,574
"rue";18,949;-0,865;-0,897;-0,769;-1,291;5,919;-0,611;-0,674;-0,031;-0,833;3,797;12,194;-1,224;0,146;0,337;-0,611;-1,059;0,676;-1,092;-1,492;-1,391;-0,929
"pays";-0,445;0,419;0,373;0,592;-0,852;-0,963;-0,403;-0,445;-0,852;-0,55;16,326;0,33;-0,808;-0,487;-0,985;-0,403;-0,699;0,075;-0,721;-0,985;1,707;10,822
"passion";0,404;-0,738;-0,766;-0,656;-1,101;0,716;-0,521;-0,575;38,409;-0,711;-0,988;-0,793;-1,045;-0,629;-1,274;4,832;-0,904;1,121;-0,932;-1,274;-1,187;15,306
"école";-0,51;-0,654;-0,679;-0,582;1,452;-1,103;-0,462;-0,51;1,452;0,296;-0,876;0,188;-0,926;-0,558;0,99;-0,462;-0,801;-0,951;0,074;16,653;0,001;0,188
"voiture";15,064;0,329;-0,635;-0,545;-0,914;-1,033;-0,433;-0,477;-0,914;3,973;-0,82;19,704;1,922;-0,522;-1,057;-0,433;-0,75;0,041;-0,774;-1,057;1,433;-0,658
"soleil";-0,477;0,329;-0,635;-0,545;1,709;57,19;-0,433;-0,477;-0,914;-0,59;-0,82;-0,658;-0,867;-0,522;1,199;-0,433;2,582;-0,89;-0,774;-1,057;-0,985;-0,658
"musique";3,06;-0,283;1,961;-0,251;-0,422;-0,477;-0,2;-0,22;-0,422;-0,272;-0,378;-0,304;-0,4;-0,241;0,717;-0,2;43,71;-0,411;-0,357;-0,488;-0,455;-0,304
"festival";-0,252;-0,324;-0,336;-0,288;-0,483;-0,546;-0,228;2,479;-0,483;-0,312;17,621;1,437;-0,458;-0,276;-0,558;-0,228;-0,396;0,765;-0,409;-0,558;5,118;-0,348
"venir";-0,542;-0,696;-0,722;-0,619;-1,039;-1,174;0,64;24,979;-1,039;-0,67;0,023;2,574;1,41;0,365;-0,009;-0,492;13,905;-1,012;-0,879;-1,201;-1,12;0,137
"place";-0,348;-0,447;-0,463;-0,397;0,251;-0,753;-0,316;-0,348;0,251;-0,43;22,655;15,152;-0,632;-0,381;-0,771;-0,316;0,49;-0,649;-0,564;-0,771;-0,718;0,698
"parler";-0,575;-0,738;-0,766;-0,656;0;-1,245;64,624;-0,575;4,229;-0,711;-0,988;-0,793;-1,045;20,736;-1,274;-0,521;-0,904;0;0,023;-0,025;-1,187;0,096
"lancer";-0,575;-0,738;-0,766;-0,656;0;0,716;-0,521;-0,575;-1,101;-0,711;0,009;-0,793;-1,045;0,295;0,662;4,832;-0,904;-1,073;-0,932;0,662;24,204;0,096
"fois";-0,412;-0,529;0,476;-0,471;0,106;0,042;-0,374;0,985;-0,79;-0,51;-0,709;-0,569;-0,749;0,802;0,033;-0,374;0,272;0,123;-0,669;-0,914;-0,851;39,507
"sport";-0,189;-0,242;2,544;-0,215;-0,361;-0,408;-0,171;-0,189;-0,361;-0,233;-0,324;-0,26;-0,342;-0,206;-0,418;50,559;-0,296;1,454;-0,306;-0,418;-0,389;2,41
"proposer";-0,477;0,329;-0,635;-0,545;-0,914;-1,033;-0,433;-0,477;-0,914;0,375;-0,82;0,251;0,052;26,238;10,359;0,881;-0,75;0,041;-0,774;-1,057;-0,985;0,251
"champion";-0,38;-0,488;67,548;-0,434;0,168;-0,823;-0,345;-0,38;-0,728;-0,47;0,267;-0,524;-0,691;-0,416;-0,842;1,425;-0,598;-0,709;-0,616;-0,842;0,113;4,861
"évoquer";-0,542;-0,696;-0,722;10,603;-1,039;-1,174;-0,492;-0,542;18,521;9,469;0,023;-0,748;0,009;-0,593;-0,009;-0,492;-0,853;-1,012;-0,879;-1,201;-1,12;8,06
"équipe";-0,252;-0,324;-0,336;-0,288;-0,483;-0,546;2,88;-0,252;0,718;-0,312;6,652;1,437;-0,458;-0,276;0,489;-0,228;-0,396;-0,47;-0,409;-0,558;5,118;-0,348
"ville";4,54;-0,696;0,164;0,315;-1,039;0,872;-0,492;-0,542;-1,039;-0,67;63,578;-0,748;-0,985;-0,593;-1,201;-0,492;-0,853;4,951;-0,879;-1,201;-1,12;-0,748
"réponse";-0,316;-0,406;-0,421;-0,361;0,364;-0,684;11,296;-0,316;-0,605;-0,391;-0,543;-0,436;12,144;1,429;-0,7;-0,286;-0,497;-0,589;-0,512;9,306;-0,652;-0,436
"rester";0,486;0,195;-0,722;-0,619;4,728;-1,174;-0,492;-0,542;1,232;-0,67;0,023;-0,748;-0,985;0,365;23,97;-0,492;-0,853;-1,012;-0,879;-1,201;-0,001;0,137
"prêt";3,417;14,511;1,946;-0,731;-0,015;-1,387;-0,581;3,417;-1,227;-0,792;4,193;0,04;-1,164;0,187;-1,419;11,556;0,005;-1,196;-1,039;-1,419;-1,323;-0,884
"plutôt";-0,445;-0,571;-0,592;0,592;0,061;-0,963;1,032;0,827;-0,852;0,471;-0,764;0,33;-0,808;-0,487;-0,985;-0,403;0,196;0,075;45,156;-0,985;-0,918;-0,614
"métier";-0,51;0,256;-0,679;0,391;0,012;-1,103;-0,462;-0,51;31,261;10,364;-0,876;-0,703;-0,926;-0,558;-1,129;-0,462;-0,801;1,546;-0,826;-1,129;-1,052;2,907
"genevois";-0,445;-0,571;-0,592;66,901;0,061;-0,963;1,032;-0,445;-0,852;-0,55;-0,764;-0,614;0,09;0,662;1,449;-0,403;-0,699;0,075;-0,721;-0,985;0,03;-0,614
"danse";-0,284;-0,365;-0,378;-0,324;-0,544;-0,615;-0,257;85,813;-0,544;-0,351;0,687;1,127;-0,516;-0,311;-0,629;2,386;-0,446;-0,53;-0,46;-0,629;0,412;-0,392
"voyage";-0,575;272,78;-0,766;0,25;-1,101;-1,245;-0,521;-0,575;-1,101;-0,711;-0,988;-0,793;-1,045;-0,629;-0,025;-0,521;-0,904;1,121;-0,932;-1,274;-1,187;-0,793
"travail";-0,445;0,419;0,373;-0,508;14,134;-0,963;-0,403;-0,445;2,011;12,55;-0,764;-0,614;-0,808;-0,487;0,011;-0,403;-0,699;-0,83;-0,721;0,011;-0,918;0,33
"secret";1,174;0,664;-0,506;-0,434;-0,728;15,042;-0,345;-0,38;0,168;-0,47;-0,653;-0,524;-0,691;-0,416;2,106;-0,345;0,368;2,933;-0,616;-0,842;-0,785;-0,524
"présenter";-0,252;-0,324;-0,336;-0,288;-0,483;-0,546;-0,228;-0,252;-0,483;-0,312;-0,433;-0,348;-0,458;-0,276;0,489;2,88;19,582;0,765;-0,409;-0,558;0,594;1,437
"partager";-0,477;-0,613;-0,635;-0,545;-0,914;-1,033;-0,433;-0,477;48,524;0,375;2,161;-0,658;-0,867;-0,522;-1,057;0,881;-0,75;1,812;0,116;-1,057;0,01;-0,658
"mot";0,694;-0,613;-0,635;-0,545;-0,914;-1,033;-0,433;-0,477;0,031;-0,59;0,08;-0,658;6,477;120,279;0,001;-0,433;-0,75;-0,89;-0,774;-1,057;-0,985;-0,658
"début";-0,38;0,664;0,604;-0,434;-0,728;-0,823;1,425;-0,38;2,795;-0,47;0,267;0,548;-0,691;0,971;-0,842;-0,345;-0,598;0,189;-0,616;2,106;-0,785;0,548
"donner";-0,38;5,423;-0,506;-0,434;-0,728;7,193;-0,345;-0,38;-0,728;-0,47;-0,653;-0,524;-0,691;-0,416;0,071;-0,345;-0,598;2,933;0,331;6,947;-0,785;-0,524
"cinéma";-0,284;-0,365;-0,378;-0,324;-0,544;-0,615;-0,257;-0,284;-0,544;-0,351;5,549;19,682;-0,516;-0,311;0,327;-0,257;-0,446;-0,53;-0,46;0,327;4,2;-0,392
"nouveau";-0,38;-0,488;-0,506;-0,434;0,168;-0,823;-0,345;7,751;-0,728;-0,47;-0,653;4,861;-0,691;-0,416;-0,842;42,722;-0,598;2,933;-0,616;-0,842;0,113;-0,524
"meilleur";6,903;-0,529;61,542;-0,471;-0,79;-0,893;-0,374;-0,412;-0,79;-0,51;-0,709;-0,569;0,142;-0,451;1,747;-0,374;-0,648;0,123;-0,669;-0,914;-0,851;0,427
"image";-0,22;-0,283;-0,293;-0,251;-0,422;0,758;-0,2;-0,22;-0,422;-0,272;-0,378;-0,304;1,111;-0,241;-0,488;-0,2;-0,346;1,052;-0,357;-0,488;-0,455;50,291
"eau";-0,51;-0,654;0,22;11,572;-0,976;-1,103;-0,462;0,582;-0,976;-0,63;-0,876;0,188;-0,926;0,448;-0,001;0,751;25,959;0,018;-0,826;-0,001;-1,052;-0,703
"couper";-0,189;-0,242;-0,251;-0,215;-0,361;-0,408;-0,171;-0,189;-0,361;-0,233;-0,324;-0,26;1,526;-0,206;-0,418;-0,171;11,164;9,029;-0,306;-0,418;-0,389;2,41
"chose";-0,38;-0,488;-0,506;17,112;-0,728;-0,823;-0,345;-0,38;2,795;-0,47;-0,653;-0,524;-0,691;-0,416;2,106;-0,345;-0,598;-0,709;21,694;-0,842;-0,785;0,548
"valoir";-0,284;-0,365;1,21;1,62;0,515;-0,615;-0,257;11,463;-0,544;-0,351;15,076;-0,392;-0,516;-0,311;-0,629;2,386;-0,446;-0,53;-0,46;-0,629;-0,586;-0,392
"tour";18,165;-0,529;-0,549;-0,471;-0,79;-0,893;-0,374;34,773;-0,79;0,588;2,912;-0,569;0,142;-0,451;-0,914;-0,374;0,272;-0,77;0,241;-0,914;-0,851;-0,569
"retour";-0,51;-0,654;-0,679;-0,582;-0,976;0;-0,462;0,582;-0,976;0,296;68,421;-0,703;0,026;-0,558;-1,129;-0,462;-0,801;0,018;0,074;-1,129;1,201;-0,703
"plaisir";0,827;0,419;-0,592;-0,508;-0,852;-0,963;-0,403;0,827;0,061;-0,55;-0,764;-0,614;39,592;-0,487;-0,985;-0,403;-0,699;-0,83;-0,721;1,449;1,707;-0,614
"matin";2,479;1,638;-0,336;2,005;-0,483;-0,546;-0,228;2,479;0,718;1,751;-0,433;8,925;-0,458;-0,276;-0,558;-0,228;-0,396;-0,47;-0,409;-0,558;-0,52;-0,348
"laisser";-0,189;-0,242;2,544;-0,215;-0,361;-0,408;-0,171;-0,189;-0,361;-0,233;1,683;2,41;-0,342;3,392;1,044;-0,171;1,956;-0,352;-0,306;-0,418;-0,389;-0,26
"journaliste";-0,284;-0,365;-0,378;-0,324;-0,544;-0,615;-0,257;-0,284;0,515;-0,351;-0,488;-0,392;-0,516;-0,311;-0,629;-0,257;0,849;26,624;-0,46;10,9;-0,586;-0,392
"français";-0,284;1,301;-0,378;-0,324;-0,544;-0,615;-0,257;-0,284;-0,544;-0,351;0,687;-0,392;-0,516;10,238;-0,629;-0,257;-0,446;0,554;-0,46;0,327;4,2;1,127
"famille";-0,477;-0,613;-0,635;-0,545;0,031;29,352;-0,433;-0,477;-0,914;22,604;2,161;-0,658;-0,867;-0,522;0,001;-0,433;-0,75;-0,89;-0,774;-1,057;-0,985;0,251
"course";-0,284;-0,365;7,925;-0,324;-0,544;0,354;-0,257;2,035;-0,544;-0,351;5,549;1,127;-0,516;-0,311;0,327;-0,257;-0,446;0,554;-0,46;-0,629;-0,586;-0,392
"complet";-0,125;-0,161;-0,167;-0,143;-0,24;-0,271;-0,114;-0,125;-0,24;-0,155;-0,215;-0,173;-0,228;-0,137;-0,278;-0,114;3,734;37,42;-0,203;-0,278;-0,259;-0,173
"blanc";5,556;0,329;0,288;0,483;-0,914;10,713;-0,433;-0,477;1,709;-0,59;0,08;-0,658;-0,867;-0,522;4,652;-0,433;-0,75;-0,89;-0,774;-1,057;-0,985;-0,658
"avis";-0,445;-0,571;-0,592;-0,508;0,061;-0,963;35,63;0,827;0,061;-0,55;-0,764;-0,614;-0,808;-0,487;-0,985;-0,403;0,196;-0,83;45,156;-0,985;-0,918;-0,614
"armée";-0,38;5,423;-0,506;-0,434;-0,728;-0,823;-0,345;-0,38;-0,728;-0,47;0,267;-0,524;0,213;-0,416;0,071;42,722;0,368;0,189;-0,616;-0,842;-0,785;0,548
"village";-0,189;-0,242;2,544;-0,215;-0,361;-0,408;-0,171;-0,189;-0,361;-0,233;-0,324;2,41;-0,342;-0,206;1,044;-0,171;-0,296;-0,352;-0,306;-0,418;1,202;13,067
"rire";4,952;-0,201;-0,209;-0,179;-0,3;-0,34;-0,142;-0,157;-0,3;-0,194;2,322;-0,216;-0,285;-0,172;-0,347;-0,142;-0,247;-0,293;-0,254;9,38;-0,324;3,213
"radio";-0,189;-0,242;-0,251;-0,215;-0,361;-0,408;-0,171;-0,189;-0,361;-0,233;-0,324;2,41;-0,342;-0,206;-0,418;-0,171;-0,296;1,454;-0,306;1,044;7,934;2,41
"neige";7,751;0,664;-0,506;0,883;0,168;0,084;-0,345;-0,38;-0,728;0,731;0,267;-0,524;-0,691;-0,416;0,071;8,848;0,368;-0,709;-0,616;-0,842;-0,785;-0,524
"compte";1,404;-0,447;-0,463;-0,397;-0,667;0,145;-0,316;-0,348;-0,667;-0,43;0,372;-0,48;0,307;-0,381;-0,771;-0,316;-0,547;72,71;-0,564;-0,771;-0,718;-0,48
