"";"";"";"";"18h45";""
"354";"walkman";"-0.069544612393242";"0.642913528812791";"0.83414584070688";"574"
"355";"secours";"0.733195164598082";"0.33614936258452";"0.83414584070688";"575"
"356";"concert";"0.719114225307153";"0.57315902445779";"0.83414584070688";"576"
"357";"marcher";"0.73682234591259";"0.564454942263831";"0.83414584070688";"577"
"358";"chauffer";"0.647812886484982";"0.538499032387065";"0.83414584070688";"578"
"359";"titre";"0.361235247839963";"0.267731140139821";"0.83414584070688";"579"
"360";"tenue";"0.330335884801809";"0.732569763446715";"0.83414584070688";"580"
"361";"code";"0.330335884801809";"0.732569763446715";"0.83414584070688";"581"
"362";"pompe";"-1.36830114580258";"-0.0890608078107174";"0.83414584070688";"582"
"363";"insolite";"0.593693513299793";"0.898584291691645";"0.83414584070688";"583"
"364";"argent";"0.572296000507706";"0.405223413200126";"0.83414584070688";"584"
"365";"soldat";"-2.05007415012206";"0.020329128877245";"0.83414584070688";"585"
"366";"couleur";"-0.396448412089321";"0.31140927209022";"0.83414584070688";"586"
"367";"assurer";"0.561784641914181";"1.0395248724765";"0.83414584070688";"587"
"368";"échauffement";"0.561784641914181";"1.0395248724765";"0.83414584070688";"588"
"369";"fashion";"0.305643323954003";"0.575882211724976";"0.83414584070688";"589"
"370";"embarquer";"0.656300300173406";"1.18546734765816";"0.83414584070688";"590"
"371";"eighties";"0.259603623542728";"0.0997141050019896";"0.83414584070688";"591"
"372";"devenir";"-0.119293818389551";"0.361797559743446";"0.833485170936046";"592"
"373";"français";"-0.392274713721004";"-0.000135076154349306";"0.833100903824438";"593"
"374";"micro";"-0.705019436224442";"-0.0351406703385989";"0.833046971598248";"594"
"375";"artiste";"0.233399052012285";"0.331838911358312";"0.833046971598248";"595"
"376";"style";"-0.0126166450026091";"0.658896574284414";"0.83297955631551";"597"
"377";"aller";"0.41157449404305";"-1.0267100225543";"0.832527873921164";"598"
"378";"président";"-0.391303235448145";"-0.163695984629268";"0.832328998837086";"599"
"379";"aventure";"-0.366292961566413";"0.0648013112291232";"0.832328998837086";"600"
"380";"annonce";"0.620841456496132";"0.302193867205201";"0.832328998837086";"601"
"381";"liberté";"0.782374806744786";"-1.22534634434293";"0.832207651328158";"602"
"382";"jour";"0.379028442247274";"0.231145912415518";"0.831439117104943";"603"
"383";"dieu";"0.717439505708805";"0.761938499092114";"0.8311155237478";"604"
"384";"problème";"0.397782967652465";"0.731236720104433";"0.8311155237478";"605"
"385";"thème";"0.525776453722";"0.679397476901845";"0.830424517099733";"619"
"386";"départ";"0.701812611823568";"0.753934954438445";"0.830424517099733";"620"
"387";"réception";"0.604971198817511";"0.238405198197196";"0.830424517099733";"621"
"388";"sportif";"0.678074140318127";"-0.390714904270841";"0.830424517099733";"622"
"389";"centre";"0.698392872041973";"-0.0168520279481211";"0.830424517099733";"623"
"390";"garder";"0.103847756934208";"0.22433708819293";"0.830424517099733";"624"
"391";"surnommer";"0.785620761253687";"0.114947151504968";"0.830424517099733";"625"
"392";"novembre";"0.669878208009878";"0.484209280409651";"0.830424517099733";"626"
"393";"estival";"0.93653088456358";"0.313550481884801";"0.830424517099733";"627"
"394";"vrai";"-0.108736209315658";"0.0780694608563641";"0.830424517099733";"628"
"395";"olympique";"0.728142195709137";"-0.406600949798683";"0.830424517099733";"629"
"396";"unique";"0.493842049908309";"0.40967180287305";"0.830424517099733";"630"
"397";"soeur";"0.547315826316391";"-0.133625706231866";"0.830424517099733";"631"
"398";"débat";"0.0720901600770878";"-0.194905782710453";"0.830424517099733";"632"
"399";"techno";"0.728142195709137";"-0.406600949798683";"0.830424517099733";"633"
"400";"risque";"0.766143587094534";"0.13501474660775";"0.830424517099733";"634"
"401";"envoyer";"0.881405716073456";"0.665244480457789";"0.830424517099733";"635"
"402";"remettre";"0.860008203281369";"0.17188360196627";"0.830424517099733";"636"
"403";"montana";"0.849496844687844";"0.806185061242646";"0.830424517099733";"637"
"404";"enfiler";"0.915004420124956";"0.534638629961893";"0.830424517099733";"638"
"405";"moment";"0.54431262970612";"0.627085170303281";"0.830208788194971";"639"
"406";"enthousiasme";"-0.367908341131129";"0.290785689251621";"0.830208788194971";"640"
"407";"nu";"0.705610345971613";"0.9156025233031";"0.830208788194971";"641"
"408";"bousculer";"0.50247010456337";"0.642523610385471";"0.830208788194971";"642"
"409";"cher";"0.730992052457249";"0.662601621453575";"0.830208788194971";"643"
"410";"parole";"0.0714628426544983";"0.495650825819554";"0.830208788194971";"644"
"411";"entretien";"-0.0506562297394517";"0.373843140070832";"0.830208788194971";"646"
"412";"choix";"0.650869789841272";"0.307074352344718";"0.830070586865358";"647"
"413";"lac";"0.347217491553019";"0.897542045786071";"0.829160480548393";"648"
"414";"légende";"-0.180228488641147";"0.0837459870980095";"0.829025649982916";"649"
"415";"bernard";"-1.05508866023825";"-0.154305897079419";"0.829025649982916";"651"
"416";"plante";"-0.0579495178343939";"0.433278764168556";"0.829025649982916";"652"
"417";"participer";"-1.02999871179437";"-0.20574475371154";"0.829025649982916";"653"
"418";"entourer";"-0.155915247434346";"0.218099682892602";"0.829025649982916";"654"
"419";"matin";"0.689281989989294";"-0.755836571194018";"0.828675090512678";"655"
"420";"spécial";"-1.16986453562409";"0.40273057233864";"0.828675090512678";"656"
"421";"neige";"0.732525286312126";"-0.777886929408226";"0.828415541674136";"657"
"422";"rock";"-0.293480864204722";"0.420233481533296";"0.828034645326665";"658"
"423";"signe";"0.617500475469127";"0.705868004832737";"0.828034645326665";"659"
"424";"coup";"0.657768098570383";"0.503670627119883";"0.828034645326665";"660"
"425";"caméra";"0.469682861995258";"0.787786078270782";"0.828034645326665";"661"
"426";"véritable";"0.646651686229619";"0.536110178939559";"0.828034645326665";"662"
"427";"ménager";"0.463308841096507";"0.671273734464808";"0.828034645326665";"663"
"428";"internet";"0.348627943447489";"0.378104822577074";"0.827326784857915";"664"
"429";"beurre";"0.604769261407667";"0.841747483328598";"0.827326784857915";"665"
"430";"érotique";"0.453665288761797";"0.0187103941378316";"0.827326784857915";"666"
"431";"emji_drapeau_suisse";"0.636557990813422";"0.318665553282228";"0.827326784857915";"667"
"432";"tranche";"0.6309091301809";"0.422663811022677";"0.827326784857915";"668"
"433";"énergie";"0.701641806962358";"0.414952438620095";"0.827326784857915";"669"
"434";"courant";"0.701641806962358";"0.414952438620095";"0.827326784857915";"670"
"435";"attaque";"0.85050263999278";"0.814576321974237";"0.827326784857915";"671"
"436";"payer";"0.651379136433237";"0.236343235657157";"0.827326784857915";"672"
"437";"réveil";"-0.082621470995699";"0.112810876807257";"0.827326784857915";"673"
"438";"privé";"0.599151533323779";"0.0034209401192946";"0.827326784857915";"674"
"439";"banque";"-0.065695918258293";"0.138350248749684";"0.827326784857915";"675"
"440";"double";"-1.21837502136429";"0.0108554124155644";"0.827326784857915";"676"
"441";"perdre";"0.616077086061185";"0.028960312061722";"0.827326784857915";"677"
"442";"prévoir";"0.704852912841318";"-0.306954273447759";"0.827326784857915";"678"
"443";"pleuvoir";"0.657027997065759";"0.132344977916708";"0.827326784857915";"679"
"444";"inspirer";"0.0168920058236579";"0.0456814744253278";"0.827326784857915";"680"
"445";"htag_bonneannée";"0.625119125680147";"0.273285558701564";"0.827326784857915";"681"
"446";"danger";"0.680115342523734";"0.636040586697186";"0.827326784857915";"682"
"447";"élastique";"0.719634783939372";"0.419228033883223";"0.827326784857915";"683"
"448";"maison";"0.455080255080616";"0.521798974161074";"0.82651443070092";"684"
"449";"poste";"0.294559233143652";"0.69503124843849";"0.825964996146604";"685"
"450";"alpage";"0.663322934020087";"0.312741253908015";"0.825964996146604";"686"
"451";"âme";"0.558285588705779";"0.672135682347257";"0.825964996146604";"687"
"452";"sauvage";"0.626046632219897";"0.952967012558603";"0.825964996146604";"688"
"453";"pur";"0.785833362376364";"0.512096169013411";"0.825964996146604";"689"
"454";"charger";"0.48846249129436";"0.682880758887337";"0.825964996146604";"690"
"455";"quartier";"0.733605759266907";"0.279173873475548";"0.825964996146604";"691"
"456";"génie";"0.0178195123634075";"0.725362928282366";"0.825964996146604";"692"
"457";"frère";"-1.89194754362951";"-0.0293598756821328";"0.825964996146604";"693"
"458";"fribourgeois";"0.67684276574042";"0.865692089427517";"0.825964996146604";"694"
"459";"cuire";"0.699592516682886";"0.615972991594404";"0.825964996146604";"695"
"460";"camping";"0.75943068982237";"0.77302331510316";"0.825964996146604";"696"
"461";"fan";"0.387510411289805";"-0.0127049801461322";"0.825840277873538";"697"
"462";"radio";"-0.883191896238388";"-0.0527730110575017";"0.825334663253002";"698"
"463";"course";"0.396421079589645";"-0.252820650894461";"0.82530432637577";"699"
"464";"vélomoteur";"0.370275951882634";"-0.0453671217375553";"0.82530432637577";"700"
"465";"choisir";"-0.38724895483247";"0.0916621378923743";"0.823989728362376";"701"
"466";"apprendre";"-0.0292342742279482";"0.157814537773486";"0.823912200787227";"702"
"467";"comprendre";"0.594073958412458";"0.39639883716176";"0.823912200787227";"703"
"468";"postal";"0.685832062629657";"0.307452777107637";"0.823733550287971";"704"
"469";"souffle";"-1.36560742213412";"0.194707053928641";"0.823720067231423";"706"
"470";"peau";"0.743367888035975";"0.867296827671344";"0.823720067231423";"707"
"471";"parfaire";"0.622926252954789";"0.796494447017611";"0.823720067231423";"708"
"472";"échapper";"0.601340652926365";"0.84105796950212";"0.823720067231423";"709"
"473";"vitesse";"0.554385562771155";"0.625895677527234";"0.823720067231423";"710"
"474";"dos";"0.528167721140275";"1.02236560910066";"0.823720067231423";"711"
"475";"professeur";"0.789530634551469";"1.10853479917991";"0.823720067231423";"712"
"476";"idole";"-0.642794657443217";"0.542492696206535";"0.823720067231423";"713"
"477";"aider";"0.748283471918778";"0.836468528183193";"0.823720067231423";"714"
"478";"symbole";"0.171457564230652";"-0.0812146286945082";"0.823720067231423";"715"
"479";"skateboard";"0.278618399293651";"0.662558768528669";"0.823720067231423";"716"
"480";"principe";"0.568231845301386";"0.420232643541156";"0.823720067231423";"717"
"481";"cassette";"0.23582729460137";"-0.00447729491303359";"0.823720067231423";"718"
"482";"figure";"-0.924797760805929";"0.148131186220439";"0.823720067231423";"719"
"483";"paire";"0.52276657998164";"0.994570446435853";"0.823720067231423";"720"
"484";"pionnier";"-0.956782651874555";"0.0522477344634178";"0.823720067231423";"721"
"485";"qualité";"0.463488278267388";"0.686793726515186";"0.823720067231423";"722"
"486";"indispensable";"0.377362485780085";"0.296939712886902";"0.823720067231423";"723"
"487";"leysin";"0.493691536309072";"0.015479357411589";"0.823720067231423";"724"
"488";"folie";"-0.927589851094606";"0.392817894538528";"0.823720067231423";"725"
"489";"ressembler";"0.302164068225662";"0.910337063320015";"0.823544787496304";"727"
"490";"salaire";"0.302164068225662";"0.910337063320015";"0.823544787496304";"728"
"491";"draguer";"0.647410923630131";"0.816036499583725";"0.823544787496304";"729"
"492";"rôle";"0.627092191906285";"0.442173623261006";"0.823544787496304";"730"
"493";"habiter";"0.679319795015743";"0.675095918798869";"0.823544787496304";"731"
"494";"ennuyer";"0.547897446810774";"0.883165901965654";"0.823544787496304";"732"
"495";"courir";"0.645085168883299";"0.446449218524134";"0.823544787496304";"733"
"496";"moniteur";"0.665403900607144";"0.820312094846853";"0.823544787496304";"734"
"497";"époux";"0.377510149341728";"0.704630166688604";"0.823544787496304";"735"
"498";"jurassienne";"0.52637098237215";"1.10425405004275";"0.823544787496304";"736"
"499";"civil";"0.43098392574981";"0.161332657583687";"0.823544787496304";"737"
"500";"futur";"-1.30420132852525";"-0.0914610326264018";"0.823544787496304";"738"
"501";"congé";"-1.30420132852525";"-0.0914610326264018";"0.823544787496304";"739"
"502";"pilule";"0.477023626161084";"0.637500764306674";"0.823544787496304";"740"
"503";"infirmier";"-1.37774721298824";"0.245532988337797";"0.823544787496304";"741"
"504";"foyer";"0.582478382009685";"0.159566162557619";"0.823544787496304";"742"
"505";"bricolage";"0.625884459191506";"1.03712464766082";"0.823544787496304";"743"
"506";"nature";"-0.859007228327439";"0.0574420079226672";"0.82302568981922";"744"
"507";"rencontrer";"-0.0244427047262152";"0.193404108357848";"0.82302568981922";"745"
"508";"fondue";"0.934925156883014";"-0.903920383057455";"0.822985240649577";"746"
"509";"pire";"-0.334637414857393";"0.594994430837129";"0.822985240649577";"747"
"510";"fabrication";"0.611688713612747";"0.574849662697085";"0.822985240649577";"748"
"511";"adolescent";"-0.680346517068097";"0.103528413830456";"0.822985240649577";"749"
"512";"classe";"0.471960813977675";"0.541085710333381";"0.822985240649577";"750"
"513";"mouvement";"-0.787470650311935";"0.230560362424518";"0.822985240649577";"751"
"514";"mauvais";"0.404693693702557";"0.614052195209967";"0.822985240649577";"752"
"515";"donner";"0.240565596167953";"0.62217758849645";"0.822836927027553";"753"
"516";"lever";"0.237080667599102";"0.17348314713484";"0.822466142972493";"755"
"517";"georges";"0.439748209151199";"1.18042331699128";"0.822466142972493";"756"
"518";"vague";"0.540469418685335";"0.51834289020954";"0.822466142972493";"757"
"519";"voie";"0.540469418685335";"0.51834289020954";"0.822466142972493";"758"
"520";"part";"0.438225768715694";"0.274370779890743";"0.822466142972493";"759"
"521";"lapin";"0.558462395662349";"0.522618485472669";"0.822466142972493";"760"
"522";"helvète";"-0.217826266916355";"0.486065946978973";"0.822466142972493";"761"
"523";"rare";"0.48491651119936";"0.859612506436867";"0.822466142972493";"762"
"524";"jeûne";"-0.2381449986402";"0.112203070656253";"0.822466142972493";"763"
"525";"humain";"-0.31169088310319";"0.449197091620452";"0.822466142972493";"764"
"526";"dépendre";"0.560788150409181";"0.89220576653226";"0.822466142972493";"765"
"527";"confort";"0.479267650566838";"0.963610764177317";"0.822466142972493";"766"
"528";"population";"0.552956196830732";"0.402631920167776";"0.822466142972493";"767"
"529";"déclaration";"0.315029239395989";"0.50871067307297";"0.822466142972493";"768"
"530";"projection";"0.491009978492465";"-0.728612198900013";"0.821458284495558";"769"
"531";"épisode";"0.605844368475536";"-0.208806847395635";"0.821458284495558";"770"
"532";"pilote";"0.417464094029476";"-0.391618177935815";"0.821458284495558";"771"
"533";"vache";"-1.20288677026251";"-0.124606516641526";"0.821458284495558";"772"
"534";"produire";"0.613572360185952";"-0.110777212258496";"0.821458284495558";"773"
"535";"rouler";"0.552370592067455";"0.334490661709281";"0.821458284495558";"774"
"536";"période";"0.633891091909797";"0.263085664064224";"0.821458284495558";"775"
"537";"monter";"0.651884068886811";"0.267361259327351";"0.821458284495558";"776"
"538";"construction";"0.491009978492465";"-0.728612198900013";"0.821458284495558";"777"
"539";"marionnette";"-0.0682006441335261";"-0.00138727557053347";"0.821458284495558";"778"
"540";"indépendance";"-1.29740242852174";"-0.270548991823184";"0.821458284495558";"779"
"541";"htag_santé";"-1.20839296909413";"-0.244593081946418";"0.821458284495558";"780"
"542";"caractère";"0.417464094029476";"-0.391618177935815";"0.821458284495558";"781"
"543";"bricoler";"0.633891091909797";"0.263085664064224";"0.821458284495558";"782"
"544";"équipe";"0.470309999047577";"0.120365221991375";"0.821013343629486";"783"
"545";"vieux";"-0.253950593691443";"-0.213368274033838";"0.821013343629486";"784"
"546";"commun";"-0.374390939806442";"0.135751449827695";"0.821013343629486";"785"
"547";"seulement";"0.789213547960117";"-1.91640919875049";"0.820935816054337";"786"
"548";"journal";"0.0353692253408659";"0.378619920980188";"0.820935816054337";"788"
"549";"france";"0.664563808775735";"0.266967119590481";"0.820935816054337";"789"
"550";"événement";"0.701764601908325";"-0.427999713128687";"0.820935816054337";"790"
"551";"carte";"0.766629588183323";"0.27627804269586";"0.820935816054337";"791"
"552";"édition";"0.693881082963181";"0.0477263813285949";"0.820935816054337";"792"
"553";"campagne";"-0.76585537678451";"-0.0916880608592718";"0.820935816054337";"793"
"554";"fermer";"0.755013399856988";"0.377874489488677";"0.820935816054337";"794"
"555";"téléspectateur";"0.53798722451309";"0.37468037018466";"0.820935816054337";"795"
"556";"genevoise";"-0.733561761130945";"-0.0953036437336725";"0.820935816054337";"796"
"557";"fameux";"-0.666363392179791";"-0.173104175748421";"0.820935816054337";"797"
"558";"plaire";"0.463352116898573";"0.425027421971107";"0.820935816054337";"798"
"559";"emji_visage_faisant_un_clin_d_oeil";"0.824423328662559";"0.644358571678551";"0.820935816054337";"799"
"560";"désormais";"0.663341624313851";"0.297033323077469";"0.820935816054337";"800"
"561";"long";"-0.152097356770897";"0.351642456466355";"0.820672896451658";"801"
"562";"football";"-1.2242854682566";"0.39852935167242";"0.820521212065497";"802"
"563";"joie";"0.508535014871644";"0.248617216180746";"0.820521212065497";"803"
"564";"dédier";"-1.32591709255384";"0.230512316534589";"0.820521212065497";"804"
"565";"circuler";"0.798689575415844";"0.375460758813415";"0.820521212065497";"805"
"566";"chercher";"0.610166639168879";"0.416634251318578";"0.820521212065497";"806"
"567";"adapter";"0.709680115988236";"0.349504848936649";"0.820521212065497";"807"
"568";"étoile";"0.508535014871644";"0.248617216180746";"0.820521212065497";"808"
"569";"swissair";"-1.20064363064707";"0.298806689195099";"0.820521212065497";"809"
"570";"avril";"0.332498856770076";"0.174079738644145";"0.820521212065497";"810"
"571";"principalement";"0.588640174730254";"0.63772239939567";"0.820521212065497";"811"
"572";"palais";"-0.114974001748575";"-0.532803077339625";"0.820521212065497";"812"
"573";"susciter";"0.665066306091636";"0.0668973882332621";"0.820521212065497";"814"
"574";"mini";"0.688153651549611";"0.570592997013741";"0.820521212065497";"815"
"575";"fabriquer";"-1.16661718759972";"0.178625221044864";"0.820521212065497";"816"
"576";"sympa";"-1.31547802063014";"-0.220998662309279";"0.820521212065497";"817"
"577";"solaire";"0.782669309808836";"0.716535472195399";"0.820521212065497";"818"
"578";"reconnaître";"0.720062522935222";"0.429652416228884";"0.820521212065497";"819"
"579";"pigeon";"0.587117734294749";"-0.268330137704868";"0.820521212065497";"820"
"580";"personnel";"0.72767309296525";"0.353780444199777";"0.820521212065497";"821"
"581";"patient";"0.432012333589433";"0.106950336262216";"0.820521212065497";"822"
"582";"débarquer";"-0.0689343013372997";"-0.0566349706166384";"0.820521212065497";"823"
"583";"dessin";"0.665066306091636";"0.0668973882332621";"0.820521212065497";"824"
"584";"cheval";"-1.07487014307462";"0.194734963768763";"0.820521212065497";"825"
"585";"automobiliste";"0.571201689904801";"0.0300285328747416";"0.820521212065497";"826"
"586";"pull";"-1.90338640876278";"-0.0747398702627961";"0.820521212065497";"827"
"587";"personnage";"-1.40243977383605";"0.0888454366160584";"0.820521212065497";"828"
"588";"grève";"-1.29515928890629";"0.15286421401344";"0.820521212065497";"829"
"589";"boule";"0.521021793017041";"0.132906246138982";"0.820521212065497";"830"
"590";"salon";"-0.22021009229316";"0.25386554447688";"0.819880766879485";"831"
"591";"jouet";"0.562692373852061";"0.583268071254949";"0.818623471856418";"832"
"592";"célébrer";"-0.911410924043448";"-0.33681208055967";"0.818623471856418";"833"
"593";"voisin";"0.689600396829236";"0.45663954030028";"0.818623471856418";"834"
"594";"professionnel";"0.614965289214719";"0.506986592086727";"0.818623471856418";"835"
"595";"masculin";"0.101402938360693";"0.230033368940652";"0.818623471856418";"836"
"596";"changer";"-0.118069291347573";"0.606406859915224";"0.81852234893231";"837"
"597";"finir";"0.559531797620926";"-0.757542489395377";"0.81852234893231";"838"
"598";"soirée";"0.709476755613208";"0.317205628306992";"0.817885274510435";"839"
"599";"profession";"-0.798538826097685";"0.554638700193244";"0.817605501087072";"841"
"600";"numéro";"0.369049417672323";"0.386301490422038";"0.817605501087072";"842"
"601";"tradition";"0.579376376658866";"-0.192307220250906";"0.817605501087072";"844"
"602";"chasser";"0.626331466814077";"0.0228550717239806";"0.817605501087072";"845"
"603";"joueur";"-1.40645044195211";"0.047739580006683";"0.817605501087072";"846"
"604";"continuer";"-0.0857707747302371";"0.31406377046445";"0.817605501087072";"847"
"605";"heureusement";"-0.00954705650731048";"0.440076546817824";"0.817605501087072";"848"
"606";"manger";"0.666148645770778";"0.83450641103754";"0.81749763663469";"850"
"607";"carrefour";"0.764060214065247";"0.668110316063734";"0.81749763663469";"851"
"608";"espérer";"0.618278439633234";"0.670179300698465";"0.81749763663469";"852"
"609";"station";"0.50268078180752";"0.753177836141564";"0.81749763663469";"853"
"610";"propre";"-0.0901962380976926";"0.29651100036057";"0.81749763663469";"854"
"611";"prix";"0.0680395752395828";"0.28277366070583";"0.81749763663469";"855"
"612";"exercice";"0.553644228294251";"1.04526357149497";"0.81749763663469";"856"
"613";"attendre";"0.629717900038302";"0.271806352602584";"0.817430221351952";"857"
"614";"électrique";"0.874004523983276";"1.11207866313176";"0.817329098427845";"858"
"615";"adresse";"0.81690393594128";"0.945182172470134";"0.817329098427845";"859"
"616";"arrêter";"0.756948341121407";"0.614230241795132";"0.817329098427845";"860"
"617";"malade";"-0.0931328295892238";"0.747112336083632";"0.817329098427845";"861"
"618";"agréable";"0.703474564713325";"1.15752775090005";"0.817329098427845";"862"
"619";"glace";"0.662432682862182";"0.468287766613473";"0.817329098427845";"863"
"620";"boire";"0.646516638472234";"0.766646437193083";"0.817329098427845";"864"
"621";"menu";"0.00638064723013288";"0.679982933701703";"0.817329098427845";"865"
"622";"laurent";"-0.0874839689567016";"0.643114078343183";"0.817329098427845";"866"
"623";"belge";"0.507327282156865";"0.843568240580557";"0.817329098427845";"867"
"624";"sortir";"0.331947949823144";"-1.02549916052703";"0.817318986135434";"868"
"625";"hiver";"0.605445557058961";"0.352829728693759";"0.817295390786476";"869"
"626";"monde";"-0.343756725792701";"-0.358681666870082";"0.817035841947934";"870"
"627";"stress";"0.725143690952855";"0.712454779777614";"0.816644833308053";"871"
"628";"boisson";"0.116916571096365";"0.484850695501377";"0.816644833308053";"872"
"629";"domicile";"0.743136667929869";"0.716730375040742";"0.816644833308053";"873"
"630";"ennui";"0.674881020423733";"0.533845576814677";"0.816644833308053";"874"
"631";"auprès_de";"0.495300824329612";"0.0306010157387145";"0.816644833308053";"875"
"632";"sida";"-0.0534707263726801";"0.306314960224327";"0.816644833308053";"876"
"633";"milieu";"-0.185137204603993";"0.671589251028786";"0.816631350251505";"877"
"634";"incontournable";"0.224669051315855";"0.321212675595225";"0.815842591443468";"878"
"635";"billet";"0.555315948501147";"0.691592453857706";"0.815798771509689";"879"
"636";"bouteille";"0.418160391790314";"0.644473879931241";"0.815798771509689";"880"
"637";"aide";"0.641474990747421";"0.53716610425014";"0.815798771509689";"881"
"638";"chef";"-0.885180416926598";"0.0491777953465177";"0.815798771509689";"882"
"639";"difficulté";"0.58444567048145";"0.31432902091831";"0.815390909049123";"883"
"640";"pousser";"-0.000139611765503258";"-0.0129977258352475";"0.815390909049123";"884"
"641";"henriette";"0.608087508090986";"0.214606358440989";"0.815390909049123";"885"
"642";"chaud";"0.70195212427782";"0.251475213799509";"0.815390909049123";"886"
"643";"écran";"-0.0627463986391174";"-0.299880781801763";"0.815390909049123";"887"
"644";"réserver";"0.312426748715169";"-0.0322237494965721";"0.815390909049123";"888"
"645";"envie";"0.703178440563991";"0.768086919927897";"0.815283044596742";"890"
"646";"pari";"0.566458922755833";"0.348036617979476";"0.815283044596742";"891"
"647";"pain";"-0.2768478286333";"0.142378997744646";"0.815283044596742";"892"
"648";"phénomène";"0.872393994205695";"-1.3740575743521";"0.815283044596742";"893"
"649";"chant";"-0.957976800785085";"0.44493797969082";"0.814996529645104";"896"
"650";"évolution";"-1.36714713440258";"0.110293404004139";"0.814996529645104";"897"
"651";"amoureux";"-0.769691588675673";"0.41810496511645";"0.814996529645104";"898"
"652";"zurich";"0.404718502499641";"-0.274405406885132";"0.814996529645104";"899"
"653";"piquant";"-1.32432169337109";"0.235465772000356";"0.814996529645104";"901"
"654";"compagnon";"-0.855817381162976";"0.028250951488167";"0.814996529645104";"902"
"655";"angoisse";"0.568303587639677";"1.06220086215958";"0.814996529645104";"903"
"656";"jeunesse";"0.633931883843748";"0.594487424824284";"0.814666194759687";"904"
"657";"vidéo";"0.0598159830543691";"0.317954204839755";"0.814265073827395";"905"
"658";"camarade";"0.0598159830543691";"0.317954204839755";"0.814265073827395";"906"
"659";"raison";"0.68038721925535";"0.653832142119569";"0.814265073827395";"907"
"660";"squatter";"0.0778089600313829";"0.322229800102883";"0.814265073827395";"908"
"661";"neuchâtel";"-0.116220175047199";"0.243416727303154";"0.814265073827395";"909"
"662";"adopter";"0.585871560996124";"0.50788966693791";"0.814265073827395";"910"
"663";"effet";"0.390375320512056";"0.303003776441558";"0.814265073827395";"911"
"664";"plastique";"0.48423993669889";"0.339872631800079";"0.814265073827395";"912"
"665";"accessoire";"0.48423993669889";"0.339872631800079";"0.814265073827395";"913"
"666";"important";"0.415297474947828";"-0.119573582364487";"0.814248220006711";"914"
"667";"évoluer";"0.573517336534345";"0.306303283638501";"0.814248220006711";"915"
"668";"profiter";"0.553847707299929";"0.39627413805514";"0.814116760205371";"916"
"669";"idée";"0.337255698727155";"0.412998941581061";"0.814116760205371";"917"
"670";"romands";"0.296314943047462";"0.399091673875887";"0.814116760205371";"918"
"671";"suffire";"-0.173237989447834";"0.358007152868709";"0.813745976150312";"919"
"672";"télé";"-0.241993662619645";"0.34748845272949";"0.813745976150312";"920"
"673";"gens";"-0.148129046432811";"0.38435730808801";"0.813745976150312";"921"
"674";"chronique";"-0.34362528691688";"0.179471417591658";"0.813745976150312";"922"
"675";"suite";"0.627638995867738";"-0.161527827532084";"0.813550471830371";"923"
"676";"touchant";"-1.31487421903993";"0.034011924835917";"0.813550471830371";"924"
"677";"invention";"-0.762425494547975";"0.327561701958697";"0.81344260737799";"925"
"678";"nouvelle";"0.519701888790014";"-0.86948156052252";"0.813378562859389";"926"
"679";"tenter";"0.817120440237115";"-0.597266293327923";"0.813378562859389";"927"
"680";"panne";"0.824514505971307";"0.869310200441027";"0.813253844586323";"928"
"681";"moteur";"0.528853746595489";"0.622480092503466";"0.813253844586323";"929"
"682";"envahir";"0.636134231525246";"0.686498869900848";"0.813253844586323";"930"
"683";"décider";"0.429340269776134";"0.689609494885395";"0.813253844586323";"931"
"684";"estimer";"0.554613731682904";"0.757903867545905";"0.813253844586323";"932"
"685";"national";"-0.630874732131087";"0.0370463601372812";"0.812633623985132";"933"
"686";"valaisan";"-0.885969298640063";"-0.00925331306657615";"0.812633623985132";"934"
"687";"paysan";"-0.504988866484468";"0.422801673813471";"0.812633623985132";"935"
"688";"mai";"-0.0428371212594688";"0.531292964847733";"0.812633623985132";"936"
"689";"tourner";"0.546846723572504";"0.626755687766594";"0.811908909695697";"937"
"690";"entretenir";"0.452982107385669";"0.589886832408073";"0.811908909695697";"938"
"691";"sagesse";"0.452982107385669";"0.589886832408073";"0.811908909695697";"939"
"692";"poser";"0.715013615032348";"0.739876971637596";"0.811177453877988";"940"
"693";"mariage";"0.65412720850226";"0.690774465163976";"0.811110038595249";"941"
"694";"chat";"0.212636573047203";"0.68277362548215";"0.810462851880963";"942"
"695";"laisser";"0.632494968601516";"-0.0278513784221533";"0.810024652543165";"943"
"696";"beauté";"-0.581028656255516";"0.0973838484978783";"0.809974091081111";"944"
"697";"vallée";"0.220656343744999";"0.241927076897672";"0.809741508355665";"945"
"698";"hésiter";"0.722527469679793";"0.851145323847369";"0.809360612008194";"946"
"699";"préférer";"-0.0746549155153757";"0.252322032245648";"0.808908929613848";"947"
"700";"copain";"0.589766261176094";"0.60494097995865";"0.808908929613848";"948"
"701";"retraite";"-0.389434446659282";"0.271543370171584";"0.808905558849711";"949"
"702";"début";"-0.117531176677315";"0.137119737381123";"0.808012306353431";"950"
"703";"roi";"0.665929728895753";"0.65031342482969";"0.807166244555067";"951"
