"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,371412157915836;8,36411573856678;8,36411573856678
"facteur 2";0,299671826148093;6,74854008968198;15,1126558282488
"facteur 3";0,284049445647875;6,39672770058577;21,5093835288345
"facteur 4";0,258939951582219;5,83126771219842;27,340651241033
"facteur 5";0,253792620367639;5,71535100590353;33,0560022469365
"facteur 6";0,233342785423418;5,25482546126908;38,3108277082056
"facteur 7";0,22954182775269;5,16922877522153;43,4800564834271
"facteur 8";0,217660624367946;4,90166682791992;48,381723311347
"facteur 9";0,215617272741199;4,85565102273842;53,2373743340854
"facteur 10";0,205882944154948;4,6364361984593;57,8738105325447
"facteur 11";0,202324341016529;4,55629728032485;62,4301078128696
"facteur 12";0,192248236875566;4,32938574974439;66,759493562614
"facteur 13";0,189141812941018;4,25942980250937;71,0189233651233
"facteur 14";0,18500253227289;4,16621416095116;75,1851375260745
"facteur 15";0,18371122652184;4,13713425463828;79,3222717807128
"facteur 16";0,168102802773117;3,7856361683519;83,1079079490647
"facteur 17";0,166059220053298;3,73961515900795;86,8475231080726
"facteur 18";0,159682090381345;3,59600367640229;90,4435267844749
"facteur 19";0,152040974036803;3,42392750680074;93,8674542912756
"facteur 20";0,14502264230585;3,2658763023955;97,1333305936711
"facteur 21";0,127295688332781;2,86666940632886;100
