"";"";"";"";"htag_suissitude";""
"61";"htag_nouvelan";"0.554756393483805";"0.533919044500562";"0.860421249715248";"160"
"62";"htag_voyage";"-0.0260793524531295";"0.0542210030198719";"0.859364051606166";"162"
"63";"htag_armeesuisse";"-0.402312077903176";"0.679790413408188";"0.858808016614538";"163"
"64";"htag_fribourg";"0.7581851970668";"0.9453968308151";"0.858808016614538";"164"
"65";"hors";"0.528395336530206";"0.103534072597272";"0.855808354159704";"166"
"66";"htag_lacleman";"0.715096481083221";"0.675722437882258";"0.855786405410034";"167"
"67";"d_abord";"0.607872658632495";"0.400874409535524";"0.852106331715444";"170"
"68";"htag_pluie";"0.596411236059696";"-0.0144877473975776";"0.852106331715444";"171"
"69";"quel";"0.0310090696157809";"0.399903172838162";"0.851839288594465";"174"
"70";"htag_vaud";"0.521382690484661";"-0.0373851241629604";"0.850610158612972";"175"
"71";"htag_enfants";"0.650435390578138";"0.668513366613702";"0.849772448000585";"178"
"72";"tu";"0.429775536902481";"0.195951238247449";"0.849421268005873";"179"
"73";"vous";"0.563244791537577";"0.315909649102953";"0.848042154901638";"180"
"74";"moi";"0.507774204380817";"0.35573601714291";"0.84679473429542";"181"
"75";"votre";"0.694831100411999";"0.688723887290112";"0.846121639305555";"182"
"76";"htag_piscine";"0.868008239136367";"1.27457261994682";"0.845905809933805";"183"
"77";"htag_fromage";"-0.401869374262823";"0.411561000849551";"0.845905809933805";"184"
"78";"vive";"0.65723443406585";"0.708982092042676";"0.845905809933805";"185"
"79";"quoi";"0.378514328301438";"0.705585112665264";"0.84472789370154";"186"
"80";"htag_chanson";"0.407406209656522";"0.259429095351188";"0.844332816207489";"187"
"81";"entre";"0.652489455358752";"0.130175061094794";"0.844285260583205";"189"
"82";"htag_vin";"0.588619672962133";"0.416807351646635";"0.844113328710794";"190"
"83";"htag_adolescence";"0.601081126423038";"0.191581772351414";"0.844109670585849";"191"
"84";"1990";"-0.368586591394224";"0.115940424508523";"0.842635446233046";"192"
"85";"htag_60s";"0.613731014762834";"0.333461507447432";"0.842408642486461";"193"
"86";"durant";"-0.182469270700733";"0.0842999151491741";"0.842401326236571";"194"
"87";"autour";"0.473857436464855";"-0.232487155458029";"0.842072094991528";"195"
"88";"jamais";"0.196887510955164";"0.357763179295481";"0.841666043122642";"198"
"89";"90";"-0.169300476121589";"0.340246816138273";"0.841592880623744";"199"
"90";"1980";"0.470325330321624";"0.486189840921374";"0.841490453125286";"200"
"91";"chez";"0.173332059462299";"0.522327873424904";"0.840916127508933";"201"
"92";"1963";"0.595153872221166";"0.0844570671607968";"0.84081735813542";"202"
"93";"htag_bonheur";"0.477541465266384";"-0.050233462380288";"0.84081735813542";"203"
"94";"htag_fitness";"0.521625042782573";"0.705355999432568";"0.840466178140708";"204"
"95";"htag_kids";"0.490304698767847";"0.474913635655476";"0.839906485024135";"206"
"96";"mon";"0.188310519320622";"-0.761959975977852";"0.838121320051014";"209"
"97";"1961";"0.61699336019197";"0.437039696696586";"0.83786525130487";"210"
"98";"htag_70s";"0.570804320917291";"0.12747735215676";"0.83741896006159";"211"
"99";"y";"0.459032766229969";"0.388967354629541";"0.837199472564894";"212"
"100";"parfois";"-0.0208114873658292";"0.118878914086941";"0.83716654944039";"213"
"101";"déjà";"0.450636780654279";"0.225802373592026";"0.837162891315445";"214"
"102";"htag_valais";"0.483304592359015";"0.17067291891256";"0.836603198198872";"215"
"103";"htag_geneve";"0.356613001901643";"0.434140427908036";"0.836603198198872";"216"
"104";"htag_femme";"0.262597724913772";"0.624295989531705";"0.836511745075249";"217"
"105";"leur";"0.156142973529443";"0.524076218317547";"0.83648979632558";"218"
"106";"htag_vieillesse";"0.711680652696452";"0.667241668933108";"0.835593555714074";"221"
"107";"htag_police";"0.639517987761984";"0.592408235215783";"0.835202136344968";"222"
"108";"force";"0.374853602926681";"0.24098996335761";"0.835202136344968";"223"
"109";"htag_passion";"0.459286542346011";"0.686723676496729";"0.835202136344968";"224"
"110";"htag_television";"-0.559657186411593";"0.342511114146912";"0.835202136344968";"225"
"111";"que";"0.413612476576513";"0.0239890354143248";"0.833632800743597";"228"
"112";"htag_jeu";"0.675531743143563";"0.709609079299645";"0.832857278255274";"231"
"113";"htag_vigneron";"0.777642767466298";"0.497977883294019";"0.832857278255274";"232"
"114";"htag_rentreedesclasses";"0.48720335055053";"0.358154663204264";"0.832857278255274";"233"
"115";"htag_backtoschool";"0.489446490165973";"0.781567869040888";"0.832857278255274";"234"
"116";"htag_collection";"0.483797629533449";"0.885566126781338";"0.832857278255274";"235"
"117";"htag_cuisine";"0.132139345809611";"0.91059955766837";"0.832857278255274";"236"
"118";"mes";"-0.0542788495583449";"0.274026092752308";"0.832857278255274";"237"
"119";"htag_swiss";"0.424200500988642";"0.769438618805235";"0.832857278255274";"238"
"120";"1993";"0.52625630009643";"-0.0709446935228616";"0.832857278255274";"239"
"121";"200";"-0.163394439587122";"0.271356324061265";"0.832857278255274";"240"
"122";"j";"0.618508772971936";"-0.0848422586939404";"0.832820697005825";"242"
"123";"pour";"0.306944753049742";"0.265873950732366";"0.831931772644209";"244"
"124";"là";"-0.0278844855242982";"0.170498136872858";"0.831723259522349";"245"
"125";"1987";"-0.450535908054699";"0.300446108189922";"0.831591567024332";"246"
"126";"htag_valaiswallis";"0.752533130312765";"0.588389242597036";"0.830753856411945";"248"
"127";"comme";"0.221977391788422";"0.382179748456572";"0.830464864541296";"249"
"128";"ces";"0.288602840567447";"0.279989418185916";"0.830439257666682";"250"
"129";"oui";"0.220024479341661";"0.292797714805772";"0.830077103297135";"252"
"130";"pourtant";"0.366475513389466";"0.362282225154972";"0.829755188301982";"253"
"131";"pis";"0.380701837114408";"0.570786829116299";"0.829568623929791";"255"
"132";"htag_hopsuisse";"0.497247770925384";"-0.117739660704023";"0.828818708316082";"264"
"133";"htag_fondue";"0.881405716073447";"0.665244480457789";"0.828818708316082";"265"
"134";"tant";"0.691593972038456";"0.162235931248661";"0.828818708316082";"266"
"135";"htag_vieillir";"0.0924088918009298";"0.178957093612266";"0.828818708316082";"268"
"136";"mieux";"0.621075327301995";"0.0462030550515661";"0.828745545817184";"269"
"137";"htag_happynewyear";"0.627242032768383";"0.770684781634046";"0.828584588319607";"270"
"138";"1970";"-0.33107090321211";"0.297512290567279";"0.828313887073683";"271"
"139";"voici";"0.266107720286432";"0.625634306247567";"0.828299254573903";"272"
"140";"dire";"0.563037266605844";"-0.047194080344756";"0.827874912080293";"274"
"141";"4";"0.300631312205896";"0.402138244138184";"0.827446911461737";"275"
"142";"quelle";"0.588189421779505";"0.868601957783782";"0.827446911461737";"276"
"143";"pendant";"-0.162953028049033";"0.344547606034326";"0.827446911461737";"277"
"144";"dame";"-0.347812257057963";"0.107361181932683";"0.826920141469668";"281"
"145";"ou";"0.514827668090819";"0.532943485138473";"0.826887218345164";"282"
"146";"monsieur";"0.397145371151801";"0.504206495573952";"0.826590910224626";"283"
"147";"lors";"0.45531990395898";"0.248328741557476";"0.826309234603867";"285"
"148";"non";"-0.0162442050967766";"0.414243774734936";"0.826309234603867";"286"
"149";"elles";"0.400248450652214";"-0.520991809584161";"0.826265337104528";"287"
"150";"htag_game";"0.80640505431501";"0.762749274109395";"0.826225097730134";"288"
"151";"celles";"-0.329970185849556";"0.563753583343711";"0.826225097730134";"289"
"152";"être";"0.193583530291639";"0.203171383586326";"0.826129986481566";"290"
"153";"user_utilisateurice";"0.310371411924878";"-0.273387049858132";"0.825786122736743";"291"
"154";"htag_recyclage";"0.626295725846298";"0.620659335251508";"0.8254568914917";"292"
"155";"htag_waterski";"0.67787220290829";"0.212627380860562";"0.8254568914917";"293"
"156";"quelles";"0.81349940012621";"0.456096889241743";"0.8254568914917";"294"
"157";"htag_patois";"-0.0656959182582963";"0.138350248749683";"0.8254568914917";"295"
"158";"htag_geneva";"0.753661226986724";"0.299046565732987";"0.8254568914917";"296"
"159";"htag_jetdeaudegeneve";"0.753661226986724";"0.299046565732987";"0.8254568914917";"297"
"160";"htag_jetdeau";"0.753661226986724";"0.299046565732987";"0.8254568914917";"298"
"161";"htag_montre";"0.549747512135996";"0.0683262005193251";"0.8254568914917";"299"
"162";"htag_heure";"0.839902072680192";"0.195169743151993";"0.8254568914917";"300"
"163";"htag_sms";"0.606848100177995";"0.235222691180947";"0.8254568914917";"301"
"164";"rien";"0.282944519860753";"0.514885264525486";"0.825006942123475";"302"
"165";"htag_poste";"0.527613205645852";"0.654978300409539";"0.823979009013952";"303"
"166";"trois";"0.659917213003011";"0.840152717485089";"0.823979009013952";"304"
"167";"htag_printemps";"0.848440149249976";"0.798979224979926";"0.823979009013952";"305"
"168";"1965";"0.785833362376353";"0.512096169013411";"0.823979009013952";"306"
"169";"eh";"0.495678801832156";"0.385252626380743";"0.823979009013952";"307"
"170";"htag_myvaud";"0.713390989411095";"0.296855208380173";"0.823979009013952";"308"
"171";"htag_lifestyle";"0.618875331151866";"0.150912733198515";"0.823979009013952";"309"
"172";"htag_camping";"0.75943068982237";"0.77302331510316";"0.823979009013952";"310"
"173";"htag_autoroute";"0.660059874803911";"0.616167894439747";"0.823979009013952";"311"
"174";"ceux";"0.44819647281262";"0.372176472367133";"0.823492478396278";"314"
"175";"grâce";"0.0760898854062968";"0.254823198994397";"0.822515759035984";"315"
"176";"de";"0.232019982119496";"0.0478496323234954";"0.822204818415666";"316"
"177";"htag_swissfood";"-0.311440488492145";"0.502086539646193";"0.821740236547661";"319"
"178";"je";"0.598134398271924";"0.169284281034083";"0.82157562092514";"320"
"179";"htag_vigne";"0.61969309423002";"0.645537154760394";"0.821542697800636";"321"
"180";"htag_automne";"0.517509733951911";"0.329911510589126";"0.821542697800636";"322"
"181";"htag_peur";"0.554385562771152";"0.625895677527233";"0.821542697800636";"323"
"182";"htag_kid";"0.647410923630129";"0.816036499583724";"0.8213524753035";"324"
"183";"htag_drague";"0.446265822513538";"0.715148866827822";"0.8213524753035";"325"
"184";"htag_feminisme";"-0.230716970514767";"0.477026082412366";"0.8213524753035";"326"
"185";"dont";"-0.0646594549085355";"0.353602993838619";"0.820789124061982";"328"
"186";"ainsi";"0.575614260896255";"0.830607645130358";"0.820745226562643";"330"
"187";"chacun";"0.294644428554445";"0.621821761527529";"0.820745226562643";"331"
"188";"on";"0.390128376963871";"-0.17361240572585";"0.820573294690232";"332"
"189";"un";"0.190986638761188";"0.0897900827918805";"0.820525739065948";"333"
"190";"elle";"-0.171689833081984";"-0.25667111937879";"0.820496474066388";"334"
"191";"18";"0.527235228143304";"0.30032668976751";"0.820181875321125";"336"
"192";"htag_internet";"0.372129827437989";"0.675607163734594";"0.820181875321125";"337"
"193";"htag_chorale";"0.26280163628654";"0.27578837753511";"0.820181875321125";"338"
"194";"htag_animaldecompagnie";"0.55846239566236";"0.522618485472671";"0.820181875321125";"339"
"195";"htag_hiver";"0.234842998040316";"0.511756941140942";"0.820116029072117";"340"
"196";"même";"-0.309734739662756";"0.307590629163413";"0.819995310948934";"341"
"197";"loin";"0.243745484993917";"0.181044363911149";"0.819870934700807";"342"
"198";"pas";"0.460972242851744";"0.0363133394602224";"0.819797772201909";"343"
"199";"htag_look";"0.135755044043684";"0.597817496167178";"0.819450250332141";"344"
"200";"faire";"0.30608879080138";"0.181552737740269";"0.819307583459289";"345"
"201";"1999";"-0.118422694208752";"-0.0712213809592258";"0.819146625961713";"347"
"202";"htag_miam";"0.701374086898784";"0.51012972201808";"0.819088095962594";"349"
"203";"1996";"0.600338169643921";"-0.328793412700528";"0.819088095962594";"350"
"204";"htag_mobylette";"0.678286741440803";"0.0064341132376019";"0.819088095962594";"351"
"205";"qui";"0.265729444057268";"-0.0946483010429709";"0.819077121587759";"352"
"206";"htag_cheese";"-0.599606297609089";"-0.153637243340847";"0.818521086596131";"362"
"207";"2006";"-0.114974001748573";"-0.532803077339626";"0.818071137227906";"364"
"208";"htag_leysin";"0.58711773429475";"-0.268330137704868";"0.818071137227906";"365"
"209";"avant";"0.323410775560709";"0.311894573798962";"0.817979684104283";"366"
"210";"sous";"0.143859687879973";"-0.154991801504824";"0.817954077229669";"367"
"211";"dès";"0.472974237012555";"0.540687288199257";"0.817943102854834";"368"
"212";"par";"0.245967714024265";"0.314736347467066";"0.817763854732533";"369"
"213";"cela";"0.450912965337217";"0.576764895060698";"0.817335854113977";"372"
"214";"aux";"0.317877599121894";"-0.148150255408161";"0.816907853495422";"373"
"215";"comment";"0.504146622182234";"0.432151535855049";"0.816878588495862";"374"
"216";"devant";"0.535905680791725";"0.349827625465402";"0.816790793497184";"375"
"217";"toutes";"0.31438050914675";"0.35999327787626";"0.816790793497184";"376"
"218";"devoir";"0.0591843948646004";"0.102761473201487";"0.816421322877747";"377"
"219";"quelque";"0.0205551803293817";"0.314021356086691";"0.816362792878628";"378"
"220";"vos";"0.720847349184203";"0.593561655512102";"0.816095749757649";"379"
"221";"ah";"0.616945987663222";"0.77673582383166";"0.816011612883916";"380"
"222";"htag_myswitzerland";"0.639105180005948";"0.0668644719194123";"0.816011612883916";"381"
"223";"juste";"0.670124702561961";"0.254241076363577";"0.816011612883916";"383"
"224";"htag_happybirthday";"0.155344265546435";"0.521254168894189";"0.816011612883916";"384"
"225";"htag_france";"0.505281213569338";"0.169018220205813";"0.816011612883916";"385"
"226";"mal";"0.481349560030133";"0.274723655794455";"0.816011612883916";"386"
"227";"htag_neuchatel";"0.103504026979551";"-0.971522947686854";"0.815953082884797";"387"
"228";"htag_80s";"0.507615980201046";"0.345170966082461";"0.815938450385018";"388"
"229";"sans";"0.229676628632987";"0.078693967337179";"0.815426312892729";"389"
"230";"attention";"-0.1235303479302";"0.238043153260885";"0.815210483520979";"390"
"231";"1967";"0.325238452607581";"0.303323385827308";"0.815210483520979";"391"
"232";"ici";"0.494194868277238";"0.386318168273469";"0.815210483520979";"392"
"233";"savoir";"0.345349052959827";"0.545173915295208";"0.815038551648567";"393"
"234";"très";"0.141822904675006";"-0.0519047671865916";"0.815038551648567";"394"
"235";"htag_paysan";"0.596473004648936";"0.677052712908287";"0.81490685915055";"395"
"236";"htag_fribourgregion";"0.703790759466809";"0.969607327140406";"0.81490685915055";"396"
"237";"htag_solitude";"0.507448125522282";"0.699874024882099";"0.81490685915055";"397"
"238";"1992";"0.654100286866919";"1.09487784863716";"0.814789799152313";"399"
"239";"htag_avion";"0.441340703255488";"0.578606158530973";"0.814789799152313";"400"
"240";"1998";"0.19030360437858";"0.325495460652054";"0.814789799152313";"401"
"241";"1986";"-0.343345429097054";"0.372800553045396";"0.814789799152313";"402"
"242";"quels";"0.659208529284554";"0.576411483122188";"0.814789799152313";"403"
"243";"3";"0.224601420418504";"0.127942694846803";"0.814716636653414";"404"
"244";"htag_raclette";"0.751442142289786";"0.494243676490238";"0.814606892905067";"405"
"245";"sa";"-0.159525417029091";"0.12857598333605";"0.814405696033096";"406"
"246";"des";"0.176994529709617";"0.0337405067651734";"0.814263029160244";"407"
"247";"htag_rtsxarchives";"0.130333443787404";"0.496345531603492";"0.814167917911676";"408"
"248";"htag_vintage";"0.657477626532135";"-0.151538901242971";"0.814145969162007";"409"
"249";"aussi";"0.176185320941256";"-0.429194490237395";"0.813919165415422";"410"
"250";"htag_cimetiere";"0.54910753285128";"0.637917302241012";"0.813864293541248";"411"
"251";"htag_retrogaming";"0.680529881056246";"0.429847319074226";"0.813864293541248";"412"
"252";"htag_newyear";"0.64862100967064";"0.570787899859083";"0.813864293541248";"413"
"253";"htag_vih";"-0.0534707263726837";"0.306314960224325";"0.813864293541248";"414"
"254";"htag_sida";"-0.0534707263726837";"0.306314960224325";"0.813864293541248";"415"
"255";"htag_hiv";"-0.0534707263726837";"0.306314960224325";"0.813864293541248";"416"
"256";"mais";"0.183027083216973";"-0.247805144561767";"0.813688703543892";"417"
"257";"madame";"0.248777227124133";"0.532769078768208";"0.813652122294443";"418"
"258";"pouvoir";"0.610017584523537";"0.481961299600117";"0.813289967924895";"419"
"259";"1978";"0.576846417478356";"0.412241040126644";"0.812946104180073";"420"
"260";"une";"0.128171258941626";"0.350976617386414";"0.812836360431725";"421"
"261";"1972";"-0.134058038196398";"0.304222472205193";"0.812755881682937";"422"
"262";"1975";"-0.188519886211565";"-0.195809056375427";"0.812503471061738";"423"
"263";"ils";"0.553283587834323";"0.16276873969303";"0.812368120438775";"425"
"264";"htag_culte";"-0.0199139999200863";"0.223593020647294";"0.812236427940758";"426"
"265";"m";"0.446596061309677";"0.742120508114825";"0.812075470443182";"427"
"266";"htag_stress";"0.448291668268756";"0.750491718970639";"0.812075470443182";"428"
"267";"1966";"0.0669160144792683";"0.380420796247141";"0.811380426703647";"429"
"268";"où";"0.496812184551151";"-0.12584231792289";"0.811288973580024";"431"
"269";"certains";"0.23934911887687";"0.513462526723361";"0.811288973580024";"432"
"270";"peut_être";"0.578755594958114";"0.485815106981737";"0.811281657330134";"433"
"271";"htag_plage";"0.0778089600313815";"0.322229800102882";"0.811281657330134";"434"
"272";"htag_halloween";"0.68603607988787";"0.549833884379119";"0.811281657330134";"435"
"273";"2002";"-0.217851799344439";"0.0753996921653214";"0.811281657330134";"436"
"274";"1997";"0.591520421628641";"0.403891409197461";"0.811281657330134";"437"
"275";"htag_train";"0.344899012807708";"-0.147225223883377";"0.81126336670541";"438"
"276";"ses";"-0.0259801603304247";"-0.383155771182771";"0.811252392330575";"439"
"277";"beaucoup";"-0.161534152645309";"0.514442287570727";"0.811120699832558";"440"
"278";"ça";"0.344791886017994";"0.24264048722266";"0.810952426085091";"441"
"279";"htag_jeunesse";"0.318940451242888";"0.255537804456597";"0.810725622338506";"442"
"280";"htag_running";"-0.249760670730045";"0.216340272950178";"0.810718306088617";"443"
"281";"ne";"0.331839558704773";"0.165627056214983";"0.81057198109082";"444"
"282";"cette";"0.160976866512348";"0.370029694613615";"0.810509792966756";"445"
"283";"presque";"-0.599958124666998";"0.416648802157997";"0.810506134841811";"446"
"284";"htag_jeune";"0.107919951684397";"0.262752891545421";"0.810506134841811";"447"
"285";"au_dessus";"0.750371023964099";"0.682826815481759";"0.810506134841811";"448"
"286";"htag_eighties";"0.500072211896667";"0.192610819456037";"0.810436630467858";"449"
"287";"deux";"0.257582007915813";"0.659154552190731";"0.810436630467858";"450"
"288";"parce_que";"0.11029116559279";"0.401669688984425";"0.810389074843574";"451"
"289";"autant";"0.644121985876785";"0.296193865022695";"0.810389074843574";"452"
"290";"1976";"0.303568141646465";"0.289138487980813";"0.810389074843574";"454"
"291";"puis";"0.668982213002872";"0.588948422956559";"0.81031957046962";"456"
"292";"htag_summertime";"0.625550846583308";"0.870436998035782";"0.81031957046962";"457"
"293";"donc";"0.708604615703258";"1.00194786568606";"0.81031957046962";"458"
"294";"7";"0.634910353511072";"0.328105031931771";"0.81031957046962";"459"
"295";"htag_tricot";"0.429340269776132";"0.689609494885394";"0.810184219846658";"460"
"296";"htag_knitting";"0.429340269776132";"0.689609494885394";"0.810184219846658";"461"
"297";"88";"0.648478347869739";"0.794772722904425";"0.810184219846658";"462"
"298";"quand";"0.301451570570335";"-0.492721864437181";"0.810162271096989";"463"
"299";"htag_90s";"0.51437196102724";"0.411509090937069";"0.809833039851946";"464"
"300";"1968";"-0.395772953140481";"0.273442342232202";"0.80963550110492";"465"
"301";"lui";"0.0637232793334112";"-0.475178329675094";"0.80942698798306";"466"
"302";"depuis";"0.0647658276316324";"-0.0968560429625166";"0.80897338048989";"467"
"303";"htag_archives";"0.554010822274349";"-0.0829334484149658";"0.808863636741542";"468"
"304";"qu";"0.192462911688376";"0.231253936216388";"0.808852662366707";"469"
"305";"me";"0.275660792161111";"0.609357811755806";"0.808677072369351";"470"
"306";"1977";"0.25293577888548";"0.492828239417152";"0.808329550499584";"472"
"307";"60";"-0.0809033726440791";"0.141843800489609";"0.807993003004651";"473"
"308";"htag_seventies";"0.574921678868956";"0.718011468411602";"0.807993003004651";"474"
"309";"moins";"-0.341254547667624";"0.264520315015056";"0.807927156755642";"475"
"310";"htag_fashion";"0.175417809673856";"0.687522678852005";"0.807868626756524";"476"
"311";"htag_stoptabac";"0.744653196094074";"0.577267557027123";"0.807378438013904";"477"
"312";"1962";"0.392361092358408";"0.656084022883932";"0.807265036140612";"480"
"313";"htag_2000s";"0.272616875610292";"0.214547883489568";"0.807147976142374";"481"
"314";"tout";"0.129093441864783";"0.236522626334895";"0.806979702394908";"482"
"315";"htag_switzerland";"0.352141977523706";"-0.418937007330065";"0.806935804895569";"483"
"316";"1974";"0.338727225369729";"-0.233059146833504";"0.806935804895569";"484"
"317";"personne";"-0.00724884957361324";"0.500696665739447";"0.806756556773268";"486"
"318";"au";"0.14909229371465";"0.123078670892684";"0.806727291773708";"487"
"319";"enfin";"0.197789377665766";"0.548842708831937";"0.806679736149424";"488"
"320";"htag_innovation";"0.306090417198004";"0.538148294752539";"0.806679736149424";"489"
"321";"htag_musique";"-0.55422443742183";"-0.0363347186436019";"0.806624864275251";"490"
"322";"bien";"0.551729468035664";"0.212979726841525";"0.806522436776793";"491"
"323";"htag_humour";"-0.117107294782727";"0.332707009713855";"0.806270026155593";"492"
"324";"htag_retro";"0.607980723541995";"0.0677673011053208";"0.80620783803153";"493"
"325";"htag_microtrottoir";"0.480184535839";"0.345703490213229";"0.806109068658017";"494"
"326";"surtout";"0.493413647336227";"0.517996186976803";"0.805999324909669";"496"
"327";"trop";"0.566864190667492";"0.481472180425978";"0.805926162410771";"497"
"328";"pourquoi";"0.292346587441768";"0.635593447985323";"0.805842025537038";"498"
"329";"2000";"0.00666248226643757";"0.189333124037717";"0.805538401166609";"499"
"330";"certain";"-0.0234631798857712";"0.389485630915196";"0.805051870548935";"500"
"331";"toute";"0.343301851146102";"-0.101692133928376";"0.804700690554223";"501"
"332";"htag_chat";"0.501775809004872";"0.445196787875274";"0.804675083679608";"502"
"333";"htag_tv";"0.35758377083778";"0.528730531041467";"0.804656793054884";"503"
"334";"vouloir";"0.627170630120799";"0.0241238097889374";"0.804276348060612";"504"
"335";"htag_animaux";"-0.634200665909103";"0.294772747564202";"0.804108074313146";"505"
"336";"htag_suisseromande";"-0.558044068845253";"-0.204374912278781";"0.804064176813806";"506"
"337";"htag_cigarette";"0.772331398930561";"0.663154342640984";"0.803559355571407";"507"
"338";"htag_femmes";"0.169599944656722";"0.456746955700088";"0.803559355571407";"508"
"339";"1983";"0.282871484686898";"0.379486229308006";"0.803453269948005";"509"
"340";"htag_invention";"0.479199574821716";"0.50691834406822";"0.803339868074712";"510"
"341";"alors";"0.259436396149245";"0.449194052420463";"0.802392413713978";"511"
"342";"encore";"0.109031630582316";"0.32493330925577";"0.801210839356769";"512"
