"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"allergique";-0,281;31,776;-0,695;-0,245;-0,08;-1,029;0,579;-0,151;-1,13;-1,187
"alarmant";-0,281;-0,48;-0,695;-0,245;-0,08;0,03;5,112;-0,151;0,008;0,002
"alala";-0,281;-0,48;-0,695;2,633;-0,08;0,03;0,579;-0,151;-1,13;1,397
"aigle";-0,281;-0,48;-0,695;-0,245;-0,08;-1,029;45,719;-0,151;-1,13;-1,187
"ahahaha";-0,281;0,792;-0,695;2,633;-0,08;-1,029;-0,547;-0,151;1,548;0,002
"agricole";-0,281;-0,48;0,284;-0,245;-0,08;0,03;14,146;-0,151;-1,13;-1,187
"agacer";-0,281;0,792;-0,695;-0,245;-0,08;0,03;-0,547;-0,151;-1,13;5,373
"affectif";-0,281;-0,48;-0,695;-0,245;-0,08;-1,029;-0,547;24,17;1,548;0,002
"advenir";-0,281;-0,48;35,998;-0,245;-0,08;-1,029;-0,547;-0,151;-1,13;-1,187
"additif";-0,281;0,792;-0,695;-0,245;-0,08;-1,029;27,682;-0,151;-1,13;-1,187
"acier";-0,281;-0,48;-0,695;-0,245;-0,08;-1,029;45,719;-0,151;-1,13;-1,187
"acheteur";-0,281;-0,48;-0,695;-0,245;-0,08;6,51;0,579;-0,151;-1,13;0,002
"acharnement";-0,281;-0,48;10,67;-0,245;-0,08;-1,029;-0,547;-0,151;-1,13;1,397
"acceptation";-0,281;-0,48;0,284;-0,245;-0,08;-1,029;-0,547;-0,151;5,75;0,002
"abondance";-0,281;-0,48;-0,695;-0,245;-0,08;-1,029;5,112;-0,151;1,548;0,002
"abaisser";-0,281;-0,48;-0,695;-0,245;-0,08;-1,029;5,112;-0,151;0,008;1,397
"aaaah";-0,225;41,695;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"5eme";-0,281;-0,48;10,67;-0,245;-0,08;-1,029;0,579;-0,151;0,008;-1,187
"50millions";-0,281;-0,48;-0,695;-0,245;-0,08;24,293;-0,547;-0,151;-1,13;-1,187
"4j";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;16,851
"1h";-0,281;-0,48;-0,695;-0,245;-0,08;0,03;0,579;-0,151;1,548;0,002
"1ere";-0,281;-0,48;-0,695;-0,245;-0,08;-1,029;0,579;5,125;1,548;0,002
"18ans";-0,281;-0,48;0,284;-0,245;-0,08;0,03;14,146;-0,151;-1,13;-1,187
"17h";-0,281;-0,48;-0,695;2,633;-0,08;-1,029;14,146;-0,151;0,008;-1,187
"10k";-0,281;-0,48;-0,695;-0,245;-0,08;13,989;0,579;-0,151;-1,13;-1,187
"ôter";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;7,253;-0,121;0,115;-0,95
"éveil";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;2,653;2,45
"évaluer";-0,225;-0,384;-0,556;3,705;-0,064;0,178;1,032;-0,121;-0,904;0,087
"étonnamment";-0,225;-0,384;-0,556;3,705;-0,064;0,178;1,032;-0,121;0,115;-0,95
"éthiopien";-0,225;-0,384;28,797;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"étalage";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;-0,438;-0,121;-0,904;2,45
"érotique";-0,169;-0,288;-0,417;-0,147;-0,048;-0,618;-0,328;-0,091;-0,678;12,638
"équitablement";-0,169;-0,288;-0,417;-0,147;-0,048;0,561;-0,328;-0,091;0,444;0,387
"épuisement";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;8,038
"époux";3,074;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;31,174;0,115;-0,95
"épingle";-0,225;-0,384;-0,556;3,705;-0,064;0,178;1,032;-0,121;-0,904;0,087
"éolien";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;1,032;-0,121;-0,904;-0,95
"énoncé";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;8,038
"énième";-0,225;-0,384;-0,556;-0,196;14,125;9,483;-0,438;-0,121;-0,904;-0,95
"émissaire";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;2,45
"émetteur";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;19,1;-0,121;-0,904;0,087
"émancipation";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;8,038
"élégance";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;-0,438;-0,121;0,115;-0,95
"élan";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;-0,438;-0,121;-0,904;2,45
"élaborer";-0,225;1,322;-0,556;-0,196;-0,064;0,178;1,032;-0,121;-0,904;0,087
"égout";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;0,115;2,45
"égorger";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;8,518;0,087
"égide";-0,225;-0,384;28,797;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"égarer";-0,169;-0,288;-0,417;-0,147;-0,048;-0,618;1,86;-0,091;-0,678;4,363
"éducateur";-0,225;-0,384;-0,556;3,705;-0,064;3,064;1,032;-0,121;-0,904;-0,95
"écolier";-0,225;-0,384;-0,556;-0,196;14,125;0,178;-0,438;-0,121;-0,904;2,45
"échéant";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;6,854;-0,904;8,038
"échappatoire";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;1,032;6,854;-0,904;2,45
"écarter";-0,225;-0,384;-0,556;3,705;-0,064;0,178;-0,438;-0,121;0,115;0,087
"âne";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;7,253;-0,121;0,115;0,087
"zurichois";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;19,1;-0,121;-0,904;-0,95
"zizanie";-0,225;-0,384;28,797;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"yitzhak";-0,225;-0,384;28,797;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"yaourt";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;0,115;2,45
"yaka";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;1,032;-0,121;-0,904;-0,95
"wish";-0,225;21,977;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;-0,904;-0,95
"white";-0,225;1,322;0,612;-0,196;-0,064;-0,823;-0,438;6,854;-0,904;0,087
"west";-0,169;-0,288;21,598;-0,147;-0,048;-0,618;-0,328;-0,091;-0,678;-0,712
"welcome";15,848;-0,384;-0,556;-0,196;-0,064;0,178;-0,438;-0,121;0,115;-0,95
"webcams";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;19,1;-0,121;-0,904;-0,95
"wealth";-0,169;-0,288;-0,417;-0,147;-0,048;14,575;-0,328;-0,091;-0,678;-0,712
"we";3,074;-0,384;-0,556;-0,196;-0,064;0,178;-0,438;-0,121;2,653;-0,95
"waouh";-0,225;8,52;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;2,653;-0,95
"w";3,074;-0,384;0,612;-0,196;-0,064;-0,823;-0,438;-0,121;2,653;-0,95
"végétaliens";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;8,038
"vpn";-0,225;-0,384;-0,556;-0,196;60,373;3,064;-0,438;-0,121;-0,904;-0,95
"vouer";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;7,253;-0,121;-0,904;-0,95
"volontariat";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;132,578;-0,904;-0,95
"vodka";-0,225;21,977;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;-0,904;-0,95
"visionnaire";-0,169;-0,288;-0,417;-0,147;-0,048;-0,618;1,86;-0,091;4,645;-0,712
"vigne";-0,225;21,977;-0,556;-0,196;-0,064;0,178;-0,438;-0,121;-0,904;-0,95
"vigilant";-0,225;-0,384;0,612;-0,196;-0,064;0,178;-0,438;-0,121;2,653;-0,95
"vigilance";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;0,115;2,45
"vicieux";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;8,518;0,087
"vexer";-0,225;1,322;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;2,45
"velo";-0,225;-0,384;-0,556;3,705;-0,064;-0,823;1,032;-0,121;0,115;0,087
"vaseline";-0,225;-0,384;-0,556;-0,196;-0,064;19,434;-0,438;-0,121;-0,904;-0,95
"vanter";-0,225;-0,384;0,612;3,705;-0,064;-0,823;-0,438;-0,121;0,115;0,087
"valve";-0,225;-0,384;-0,556;-0,196;-0,064;19,434;-0,438;-0,121;-0,904;-0,95
"vai";3,074;21,977;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"vaccination";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;8,038
"usual";-0,225;-0,384;-0,556;3,705;-0,064;0,178;-0,438;-0,121;0,115;0,087
"uri";-0,225;-0,384;-0,556;-0,196;-0,064;19,434;-0,438;-0,121;-0,904;-0,95
"unireso";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;7,253;-0,121;0,115;-0,95
"unifier";-0,225;-0,384;5,338;-0,196;-0,064;0,178;-0,438;-0,121;-0,904;0,087
"uniens";-0,225;-0,384;0,612;-0,196;-0,064;0,178;1,032;-0,121;-0,904;0,087
"ultrariches";-0,225;-0,384;-0,556;-0,196;-0,064;19,434;-0,438;-0,121;-0,904;-0,95
"uape";-0,169;-0,288;-0,417;-0,147;-0,048;0,561;-0,328;-0,091;4,645;-0,712
"tôle";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;8,518;-0,95
"télécharger";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;16,851
"typiquement";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;8,038
"tumeur";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;-0,438;-0,121;0,115;-0,95
"tsr";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;2,45
"trouer";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;-0,438;-0,121;0,115;-0,95
"tripler";-0,225;1,322;-0,556;-0,196;-0,064;3,064;1,032;-0,121;-0,904;-0,95
"trimer";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;-0,438;6,854;-0,904;-0,95
"tribu";-0,169;-0,288;-0,417;-0,147;-0,048;-0,618;-0,328;-0,091;0,444;4,363
"triboélectricité";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;19,1;-0,121;-0,904;0,087
"trembler";-0,225;-0,384;-0,556;-0,196;-0,064;19,434;-0,438;-0,121;-0,904;-0,95
"travails";-0,169;-0,288;-0,417;-0,147;-0,048;5,213;-0,328;-0,091;-0,678;0,387
"traumatisant";-0,169;-0,288;1,252;5,525;-0,048;-0,618;-0,328;-0,091;0,444;-0,712
"traquer";-0,225;1,322;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;2,653;0,087
"transmission";-0,225;-0,384;-0,556;-0,196;-0,064;19,434;-0,438;-0,121;-0,904;-0,95
"tp";-0,225;1,322;-0,556;-0,196;-0,064;3,064;1,032;-0,121;-0,904;-0,95
"toxicomanie";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;1,032;-0,121;0,115;0,087
"tombe";-0,225;-0,384;14,733;-0,196;-0,064;0,178;-0,438;-0,121;-0,904;-0,95
"tokyo";-0,225;-0,384;0,612;-0,196;-0,064;0,178;7,253;-0,121;-0,904;-0,95
"tiers_monde";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;1,032;-0,121;0,115;0,087
"tibet";3,074;-0,384;0,612;-0,196;-0,064;-0,823;1,032;-0,121;-0,904;0,087
"thonon";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;7,253;-0,121;-0,904;-0,95
"thermodynamique";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;36,574;-0,121;-0,904;-0,95
"thaïlandais";-0,225;-0,384;0,612;-0,196;60,373;-0,823;-0,438;-0,121;0,115;-0,95
"thaï";-0,225;-0,384;-0,556;-0,196;138,807;-0,823;-0,438;-0,121;0,115;-0,95
"tete";-0,225;-0,384;14,733;-0,196;-0,064;0,178;-0,438;-0,121;-0,904;-0,95
"terroir";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;1,032;-0,121;-0,904;-0,95
"territorial";-0,169;-0,288;1,252;-0,147;-0,048;-0,618;1,86;-0,091;-0,678;0,387
"tente";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;1,032;-0,121;0,115;0,087
"temple";-0,225;1,322;0,612;-0,196;-0,064;-0,823;1,032;-0,121;-0,904;0,087
"teinture";-0,169;-0,288;-0,417;-0,147;-0,048;0,561;1,86;-0,091;0,444;-0,712
"technologique";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;-0,438;6,854;0,115;0,087
"tea";-0,225;41,695;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"tdf";-0,225;-0,384;-0,556;-0,196;14,125;0,178;-0,438;-0,121;0,115;0,087
"taïwan";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;-0,904;8,038
"taupe";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;17,71;-0,95
"tasser";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;-0,438;-0,121;-0,904;0,087
"taré";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;8,518;0,087
"tanzanie";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;1,032;-0,121;-0,904;0,087
"tana";-0,225;1,322;-0,556;-0,196;14,125;-0,823;-0,438;-0,121;0,115;0,087
"take";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;-0,438;-0,121;2,653;-0,95
"tain";-0,169;-0,288;-0,417;-0,147;-0,048;-0,618;10,894;-0,091;0,444;-0,712
"t3rroristes";-0,225;-0,384;28,797;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"sévèrement";-0,225;-0,384;0,612;3,705;-0,064;0,178;-0,438;-0,121;-0,904;0,087
"sénégalais";3,074;-0,384;-0,556;-0,196;-0,064;0,178;-0,438;-0,121;2,653;-0,95
"systémiques";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;1,032;-0,121;2,653;-0,95
"symboliser";-0,225;-0,384;5,338;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;0,087
"suédois";-0,225;-0,384;5,338;-0,196;-0,064;0,178;-0,438;-0,121;0,115;-0,95
"susceptible";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;2,45
"surtaxe";-0,225;-0,384;-0,556;-0,196;-0,064;19,434;-0,438;-0,121;-0,904;-0,95
"surreprésentés";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;16,851
"surreprésentation";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;-0,438;6,854;-0,904;2,45
"surf";-0,225;41,695;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"surestimer";-0,225;-0,384;-0,556;3,705;-0,064;-0,823;1,032;-0,121;-0,904;2,45
"supplier";3,074;1,322;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;0,087
"sucré";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;19,1;-0,121;0,115;-0,95
"sucette";-0,225;-0,384;-0,556;3,705;-0,064;-0,823;-0,438;-0,121;8,518;-0,95
"stylistique";-0,225;-0,384;-0,556;-0,196;60,373;-0,823;-0,438;-0,121;0,115;0,087
"stupéfiant";-0,225;-0,384;-0,556;18,428;-0,064;-0,823;-0,438;-0,121;0,115;0,087
"stream";-0,169;-0,288;-0,417;-0,147;-0,048;-0,618;10,894;-0,091;-0,678;0,387
"stpl";-0,225;21,977;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;-0,904;-0,95
"ste";-0,225;-0,384;28,797;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"starbucks";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;7,253;-0,121;-0,904;0,087
"stand";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;2,653;0,087
"stagnation";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;19,1;-0,121;-0,904;-0,95
"sst";-0,169;-0,288;1,252;-0,147;-0,048;-0,618;-0,328;-0,091;0,444;0,387
"sse";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;1,032;31,174;-0,904;-0,95
"ss";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;8,038
"spécialisé";-0,225;-0,384;-0,556;3,705;-0,064;3,064;-0,438;-0,121;0,115;-0,95
"spot";-0,225;1,322;-0,556;-0,196;-0,064;0,178;-0,438;-0,121;-0,904;2,45
"sponsor";-0,225;-0,384;-0,556;18,428;-0,064;-0,823;-0,438;-0,121;-0,904;2,45
"spirale";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;19,1;-0,121;-0,904;-0,95
"sphère";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;-0,438;-0,121;0,115;2,45
"soviétique";-0,225;-0,384;14,733;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;0,087
"souterrain";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;36,574;-0,121;-0,904;-0,95
"soute";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;-0,438;-0,121;8,518;-0,95
"soupçon";-0,225;-0,384;0,612;-0,196;14,125;-0,823;1,032;-0,121;-0,904;0,087
"souffrant";-0,225;-0,384;-0,556;3,705;-0,064;-0,823;-0,438;-0,121;0,115;2,45
"solliciter";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;-0,438;6,854;0,115;0,087
"snapchat";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;-0,438;-0,121;-0,904;0,087
"snap";-0,225;41,695;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"slutshaming";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;17,71;-0,95
"skieur";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;36,574;-0,121;-0,904;-0,95
"sinistre";-0,169;-0,288;-0,417;-0,147;-0,048;14,575;-0,328;-0,091;-0,678;-0,712
"simplet";-0,225;1,322;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;8,038
"sig";-0,225;8,52;-0,556;3,705;-0,064;-0,823;-0,438;-0,121;-0,904;0,087
"siemens";-0,169;-0,288;1,252;-0,147;-0,048;-0,618;-0,328;-0,091;0,444;0,387
"shutdown";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;16,851
"sharon";-0,225;-0,384;28,797;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"shame";3,074;-0,384;-0,556;3,705;-0,064;-0,823;-0,438;-0,121;2,653;-0,95
"sex";-0,169;-0,288;-0,417;-0,147;-0,048;-0,618;1,86;-0,091;4,645;-0,712
"session";-0,225;1,322;-0,556;-0,196;14,125;-0,823;-0,438;-0,121;0,115;0,087
"serviette";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;1,032;-0,121;2,653;-0,95
"serment";-0,225;-0,384;-0,556;18,428;-0,064;-0,823;-0,438;-0,121;0,115;0,087
"sensation";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;2,653;0,087
"secrétaire";-0,225;-0,384;5,338;-0,196;-0,064;0,178;-0,438;-0,121;-0,904;0,087
"seco";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;1,032;-0,121;-0,904;0,087
"scrupule";-0,225;-0,384;0,612;-0,196;-0,064;9,483;-0,438;-0,121;-0,904;-0,95
"scoop";-0,225;41,695;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"schwyz";-0,225;-0,384;-0,556;-0,196;-0,064;19,434;-0,438;-0,121;-0,904;-0,95
"saouler";-0,225;-0,384;5,338;-0,196;-0,064;-0,823;-0,438;-0,121;2,653;-0,95
"sandra";-0,225;41,695;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"salade";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;19,1;-0,121;-0,904;-0,95
"saigner";-0,225;-0,384;-0,556;-0,196;-0,064;19,434;-0,438;-0,121;-0,904;-0,95
"sagesse";-0,225;-0,384;0,612;-0,196;-0,064;0,178;-0,438;-0,121;0,115;0,087
"sabra";-0,169;-0,288;21,598;-0,147;-0,048;-0,618;-0,328;-0,091;-0,678;-0,712
"saboter";-0,225;-0,384;-0,556;18,428;-0,064;-0,823;1,032;-0,121;-0,904;0,087
"rééquilibrer";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;-0,438;31,174;-0,904;-0,95
"révélateur";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;6,854;0,115;2,45
"réservoir";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;19,1;-0,121;-0,904;-0,95
"répéte";-0,169;-0,288;-0,417;-0,147;-0,048;-0,618;-0,328;-0,091;13,282;-0,712
"répressif";-0,225;-0,384;-0,556;3,705;-0,064;0,178;-0,438;-0,121;-0,904;2,45
"répit";3,074;-0,384;-0,556;-0,196;60,373;-0,823;1,032;-0,121;-0,904;-0,95
"réinsertion";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;-0,438;-0,121;0,115;-0,95
"régional";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;19,1;-0,121;-0,904;-0,95
"rédactionnel";-0,225;-0,384;-0,556;-0,196;60,373;-0,823;-0,438;-0,121;0,115;0,087
"récurrent";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;1,032;-0,121;0,115;0,087
"réclamation";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;8,518;0,087
"réciproque";-0,225;1,322;0,612;-0,196;-0,064;0,178;-0,438;-0,121;0,115;-0,95
"réception";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;-0,438;-0,121;-0,904;2,45
"réalisme";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;1,032;-0,121;-0,904;2,45
"râleur";-0,225;1,322;-0,556;-0,196;-0,064;0,178;1,032;-0,121;-0,904;0,087
"rude";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;1,032;-0,121;0,115;-0,95
"rtsinfo";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;8,038
"routine";-0,225;-0,384;0,612;-0,196;-0,064;0,178;-0,438;-0,121;0,115;0,087
"ronger";-0,225;-0,384;0,612;-0,196;-0,064;0,178;-0,438;-0,121;2,653;-0,95
"ronde";-0,169;2,269;-0,417;-0,147;-0,048;-0,618;-0,328;9,755;-0,678;0,387
"roche";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;19,1;-0,121;-0,904;-0,95
"robe";-0,169;-0,288;-0,417;-0,147;-0,048;-0,618;1,86;-0,091;0,444;0,387
"riviera";-0,225;-0,384;5,338;-0,196;-0,064;0,178;1,032;-0,121;-0,904;-0,95
"ristes";-0,225;-0,384;28,797;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"rhône";-0,225;1,322;-0,556;-0,196;-0,064;0,178;-0,438;-0,121;0,115;0,087
"revêtir";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;-0,904;8,038
"revivre";-0,225;-0,384;0,612;-0,196;-0,064;0,178;1,032;-0,121;0,115;-0,95
"retrancher";-0,225;-0,384;-0,556;18,428;-0,064;-0,823;-0,438;-0,121;0,115;0,087
"retoucher";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;7,253;-0,121;-0,904;2,45
"retenue";-0,225;-0,384;28,797;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"restitution";-0,225;-0,384;5,338;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;2,45
"restaurer";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;2,653;2,45
"repère";-0,225;1,322;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;2,653;0,087
"repli";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;-0,438;6,854;-0,904;2,45
"renouvelables";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;36,574;-0,121;-0,904;-0,95
"renouveau";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;-0,438;-0,121;0,115;2,45
"rengaine";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;-0,438;6,854;-0,904;2,45
"renforcement";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;1,032;-0,121;-0,904;-0,95
"renflouer";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;7,253;-0,121;-0,904;-0,95
"remarque";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;1,032;-0,121;-0,904;2,45
"remake";-0,169;-0,288;1,252;-0,147;-0,048;-0,618;-0,328;-0,091;-0,678;4,363
"rek";53,375;-0,288;-0,417;-0,147;-0,048;-0,618;-0,328;-0,091;-0,678;-0,712
"region";-0,225;-0,384;28,797;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;-0,95
"regime";-0,225;-0,384;-0,556;-0,196;-0,064;3,064;1,032;-0,121;-0,904;0,087
"regagner";-0,225;1,322;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;2,653;0,087
"reformuler";-0,225;-0,384;-0,556;3,705;-0,064;-0,823;-0,438;-0,121;-0,904;8,038
"ref";38,547;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;0,087
"redéfinir";-0,225;-0,384;0,612;-0,196;-0,064;-0,823;-0,438;6,854;-0,904;2,45
"reduire";-0,169;-0,288;-0,417;-0,147;-0,048;0,561;1,86;-0,091;-0,678;0,387
"reconversion";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;1,032;-0,121;-0,904;-0,95
"reconnecter";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;17,71;-0,95
"reconnait";-0,225;-0,384;14,733;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;0,087
"re33";-0,225;21,977;-0,556;-0,196;-0,064;-0,823;1,032;-0,121;-0,904;-0,95
"ravage";-0,225;-0,384;14,733;-0,196;-0,064;-0,823;1,032;-0,121;-0,904;-0,95
"rapatrier";-0,225;-0,384;5,338;-0,196;-0,064;0,178;-0,438;-0,121;-0,904;0,087
"rapace";-0,225;-0,384;-0,556;-0,196;-0,064;0,178;19,1;-0,121;-0,904;-0,95
"ramper";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;6,854;0,115;2,45
"rambo";-0,225;8,52;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;0,087
"ralenti";-0,225;-0,384;-0,556;-0,196;-0,064;-0,823;-0,438;-0,121;17,71;-0,95
"radin";-0,225;-0,384;-0,556;-0,196;-0,064;9,483;1,032;-0,121;-0,904;-0,95
"radicalisation";-0,225;-0,384;14,733;-0,196;-0,064;-0,823;-0,438;-0,121;-0,904;0,087
"racoleur";-0,225;-0,384;-0,556;3,705;-0,064;0,178;-0,438;-0,121;-0,904;2,45
"racisées";-0,225;-0,384;14,733;-0,196;-0,064;-0,823;-0,438;-0,121;0,115;-0,95
