"";"X.rts_a";"X.rts_i"
"ver";66,87;62,99
"pro_per";84,97;74,28
"pro_dem";32,36;30,71
"nom";246;277,89
"nr";73,77;79,23
"con";40,93;40,63
"art_def";79,4;67,99
"aux";59,77;55,43
"pre";82,75;80,03
"adj_int";1,6;1,83
"adj";45,1;41,1
"pro_ind";11,77;12,4
"adv_sup";57,12;56,44
"pro_rel";16,58;17,2
"nom_sup";5,92;5,72
"adj_pos";10,75;8,74
"ver_sup";20,63;22,66
"adv";7,98;8,92
"art_ind";26,16;23,85
"num";9,21;10,44
"ono";11,95;13,18
"adj_dem";3,13;2,68
"adj_num";1,23;0,62
"adj_ind";2,66;3,09
"adj_sup";1,24;1,75
"pro_pos";0,15;0,18
