lancer;2;1;3;3;6;0;3;2;0;1;5;1;3;3;0;5;1
gouvernement;3;2;2;1;4;0;0;12;0;0;1;0;0;1;2;1;3
continuer;2;7;6;7;2;0;1;4;0;1;4;6;0;4;4;1;0
christian;1;7;1;3;6;0;1;0;2;1;1;0;2;0;19;5;3
gaza;0;0;30;0;0;0;1;4;0;0;0;1;1;0;1;0;0
victime;11;5;3;1;1;0;0;0;0;1;1;0;4;0;1;2;0
ouvrir;6;2;2;4;3;0;2;2;3;2;2;5;4;1;0;2;3
france;11;1;1;2;2;0;2;3;1;0;2;6;1;4;4;1;1
décision;9;1;3;4;5;0;3;9;0;1;2;2;1;0;3;7;0
vendredi;0;1;6;3;1;2;6;2;0;0;0;0;2;2;0;6;2
suite;6;0;4;2;2;1;3;4;2;0;2;1;7;4;1;1;2
risque;1;5;2;1;1;5;1;1;13;3;1;0;2;0;2;1;0
cas;2;5;1;1;3;7;1;0;2;1;3;0;2;0;7;4;2
attendre;4;2;3;1;0;2;1;2;0;0;4;2;4;2;2;3;2
association;9;2;1;2;2;3;1;3;3;1;1;1;1;1;3;6;2
suivre;1;3;3;2;2;1;1;4;3;2;0;1;2;3;2;1;2
européen;2;3;0;2;4;5;1;3;2;3;1;0;2;2;1;2;1
soutenir;5;3;7;6;8;2;2;7;1;2;1;0;2;1;0;0;1
rapport;1;13;3;0;2;1;1;1;2;0;0;0;1;1;5;4;0
ministre;1;0;10;3;0;1;0;8;1;0;0;0;5;0;1;3;9
mardi;4;2;4;0;6;1;5;6;0;0;2;1;4;0;1;5;6
lieu;5;5;2;3;2;1;3;1;0;0;3;6;5;1;1;1;1
effet;1;6;0;2;1;0;1;4;8;4;4;1;0;0;2;8;0
créer;1;2;4;1;3;1;0;2;4;2;1;1;0;7;3;4;0
christophe;5;2;1;3;14;2;4;3;2;0;1;1;0;0;10;2;1
centre;2;2;2;4;5;2;2;3;1;1;1;4;4;0;0;4;3
toucher;2;7;2;6;1;4;3;2;0;0;0;2;4;1;2;1;1
samedi;4;0;3;2;1;0;5;2;1;0;3;1;9;1;1;3;1
pexels;1;21;0;3;3;3;1;0;8;12;0;2;0;0;1;0;1
montrer;1;7;0;0;3;0;0;1;6;0;1;2;8;2;4;1;3
donald;3;0;7;0;0;0;0;0;1;0;1;0;1;0;0;0;18
mercredi;4;1;3;0;1;0;3;5;0;0;6;1;2;2;1;1;3
israélien;0;0;19;0;0;0;0;1;0;0;0;0;1;0;0;0;0
autorité;3;1;5;1;0;4;1;2;2;0;0;1;15;0;0;5;0
région;1;4;4;3;2;1;4;2;1;0;3;5;1;0;0;1;2
animal;1;4;0;0;1;10;0;0;3;0;0;0;1;3;2;2;0
nombreux;1;10;1;6;2;2;1;1;2;2;4;6;0;3;5;1;3
début;2;1;3;4;2;2;1;3;0;1;5;1;4;1;0;3;2
événement;0;0;1;3;1;0;0;8;1;1;8;8;4;2;0;0;1
record;0;1;1;0;1;0;0;0;0;0;10;2;1;3;0;4;1
nuit;0;1;2;0;0;0;11;0;0;0;2;3;4;2;1;0;1
beutler;0;6;1;3;4;0;1;0;2;1;0;0;1;0;18;5;3
bally;0;5;0;2;1;1;1;1;6;5;0;0;0;0;13;5;0
accord;0;1;11;1;1;0;1;0;0;0;0;1;0;0;1;2;9
trouver;1;7;3;1;0;4;4;0;2;1;2;1;2;0;1;3;1
succès;0;1;0;2;1;1;2;0;1;2;5;1;0;6;2;2;1
htag_sportxinfo;0;0;0;0;0;0;0;1;0;0;23;0;0;0;0;2;0
gaetan;0;5;0;2;1;1;1;1;6;5;0;0;0;0;13;5;0
estimer;1;8;3;7;2;2;3;3;1;0;0;2;1;1;6;5;2
appeler;0;7;5;2;0;4;1;7;0;6;1;1;4;1;2;1;2
ancien;8;1;1;0;2;1;1;7;1;2;4;3;0;1;1;1;5
sport;0;2;0;0;1;0;0;1;0;0;18;0;0;1;0;2;0
résultat;0;4;0;0;2;0;0;1;3;4;1;1;0;1;0;4;0
important;0;5;2;7;3;0;1;1;3;0;5;1;5;1;2;2;3
etat;6;0;7;3;3;1;1;6;0;0;0;0;2;0;1;2;1
cours;5;8;2;0;1;4;2;2;2;2;0;0;6;1;4;0;2
agir;5;3;3;6;5;0;3;5;1;3;2;3;1;1;1;3;1
victoire;1;0;1;0;0;0;0;2;0;0;11;1;0;0;0;0;2
plan;0;3;8;3;4;1;2;2;1;0;1;1;0;0;0;0;3
mener;3;6;3;0;2;1;1;0;3;6;4;0;6;0;3;3;0
vaudois;4;0;0;1;8;1;1;8;0;0;1;0;1;1;0;5;1
saison;0;1;0;3;0;1;2;0;0;0;4;2;0;0;0;2;0
raison;5;6;3;5;0;2;2;2;0;2;2;3;7;1;1;1;0
organisation;3;9;5;1;1;3;0;1;0;1;1;2;1;1;1;3;0
niveau;0;3;1;4;1;2;0;1;2;1;2;0;0;0;3;4;1
communiqué;2;1;2;1;1;2;3;3;0;0;1;1;2;8;2;6;0
publier;5;6;1;2;1;2;0;0;2;4;0;1;1;4;2;5;0
importance;2;9;2;0;3;7;1;1;7;2;0;1;0;1;1;0;1
complet;0;1;2;4;6;1;1;2;0;0;1;1;0;1;0;4;0
bott;3;2;0;3;12;2;4;3;2;0;1;1;0;0;9;2;1
utiliser;2;4;2;1;1;5;0;1;6;2;0;0;5;3;1;1;1
train;1;0;2;0;0;1;18;0;0;0;0;1;1;0;0;0;1
renforcer;2;2;3;2;6;1;5;2;0;0;1;1;0;0;2;4;3
proposer;0;4;1;4;3;3;1;1;2;0;1;5;0;1;2;2;1
local;1;2;3;5;5;4;1;0;0;0;0;4;4;1;0;1;2
habitant;1;4;4;7;0;0;1;0;0;0;2;4;6;0;0;1;1
venir;0;1;0;3;3;2;5;0;0;0;6;5;1;3;2;1;5
seulement;0;6;1;1;2;3;0;0;2;2;9;1;0;4;1;2;0
seul;1;5;2;4;3;3;2;0;2;1;3;2;1;1;3;5;1
réduire;0;5;1;3;6;2;8;2;4;3;0;0;0;0;2;0;2
zurich;1;0;1;4;1;1;5;1;0;1;2;0;1;0;2;5;0
zone;0;0;6;4;1;3;2;2;0;1;0;1;7;0;1;3;0
voix;1;0;1;3;5;1;1;4;0;2;0;0;0;2;2;0;1
revenir;1;4;1;1;0;0;3;4;1;2;6;1;1;0;1;1;1
retour;1;1;4;2;1;1;5;1;1;0;1;1;1;3;1;0;2
membre;2;0;7;1;2;2;0;4;1;0;1;0;6;2;1;3;0
etats;4;0;2;2;2;0;1;1;1;0;0;0;0;0;2;3;6
armée;0;0;20;0;0;0;0;2;0;0;0;1;3;0;1;0;0
site;2;3;1;5;5;3;0;0;3;3;0;2;1;4;2;4;0
juger;7;1;2;6;3;1;0;4;3;0;0;1;1;1;4;0;4
entreprise;1;1;0;6;4;1;1;0;1;0;0;1;0;1;2;5;2
emji_caméra;1;0;4;2;2;1;0;1;1;0;14;0;2;1;1;0;1
directeur;1;9;3;3;5;3;0;0;2;0;0;0;1;0;1;6;1
attaque;0;1;8;0;2;1;0;2;0;0;1;0;5;0;1;1;1
titre;2;1;1;0;0;0;0;0;0;0;8;2;0;6;1;2;0
petit;4;2;0;0;0;8;1;1;4;3;4;5;0;2;1;0;0
participer;0;0;3;2;2;0;2;4;0;2;2;0;2;2;0;8;1
lier;4;11;0;0;0;1;2;1;2;0;0;0;1;1;3;4;1
frapper;0;0;11;0;1;0;0;0;0;0;0;2;2;0;0;0;0
famille;4;4;2;1;3;0;0;0;1;0;0;2;1;2;5;5;2
soir;2;1;5;1;0;0;5;6;0;0;2;1;1;1;1;1;0
poste;0;0;3;5;2;0;0;3;0;0;2;0;1;1;1;4;2
michael;1;7;0;3;0;0;4;2;2;1;0;0;1;1;13;3;0
image;2;2;2;1;1;1;0;1;2;0;5;3;5;1;0;1;1
critique;0;4;3;1;3;2;0;9;1;0;1;1;3;2;1;2;1
course;0;0;0;3;0;0;0;0;1;0;5;0;1;1;0;1;0
conseiller;2;2;1;1;1;2;2;7;3;0;0;0;1;0;2;4;1
confirmer;2;2;3;2;1;1;1;2;1;0;1;3;4;1;1;4;1
affirmer;4;2;10;2;2;0;0;3;1;0;1;0;1;4;0;1;0
élevé;1;5;1;1;1;1;0;0;4;1;2;2;0;0;7;3;0
remporter;0;0;0;0;0;0;0;0;0;0;8;5;0;3;0;0;1
présenter;1;2;0;2;6;1;3;1;1;4;2;1;1;2;3;2;1
minute;0;3;1;3;0;0;1;0;0;1;9;0;1;3;0;1;3
condition;1;1;4;1;6;0;2;5;4;1;0;1;0;1;3;0;0
commun;2;1;1;6;1;2;1;1;0;1;0;0;1;0;4;4;1
annonce;1;0;7;5;3;0;1;4;0;0;0;1;0;2;4;0;1
affaire;14;1;4;1;2;1;0;3;1;0;0;0;3;1;1;2;0
rencontre;0;4;1;1;1;0;0;1;0;0;4;0;0;2;0;0;8
mètre;1;1;0;0;4;1;2;0;0;0;4;3;2;0;0;2;0
manifestation;2;0;0;1;0;0;0;7;0;0;1;3;5;1;0;1;0
laurent;0;3;0;3;3;3;0;4;3;1;0;2;1;0;11;5;0
journée;2;1;2;2;0;2;0;4;1;0;3;0;1;0;1;3;1
israël;1;0;18;0;0;0;0;3;0;0;0;0;0;0;0;0;1
haut;5;1;2;4;1;2;0;1;1;0;1;2;0;0;1;4;1
guerre;1;0;12;1;1;1;0;0;0;0;0;2;2;0;0;0;1
donner;1;1;2;3;3;2;1;3;0;1;6;0;1;3;2;2;3
compte;0;4;1;5;1;3;1;3;1;0;1;0;2;2;1;3;0
augmenter;0;8;0;6;1;2;4;0;2;2;0;0;1;0;3;2;0
ajouter;0;1;2;3;0;2;2;2;0;0;1;4;3;2;3;4;1
âge;4;8;0;0;1;1;0;2;0;2;5;1;0;4;2;3;2
professionnel;3;4;0;0;3;1;0;2;7;0;2;4;1;1;3;3;0
poursuivre;4;1;1;1;1;1;4;4;1;0;3;0;2;2;1;6;1
meilleur;0;3;1;2;4;0;1;0;1;0;5;1;0;2;0;1;1
impact;2;7;1;4;3;0;0;2;3;5;0;2;0;4;4;2;1
proche;4;1;3;3;0;1;1;1;1;1;2;2;0;0;1;0;2
objectif;0;1;2;8;4;4;2;1;4;1;1;0;0;1;0;6;2
marché;0;3;0;2;6;1;2;1;1;0;2;4;0;1;2;5;1
espèce;0;1;0;0;1;12;0;0;1;2;0;0;0;0;2;1;0
dénoncer;6;0;8;1;3;1;0;8;0;0;0;0;2;3;4;1;1
campagne;6;1;1;1;5;2;0;0;1;0;1;1;1;1;1;1;1
assurer;2;1;8;3;7;0;0;1;1;0;2;0;2;0;3;2;0
ap;5;2;5;0;1;3;0;0;1;1;0;1;4;1;1;2;4
aide;1;3;12;0;0;0;3;2;2;0;0;0;1;1;2;1;2
accueillir;1;0;5;2;1;1;3;5;0;0;1;3;1;0;1;3;1
système;0;0;2;6;1;0;2;4;2;4;0;0;1;1;2;0;1
réaliser;0;3;1;1;2;1;1;0;0;2;8;0;1;5;2;5;0
précédent;0;6;0;2;0;0;0;2;2;0;2;2;0;3;4;5;0
palestinien;0;0;19;0;0;0;0;1;0;0;0;0;6;0;1;0;1
majeur;1;2;1;3;4;5;2;1;0;5;0;1;2;2;0;0;3
janvier;0;0;1;6;4;1;2;2;0;0;0;0;0;0;0;6;5
inscrire;2;1;0;8;2;0;2;0;0;1;5;0;0;0;0;2;2
humain;1;5;2;0;0;3;0;4;1;4;0;1;1;5;0;0;0
côté;2;0;1;1;0;1;1;3;0;1;7;3;0;1;1;2;2
billet;0;0;1;5;1;0;3;0;0;0;2;1;2;2;0;2;0
émission;1;1;0;1;3;0;0;0;4;0;1;1;0;1;1;3;1
édition;0;1;0;1;0;0;0;2;0;0;3;9;0;4;0;0;0
sortir;3;0;2;1;1;0;0;0;1;1;2;0;2;5;0;0;1
recevoir;1;3;4;2;1;1;0;4;1;1;1;4;1;0;2;0;0
histoire;2;1;0;1;1;1;0;1;0;1;7;2;0;2;0;2;1
général;2;3;5;1;2;0;0;4;0;2;1;0;2;0;0;5;2
di;2;2;2;3;5;1;1;1;7;1;1;1;0;0;1;2;0
deuxième;2;2;1;1;0;1;0;2;0;0;4;1;1;1;1;1;0
concerner;1;4;1;10;1;1;3;4;1;2;1;0;0;0;1;1;0
but;0;0;0;0;0;0;2;0;0;0;5;0;1;0;0;1;2
éviter;2;2;1;3;5;4;0;2;5;1;0;1;4;0;0;0;0
économique;0;1;1;2;5;2;1;0;2;0;0;1;0;0;2;1;5
vert;0;0;0;3;2;1;0;1;0;1;0;0;0;0;3;1;2
udc;1;0;0;4;1;0;1;5;0;0;0;0;0;0;1;1;1
secteur;1;0;0;5;5;1;0;6;0;0;0;0;2;0;1;4;2
produit;2;0;0;1;2;2;0;0;4;2;0;2;0;0;1;5;1
pari;11;0;0;1;0;0;1;1;0;0;4;3;0;0;1;0;0
majorité;1;3;1;6;0;0;1;4;0;0;1;1;0;2;1;1;2
joueur;0;0;1;0;0;0;0;0;0;0;16;1;0;0;0;0;0
chiffre;0;5;0;1;6;0;1;0;0;0;2;3;1;0;1;0;1
changement;0;3;0;3;3;4;3;2;3;0;0;0;1;0;2;1;1
cessez_le_feu;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
accuser;10;1;12;0;0;0;1;1;1;0;0;0;1;2;0;0;3
romand;0;3;0;2;8;1;3;1;2;0;1;0;0;1;1;1;0
gauche;1;0;0;2;0;0;1;6;0;0;0;0;1;0;0;1;6
europe;0;2;1;1;3;6;3;1;0;1;2;2;1;0;0;2;0
enregistrer;0;2;2;2;0;1;1;0;2;2;2;1;1;1;3;3;0
comprendre;1;0;2;2;1;3;3;1;1;6;3;1;2;1;0;1;2
cause;1;1;1;1;4;3;1;4;2;3;1;0;4;1;0;2;1
tour;0;0;0;1;0;0;1;0;0;0;6;4;1;2;0;2;1
rappeler;4;1;1;1;2;4;3;1;3;1;4;0;0;1;1;0;1
phénomène;0;5;0;2;0;3;0;1;0;2;0;4;0;0;2;0;0
neige;1;0;0;1;0;0;0;0;1;0;1;0;0;0;2;0;0
match;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
km;1;0;2;0;2;0;0;1;0;0;0;2;2;0;1;1;0
jouer;1;3;1;1;1;0;0;0;1;1;7;2;2;5;1;1;1
inclure;1;4;2;2;10;1;4;1;2;0;0;3;1;0;0;2;2
emji_drapeau_états_unis;3;0;0;0;0;0;0;0;1;0;0;0;2;3;0;1;19
débat;4;2;0;2;1;1;0;7;3;0;3;0;0;0;1;0;1
dollar;1;1;0;3;0;1;0;0;0;0;0;0;0;3;0;0;4
baisser;0;6;0;6;2;1;0;3;1;1;0;0;0;0;1;4;2
artiste;1;0;0;0;0;0;0;0;0;0;1;2;1;13;0;0;0
vol;1;0;1;2;2;0;3;0;0;0;0;2;1;0;0;2;0
vidéo;1;1;1;0;1;1;0;0;1;1;3;2;5;1;0;1;0
the;0;5;0;0;0;0;0;0;1;0;2;4;0;5;0;1;0
susciter;7;0;0;2;2;1;0;6;3;0;5;0;1;1;1;2;0
soutien;4;3;5;0;3;0;1;4;3;0;0;1;1;0;3;0;0
sexuel;11;4;1;0;0;0;0;0;0;2;0;0;3;1;1;1;0
saint;3;0;0;6;1;0;4;0;0;0;5;2;0;1;0;0;0
recherche;1;2;0;0;3;2;0;1;9;8;0;1;2;0;2;2;0
long;0;0;2;0;1;1;2;0;7;1;2;4;0;2;1;1;1
justice;13;0;1;5;2;0;0;3;0;0;0;0;3;0;0;1;1
géant;1;0;0;4;3;0;2;0;1;0;0;2;0;1;1;0;1
exprimer;1;0;1;2;3;0;0;13;0;0;1;0;0;1;0;1;3
euses;0;0;1;3;3;2;1;1;2;4;0;1;1;0;3;2;1
crise;0;2;4;2;5;3;1;5;1;1;1;0;1;0;0;1;1
considérer;1;3;2;1;2;0;0;1;0;0;4;1;1;0;4;4;1
climatique;0;2;0;3;3;6;2;1;0;0;0;0;0;0;2;3;0
cantonal;0;0;0;8;3;0;2;4;0;0;0;1;5;0;0;1;0
élection;1;0;0;0;0;1;0;5;0;1;0;0;0;0;0;0;1
école;0;3;1;2;1;0;0;3;1;0;0;1;1;0;2;5;1
sujet;1;1;1;3;5;1;0;2;1;0;1;1;0;0;2;1;2
rôle;2;3;1;1;1;0;0;2;2;2;1;2;1;1;0;1;1
nolfi;1;2;2;2;5;1;1;1;7;1;1;0;0;0;1;2;0
matin;0;2;3;1;0;0;9;1;0;0;0;0;6;0;0;0;0
manquer;3;5;1;2;4;0;1;4;1;1;1;1;0;2;0;2;1
loi;5;4;0;8;0;0;2;5;0;0;0;0;0;1;2;1;0
imago;1;2;0;0;0;0;0;0;2;2;10;1;0;0;0;2;0
hiver;0;0;1;1;1;2;2;0;2;1;0;1;0;1;1;2;0
euro;1;0;0;2;1;1;0;2;0;0;2;3;1;2;0;2;0
emji_drapeau_france;13;0;0;1;1;0;1;3;0;0;1;1;1;4;2;1;0
charger;1;2;2;3;4;0;2;2;1;0;0;0;2;3;4;2;1
causer;0;3;4;2;3;1;3;1;0;2;0;0;7;0;1;1;0
bâle;0;1;1;3;3;0;6;1;1;0;4;3;0;0;1;1;1
urgence;0;0;8;1;2;2;3;2;1;1;1;2;1;1;1;2;0
total;0;2;3;3;1;1;3;1;0;0;4;1;0;0;1;4;2
salvatore;1;2;1;2;5;1;1;1;7;1;1;0;0;0;1;2;0
parlement;0;0;1;3;2;0;2;8;1;0;0;0;0;0;1;1;4
oeuvre;0;0;1;1;1;0;0;3;1;0;0;5;0;3;0;2;1
fermer;2;0;2;2;2;1;1;2;1;1;0;3;4;1;1;0;0
expérience;5;0;0;4;1;1;0;1;4;3;1;3;0;0;0;1;0
epa;5;0;4;1;2;2;0;1;0;0;0;2;2;2;1;1;5
célèbre;2;0;0;0;0;1;1;2;1;0;2;3;2;2;0;0;2
augmentation;0;4;0;5;1;0;0;1;3;1;0;1;1;1;6;4;0
1er;0;0;1;7;1;0;1;2;0;0;2;1;0;0;0;4;2
officiel;0;1;6;1;3;1;1;1;0;1;0;0;0;1;2;2;2
milliard;2;2;0;3;1;1;2;1;0;0;0;0;0;0;1;1;3
imposer;1;1;1;2;1;0;0;1;1;2;3;0;0;1;1;1;2
cadre;5;0;5;1;1;0;2;0;1;0;2;1;0;0;4;3;2
besoin;0;6;3;4;3;0;1;1;3;2;1;0;0;0;0;0;1
vente;2;1;0;2;2;1;4;0;2;0;0;2;0;4;0;3;0
valoir;1;0;0;6;3;0;0;1;0;0;4;2;2;0;1;0;0
