"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,265949134153829;10,8647249071797;10,8647249071797
"facteur 2";0,24722277787062;10,0997037681628;20,9644286753425
"facteur 3";0,207091970732375;8,46025424994062;29,4246829252831
"facteur 4";0,199720901183778;8,15912658065154;37,5838095059347
"facteur 5";0,171998455010377;7,02659139723603;44,6104009031707
"facteur 6";0,165103426594522;6,74491126616962;51,3553121693403
"facteur 7";0,147640639605256;6,03151027182269;57,386822441163
"facteur 8";0,141899612084832;5,79697412680976;63,1837965679728
"facteur 9";0,137851994122585;5,631618237124;68,8154148050968
"facteur 10";0,126440127765507;5,16541334030551;73,9808281454023
"facteur 11";0,119759744904886;4,89250204737643;78,8733301927787
"facteur 12";0,112531289327473;4,59720053567106;83,4705307284498
"facteur 13";0,108960967822236;4,45134346752153;87,9218741959713
"facteur 14";0,103605885696616;4,23257421175639;92,1544484077277
"facteur 15";0,0980974325764249;4,00753934557647;96,1619877533042
"facteur 16";0,0939477108349089;3,83801224669584;100
