"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"190";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;64;64;64
"191";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56
"192";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;54;54;54;54;54;54;54;54
"193";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;51;51;51;51;51;51;51;51;51;51
"194";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;64;64;64
"195";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
"196";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44
"197";2;5;6;8;10;13;13;13;13;20;20;20;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"198";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59
"199";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;67;67
"200";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;55;55;55;55;55;55;55;55
"201";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;50;50;50;50;50;50;50;50;50;50
"202";2;5;6;8;10;13;13;13;13;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
"203";2;5;7;7;7;7;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"204";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44
"205";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"206";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;66;66
"207";2;5;6;8;10;13;13;13;13;20;20;20;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"208";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;65;65
"209";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44
"210";2;5;6;9;9;9;9;9;19;19;19;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"211";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;54;54;54;54;54;54;54;54
"212";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;68
"213";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47
"214";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;52;52;52;52;52;52;52;52;52
"215";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;52;52;52;52;52;52;52;52;52
"216";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"217";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;65;65
"218";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44
"219";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"220";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;53;53;53;53;53;53;53;53;53
"221";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"222";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;66;66
"223";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;50;50;50;50;50;50;50;50;50;50
"224";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"225";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;67;67
"226";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47
"227";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;53;53;53;53;53;53;53;53;53
"228";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47
"229";2;5;7;7;7;7;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"230";2;5;7;7;7;7;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"231";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
"232";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;66;66
"233";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;34;34;34;34;34;34;34;49;49;49;49;49;49;61;61;61;61;61
"234";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57
"235";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"236";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;53;53;53;53;53;53;53;53;53
"237";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;51;51;51;51;51;51;51;51;51;51
"238";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60
"239";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"240";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
"241";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
"242";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"243";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;50;50;50;50;50;50;50;50;50;50
"244";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
"245";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;69
"246";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"247";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
"248";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
"249";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;50;50;50;50;50;50;50;50;50;50
"250";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57
"251";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"252";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;52;52;52;52;52;52;52;52;52
"253";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
"254";2;5;6;9;9;9;9;9;19;19;19;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;63;63;63;63
"255";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;50;50;50;50;50;50;50;50;50;50
"256";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"257";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47
"258";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;64;64;64
"259";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;34;34;34;34;34;34;34;49;49;49;49;49;49;61;61;61;61;61
"260";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;65;65
"261";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57
"262";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;54;54;54;54;54;54;54;54
"263";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;66;66
"264";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;66;66
"265";2;5;6;9;9;9;9;9;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"266";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;65;65
"267";2;5;6;8;10;13;13;13;13;20;20;20;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"268";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44
"269";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;55;55;55;55;55;55;55;55
"270";2;5;6;8;10;13;13;13;13;20;20;20;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"271";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58
"272";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"273";2;5;6;9;9;9;9;9;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"274";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;65;65
"275";2;5;6;9;9;9;9;9;19;19;19;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;63;63;63;63
"276";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58
"277";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;66;66
"278";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;66;66
"279";2;5;6;8;10;13;13;13;13;20;20;20;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"280";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;68
"281";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
"282";2;5;6;9;9;9;9;9;19;19;19;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"283";2;5;7;7;7;7;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"284";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47
"285";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"286";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56
"287";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
"288";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;52;52;52;52;52;52;52;52;52
"289";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;50;50;50;50;50;50;50;50;50;50
"290";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;54;54;54;54;54;54;54;54
"291";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"292";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59
"293";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;51;51;51;51;51;51;51;51;51;51
"294";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;52;52;52;52;52;52;52;52;52
"295";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;50;50;50;50;50;50;50;50;50;50
"296";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;65;65
"297";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44
"298";2;5;6;9;9;9;9;9;19;19;19;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"299";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"300";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56
"301";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"302";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;50;50;50;50;50;50;50;50;50;50
"303";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;69
"304";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;52;52;52;52;52;52;52;52;52
"305";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;66;66
"306";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;54;54;54;54;54;54;54;54
"307";2;5;6;9;9;9;9;9;19;19;19;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;62;62;62;62
"308";2;5;6;9;9;9;9;9;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"309";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;65;65
"310";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;65;65
"311";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"312";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;52;52;52;52;52;52;52;52;52
"313";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57
"314";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;54;54;54;54;54;54;54;54
"315";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
"316";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56
"317";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59
"318";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;50;50;50;50;50;50;50;50;50;50
"319";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;54;54;54;54;54;54;54;54
"320";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"321";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
"322";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57
"323";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"324";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;52;52;52;52;52;52;52;52;52
"325";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"326";2;5;6;8;10;13;13;13;13;20;20;20;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"327";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"328";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"329";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;50;50;50;50;50;50;50;50;50;50
"330";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;54;54;54;54;54;54;54;54
"331";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
"332";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59
"333";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59
"334";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;64;64;64
"335";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;53;53;53;53;53;53;53;53;53
"336";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;53;53;53;53;53;53;53;53;53
"337";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;64;64;64
"338";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;34;34;34;34;34;34;34;49;49;49;49;49;49;61;61;61;61;61
"339";2;5;6;9;9;9;9;9;19;19;19;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;63;63;63;63
"340";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;34;34;34;34;34;34;34;49;49;49;49;49;49;61;61;61;61;61
"341";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;51;51;51;51;51;51;51;51;51;51
"342";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;68
"343";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;64;64;64
"344";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;66;66
"345";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;52;52;52;52;52;52;52;52;52
"346";2;5;6;8;10;12;12;17;17;17;17;17;17;17;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
"347";2;5;6;8;10;12;12;17;17;17;17;17;17;17;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
"348";2;5;6;8;10;12;12;17;17;17;17;17;17;17;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
"349";2;5;6;8;10;12;12;17;17;17;17;17;17;17;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
"350";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;52;52;52;52;52;52;52;52;52
"351";2;5;6;8;10;12;12;17;17;17;17;17;17;17;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
"352";2;5;6;8;10;12;12;17;17;17;17;17;17;17;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
"353";2;5;6;8;10;12;12;17;17;17;17;17;17;17;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
"354";2;5;6;8;10;12;12;17;17;17;17;17;17;17;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
"355";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58
"356";2;5;6;9;9;9;9;9;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"357";2;5;7;7;7;7;14;14;14;14;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;68
"358";2;5;6;9;9;9;9;9;19;19;19;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58
"359";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;55;55;55;55;55;55;55;55
"360";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"361";2;5;6;9;9;9;9;9;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"362";2;5;7;7;7;7;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"363";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60
"364";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
"365";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56
"366";2;5;6;8;10;13;13;13;13;20;20;20;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"367";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60
"368";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
"369";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;54;54;54;54;54;54;54;54
"370";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"371";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44
"372";2;5;6;8;10;13;13;13;13;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
"373";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60
"374";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"375";2;5;6;8;10;12;12;16;16;16;16;16;16;16;16;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;65;65
"376";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;51;51;51;51;51;51;51;51;51;51
"377";2;5;7;7;7;7;15;15;15;15;15;15;15;15;15;15;34;34;34;34;34;34;34;49;49;49;49;49;49;61;61;61;61;61
"378";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"379";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;50;50;50;50;50;50;50;50;50;50
"380";2;5;6;8;10;13;13;13;13;20;20;20;26;26;26;26;26;26;26;26;43;43;43;43;43;43;54;54;54;54;54;54;54;54
"381";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44
"382";2;5;7;7;7;7;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"383";2;5;6;8;10;12;12;17;17;17;17;17;17;17;31;31;31;31;31;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
