"";"V1"
"1";0
"2";15
"3";14
"4";5
"5";0
"6";0
"7";16
"8";12
"9";7
"10";15
"11";0
"12";12
"13";12
"14";5
"15";1
"16";14
"17";13
"18";0
"19";0
"20";0
"21";14
"22";0
"23";0
"24";16
"25";0
"26";11
"27";0
"28";0
"29";0
"30";0
"31";0
"32";1
"33";15
"34";14
"35";15
"36";12
"37";16
"38";0
"39";3
"40";7
"41";0
"42";14
"43";3
"44";3
"45";4
"46";0
"47";7
"48";15
"49";4
"50";0
"51";5
"52";0
"53";4
"54";12
"55";15
"56";12
"57";3
"58";0
"59";10
"60";0
"61";10
"62";2
"63";0
"64";0
"65";10
"66";3
"67";1
"68";15
"69";0
"70";5
"71";3
"72";9
"73";16
"74";14
"75";0
"76";15
"77";0
"78";11
"79";6
"80";12
"81";17
"82";9
"83";6
"84";2
"85";16
"86";2
"87";0
"88";0
"89";13
"90";3
"91";14
"92";4
"93";0
"94";14
"95";0
"96";10
"97";1
"98";12
"99";11
"100";12
"101";0
"102";2
"103";11
"104";0
"105";9
"106";16
"107";0
"108";15
"109";13
"110";0
"111";4
"112";11
"113";0
"114";15
"115";0
"116";0
"117";5
"118";0
"119";0
"120";3
"121";1
"122";11
"123";4
"124";0
"125";4
"126";0
"127";17
"128";0
"129";0
"130";11
"131";15
"132";4
"133";14
"134";0
"135";0
"136";8
"137";0
"138";2
"139";11
"140";10
"141";0
"142";5
"143";0
"144";7
"145";4
"146";0
"147";8
"148";0
"149";17
"150";16
"151";6
"152";9
"153";6
"154";2
"155";5
"156";2
"157";5
"158";0
"159";9
"160";2
"161";13
"162";0
"163";0
"164";12
"165";0
"166";0
"167";13
"168";11
"169";6
"170";8
"171";14
"172";17
"173";5
"174";0
"175";0
"176";13
"177";9
"178";9
"179";12
"180";4
"181";0
"182";13
"183";0
"184";2
"185";2
"186";13
"187";14
"188";7
"189";5
"190";0
"191";0
"192";9
"193";0
"194";0
"195";3
"196";0
"197";2
"198";12
"199";0
"200";10
"201";7
"202";0
"203";1
"204";0
"205";0
"206";16
"207";2
"208";15
"209";0
"210";0
"211";9
"212";0
"213";0
"214";8
"215";8
"216";5
"217";15
"218";0
"219";0
"220";0
"221";5
"222";16
"223";7
"224";5
"225";0
"226";0
"227";0
"228";0
"229";1
"230";1
"231";3
"232";16
"233";13
"234";11
"235";6
"236";0
"237";0
"238";0
"239";5
"240";4
"241";4
"242";5
"243";7
"244";3
"245";17
"246";0
"247";4
"248";3
"249";7
"250";11
"251";5
"252";8
"253";3
"254";0
"255";7
"256";5
"257";0
"258";0
"259";13
"260";15
"261";11
"262";9
"263";16
"264";16
"265";0
"266";15
"267";2
"268";0
"269";10
"270";2
"271";0
"272";5
"273";0
"274";15
"275";0
"276";0
"277";16
"278";16
"279";2
"280";0
"281";4
"282";0
"283";1
"284";0
"285";5
"286";0
"287";4
"288";8
"289";7
"290";9
"291";5
"292";12
"293";0
"294";8
"295";7
"296";15
"297";0
"298";0
"299";5
"300";0
"301";0
"302";7
"303";17
"304";8
"305";16
"306";9
"307";14
"308";0
"309";15
"310";15
"311";0
"312";8
"313";11
"314";9
"315";4
"316";0
"317";12
"318";7
"319";9
"320";6
"321";4
"322";11
"323";0
"324";8
"325";5
"326";2
"327";6
"328";6
"329";7
"330";9
"331";3
"332";12
"333";12
"334";0
"335";0
"336";0
"337";0
"338";13
"339";0
"340";13
"341";0
"342";0
"343";0
"344";16
"345";8
"346";0
"347";0
"348";0
"349";0
"350";8
"351";0
"352";0
"353";0
"354";0
"355";0
"356";0
"357";0
"358";0
"359";10
"360";5
"361";0
"362";1
"363";0
"364";4
"365";0
"366";2
"367";0
"368";5
"369";9
"370";6
"371";0
"372";0
"373";0
"374";6
"375";15
"376";0
"377";13
"378";6
"379";7
"380";9
"381";0
"382";1
"383";5
"384";0
"385";0
"386";9
"387";0
"388";1
"389";17
"390";0
"391";5
"392";7
"393";10
"394";2
"395";3
"396";13
"397";8
"398";0
"399";7
"400";13
"401";0
"402";11
"403";1
"404";6
"405";8
"406";17
"407";14
"408";0
"409";1
"410";3
"411";4
"412";8
"413";3
"414";11
"415";0
"416";0
"417";0
"418";0
"419";0
"420";0
"421";0
"422";4
"423";0
"424";12
"425";2
"426";0
"427";10
