"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17"
"dépendre";1;1;1;0,197;1;1;1;1;1;0,045;0,106;1;1;1;0,067;1;1
"démocratie";1;1;1;0,098;1;1;1;0,028;1;1;1;1;1;1;0,025;1;1
"dément";0,135;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"dégrader";1;0,306;0,254;0,306;1;0;1;1;1;1;1;1;1;1;1;1;1
"défilé";1;1;1;1;0,205;1;1;1;1;1;1;1;0,113;1;0,067;1;0,045
"débourser";1;1;1;0,002;1;1;1;1;1;1;1;1;1;1;1;0;1
"débloquer";1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"douceur";1;1;1;1;1;1;1;1;1;0,015;0;1;1;1;1;1;1
"dessiner";1;1;1;1;1;1;1;1;1;0,015;1;0;1;1;1;1;1
"demeure";1;1;1;0,306;0,317;1;1;1;1;1;1;0,173;1;1;0,125;1;0,089
"cri";1;1;0,158;1;1;1;1;1;1;0,045;1;1;1;0,056;1;1;0,045
"correspondre";1;1;1;0,306;1;1;1;1;1;0,089;1;1;0,193;0,107;0,125;1;1
"coprésidente";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,056;1
"copenhague";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"constant";1;1;1;1;1;1;1;1;1;1;0,106;0,099;1;0,056;0,067;1;1
"considérablement";1;0,098;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"conservation";1;1;1;1;0,205;0;1;1;1;1;1;0,099;1;1;1;1;1
"connecter";1;1;1;1;1;0,022;0,025;1;1;1;0,045;1;1;1;1;1;1
"conjugal";1;0,098;1;1;1;1;1;1;1;1;1;0,041;0,048;1;1;1;1
"confusion";1;1;1;1;0,317;0,116;1;0,134;0,116;0,089;1;1;1;1;1;1;1
"concession";1;1;1;1;0,103;1;1;1;1;1;1;1;1;1;1;1;0
"communiquer";1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0,213;1
"commenter";1;1;0,254;1;1;1;1;0,134;1;1;1;1;1;0,107;1;0,002;1
"commander";1;1;1;0,197;0,205;1;0;1;1;1;1;1;1;1;1;1;1
"commandant";1;1;1;1;1;1;1;0,073;1;1;1;1;0;1;1;0,128;1
"collectivité";1;1;1;1;1;1;1;1;0,022;1;1;1;1;1;0,025;0,056;1
"collecte";0,061;1;1;0,098;0,103;1;1;1;1;1;1;1;1;1;1;1;1
"clairement";1;1;1;1;1;1;1;0;0,022;1;1;1;1;1;1;1;1
"circuit";1;1;1;1;1;1;1;1;1;1;0;1;1;0,019;1;1;1
"chronique";1;1;0,254;1;1;1;1;1;0;0,089;1;1;1;1;1;1;1
"christelle";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"cathédrale";1;1;1;1;1;1;1;0,028;1;1;1;0,041;1;1;0,025;1;1
"catastrophique";1;1;0,074;1;1;1;1;1;1;0,015;1;0,041;1;1;1;1;1
"cassis";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,056;1
"carey";1;1;1;1;1;1;1;1;1;1;0,045;0,041;1;0,019;1;1;1
"cantonaux";1;1;1;0,002;1;1;1;0,073;1;1;1;1;0,113;1;1;1;1
"cambodge";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"caisse";1;1;1;0,098;1;1;1;1;1;1;1;1;0,048;1;0,025;1;1
"cabine";1;0,098;1;1;1;1;0,025;1;1;1;0,045;1;1;1;1;1;1
"bruxelles";1;1;1;1;1;1;0;0,028;1;1;1;1;1;1;1;1;1
"bruit";1;0,098;1;1;1;1;1;1;0,022;1;1;1;1;0,019;1;1;1
"bondir";1;1;1;0,098;1;1;1;1;1;1;1;1;0;1;1;1;1
"blocage";0,061;1;1;1;1;1;1;1;0,022;1;1;1;0,048;1;1;1;1
"berlin";1;1;1;1;1;0,116;0;1;1;0,089;1;1;1;1;1;1;1
"bateau";1;1;1;1;1;0,022;0;1;1;1;1;1;1;1;1;1;1
"bagage";1;1;1;1;1;1;0,025;1;1;1;1;1;1;1;1;0;1
"bactérie";1;1;1;1;1;1;1;1;0;0,015;1;1;1;1;1;1;1
"aydïn";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"automobile";1;1;1;1;0,103;1;1;1;1;1;1;1;1;0,019;0,025;1;1
"atterrir";1;1;1;0,197;1;1;1;0,073;1;1;0,106;1;0,113;1;1;1;1
"assaut";1;1;1;1;1;1;1;0,028;1;1;1;1;0,048;1;1;1;0,015
"asile";1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"aquatique";1;1;1;1;1;0,022;0,025;1;1;1;1;0,041;1;1;1;1;1
"appuyer";1;1;1;0,306;1;0,116;1;1;1;0,089;1;0,173;1;1;1;0,213;1
"applaudissement";0,061;1;0,074;1;1;1;1;0,028;1;1;1;1;1;1;1;1;1
"apparence";0,002;0,306;1;1;1;1;1;1;1;1;1;0,173;1;0,107;1;1;1
"antisémite";0,135;1;1;1;1;1;1;0;1;1;1;1;0,113;1;1;1;1
"anticipé";1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,025;1;1
"alshrafi";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"alléger";1;1;1;1;0,103;1;0,025;1;1;1;1;1;1;1;0,025;1;1
"allouer";1;0,306;0,254;1;0,317;1;1;1;1;1;1;1;1;1;1;0,213;0,089
"alexandre";0,061;1;1;1;1;1;1;1;1;1;1;1;1;1;0,025;0,056;1
"alain";1;1;1;1;1;0,022;1;1;1;0,015;1;1;1;1;0,025;1;1
"aimer";1;1;1;1;1;1;1;1;1;1;0,045;1;1;1;1;0,056;0,015
"agricole";1;1;1;1;1;1;1;1;0,061;1;1;1;1;1;1;0;0,045
"agnès";1;0,098;1;1;1;1;0,025;1;1;1;1;1;0,048;1;1;1;1
"affluence";1;1;1;1;0,317;1;0;1;1;1;1;0,001;1;1;1;1;1
"aboutir";1;1;1;0,197;0,205;1;1;0,073;1;1;1;0,099;1;1;1;1;1
"abdel";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"éteindre";0,061;1;1;1;1;1;0,025;1;1;1;1;1;1;1;1;0,056;1
"érosion";1;1;1;0,098;1;1;1;1;1;1;1;0,041;1;1;1;0,056;1
"écosystème";1;1;1;1;1;0,022;0,025;1;1;1;1;1;1;1;1;0,056;1
"échouer";1;0,197;1;1;1;1;1;1;1;0,045;1;1;0,113;1;0,067;1;1
"vs";1;1;1;0,002;0,205;1;0,067;1;1;1;1;1;1;1;1;1;1
"vraisemblablement";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"volume";0,061;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,056;0,015
"viol";0,061;1;1;1;1;1;1;1;1;1;1;0,041;1;0,019;1;1;1
"vieillissement";1;0,197;1;1;1;1;1;0,073;0,061;0,045;1;1;1;1;1;1;1
"verser";1;1;0,074;0,098;1;1;1;1;1;1;1;1;1;1;1;0,056;1
"vendeur";1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,067;0,128;1
"validé";1;1;1;0;1;1;1;0,028;1;1;1;1;1;1;1;1;1
"tv";1;1;1;0,002;1;1;1;1;1;1;0;1;1;1;1;1;1
"turc";1;0,098;0,074;1;1;1;1;0,028;1;1;1;1;1;1;1;1;1
"tunnel";1;1;1;1;0,103;1;0;1;1;1;1;1;1;1;1;1;1
"tromper";1;1;1;1;1;0;1;0,028;1;1;1;1;1;1;1;1;1
"tristesse";1;1;1;1;0,205;1;1;1;1;1;1;1;1;0;1;1;0,045
"trices";1;0,098;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"transformation";1;1;1;0,098;1;0,022;1;1;1;1;1;1;1;1;1;0,056;1
"tolérance";1;0,098;1;1;1;1;1;0,028;1;1;0,045;1;1;1;1;1;1
"times";1;1;1;1;1;1;1;1;1;1;1;1;1;0,056;1;0,128;0
"thème";0,061;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"tessin";1;1;0,074;1;0,103;1;1;1;1;1;1;1;1;0,019;1;1;1
"tente";1;1;1;0,197;0,205;1;1;1;1;1;0,106;1;1;1;1;0,128;1
"taylor";1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1
"taxi";1;1;1;0,098;0,103;1;0,025;1;1;1;1;1;1;1;1;1;1
"tarifaire";1;1;1;0,098;1;1;1;1;1;1;1;1;0,048;1;1;1;0,015
"sévir";0,061;1;1;0,098;1;1;1;0,028;1;1;1;1;1;1;1;1;1
"sécuritaire";1;1;0,074;0,098;1;1;1;0,028;1;1;1;1;1;1;1;1;1
"sutter";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,056;0
"survivant";1;1;0,074;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"survie";1;1;1;1;1;0;1;1;0,061;1;1;1;0,113;1;1;1;1
"supermarché";1;0,098;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"suffisant";1;0,098;0,074;1;1;1;1;0,028;1;1;1;1;1;1;1;1;1
"substance";0,061;1;1;1;1;0,022;1;1;0,022;1;1;1;1;1;1;1;1
"submerger";1;0,197;1;1;1;1;1;1;0,061;1;1;0,099;0,113;1;1;1;1
"strictement";1;1;1;1;1;0,022;1;1;0,022;1;1;1;1;1;0,025;1;1
"statuer";0,135;1;0,158;0,197;0,205;1;1;1;1;1;1;1;1;1;1;1;1
"start_up";1;1;1;0;1;1;0,067;1;1;1;1;1;1;1;1;1;1
"soudanais";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"solidaire";1;1;1;0,098;1;1;0,025;1;0,022;1;1;1;1;1;1;1;1
"sinistre";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,056;1
"silva";0,061;1;1;1;0,103;1;1;1;1;0,015;1;1;1;1;1;1;1
"silencieux";0,135;1;1;1;1;1;1;0,073;1;0,045;1;1;1;0,056;1;1;1
"significativement";1;0;1;1;1;1;1;1;0,061;1;1;1;1;1;1;1;1
"serrer";1;1;1;1;1;1;1;1;0,061;1;1;1;1;1;0,067;0;1
"serie";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"serbe";1;1;1;1;1;1;1;1;1;1;0;1;0,048;1;1;1;1
"semer";0,061;1;0,074;1;0,103;1;1;1;1;1;1;1;1;1;1;1;1
"scanner";1;1;1;1;1;1;1;1;1;0,015;0,045;1;1;1;1;0,056;1
"scander";1;1;0,074;1;1;1;1;0,028;1;1;1;1;0,048;1;1;1;1
"sang";1;1;0,074;1;1;1;1;1;0,022;0,015;1;1;1;1;1;1;1
"sanctionner";1;1;1;0,098;1;1;1;0,028;1;1;1;1;1;1;0,025;1;1
"salarié";1;1;1;0,197;1;1;1;0,073;1;1;1;0,099;1;1;0,067;1;1
"rénover";1;1;1;0,002;0,205;1;1;1;1;1;1;0,099;1;1;1;1;1
"réfléchir";1;0;1;0,197;1;1;1;1;1;1;1;1;1;1;1;1;1
"récupérer";1;1;0,074;0,098;1;1;1;1;1;1;1;1;1;1;1;0,056;1
"récidive";0,061;0,098;1;0,098;1;1;1;1;1;1;1;1;1;1;1;1;1
"réalisation";1;1;1;0,098;1;1;0,025;1;1;1;1;1;1;0,019;1;1;1
"rock";1;1;1;1;1;1;1;1;1;1;1;0,099;1;0;1;1;1
"riposte";1;1;0;1;1;1;1;0,028;1;1;1;1;1;1;1;1;1
"retarder";1;1;1;1;0,205;0,061;1;1;1;1;1;1;0,113;1;1;1;0,045
"respectueux";1;1;1;1;1;0,022;0,025;1;1;1;1;1;1;1;1;0,056;1
"repousser";1;1;1;1;0,103;1;1;1;1;1;0;1;1;1;1;1;1
"renommée";1;1;1;1;1;1;1;1;1;1;0;1;1;0,019;1;1;1
"regrouper";1;1;0,074;1;0,103;1;1;1;1;1;1;1;1;1;1;1;0,015
"registre";1;1;1;0,098;1;1;1;1;1;1;1;1;0,048;1;1;1;0,015
"redouter";1;1;1;1;1;0,022;1;1;1;1;1;1;1;1;0,025;0,056;1
"reconnaissant";1;1;1;0,098;1;1;1;0,028;1;1;1;1;1;1;1;1;0,015
"reconduire";1;1;1;1;1;1;0,025;0;1;1;1;1;1;1;1;1;1
"rebecca";1;1;1;0,098;1;1;1;0;1;1;1;1;1;1;1;1;1
"rapidité";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,056;1
"ralentissement";1;0,098;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"queue";1;1;1;1;1;1;1;1;1;0,015;0,045;1;0,048;1;1;1;1
"pôle";1;1;1;0,098;1;1;1;1;1;1;1;1;1;1;0,025;0,056;1
"publicitaire";0,061;1;1;1;1;1;0,025;1;1;1;1;1;1;1;1;0,056;1
"psychiatrique";1;1;1;0,197;1;1;1;1;0,061;0,045;1;1;1;1;1;0,128;1
"présomption";0;1;1;1;1;1;1;1;1;1;1;1;0,048;1;1;1;1
"préservation";1;1;1;1;1;1;1;1;1;1;1;0,041;1;0,019;1;0,056;1
"précédemment";0,061;1;1;1;0,103;1;1;1;1;1;0,045;1;1;1;1;1;1
"protestation";1;1;0,158;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"propagande";0,061;0,098;1;1;1;0,022;1;1;1;1;1;1;1;1;1;1;1
"proie";1;1;1;1;0,103;0,022;1;1;1;0,015;1;1;1;1;1;1;1
"problématique";1;0;1;0,098;1;1;1;1;1;1;1;1;1;1;1;1;1
"probable";1;1;1;1;1;1;0,025;1;0,022;0,015;1;1;1;1;1;1;1
"primaire";1;0,098;1;0,098;1;1;1;1;1;1;1;1;1;1;1;0,056;1
"prier";1;1;1;1;1;1;1;1;1;1;0,045;1;0;1;1;1;1
"pratiquant";1;1;1;0,098;0,103;0,022;1;1;1;1;1;1;1;1;1;1;1
"posthume";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"portugais";1;1;1;1;0,205;0,061;1;1;1;1;0,106;1;0,113;1;1;1;1
"popularité";1;1;1;1;1;1;1;1;0;1;1;0,041;1;1;1;1;1
"pleul";1;0,098;1;1;1;1;1;1;0,022;0,015;1;1;1;1;1;1;1
"plafond";1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,025;1;1
"pharmaceutique";1;1;1;0,197;1;0,061;1;1;1;1;1;1;1;1;1;0,128;0,045
"peser";1;1;1;0,098;1;1;1;1;1;1;1;1;1;1;0;1;1
"persistant";0,135;1;1;0,197;1;1;1;1;1;1;1;0,099;1;0,056;1;1;1
"passeport";1;0,098;1;1;0,103;1;1;1;1;1;1;1;1;1;0,025;1;1
"parquet";0,061;1;1;1;1;1;1;0,028;1;1;1;0,041;1;1;1;1;1
"paramilitaire";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"opposé";1;1;1;1;0,103;1;1;1;1;1;1;1;1;1;0,025;1;0,015
"one";1;1;0,074;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"obésité";1;1;1;1;1;1;1;1;0;1;1;0,041;1;1;1;1;1
"négocier";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,015
"nouveauté";1;1;1;0,098;1;1;0;1;1;1;1;1;1;1;1;1;1
"noter";1;1;1;1;1;1;1;1;0,022;1;1;0;1;1;1;1;1
"nippon";1;1;1;0,098;1;1;1;1;1;1;0;1;1;1;1;1;1
"new_yorkais";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,015
"neurologique";1;0,098;1;1;1;1;1;1;0,022;0,015;1;1;1;1;1;1;1
"navire";1;1;1;1;1;0,022;1;1;1;1;1;0,041;1;1;1;1;0,015
"naturellement";1;0,098;1;1;1;1;1;1;1;1;0,045;1;1;1;0,025;1;1
"nationaliste";0,061;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"métro";1;1;1;1;0,002;1;0,067;1;0,061;1;1;1;1;1;1;1;1
"mystère";1;1;1;1;1;1;1;1;1;1;1;0;1;0,019;1;1;1
"mutuellement";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"multiple";0,135;1;0,158;0,197;0,205;1;1;1;1;1;1;1;1;1;1;1;1
"moto";1;1;0,074;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"mortel";1;1;1;1;1;0,022;1;0,028;1;1;1;1;0,048;1;1;1;1
"montage";1;1;1;1;1;1;1;1;1;1;0,045;1;1;1;1;0,056;0,015
"moisson";1;0;1;1;1;1;1;0,028;1;1;1;1;1;1;1;1;1
"minutieux";1;0,098;1;1;1;1;1;1;0,022;1;1;0,041;1;1;1;1;1
"migros";1;1;1;1;0,002;1;1;1;1;1;1;1;0,113;1;1;0,128;1
"migration";1;0,197;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"michel";0;1;1;1;0,205;1;1;1;1;1;1;1;1;1;0,067;1;1
"mi_octobre";1;1;1;0,098;1;1;1;1;1;1;0;1;1;1;1;1;1
"meurtrier";1;1;0;1;1;1;1;1;1;1;1;1;0,048;1;1;1;1
"mettler";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"mer";1;1;1;1;1;1;1;1;1;1;1;0,041;0,048;1;0,025;1;1
"mentionner";0,135;0,197;1;1;0,205;1;1;1;1;1;1;1;1;1;1;0,128;1
"maîtriser";1;1;1;1;1;1;1;1;1;1;0,106;1;0;0,056;1;1;1
"mathieu";1;1;1;1;0,103;1;1;1;1;1;1;0;1;1;1;1;1
"maternel";1;1;0,158;1;1;1;1;1;1;0;1;1;0,113;1;1;1;1
"massimo";1;1;1;1;0,103;0,022;1;1;1;1;0,045;1;1;1;1;1;1
"mariah";1;1;1;1;1;1;1;1;1;1;0,045;0,041;1;0,019;1;1;1
"marcel";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,056;1
"lâcher";1;1;1;1;1;0,022;1;0,028;1;0,015;1;1;1;1;1;1;1
"lumpur";1;1;1;1;1;1;1;1;1;1;1;0,041;1;1;1;0,056;0,015
"libyen";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"libye";0;1;0,158;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"librement";1;1;1;1;0,103;1;1;0,028;0,022;1;1;1;1;1;1;1;1
"lee";1;1;1;1;0,103;1;1;0,028;1;1;1;0,041;1;1;1;1;1
"lapin";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,056;1
"kuala";1;1;1;1;1;1;1;1;1;1;1;0,041;1;1;1;0,056;0,015
"kirsty";0,135;0,197;1;1;1;1;1;1;1;1;1;1;1;0,056;1;0,128;1
"king";1;1;1;1;1;1;1;1;1;1;0,045;1;1;1;1;1;0
"keller";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,056;0
"karin";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,056;0
"jugement";0;1;1;1;0,103;1;1;1;1;1;1;1;1;1;1;1;1
"josef";1;0,197;1;1;1;0,061;1;1;1;0,045;0,106;1;1;1;1;1;1
"joie";1;0,098;1;1;1;1;1;1;1;0,015;1;0,041;1;1;1;1;1
"jehad";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"jair";0;1;1;1;1;1;1;1;1;1;1;1;0,048;1;1;1;1
"istanbul";1;0,197;0,001;1;1;1;1;1;1;1;1;1;1;0,056;1;1;1
"iran";0,061;0,098;1;1;1;1;1;1;1;1;0,045;1;1;1;1;1;1
"ir90";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"inverse";1;1;1;1;1;1;0,025;1;1;0,015;1;1;1;1;0,025;1;1
"intégration";1;1;1;1;0,205;1;1;0,073;0,061;1;1;1;1;1;0,067;1;1
"intime";1;0,098;1;1;1;1;1;1;1;0,015;1;1;1;0,019;1;1;1
"intermédiaire";0,135;1;1;1;1;1;1;0,073;1;1;1;1;1;1;0,067;0,128;1
"interaction";1;0,197;1;1;0,205;0,061;1;1;0,061;1;1;1;1;1;1;1;1
"insuffisant";1;1;1;0,098;1;1;1;0,028;0,022;1;1;1;1;1;1;1;1
"instruction";0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"inquiétant";1;1;1;1;1;1;1;0;1;1;1;1;0,113;1;0,067;1;1
"influent";0,061;1;1;1;1;1;1;1;1;1;1;1;1;0,019;1;1;0,015
"indonésie";1;1;0,074;1;1;1;1;1;0,022;1;0,045;1;1;1;1;1;1
"importer";1;1;1;1;1;1;1;1;0,061;1;1;1;1;0,056;1;0,128;0,045
"impactant";1;1;1;0,098;1;1;0;1;1;1;1;1;1;1;1;1;1
"immobilier";1;1;1;0;1;1;1;1;1;1;1;0,041;1;1;1;1;1
"ignazio";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,056;1
"identification";1;1;0,074;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"hésiter";0;1;0,158;1;0,205;1;1;1;1;1;1;1;1;1;1;1;1
"harris";0,135;1;1;1;1;1;1;1;1;1;1;1;1;0,056;1;1;0
"hambourg";1;1;1;1;1;1;0;1;1;1;0,106;1;1;1;1;1;1
"habituel";1;1;1;0,098;1;1;0,025;1;1;1;1;1;1;1;0,025;1;1
"générationnel";1;0,098;1;1;1;1;1;1;1;1;1;0,041;1;0,019;1;1;1
"généralisé";1;1;1;0,098;1;0,022;1;1;0,022;1;1;1;1;1;1;1;1
"guitariste";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"grèce";1;1;0,074;1;1;1;1;0,028;1;1;0,045;1;1;1;1;1;1
"gratuitement";1;1;1;0,098;1;1;1;1;1;1;0,045;1;1;1;1;0,056;1
"gouverneur";1;1;1;1;1;1;1;1;1;1;1;1;0,048;1;1;1;0
"gessler";1;0,098;0,074;0,098;1;1;1;1;1;1;1;1;1;1;1;1;1
"friday";1;1;1;0,098;1;1;1;1;1;1;1;1;1;1;1;0;1
"fossé";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,015
"formidable";1;1;0,074;1;1;1;1;1;1;1;0,045;1;1;1;1;0,056;1
"forfait";1;1;1;0;1;1;1;1;1;1;0,045;1;1;1;1;1;1
"fontaine";1;0,098;1;0,098;1;1;1;1;1;1;1;1;1;1;1;0,056;1
"fondateur";1;1;1;1;0,103;1;0,025;1;1;1;1;1;1;0,019;1;1;1
"fer";1;1;1;1;0,103;1;0,025;0,028;1;1;1;1;1;1;1;1;1
"façonner";1;1;1;1;1;1;1;1;1;0,015;0,045;1;1;0,019;1;1;1
"favre";1;1;1;0,098;1;1;1;1;1;1;1;1;0,048;1;0,025;1;1
"fasciner";1;0,098;1;1;1;1;1;1;1;1;1;0,041;0,048;1;1;1;1
"fact";1;1;1;1;0,103;1;1;1;0,022;1;1;0,041;1;1;1;1;1
"fabricant";1;1;1;1;1;1;1;1;0,061;1;0,106;1;1;1;0,067;0,128;1
"extinction";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"externe";1;1;1;0,098;1;1;1;1;0,022;1;1;1;1;0,019;1;1;1
"extension";1;1;1;1;0,103;1;0,025;1;1;1;1;1;1;1;1;0,056;1
"expansion";1;0,098;1;0,098;0,103;1;1;1;1;1;1;1;1;1;1;1;1
"exercer";0;1;1;1;0,103;1;1;1;1;1;1;1;1;1;1;1;1
"ex_président";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"ethnique";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,056;1
"esses";1;1;1;1;1;1;1;1;0,022;1;1;1;1;1;0,025;0,056;1
"erratum";0,061;1;1;1;1;1;1;1;1;0,015;1;1;0,048;1;1;1;1
"epfz";1;1;1;0,197;1;0;1;1;1;0,045;1;1;1;1;1;1;1
"envoi";1;1;1;1;1;1;1;0,073;1;1;1;0,099;1;0,056;1;0,128;1
"entraver";1;1;0,001;1;1;1;1;0,073;1;0,045;1;1;1;1;1;1;1
"entendeur";1;1;1;1;1;1;1;1;0,022;1;1;0,041;1;1;0,025;1;1
"enlèvement";0,135;1;0,158;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"enfance";1;0,197;1;1;1;1;1;1;0,061;0,045;1;1;1;1;0,067;1;1
"enceinte";1;1;1;0,197;1;1;1;1;0;1;0,106;1;1;1;1;1;1
"emprisonner";0,061;1;0,074;1;1;1;1;0,028;1;1;1;1;1;1;1;1;1
"emji_école";1;0,002;1;0,197;1;1;1;1;1;1;1;1;1;1;1;0,128;1
"emji_verre_de_vin";1;1;1;1;1;1;0,067;1;0,061;1;1;0,099;1;1;0,067;1;1
"emji_t_rex";1;1;1;1;1;0,022;1;1;1;0,015;1;0,041;1;1;1;1;1
"emji_seringue";1;1;1;1;0,002;0,061;1;1;0,061;1;1;1;1;1;1;1;1
"emji_pancarte";1;1;1;1;1;1;1;0,028;1;1;1;1;0;1;1;1;1
"emji_fourchette_et_couteau_avec_assiette";1;1;1;0,098;1;1;1;1;0,022;1;1;1;1;1;1;0,056;1
"emji_drapeau_soudan";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"emji_drapeau_italie";1;1;1;1;0,103;1;1;1;1;1;1;1;0,048;1;1;0,056;1
"emji_drapeau_espagne";1;1;1;1;1;1;1;1;1;1;1;0,041;1;0,019;1;0,056;1
"emji_drapeau_corée_du_sud";1;1;1;1;1;0,022;1;0,028;1;1;1;1;1;1;1;1;0,015
"emji_drapeau_chine";1;0,098;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;0,015
"emji_colis";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,067;0;1
"emji_coeur_brisé";1;0,002;1;1;1;1;1;1;1;1;1;0,099;0,113;1;1;1;1
"emji_arbre_à_feuilles_caduques";1;1;1;1;0,205;1;1;1;1;0,045;1;1;1;1;1;0;1
"emji_ampoule";1;0,098;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"emji_adn";1;0,197;1;1;1;0,061;1;1;1;0;1;1;1;1;1;1;1
"détruire";1;1;0,074;1;1;1;1;1;1;0,015;1;1;1;1;1;0,056;1
"détenteur";1;1;1;1;1;0;1;1;1;1;1;1;1;0,056;1;0,128;1
"déséquilibre";1;1;1;1;1;1;1;0,073;1;0,045;1;1;1;1;1;0;1
"désactiver";1;0,098;1;0,098;1;1;1;1;1;1;1;1;1;0,019;1;1;1
"dériver";1;1;1;1;1;0,022;1;0,028;0,022;1;1;1;1;1;1;1;1
"dépenser";1;0,197;1;0,197;0,205;0,061;1;1;1;1;1;1;1;1;1;1;1
"démontrer";1;0,098;1;1;0,103;1;1;1;1;0,015;1;1;1;1;1;1;1
"démarrer";1;1;1;1;0,103;1;1;1;1;1;1;1;0,048;1;1;0,056;1
"doter";1;1;1;0,098;0,103;1;0,025;1;1;1;1;1;1;1;1;1;1
"doré";1;1;1;1;1;1;1;1;1;1;1;1;1;0,019;0,025;1;0,015
"dominique";1;1;1;1;1;1;1;1;1;0,045;0,106;0,099;1;1;0,067;1;1
"documenter";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,056;1
"djihadiste";1;0,098;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"diplomatie";1;1;0,001;1;1;1;1;1;1;1;1;0,099;1;1;1;1;0,045
"dimension";1;1;1;1;1;1;1;1;1;1;1;1;1;0,019;0,025;1;0,015
"différend";1;1;0,001;0,197;1;1;1;1;1;1;1;1;0,113;1;1;1;1
"dieu";1;1;1;1;1;1;0,025;1;1;1;1;1;1;0,019;1;0,056;1
"diagnostiquer";1;1;1;1;1;0,061;1;1;0,061;0,045;1;1;1;1;0,067;1;1
"diabète";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"delphine";0,061;1;1;1;1;1;0,025;0,028;1;1;1;1;1;1;1;1;1
