"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17"
"*i_0398";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;21,619
"*i_0397";14,254;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0396";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;16,262;-0,065;-0,05;-0,053;-0,069;-0,046
"*postDate_9-11-2025";-0,354;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;2,477;-0,233;-0,319;10,783;-0,328;-0,25;-0,267;1,55;2,888
"*i_0395";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;19,499;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0394";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;21,619
"*i_0393";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;14,618;-0,046
"*postLikes_11300";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;14,618;-0,046
"*postReposts_98";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;14,618;-0,046
"*i_0392";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0391";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_18500";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0390";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0389";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0388";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;16,262;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0387";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;15,399;-0,05;-0,053;-0,069;-0,046
"*postDate_8-11-2025";-0,425;-0,511;-0,457;5,504;-0,522;1,809;1,711;-0,332;-0,311;-0,281;-0,383;-0,373;1,178;-0,301;-0,321;1,061;-0,281
"*i_0386";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0385";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0384";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0383";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0382";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;14,618;-0,046
"*i_0381";-0,07;-0,085;-0,076;-0,085;-0,086;19,499;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0380";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0379";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0378";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;18,877;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postComments_104";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;18,877;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0377";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;14,618;-0,046
"*postDate_7-11-2025";-0,497;-0,597;-0,534;0,416;0,39;1,346;-0,375;1,189;-0,363;-0,328;-0,448;-0,436;0,825;1,432;-0,375;0,731;-0,328
"*i_0376";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;18,293;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postComments_237";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;18,293;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0375";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0374";-0,07;-0,085;-0,076;-0,085;11,614;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0373";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0372";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0371";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0370";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;15,399;-0,05;-0,053;-0,069;-0,046
"*postComments_387";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;15,399;-0,05;-0,053;-0,069;-0,046
"*i_0369";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0368";-0,07;-0,085;-0,076;-0,085;-0,086;19,499;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0367";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;20,16;-0,053;-0,069;-0,046
"*i_0366";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_88";6,17;-0,169;5,675;-0,169;-0,173;-0,103;-0,106;-0,11;-0,103;-0,093;-0,127;-0,124;-0,13;-0,1;-0,106;-0,137;-0,093
"*postDate_6-11-2025";12,636;-0,684;0,372;-0,684;0,231;-0,416;-0,43;-0,443;-0,416;-0,375;0,62;0,665;-0,527;-0,402;-0,43;-0,555;1,247
"*i_0365";14,254;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postComments_51";6,17;-0,169;-0,152;-0,169;-0,173;-0,103;-0,106;-0,11;-0,103;-0,093;-0,127;-0,124;-0,13;-0,1;-0,106;-0,137;9,846
"*i_0364";14,254;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0363";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;21,619
"*i_0362";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_47";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;5,043;-0,165;5,249;-0,14;-0,191;-0,186;-0,196;5,468;-0,16;-0,206;-0,14
"*i_0361";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;15,819;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0360";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_211";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0359";14,254;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0358";-0,07;-0,085;13,259;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postComments_214";-0,141;4,979;5,675;-0,169;-0,173;-0,103;-0,106;-0,11;-0,103;-0,093;-0,127;-0,124;-0,13;-0,1;-0,106;-0,137;-0,093
"*i_0357";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_104";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0356";-0,07;-0,085;-0,076;-0,085;11,614;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0355";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;16,262;-0,065;-0,05;-0,053;-0,069;-0,046
"*postReposts_212";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;16,262;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0354";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_194";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;18,877;-0,069;-0,046
"*postReposts_422";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_5-11-2025";-0,569;-0,684;-0,612;-0,684;0,231;-0,416;0,943;-0,443;-0,416;-0,375;-0,513;-0,499;0,577;-0,402;-0,43;13,043;8,101
"*i_0353";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0352";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;21,619
"*i_0351";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;18,877;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0350";-0,07;-0,085;-0,076;-0,085;11,614;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0349";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;14,618;-0,046
"*i_0348";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;15,399;-0,05;-0,053;-0,069;-0,046
"*i_0347";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_263";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0346";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0345";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;21,619
"*postLikes_8000";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;21,619
"*i_0344";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;14,618;-0,046
"*i_0343";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;14,618;-0,046
"*i_0342";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;18,877;-0,069;-0,046
"*postComments_260";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;18,877;-0,069;-0,046
"*postReposts_70";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;18,877;-0,069;-0,046
"*postDate_4-11-2025";-0,425;-0,511;0,862;-0,511;-0,522;-0,311;-0,321;-0,332;-0,311;-0,281;-0,383;1,308;1,178;1,913;1,711;-0,415;2,144
"*i_0341";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_12800";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_149";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0340";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0339";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;15,399;-0,05;-0,053;-0,069;-0,046
"*postReposts_139";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;15,399;-0,05;-0,053;-0,069;-0,046
"*i_0338";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0337";-0,07;-0,085;13,259;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0336";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;16,262;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0335";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;21,619
"*i_0334";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0333";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0332";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_310";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0331";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_183";-0,07;-0,085;13,259;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0330";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0329";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;20,16;-0,053;-0,069;-0,046
"*i_0328";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_3-11-2025";0,465;0,251;-0,612;9,959;-0,698;1,011;-0,43;0,879;-0,416;-0,375;0,62;-0,499;-0,527;-0,402;-0,43;-0,555;-0,375
"*i_0327";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0326";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0325";14,254;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0324";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;18,293;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0323";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;15,819;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0322";-0,07;-0,085;-0,076;-0,085;-0,086;19,499;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0321";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0320";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postLikes_18300";-0,141;-0,169;-0,152;4,979;-0,173;-0,103;-0,106;8,185;-0,103;-0,093;-0,127;-0,124;-0,13;-0,1;-0,106;-0,137;-0,093
"*postComments_111";-0,141;-0,169;-0,152;4,979;-0,173;-0,103;-0,106;-0,11;-0,103;-0,093;-0,127;-0,124;6,741;-0,1;-0,106;-0,137;-0,093
"*i_0319";-0,07;11,861;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0318";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0317";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_100";-0,07;-0,085;13,259;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0316";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postDate_2-11-2025";-0,569;-0,684;0,372;9,959;-0,698;-0,416;-0,43;-0,443;-0,416;1,247;-0,513;-0,499;0,577;-0,402;6,745;-0,555;-0,375
"*i_0315";-0,07;-0,085;13,259;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postReposts_133";-0,07;-0,085;13,259;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0314";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0313";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0312";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;21,619;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0311";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;18,877;-0,069;-0,046
"*i_0310";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;18,877;-0,069;-0,046
"*postReposts_140";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;18,877;-0,069;-0,046
"*i_0309";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0308";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0307";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;15,399;-0,05;-0,053;-0,069;-0,046
"*i_0306";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_463";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0305";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0304";14,254;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postDate_1-11-2025";0,116;-0,945;-0,845;1,684;1,606;-0,575;-0,594;0,346;-0,575;-0,518;-0,708;0,222;0,174;0,471;-0,594;2,583;-0,518
"*i_0303";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;15,399;-0,05;-0,053;-0,069;-0,046
"*postComments_747";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;15,399;-0,05;-0,053;-0,069;-0,046
"*i_0302";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postComments_261";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0301";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0300";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0299";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0298";-0,07;-0,085;-0,076;-0,085;11,614;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0297";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;14,618;-0,046
"*i_0296";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;18,293;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0295";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;14,618;-0,046
"*postComments_99";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;14,618;-0,046
"*i_0294";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;20,16;-0,053;-0,069;-0,046
"*i_0293";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0292";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;16,262;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0291";-0,07;-0,085;-0,076;-0,085;11,614;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0290";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;20,16;-0,053;-0,069;-0,046
"*postDate_31-10-2025";0,465;-0,684;-0,612;0,251;-0,698;1,011;0,943;-0,443;1,011;-0,375;0,62;0,665;-0,527;1,084;-0,43;-0,555;-0,375
"*i_0289";-0,07;-0,085;-0,076;-0,085;-0,086;19,499;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0288";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;16,262;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0287";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_639";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0286";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0285";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;15,819;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0284";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0283";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;18,877;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0282";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_136";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0281";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0280";14,254;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0279";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postLikes_27900";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postReposts_156";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0278";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_380";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0277";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;19,499;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*postLikes_873";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;19,499;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0276";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;16,262;-0,065;-0,05;-0,053;-0,069;-0,046
"*postDate_30-10-2025";-0,569;0,251;-0,612;0,251;0,231;-0,416;-0,43;-0,443;-0,416;1,247;0,62;0,665;-0,527;-0,402;0,943;-0,555;1,247
"*i_0275";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0274";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;15,819;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0273";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0272";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;21,619;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0271";-0,07;-0,085;-0,076;-0,085;11,614;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0270";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0269";-0,07;11,861;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0268";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0267";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;18,877;-0,069;-0,046
"*i_0266";-0,07;-0,085;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;21,619
"*i_0265";-0,07;-0,085;-0,076;11,861;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
"*i_0264";-0,07;11,861;-0,076;-0,085;-0,086;-0,051;-0,053;-0,055;-0,051;-0,046;-0,063;-0,062;-0,065;-0,05;-0,053;-0,069;-0,046
